Изображения,Название,Артикул,Цена,Валюта,Наличие,Категория,Подкатегория,URL,Описание,Код товара,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Вес (без упаковки),Формат,Автор,Издательство,ISBN,Год издания,Количество страниц,Тип обложки,Составитель,Бумага,Печать
https://cdn.entero.ru/mp@2x/1b/58/1b58dfe8292a165dcd93cf73cef304a0.jpg,Авруцкая Ирина Ресторанные Ведомости Битва за гостя. Версия 2.0 2.0 : стратегии и тактики ресторанного маркетинга,9785604095355,0,RUB,Нет,Профоборудование,Литература для ресторанного бизнеса,https://entero.ru/item/258210,"<p>Книга <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/258210""><b class=""b"">Битва за гостя. Версия 2.0 2.0 : стратегии и тактики ресторанного маркетинга </b></a>предназначена для использования в сфере ресторанного бизнеса. В издании представлены рекомендации по бизнес-процессам, которые связаны с обеспечением питанием посетителей общественных мероприятий. Представляет собой практическое руководство по построению вашего бренда, достижению узнаваемости вашего заведения и обеспечению лояльности ваших гостей.</p>",258210,240 мм,160 мм,12 мм,0.552 кг,1,288x192x14 мм,0,https://entero.ru/manuals/318037/%D0%9F%D1%80%D0%B5%D0%B4%D0%B2%D0%B0%D1%80%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9%20%D0%BF%D1%80%D0%BE%D1%81%D0%BC%D0%BE%D1%82%D1%80.pdf,0.46 кг,70х100/16,Авруцкая И.,Ресторанные ведомости,978-5-6040953-5-5,2020,184,Мягкий переплет,,,
https://cdn.entero.ru/mp@2x/57/ef/57ef47371e3927b6275cff7643700515.jpg;https://cdn.entero.ru/mp@2x/f1/b5/f1b56f410ba9cd2f16722c54c7c74bcf.jpg,Инна Щепетова Ресторанные Ведомости Ресторан глазами гостя. Новый взгляд на бизнес,Инна Щепетова Ресторанные Ведомости Ресторан глазами гостя. Новый взгляд на бизнес,0,RUB,Нет,Профоборудование,Литература для ресторанного бизнеса,https://entero.ru/item/258226,"<p>Книга <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/258226""><b class=""b"">Ресторан глазами гостя. Новый взгляд на бизнес</b></a> предназначена для использования в сфере ресторанного бизнеса. В издании представлены рекомендации по бизнес-процессам, которые связаны с обеспечением питанием посетителей общественных мероприятий. Автор книги Щепетова Инна практически с нуля выстраивала маркетинговый̆ отдел в ресторанном холдинге Iconfood, в состав которого входило несколько разноформатных концепций, осуществила успешные проекты в России и СНГ, а также в Западной̆ Европе.</p>",258226,235 мм,160 мм,15 мм,0.825 кг,1,258x176x16 мм,0,https://entero.ru/manuals/318100/%D0%9F%D1%80%D0%B5%D0%B4%D0%B2%D0%B0%D1%80%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9%20%D0%BF%D1%80%D0%BE%D1%81%D0%BC%D0%BE%D1%82%D1%80.pdf,0.75 кг,60х90/8,Щепетова И.,Ресторанные ведомости,978-5-6044967-3-2,2021,160,"Мягкий переплет, Суперобложка",,,
https://cdn.entero.ru/mp@2x/bd/c4/bdc4fcb09951bd672b85b58b5e2bb0b4.jpg;https://cdn.entero.ru/mp@2x/4d/89/4d897344d8a27607ca2e78dc41ea6b52.jpg,Ресторанные Ведомости Умный ресторан: от потерь к прибыли,Ресторанные Ведомости Умный ресторан: от потерь к прибыли,0,RUB,Нет,Профоборудование,Литература для ресторанного бизнеса,https://entero.ru/item/258229,"<p>Книга <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/258229""><b class=""b"">Умный ресторан: от потерь к прибыли</b></a> предназначена для использования в сфере ресторанного бизнеса. В издании представлены лучшие практики из опыта внедрения бережливого мышления именно в ресторанах России. В каждой главе приводятся примеры из реальных ресторанов, кейсы, разборы ошибок и описания успехов. </p>",258229,235 мм,160 мм,12 мм,0.429 кг,1,258x176x13 мм,0,https://entero.ru/manuals/318108/%D0%9F%D1%80%D0%B5%D0%B4%D0%B2%D0%B0%D1%80%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9%20%D0%BF%D1%80%D0%BE%D1%81%D0%BC%D0%BE%D1%82%D1%80.pdf,0.39 кг,60х90/8,Яблокова Ю. В. Спасенкова Е. А. Пантина А. А.,Ресторанные ведомости,978-5-6046513-1-5,2022,208,Мягкий переплет,Табурова М. С. Селяков А. В.,,
https://cdn.entero.ru/mp@2x/d6/5d/d65dec41c4272e0adefb4a53e3241f36.jpg;https://cdn.entero.ru/mp@2x/45/9e/459e1a62aee705c91f6bc5b836fc45ef.jpg,Павел Щучинов Ресторанные Ведомости Формула доставки еды: создание и управление,Павел Щучинов Ресторанные Ведомости Формула доставки еды: создание и управление,0,RUB,Нет,Профоборудование,Литература для ресторанного бизнеса,https://entero.ru/item/258234,"<p>Книга <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/258234""><b class=""b"">Формула доставки еды: создание и управление</b></a> предназначена для использования в сфере ресторанного бизнеса. В издании представлены рекомендации, инструменты и решения по открытию и ведению работы в сфере доставки готовой еды. Автор книги - практик, запустивший с нуля доставку еды, успешно развивший этот бизнес и сделавший его высокорентабельным - делится личным опытом, рассказывает о совершенных ошибках, предлагает компетентные решения и дает конкретные рекомендации. </p>",258234,241 мм,170 мм,10 мм,0.55 кг,1,265x187x11 мм,0,https://entero.ru/manuals/318113/%D0%9F%D1%80%D0%B5%D0%B4%D0%B2%D0%B0%D1%80%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9%20%D0%BF%D1%80%D0%BE%D1%81%D0%BC%D0%BE%D1%82%D1%80.pdf,0.5 кг,60х90/8,Щучинов П.,Ресторанные ведомости,978-5-6044967-9-4,2021,192,Твердый переплет,,,
https://cdn.entero.ru/mp@2x/7f/57/7f57eac576b87c7ff03aa55deb88c42f.jpg,Инна Щепетова. Ресторанные Ведомости Учебник ресторатора,Книга 9785604095331,0,RUB,Нет,Профоборудование,Литература для ресторанного бизнеса,https://entero.ru/item/122422,"<p>Книга <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/122422""><b class=""b"">Учебник ресторатора</b></a> предназначена для использования в сфере ресторанного бизнеса. В издании представлены рекомендации по открытию и ведению работы в организациях общественного питания. Подробные описания маркетинговых решений дополнены схемами, макетами, таблицами и алгоритмами для более легкого восприятия и запоминания.</p>",122422,,,,,,,0,https://entero.ru/manuals/129384/%D0%9F%D1%80%D0%B5%D0%B4%D0%B2%D0%B0%D1%80%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9%20%D0%BF%D1%80%D0%BE%D1%81%D0%BC%D0%BE%D1%82%D1%80.pdf,0.52 кг,60х90/8,Щепетова И.В.,Ресторанные ведомости,978-5-6040953-3-1,2020,232,"Суперобложка, Твердый переплет",,Мелованная,Плоская офсетная
https://cdn.entero.ru/mp@2x/6b/85/6b854d115e28423a90d6e78eef2f736c.jpg,Татьяна Полякова. Ресторанные Ведомости Кофе для Profi. Зерно. Технологии. Оборудование. Рецепты от бариста,Книга Полякова Денисов 9785990811959,0,RUB,Нет,Профоборудование,Литература для ресторанного бизнеса,https://entero.ru/item/122434,"<p>Книга <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/122434""><b class=""b"">Кофе для Profi. Зерно. Технологии. Оборудование. Рецепты от бариста </b></a> предназначена для использования как в сфере ресторанного бизнеса, так и в домашних условиях. В издании представлены подробные практические рекомендации по работе бариста, оригинальные рецепты и мастер-классы по приготовлению кофе, напитков и коктейлей на его основе. Описания необходимых ингредиентов, пошагового приготовления и сервировок дополнены цветными иллюстрациями с приготовленными напитками.</p>",122434,,,,,,,0,https://entero.ru/manuals/129393/%D0%9F%D1%80%D0%B5%D0%B4%D0%B2%D0%B0%D1%80%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9%20%D0%BF%D1%80%D0%BE%D1%81%D0%BC%D0%BE%D1%82%D1%80.pdf,1.05 кг,60х90/8,,Ресторанные ведомости,978-5-9908119-5-9,2018,192,"Твердый переплет, Суперобложка","Полякова Т.А., Денисов Д.И., Цыро С.В.",Офсетная,Плоская офсетная
https://cdn.entero.ru/mp@2x/a7/04/a70467bf86b03dfc50005ecd21e2fe62.jpg,Артур Чистяков. Ресторанные Ведомости Как заработать на доставке еды. Из пункта А в пункт $,Книга Артур Чистяков 9785604095317,0,RUB,Нет,Профоборудование,Литература для ресторанного бизнеса,https://entero.ru/item/122466,"<p>Книга <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/122466""><b class=""b"">Как заработать на доставке еды. Из пункта А в пункт $</b></a> предназначена для использования в сфере ресторанного бизнеса. В издании представлены рекомендации, инструменты и решения по открытию и ведению работы в сфере доставки готовой еды.</p>",122466,,,,,,,0,https://entero.ru/manuals/129404/%D0%9F%D1%80%D0%B5%D0%B4%D0%B2%D0%B0%D1%80%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9%20%D0%BF%D1%80%D0%BE%D1%81%D0%BC%D0%BE%D1%82%D1%80.pdf,0.45 кг,70х100/16,Чистяков А.Л.,Ресторанные ведомости,978-5-6040953-1-7,2020,176,Мягкий переплет,,Мелованная,Плоская офсетная
https://cdn.entero.ru/mp@2x/06/1f/061fbcca95225af637b2e0e13d8903a7.jpg,Константин Кривошонок. Ресторанные Ведомости Безопасность питания. Как не отравить гостей в ресторане. Вся правда о ХАССП,Книга Константин Кривошонок 9785604095263,0,RUB,Нет,Профоборудование,Литература для ресторанного бизнеса,https://entero.ru/item/122468,"<p>Книга <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/122468""><b class=""b"">Безопасность питания. Как не отравить гостей в ресторане. Вся правда о ХАССП</b></a> предназначена для использования в сфере ресторанного бизнеса. В издании представлены основы для внедрения процедуры и практики ХАССП, рекомендации, инструменты и решения в области технологии пищевой безопасности в организациях общественного питания.</p>",122468,,,,,,,0,https://entero.ru/manuals/129407/%D0%9F%D1%80%D0%B5%D0%B4%D0%B2%D0%B0%D1%80%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9%20%D0%BF%D1%80%D0%BE%D1%81%D0%BC%D0%BE%D1%82%D1%80.pdf,0.9 кг,70х100/16,Кривошонок К.,Ресторанные ведомости,978-5-6040952-6-3,2019,240,"Суперобложка, Твердый переплет",,Офсетная,
https://cdn.entero.ru/mp@2x/26/59/26591ace7c8c959eba194b16b868c753.jpg;https://cdn.entero.ru/mp@2x/1e/f7/1ef74632057516f2ef0b4f93257de644.jpg,Инесса Ермишкина. Ресторанные Ведомости Сервис в стиле CASUAL,Книга 9785604095201,0,RUB,Нет,Профоборудование,Литература для ресторанного бизнеса,https://entero.ru/item/122472,"<p>Книга <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/122472""><b class=""b"">Сервис в стиле casual. Стандарты обслуживания для хостес и официантов ресторана демократичного формата</b></a> предназначена для использования в сфере ресторанного бизнеса. В издании представлены рекомендации, инструменты и решения по управлению качеством услуг в организациях общественного питания.</p>",122472,,,,,,,0,https://entero.ru/manuals/129408/%D0%9F%D1%80%D0%B5%D0%B4%D0%B2%D0%B0%D1%80%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9%20%D0%BF%D1%80%D0%BE%D1%81%D0%BC%D0%BE%D1%82%D1%80.pdf,0.4 кг,70х100/16,Ермишкина И.В.,Ресторанные ведомости,978-5-6040952-0-1,2018,240,Мягкий переплет,,,
https://cdn.entero.ru/mp@2x/0d/41/0d414545f5799481f4eaa79af7c3674a.jpg;https://cdn.entero.ru/mp@2x/71/75/71755ea2a7808356a7ae7e407af4f7b5.jpg,Ресторанные Ведомости Как открыть пекарню-кондитерскую. В ресторане и без него,Книга 9785950014949,0,RUB,Нет,Профоборудование,Литература для ресторанного бизнеса,https://entero.ru/item/122482,"<p>Книга <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/122482""><b class=""b"">Как открыть пекарню-кондитерскую. В ресторане и без него</b></a> предназначена для использования в сфере ресторанного бизнеса. В издании приведены и разобраны основные ошибки на этапе запуска хлебопекарного предприятия и представлены рекомендации, которые помогут увеличить выручку уже действующему предприятию. Подробные описания дополнены бизнес-кейсами опытных игроков данного рынка и новичков.</p>",122482,,,,,,,0,https://entero.ru/manuals/129414/%D0%9F%D1%80%D0%B5%D0%B4%D0%B2%D0%B0%D1%80%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9%20%D0%BF%D1%80%D0%BE%D1%81%D0%BC%D0%BE%D1%82%D1%80.pdf,0.35 кг,70х100/16,Леликова Ю.Э.,Ресторанные ведомости,978-5-9500149-4-9,2017,194,Мягкий переплет,,,
https://cdn.entero.ru/mp@2x/99/28/992864134f232819aba66421f5caf69a.jpg;https://cdn.entero.ru/mp@2x/d9/bb/d9bb07381914ccb1011b70922daca102.jpg;https://cdn.entero.ru/mp@2x/9f/ed/9fed0a26dce3d0a218d055b05f4690a3.jpg,Олег Назаров. Ресторанные Ведомости 333 хитрости ресторанного бизнеса,Книга Олег Назаров 9785981760617,0,RUB,Нет,Профоборудование,Литература для ресторанного бизнеса,https://entero.ru/item/122509,"<p>Книга <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/122509""><b class=""b"">333 хитрости ресторанного бизнеса</b></a> предназначена для использования в сфере ресторанного бизнеса. В издании представлены рекомендации как сделать ресторан более привлекательным и интересным для посещений.</p>",122509,,,,,,,0,,0.3 кг,70х100/16,Назаров О.В.,Ресторанные ведомости,978-5-98176-061-7,2017,248,Мягкий переплет,,,
https://cdn.entero.ru/mp@2x/f1/e5/f1e55f0d6a6715e7dd86e9917da03e47.jpg,Галина Анохина Ресторанные Ведомости HoReCa: учебник по сервису. От стандартов к мастерству,9785604651308,0,RUB,Нет,Профоборудование,Литература для ресторанного бизнеса,https://entero.ru/item/258191,"<p>Книга <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/258191""><b class=""b"">HoReCa: учебник по сервису. От стандартов к мастерству</b></a> предназначена для использования в сфере ресторанного бизнеса. В издании описываются все аспекты и нюансы построения превохосходного сервиса: гостеориентированность, стандарты и операционные процедуры и их поэтапное внедрение, правила разрешения конфликтных ситуаций с гостями и работа с жалобами, особенности обслуживания вип-клиентов, основы персонифицированного сервиса, методы повышения лояльности гостей и эффективности сотрудников.</p>

<p>Особенность книги - наличие конкретных примеров и практических кейсов по базовым стандартам обслуживания.</p>",258191,,,,0.58 кг,1,241x170x10 мм,0,https://entero.ru/manuals/318017/%D0%9F%D1%80%D0%B5%D0%B4%D0%B2%D0%B0%D1%80%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9%20%D0%BF%D1%80%D0%BE%D1%81%D0%BC%D0%BE%D1%82%D1%80.pdf,0.58 кг,60х90/8,Анохина Г. Б.,Ресторанные ведомости,978-5-6046513-0-8,2021,304,Твердый переплет,,,
https://cdn.entero.ru/mp@2x/f7/9e/f79ee49d4e4b2a6641d97cb538c43362.jpg,Тюменёва Мария Ресторанные Ведомости PROдвижение ресторана,Тюменёва Мария Ресторанные Ведомости PROдвижение ресторана,0,RUB,Нет,Профоборудование,Литература для ресторанного бизнеса,https://entero.ru/item/258203,"<p>Книга <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/258203""><b class=""b"">PROдвижение ресторана</b></a> предназначена для использования в сфере ресторанного бизнеса. В издании представлены рекомендации по бизнес-процессам, информация о том, как трансформируется гастрономический пиар и какие инструменты продвижения оказываются эффективными в каждом конкретном случае. Такие навыки, как коммуникабельность, умение работать в команде, грамотность речи и письма являются обязательными, но планирование, стратегическое мышление и аналитика результатов, становятся с каждым годом все более важными, необходимо просчитывать свои действия на несколько шагов вперед и прогнозировать конкретный результат своей работы.</p>",258203,241 мм,170 мм,10 мм,0.572 кг,1,265x187x11 мм,0,https://entero.ru/manuals/318028/%D0%9F%D1%80%D0%B5%D0%B4%D0%B2%D0%B0%D1%80%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9%20%D0%BF%D1%80%D0%BE%D1%81%D0%BC%D0%BE%D1%82%D1%80.pdf,0.52 кг,60х90/8,Тюменёва М.,Ресторанные ведомости,978-5-6044967-1-8,2021,192,Твердый переплет,,,
https://cdn.entero.ru/mp@2x/02/4b/024bd81d26d9dcdcfae286e80e46a428.jpg,"Ресторанные Ведомости Управление алкоголем в ресторане: лицензии, ассортимент, ценообразование, продажи","Ресторанные Ведомости Управление алкоголем в ресторане: лицензии, ассортимент, ценообразование, продажи",0,RUB,Нет,Профоборудование,Литература для ресторанного бизнеса,https://entero.ru/item/258207,"<p>Книга <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/258207""><b class=""b"">Управление алкоголем в ресторане: лицензии, ассортимент, ценообразование, продажи</b></a> предназначена для использования в сфере ресторанного бизнеса. В издании представлены рекомендации по бизнес-процессам, которые связаны с решениями по работе с алкоголем. Содержит полное руководство по процессу получения лицензии, несколько десятков развернутых юридических консультаций с примерами из судебной практики и анализом рисков.</p>",258207,240 мм,170 мм,20 мм,0.495 кг,1,264x187x22 мм,0,https://entero.ru/manuals/318032/%D0%9F%D1%80%D0%B5%D0%B4%D0%B2%D0%B0%D1%80%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9%20%D0%BF%D1%80%D0%BE%D1%81%D0%BC%D0%BE%D1%82%D1%80.pdf,0.45 кг,60х90/8,,Ресторанные ведомости,978-5-6046513-7-7,2022,232,,,,
https://cdn.entero.ru/mp@2x/24/f1/24f19b9cd4efe3016af2d5dcda45ee31.jpg;https://cdn.entero.ru/mp@2x/70/5b/705b1db72fe7979c5781e266767f16fc.jpg,Ресторанные Ведомости Рестомаркетинг: от хаоса к системе,Ресторанные Ведомости Рестомаркетинг: от хаоса к системе,0,RUB,Нет,Профоборудование,Литература для ресторанного бизнеса,https://entero.ru/item/258224,"<p>Книга <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/258224""><b class=""b"">Рестомаркетинг: от хаоса к системе</b></a> предназначена для использования в сфере ресторанного бизнеса. В издании представлены рекомендации по бизнес-процессам, которые связаны с повышением качества маркетинговой работы на предприятиях индустрии гостеприимства, описываются все аспекты и нюансы построения системного маркетинга, от исследований и аналитики до продвижения и маркетинга лояльности. Авторы щедро делятся своими оригинальными наработками и методиками, такими как трёхмерное позиционирование, модель портфельного анализа ВВМС, опробованными в ходе их собственной практики и многочисленных консалтинговых проектов на протяжении последних 25 лет работы.</p>

<p>Особенность книги ― возможность доступа к дополнительному web-контенту в формате шаблонов, инструкций и видеоматериалов.</p>",258224,241 мм,170 мм,10 мм,0.572 кг,1,265x187x11 мм,0,https://entero.ru/manuals/318093/%D0%9F%D1%80%D0%B5%D0%B4%D0%B2%D0%B0%D1%80%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9%20%D0%BF%D1%80%D0%BE%D1%81%D0%BC%D0%BE%D1%82%D1%80.pdf,0.52 кг,60х90/8,Орлов Г. Ю. Пак Я. С.,Ресторанные ведомости,978-5-6044967-8-7,2021,216,Твердый переплет,,,
https://cdn.entero.ru/mp@2x/13/a4/13a458f4effa9ddf046f2c3a63dae3c4.jpg,Ресторанные Ведомости Формула шоколада. Техника работы с шоколадом,Книга 9785604095287,0,RUB,Нет,Профоборудование,Литература для ресторанного бизнеса,https://entero.ru/item/122429,"<p>Книга <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/122429""><b class=""b"">Формула шоколада. Техника работы с шоколадом</b></a> предназначена для использования как в сфере ресторанного бизнеса, так и в домашних условиях. В издании представлены история шоколада, техники работы с ним, технологии приготовления конфет и десертов, а также авторские рецепты. Описания необходимых ингредиентов и пошагового приготовления написаны на русском и английском языках и дополнены цветными иллюстрациями с приготовленными блюдами.</p>",122429,,,,,,,0,https://entero.ru/manuals/129388/%D0%9F%D1%80%D0%B5%D0%B4%D0%B2%D0%B0%D1%80%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9%20%D0%BF%D1%80%D0%BE%D1%81%D0%BC%D0%BE%D1%82%D1%80.pdf,0.9 кг,60х90/8,Шрамко Е.В.,Ресторанные ведомости,978-5-6040952-8-7,2019,160,Суперобложка,,,
https://cdn.entero.ru/mp@2x/d4/3a/d43a53ad64be5196058b6fdae5576acc.jpg;https://cdn.entero.ru/mp@2x/ea/6d/ea6d1792ebb386c42a29cb37bf89352f.jpg,"Пономаренко Арина, Карякина Ирина Ресторанные Ведомости Учебник Food-фабриканта. От цеха до фабрики","Пономаренко Арина, Карякина Ирина Ресторанные Ведомости Учебник Food-фабриканта. От цеха до фабрики",0,RUB,Нет,Профоборудование,Литература для ресторанного бизнеса,https://entero.ru/item/258232,"<p>Книга <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/258232""><b class=""b"">Учебник Food-фабриканта. От цеха до фабрики</b></a> предназначена для использования в сфере ресторанного бизнеса. В издании представлены рекомендации по проектированию, открытию и управлению организациями общественного питания. Представляет собой интерактивное мультимедийное издание, электронная версия дополнена уникальным контентом: видео действующих заготовочных цехов и фабрик-кухонь, цветные фотографии реальных объектов, их устройства и оснащения, развернутые таблицы с подробными расчетами, технико-экономическими заданиями, схемами компоновки и зонирования различных помещений фабрик-кухонь.</p>",258232,241 мм,170 мм,12 мм,0.572 кг,1,265x187x13 мм,0,https://entero.ru/manuals/318110/%D0%9F%D1%80%D0%B5%D0%B4%D0%B2%D0%B0%D1%80%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9%20%D0%BF%D1%80%D0%BE%D1%81%D0%BC%D0%BE%D1%82%D1%80.jpg,0.52 кг,60х90/8,Пономаренко А. Карякина И.,Ресторанные ведомости,978-5-6044967-2-5,2022,240,Твердый переплет,,,
https://cdn.entero.ru/mp@2x/4e/11/4e11d318e236448da7aae77b9e205fe9.jpg,Ресторанные Ведомости АнтиHR ресторана. Мотивации. Договоры. Бланки. Офферы: 137 шаблонов документов,Ресторанные Ведомости АнтиHR ресторана. Мотивации. Договоры. Бланки. Офферы: 137 шаблонов документов,0,RUB,Нет,Профоборудование,Литература для ресторанного бизнеса,https://entero.ru/item/258194,"<p>Книга <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/258194""><b class=""b"">АнтиHR ресторана. Мотивации. Договоры. Бланки. Офферы: 137 шаблонов документов</b></a> предназначена для использования в сфере ресторанного бизнеса. В издании собраны шаблоны документов которые помогут абсолютно любому рекрутеру найти ответ на каждом этапе сбора команды. Это книга является неким «ленивым» HR, когда все инструкции продуманы и прописаны за вас, а вам нужно только взять подходящий бланк.</p>",258194,235 мм,160 мм,20 мм,0.44 кг,1,258x176x22 мм,0,https://entero.ru/manuals/318019/%D0%9F%D1%80%D0%B5%D0%B4%D0%B2%D0%B0%D1%80%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9%20%D0%BF%D1%80%D0%BE%D1%81%D0%BC%D0%BE%D1%82%D1%80.pdf,0.4 кг,60х90/8,Стародубцева Е.,Ресторанные ведомости,978-5-6046513-6-0,2022,272,Мягкий переплет,Маринина Е.,,
https://cdn.entero.ru/mp@2x/64/9a/649a6e4ec30c6180697215af53886824.jpg,Гвоздовская Виолетта Ресторанные Ведомости Операционный директор Сила ресторанной компании. Том 1,9785604496749,0,RUB,Нет,Профоборудование,Литература для ресторанного бизнеса,https://entero.ru/item/258198,"<p>Книга <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/258198""><b class=""b"">Операционный директор Сила ресторанной компании. Том 1</b></a> предназначена для использования в сфере ресторанного бизнеса. В издании представлены рекомендации по бизнес-процессам, полный функционал операционного директора, методологии управления продажами, себестоимостью, затратами , остатками товара, управления выручкой, а также управление сервисом техниками Service Disign и Service Managment. Включает в себя информацию о личных подходах, секретах и методиках в сетевом управлении, значительное количество кейсов и примеров из реальной практики последних лет, от ведущих и эффективных операционных директоров индустрии.</p>",258198,,,,0.52 кг,1,241x170x10 мм,0,https://entero.ru/manuals/318022/%D0%9F%D1%80%D0%B5%D0%B4%D0%B2%D0%B0%D1%80%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9%20%D0%BF%D1%80%D0%BE%D1%81%D0%BC%D0%BE%D1%82%D1%80.pdf,0.52 кг,60х90/8,Гвоздовская В.,Ресторанные ведомости,978-5-6044967-4-9,2021,264,Твердый переплет,,,
https://cdn.entero.ru/mp@2x/50/56/5056cc307a30ad238d24744a51462a61.jpg,Виолетта Гвоздовская Ресторанные Ведомости Операционный директор. Сила ресторанной компании. Том 2,Виолетта Гвоздовская Ресторанные Ведомости Операционный директор. Сила ресторанной компании. Том 2,0,RUB,Нет,Профоборудование,Литература для ресторанного бизнеса,https://entero.ru/item/258223,"<p>Книга <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/258223""><b class=""b"">Операционный директор. Сила ресторанной компании. Том 2</b></a> предназначена для использования в сфере ресторанного бизнеса. В издании представлена информация о системах производственного и управленческого учетов, подходах в увеличении выручки, оптимизации себестоимости, затрат и выходе на механизмы улучшения прибыли всей компании. В книге приводятся реальные примеры и стратегии, которые уже помогли увеличить рентабельность ресторанных компаний в среднем на 25%. Отдельный блок посвящен HR-технологиям, лидерству и техникам влияния на команды.</p>

<p>Издание является мультимедийным проектом, так как здесь можно увидеть не только текст, но и ссылки на видеоматериалы, дающие возможность проработать каждую тему гораздо глубже.</p>",258223,241 мм,170 мм,10 мм,0.572 кг,1,265x187x11 мм,0,https://entero.ru/manuals/318091/%D0%9F%D1%80%D0%B5%D0%B4%D0%B2%D0%B0%D1%80%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9%20%D0%BF%D1%80%D0%BE%D1%81%D0%BC%D0%BE%D1%82%D1%80.pdf,0.52 кг,60х90/8,Гвоздовская В.,Ресторанные ведомости,978-5-6044967-7-0,2021,264,Твердый переплет,,,
https://cdn.entero.ru/mp@2x/75/5e/755efd3c59e45c3df2c5510d54038622.jpg,"Гвоздовская Виолетта Ресторанные Ведомости Готовые решения для рестораторов: сервис, бар, кухня. Том 1","Гвоздовская Виолетта Ресторанные Ведомости Готовые решения для рестораторов: сервис, бар, кухня. Том 1",0,RUB,Нет,Профоборудование,Литература для ресторанного бизнеса,https://entero.ru/item/258197,"<p>Книга <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/258197""><b class=""b"">Готовые решения для рестораторов: сервис, бар, кухня. Том 1</b></a> предназначена для использования в сфере ресторанного бизнеса. В издании представлены необходимые и полезные для работы шаблоны и чек-листы, бланки оценки, формы, описания того, как использовать каждый документ, как его внедрить и адаптировать, в том числе пошаговый план улучшения работы в каждом направлении.</p>",258197,250 мм,200 мм,30 мм,0.891 кг,1,275x220x33 мм,0,,0.81 кг,84х108 1/16,Гвоздовская В.,Ресторанные ведомости,978-5-6046513-4-6,2022,141,Твердый переплет,,,
