Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,URL,Описание,Код товара,Тип,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Назначение,Объем,Вес (с упаковкой),Вид,Кратность заказа,Количество таблеток
https://cdn.entero.ru/mp@2x/46/f6/46f66cf6d3921ff29b778f9b9e834cb0.jpg,Средство для декальцинации Radax RD05,Средство для декальцинации Radax RD05,3410,RUB,Нет,Radax,Профоборудование,Чистящие и моющие средства,https://entero.ru/item/265988,"<p>Профессиональное средство <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/265988"">Radax RD05</a></b> предназначено для декальцинации камер пароконвектоматов, печей, теплового оборудования на предприятиях общественного питания и торговли, в пекарнях и кондитерских. Благодаря пенному компоненту и простой технологии очистки средство может использовать персонал кухни и специалисты сервисных служб.</p>",265988,средство для декальцинации,,,,,,,0,,4429,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456240956&hash=c7e691c00512a7ae;https://vkvideo.ru/video_ext.php?oid=-177656185&id=456240974&hash=edcd1821103d3fb1,,Россия,Россия,"для пароконвектоматов (ручная мойка), для пароконвектоматов (автоматическая мойка)",,,жидкость,,
https://cdn.entero.ru/mp@2x/9b/f1/9bf1d182087be60eb28361168d0a24b3.jpg,Средство для удаления накипи PROTAG Kitchen line К-23 5 л,K-00023/5,3451,RUB,Нет,,Профоборудование,Чистящие и моющие средства,https://entero.ru/item/344969,"<p>Средство <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/344969""><b class=""b"">PROTAG Kitchen line К-23 </b></a>используется на предприятиях общественного питания и торговли, в пищевых производственных цехах для удаления минеральных отложений и накипи из посудомоечных машин, котлов, кофе-машин, кухонного оборудования, кранов и раковин. Раствор можно применять для чистки керамических и кислотостойких металлических поверхностей, поверхности и аксессуары после обработки восстанавливают свой первоначальный внешний вид.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Сильнокислотное средство</li>
<li>Экономный расход</li>
<li>Легко смывается</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Кислотность среды: 2,0 pH</li>
<li>Концентрированность: 1:100 %</li>
</ul>",344969,средство для декальцинации,,,,,,,0,https://entero.ru/manuals/420682/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20PROTAG%20Kitchen%20line%20%D0%9A-23.pdf,4664,,,Россия,Россия,для посудомоечных машин,5 л,,жидкость,1 шт.,
https://cdn.entero.ru/mp@2x/01/ee/01eefc9d2fe195f5c0768f37925c80b9.jpg,Моющее средство для пароконвектоматов Dr. Weigert Neodisher grill 10 л,Моющее средство для пароконвектоматов Dr. Weigert Neodisher grill 10 л,11960,RUB,Нет,,Профоборудование,Чистящие и моющие средства,https://entero.ru/item/117647,"<p>Моющее средство<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/117647""><b class=""b""> Dr. Weigert​ Neodisher grill </b></a>используется на предприятиях общественного питания и торговли для автоматической и ручной мойки пароконвектоматов, печей, грилей и духовых шкафов. Модель эффективно растворяет и удаляет жир, белковые загрязнения, а также пригоревшие остатки пищи. Средство изготовлено на основе неионогенных и амфотерных ПАВ и менее 5% фосфатов.</p>

<p><b>Рекомендации к использованию:</b></p>

<ul>
<li>Не смешивать с другими средствами</li>
<li>Хранить в оригинальной упаковке</li>
<li>Не подходит для алюминия, легких сплавов и анодированных поверхностей</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 10 л</li>
<li>Дозировка: от 100 мл на 1 л воды</li>
</ul>",117647,моющее средство,,,,,,,0,https://entero.ru/manuals/119249/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Dr.%20Weigert%20Neodisher%20grill.pdf,,,,Германия,,"для пароконвектоматов (автоматическая мойка), для пароконвектоматов (ручная мойка)",10 л,,жидкость,,
https://cdn.entero.ru/mp@2x/ba/15/ba15707a922fff6b0d37391d48626940.jpg,Ополаскивающее средство для посудомоечных машин Dr. Weigert Neodisher TS,Ополаскивающее средство для посудомоечных машин Dr. Weigert Neodisher TS,768,RUB,Нет,,Профоборудование,Чистящие и моющие средства,https://entero.ru/item/117651,"<p>Ополаскивающее средство<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/117651""><b class=""b""> Dr. Weigert​ Neodisher TS </b></a>используется на предприятиях общественного питания и торговли для ополаскивания посуды, контейнеров и транспортных тележек в посудомоечных машинах. Модель позволяет быстро высушить посуду без разводов. Средство изготовлено на основе 15-30% неионогенные ПАВ и менее 5% фосфонатов.</p>

<p><b>Особенности</b>:</p>

<ul>
<li>Сокращает образование известковых отложений в форсунках ополаскивания и в зоне ополаскивания</li>
<li>Подходит для таких материалов как фарфор, фаянс, стекло, нержавеющая сталь, пластик, алюминий и анодированный алюминий</li>
<li>Средство подкислено, нейтрализует остатки щелочи и щелочные воды</li>
</ul>

<p><b>Рекомендации к использованию:</b></p>

<ul>
<li>Не смешивать с другими средствами</li>
<li>Хранить в оригинальной упаковке</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 1 л</li>
<li>Дозировка: от 0,1 до 0,8 мл на 1 л воды</li>
</ul>",117651,ополаскивающее средство,,,,,,,0,https://entero.ru/manuals/119255/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Dr.%20Weigert%20Neodisher%20TS.pdf,,,,,,для посудомоечных машин,,,жидкость,,
https://cdn.entero.ru/mp@2x/68/66/6866d3d6ecc15635b72d55af2faf0515.jpg,Моющее средство для пароконвектоматов Dr. Weigert Neodisher grill,Моющее средство для пароконвектоматов Dr. Weigert Neodisher grill,2170,RUB,Нет,,Профоборудование,Чистящие и моющие средства,https://entero.ru/item/117646,"<p>Моющее средство<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/117646""><b class=""b""> Dr. Weigert​ Neodisher grill </b></a>используется на предприятиях общественного питания и торговли для автоматической и ручной мойки пароконвектоматов, печей, грилей и духовых шкафов. Модель эффективно растворяет и удаляет жир, белковые загрязнения, а также пригоревшие остатки пищи. Средство изготовлено на основе неионогенных и амфотерных ПАВ и менее 5% фосфатов.</p>

<p><b>Рекомендации к использованию:</b></p>

<ul>
<li>Не смешивать с другими средствами</li>
<li>Хранить в оригинальной упаковке</li>
<li>Не подходит для алюминия, легких сплавов и анодированных поверхностей</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 0,75 л</li>
<li>Дозировка: от 100 мл на 1 л воды</li>
</ul>",117646,моющее средство,,,,,,,0,https://entero.ru/manuals/119248/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Dr.%20Weigert%20Neodisher%20grill.pdf,3014,,,,Германия,"для пароконвектоматов (автоматическая мойка), для пароконвектоматов (ручная мойка)",0.75 л,,жидкость,,
https://cdn.entero.ru/mp@2x/10/4c/104c20d62e109466887a6d912b88d8c4.jpg,Средство для декальцинации Radax RDP05,Средство для декальцинации Radax RDP05,3079,RUB,Нет,Radax,Профоборудование,Чистящие и моющие средства,https://entero.ru/item/265989,"<p>Профессиональное средство <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/265989"">Radax RDP05</a></b> предназначено для декальцинации инжекционных трубок и бойлеров пароконвектоматов на предприятиях общественного питания и торговли, в пекарнях и кондитерских. Средство могут использовать только специалисты сервисных служб, т.к. оно содержит азотную кислоту и требует мер предосторожности.</p>",265989,средство для декальцинации,,,,,,,0,,3947,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456240974&hash=edcd1821103d3fb1,,Россия,Россия,"для пароконвектоматов (ручная мойка), для пароконвектоматов (автоматическая мойка)",,,жидкость,,
https://cdn.entero.ru/mp@2x/f1/bf/f1bfa9abcc5b6b3a910b4154d9c3f139.jpg,"Моющее средство CLEANEQ Acidem R1, 5 л",CLQ-R1-K6-L5,3290,RUB,Нет,CLEANEQ,Профоборудование,Чистящие и моющие средства,https://entero.ru/item/379139,"<p>Моющее средство <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/379139""><b class=""b"">CLEANEQ Acidem R1 </b></a>используется на предприятиях общественного питания и торговли для ополаскивания посуды и тары в посудомоечных машинах. Обеспечивает быстрое высыхание чистой поверхности, не оставляет разводов, придает эффект блеска.</p>

<p>Концентрация рабочего раствора: 0,1-0,8 мл/л воды.</p>",379139,моющее средство,,,,,,,0,https://entero.ru/manuals/526262/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20CLEANEQ.pdf,,,,,,для посудомоечных машин,5 л,,жидкость,,
https://cdn.entero.ru/mp@2x/f3/a2/f3a24a4bbca6e5e450e5e62634852eed.jpg;https://cdn.entero.ru/mp@2x/19/c9/19c92adf5c8a88cef008583c2701464c.jpg;https://cdn.entero.ru/mp@2x/08/16/0816528fdd56467c3f24d6f560befffd.jpg;https://cdn.entero.ru/mp@2x/56/c9/56c9046e711a03ca63375fa9aacabf64.jpg,"Ополаскивающее средство Convotherm МелиусХим KC-R-1, концентрат 1 л",KC-R-1,3717,RUB,Нет,Convotherm,Профоборудование,Чистящие и моющие средства,https://entero.ru/item/379014,"<p>Концентированное ополаскивающее средство <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/379014""><b class=""b"">Convotherm MелиусХим KC-R-1</b></a> предназначено для чистки рабочей камеры пароконвектоматов Convotherm с функцией автоматической очистки.</p>

<p>Внимание! Концентрат смешивается с водой согласно инструкции на упаковке. </p>

<p>Смешивается в пустой десятилитровой канистре 0,33л концентрата МелиусХим и 9,67л мягкой воды для получения 10л готового к применению раствора.</p>

<p>В комплект поставки входит 1 бутыль объемом 1 л.</p>

<p>Совместим с пароконвектоматами Convotherm 3 серии, 4 серии easyTouch и easy Dial, а также сериями MaxxPro и Maxx easyTouch и easy Dial.</p>",379014,моющее средство,,,,,,,0,,,,,Италия,Италия,для пароконвектоматов (автоматическая мойка),1 л,,жидкость,,
https://cdn.entero.ru/mp@2x/5c/59/5c59ba82ddb7ceaf9eba515ff8085caf.jpg;https://cdn.entero.ru/mp@2x/70/ce/70ce440874e85d2b4d391af4f1ac879d.jpg;https://cdn.entero.ru/mp@2x/41/c8/41c81b5aa89e8470facbd309a96a1e56.jpg,"Моющее средство Convotherm КонвоХим КХ-М-10, 10 л",КХ-М-10,7247,RUB,Нет,Convotherm,Профоборудование,Чистящие и моющие средства,https://entero.ru/item/379012,"<p>Моющее средство <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/379012""><b class=""b"">Convotherm </b></a><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/379012""><b class=""b"">К</b></a><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/379012""><b class=""b"">онвоХим КХ-М-10</b></a> предназначено для пароковектоматов Convotherm с функцией автоматической очистки для удаления средних и сильных загрязнений.</p>

<p>В комплект поставки входят 1 бутыль объемом 10 л.</p>

<p>Совместимость с пароковектоматами Convotherm серии 3, серии 4 серии easyTouch и easy Dial а также сериями MaxxPro и Maxx easyTouch и 4 easy Dial.</p>",379012,моющее средство,,,,,,,0,,,,,Италия,Италия,для пароконвектоматов (автоматическая мойка),10 л,,жидкость,,
https://cdn.entero.ru/mp@2x/05/a7/05a7dd86cdbefa40642861f1c6c04b1f.jpg,Средство для сантехники PROTAG Sanitation line Multigel 1 л,S-00057,330,RUB,Нет,,Профоборудование,Чистящие и моющие средства,https://entero.ru/item/345001,"<p>Средство <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/345001""><b class=""b"">PROTAG Sanitation line Multigel </b></a>используется на предприятиях общественного питания и торговли, в пищевых производственных цехах, в дошкольных и образовательных учреждениях, спортивно-оздоровительных и культурно-досуговых сооружениях, торговых центрах, гостиницах и в быту для отбеливания раковин, унитазов, ванн, душевых и другой сантехники, водостоков, пола и стен. Раствор эффективно удаляет атмоферно-почвенные, мыльные, масложировые и другие пищевые загрязнения, а также серый налет и плесень на любых твердых поверхностях. Средство удаляет бактерии, микрогрибы, споры и вирусы.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Кислотность среды: 11,0 pH</li>
</ul>",345001,моющее средство,,,,,,,0,https://entero.ru/manuals/420987/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20PROTAG%20Sanitation%20line%20Multigel.pdf,423,,,Россия,Россия,для чистки сантехники,1 л,,жидкость,1 шт.,
https://cdn.entero.ru/mp@2x/98/5b/985b373e86bdc3613957798aac183e02.jpg,Средство для очистки вентиляционных каналов RatioDem Х1,Средство для очистки вентиляционных каналов RatioDem Х1,767,RUB,Нет,,Профоборудование,Чистящие и моющие средства,https://entero.ru/item/130874,"<p>Средство для очистки вентиляционных каналов<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/130874""><b class=""b""> RatioDem Х1</b></a> используется в медицинских учреждениях, на предприятиях общественного питания и торговли, в салонах красоты, в школьных учреждениях и домах престарелых, в производственных цехах, торговых центрах и отелях. Предназначено для обработки алюминия и его сплавов, нержавеющей стали, латуни, эмали, пластмасс и резины. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Состав:
<ul>
<li>щелочь: 5%</li>
<li>комплексообразователи: 5-15%</li>
<li>неионогенные ПАВ: 5%</li>
<li>соли органических кислот</li>
<li>стабилизаторы</li>
</ul>
</li>
<li>Область применения:
<ul>
<li>мойка вытяжных и вент. блоков</li>
<li>мойка помещений</li>
<li>наружная обработка оборудования</li>
<li>ручная мойка оборудования</li>
<li>мойка открытых емкостей</li>
</ul>
</li>
<li>Не содержит красителей и отдушек </li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 5 л</li>
<li>pH 1% р-ра в дист. воде: от 11 до 12</li>
</ul>",130874,,,,,,,,0,https://entero.ru/manuals/146596/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D1%81%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B2%20Radiotem.pptx,902,,,,,,,,,,
https://cdn.entero.ru/mp@2x/11/2f/112fbab3da7712700f812870dc0944ac.jpg,Средство для мытья посуды PROTAG Kitchen line К-20 5 л,K-00020/5,1404,RUB,Нет,,Профоборудование,Чистящие и моющие средства,https://entero.ru/item/344971,"<p>Средство <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/344971""><b class=""b"">PROTAG Kitchen line К-20 </b></a>используется на предприятиях общественного питания и торговли, в пищевых производственных цехах для ручного мытья посуды из стали, стекла, фарфора и пластика. Раствор эффективно удаляет следы пищи, жиры животного и растительного происхождения, белковые загрязнения. Средство обладает высокой моющей способностью в горячей и холодной воде.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Нейтральное гелеобразное густое пенное средство</li>
<li>Не обладает кумулятивными и аллергенными свойствами</li>
<li>Мытье погружением, замачиванием или вручную</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Кислотность среды: 7,0 pH</li>
<li>Концентрированность: 1:70 %</li>
</ul>",344971,моющее средство,,,,,,,0,https://entero.ru/manuals/420722/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20PROTAG%20Kitchen%20line%20%D0%9A-20.pdf,1800,,,Россия,Россия,"для ручной мойки посуды, для ручной мойки оборудования",5 л,,жидкость,1 шт.,
https://cdn.entero.ru/mp@2x/d0/c5/d0c549e34d13c36cfd175adfa015e7be.jpg,Средство для мытья пола PROTAG Floor line F-43 5 л,F-00043/5,1544,RUB,Нет,,Профоборудование,Чистящие и моющие средства,https://entero.ru/item/344984,"<p>Средство <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/344984""><b class=""b"">PROTAG Floor line F-43 </b></a>используется на предприятиях общественного питания и торговли, в пищевых производственных цехах, в дошкольных и образовательных учреждениях, спортивно-оздоровительных и культурно-досуговых сооружениях, торговых центрах, гостиницах и в быту для дезинфекции и отбеливания щелоче-стойких напольных покрытий: линолеума, керамических, из натурального и искусственного камня (мрамора, гранита, терраццо), синтетических (ПВХ, винил), каучуковых, окрашенных деревянных, бетонных и наливных. Раствор эффективно удаляет атмосферные, почвенные и масло-жировые загрязнения, отбеливает светлые напольные покрытия, потемневшие со временем, а также уничтожает бактерии, вирусы, грибки и их споровые формы.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Кислотность среды: 12,0 pH</li>
<li>Концентрированность: 1:110 %</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! Бутыль объемом 1 л в поставку не входит.</span></em></p>",344984,моющее средство,,,,,,,0,https://entero.ru/manuals/420982/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20PROTAG%20Floor%20line%20F-43.pdf,,,,Россия,Россия,для пола,5 л,,жидкость,1 шт.,
https://cdn.entero.ru/mp@2x/8b/10/8b10aae8a603c82d0c04eccb5269a609.jpg,Средство для зеркал PROTAG Glass line G-77 5 л,G-00077/5,1545,RUB,Нет,,Профоборудование,Чистящие и моющие средства,https://entero.ru/item/345002,"<p>Средство <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/345002""><b class=""b"">PROTAG Glass line G-77 </b></a>используется для мытья зеркал, окон, витрин, витражей, стеклянных дверей и перегородок, панорамных стекол, панелей и стеклоблоков. Раствор удаляет атмосферные, почвенные и органические загрязнения, предотвращает скопление статического электричества, что снижает количество оседающей пыли, замедляет загрязнение и облегчает последующее мытье.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Кислотность среды: 9,5 pH</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! Бутыль объемом 1 л в поставку не входит.</span></em></p>",345002,моющее средство,,,,,,,0,https://entero.ru/manuals/420989/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20PROTAG%20Glass%20line%20G-77.pdf,,,,Россия,Россия,для зеркал,5 л,,жидкость,1 шт.,
https://cdn.entero.ru/mp@2x/fc/ed/fced9a9949fdc7fc2a42fcfb45cccef5.jpg,Ополаскивающее средство для посудомоечных машин Prometheus A-4,Ополаскивающее средство для посудомоечных машин Prometheus A-4,1547,RUB,Нет,,Профоборудование,Чистящие и моющие средства,https://entero.ru/item/128694,"<p>Ополаскивающее средство <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128694""><b class=""b"">Prometheus A-3 </b></a>используется на предприятиях общественного питания и торговли для ополаскивания различного технологического оборудования, кухонного инвентаря и посуды, в посудомоечной машине. Модель эффективно нейтрализует остатки щелочных растворов и придает блеск посуде.</p>

<p><b>Рекомендации к использованию:</b></p>

<ul>
<li>При работе с концентратом использовать резиновые перчатки, защитные очки, спецодежду</li>
<li>При работе с раствором использовать резиновые перчатки</li>
<li>При попадании в глаза и на кожу тщательно промыть водой</li>
<li>Хранить в оригинальной упаковке при температуре от 5 до 25 °С</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Состав: вода, органическая кислота, гидротроп, ингибитор коррозии и комплексообразователь</li>
<li>Сильнокислотное низкопенное средство для ополаскивания посуды в посудомоечных машинах</li>
<li>Ускоряет сушку, не оставляя подтеков на посуде</li>
<li>Хорошо растворяется в воде</li>
<li>Обладает хорошими смачивающими свойствами</li>
<li>Предупреждает образование отложений</li>
<li>Эффективно в жесткой воде и воде средней жесткости</li>
<li>Экологически безопасно</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 5 л</li>
<li>pH: 2</li>
<li>Разбавление концентрата:
<ul>
<li>1:200-1:3000</li>
<li>0,35 - 5 мл/л</li>
</ul>
</li>
<li>Вес: 12 кг</li>
<li>Срок годности: 36 месяцев</li>
</ul>

<p><br>
<em>* Характеристики указаны при температуре 20 °С.</em></p>",128694,ополаскивающее средство,,,,,,,0,https://entero.ru/manuals/141848/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Prometheus%20A-4.pdf,1934,,,,,для посудомоечных машин,,,жидкость,,
https://cdn.entero.ru/mp@2x/50/ca/50ca1a0a0be310a963f1d856db6a867c.jpg,Средство для мытья пола PROTAG Floor line F-42 5 л,F-00042/5,1556,RUB,Нет,,Профоборудование,Чистящие и моющие средства,https://entero.ru/item/344981,"<p>Средство <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/344981""><b class=""b"">PROTAG Floor line F-42 </b></a>используется на предприятиях общественного питания и торговли, в пищевых производственных цехах, в дошкольных и образовательных учреждениях, спортивно-оздоровительных и культурно-досуговых сооружениях, торговых центрах, гостиницах и в быту для ежедневной мойки всех видов напольных покрытий: линолеума, ламината, покрытий из натурального и искусственного камня (мрамор, гранит, терраццо), керамических, полимерных, синтетических (ПВХ, винил), каучуковых, деревянных, бетонных и наливных. Раствор предназначен для ручного и машинного мытья. Средство эффективно удаляет атмосферные и почвенные загрязнения, обладает высоким обезжиривающим действием, не оставляет плёнок и разводов.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Кислотность среды: 7,0 pH</li>
<li>Концентрированность: 1:130 %</li>
</ul>",344981,моющее средство,,,,,,,0,https://entero.ru/manuals/420840/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20PROTAG%20Floor%20line%20F-42.pdf,1970,,,Россия,Россия,для пола,5 л,,жидкость,1 шт.,
https://cdn.entero.ru/mp@2x/99/d1/99d12232d7e5400d365447fae8f1ebd8.jpg,Средство для мытья пола PROTAG Floor line F-44 5 л,F-00044/5,1593,RUB,Нет,,Профоборудование,Чистящие и моющие средства,https://entero.ru/item/344983,"<p>Средство <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/344983""><b class=""b"">PROTAG Floor line F-44 </b></a>используется на предприятиях общественного питания и торговли, в пищевых производственных цехах, в дошкольных и образовательных учреждениях, спортивно-оздоровительных и культурно-досуговых сооружениях, торговых центрах, гостиницах и в быту для ежедневной мойки всех видов напольных покрытий: линолеума, ламината, керамических, из натурального и искусственного камня (мрамор, гранит, терраццо), полимерных, синтетических (ПВХ, винил), каучуковых, деревянных, бетонных и наливных. Раствор предназначен для ручного и машинного мытья. Средство не оставляет разводов и придает блеск.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Кислотность среды: 11,0 pH</li>
<li>Концентрированность: 1:110 %</li>
</ul>",344983,моющее средство,,,,,,,0,https://entero.ru/manuals/420865/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20PROTAG%20Floor%20line%20F-44.pdf,,,,Россия,Россия,для пола,5 л,,жидкость,1 шт.,
https://cdn.entero.ru/mp@2x/13/4b/134b0cd791785eebceaf0097596ccbd0.jpg,Моющее средство для посудомоечных машин Prometheus A-3,Моющее средство для посудомоечных машин Prometheus A-3,1610,RUB,Нет,,Профоборудование,Чистящие и моющие средства,https://entero.ru/item/128693,"<p>Моющее средство <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128693"">Prometheus A-3</a> </b>используется на предприятиях общественного питания и торговли для мойки различного технологического оборудования, кухонного инвентаря и посуды, в посудомоечной машине. Модель эффективно удаляет широкий спектр органических загрязнений. Средство изготовлено на основе гидроксида натрия</p>

<p><b>Рекомендации к использованию:</b></p>

<ul>
<li>При работе с концентратом использовать резиновые перчатки, защитные очки, спецодежду</li>
<li>При работе с раствором использовать резиновые перчатки</li>
<li>При попадании в глаза и на кожу тщательно промыть водой</li>
<li>Хранить в оригинальной упаковке при температуре от 5 до 25 °С</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Состав: вода, гидроксид натрия, комплексообразователи, ингибитор коррозии</li>
<li>Растворяет жиры в горячей и холодной воде</li>
<li>Содержит добавки, защищающие машину от коррозии</li>
<li>Нельзя использовать для обработки алюминиевых поверхностей</li>
<li>Экологически безопасно</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 5 л</li>
<li>pH: 13</li>
<li>Разбавление концентрата:
<ul>
<li>1:200-1:2000</li>
<li>0,5 - 5 мл/л</li>
</ul>
</li>
<li>Вес: 12 кг</li>
<li>Срок годности: 36 месяцев</li>
</ul>

<p><br>
<em>* Характеристики указаны при температуре 20 °С.</em></p>",128693,моющее средство,,,,,,,0,https://entero.ru/manuals/141846/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Prometheus%20A-3.pdf,,,,,,для посудомоечных машин,,,жидкость,,
https://cdn.entero.ru/mp@2x/d3/06/d3064a9ab9b57cc363bac4fe5cd7cace.jpg,Средство для чистки труб PROTAG Sanitation line S-55 5 л,S-00055/5,1724,RUB,Нет,,Профоборудование,Чистящие и моющие средства,https://entero.ru/item/345000,"<p>Средство <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/345000""><b class=""b"">PROTAG Sanitation line S-55 </b></a>используется на предприятиях общественного питания и торговли, в пищевых производственных цехах, в дошкольных и образовательных учреждениях, спортивно-оздоровительных и культурно-досуговых сооружениях, торговых центрах, гостиницах и в быту для профилактики и устранения засоров в сточных и канализационных трубах. Раствор удаляет сильные засоры органического происхождения, растворяет бумагу, волосы, жиры, пищевые отходы и мыло. Средство глубоко проникает даже при наличии водной подушки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Сильнощелочное средство усиленного действия</li>
<li>С бактерицидным эффектом</li>
<li>Устраняет неприятные запахи</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Кислотность среды: 12,0 pH</li>
</ul>",345000,моющее средство,,,,,,,0,https://entero.ru/manuals/420985/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20PROTAG%20Sanitation%20line%20S-55.pdf,2330,,,Россия,Россия,для чистки сантехники,5 л,,жидкость,1 шт.,
