Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Объем,Вес (с упаковкой)
https://cdn.entero.ru/mp@2x/19/fe/19fe1e5056d24c11a286a309808cae76.jpg;https://cdn.entero.ru/mp@2x/37/92/3792192d5bd95e47d45ed9b0d7b9e6c1.jpg;https://cdn.entero.ru/mp@2x/b7/06/b706750b477a75f51671772af3c379e2.jpg;https://cdn.entero.ru/mp@2x/fc/6d/fc6dd459f8c009c90adb6b28774b9405.jpg;https://cdn.entero.ru/mp@2x/aa/9e/aa9e5263f35ebbb3939b8707d5922299.jpg;https://cdn.entero.ru/mp@2x/f3/e3/f3e3d284fef9c133df9913abd98e90e6.jpg;https://cdn.entero.ru/mp@2x/36/2a/362a0f2ad422a8df92519052d74efe40.jpg,Рисоварка Rosso ERC-13L,Рисоварка Rosso ERC-13L,7413,RUB,Да,Rosso,Профоборудование,Тепловое,Рисоварки,https://entero.ru/item/271509,"<p>Рисоварка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/271509"">Rosso ERC-13L</a></b> используется на предприятиях общественного питания и торговли для приготовления, хранения и поддержания отваренного риса в разогретом виде. Модель оснащена панелью управления с выключателем и светодиодными индикаторами режимов работы, съемной емкостью для риса, крышкой с рукояткой и устойчивыми ножками.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Звуковой сигнал окончания приготовления </li>
<li>Автоматический переход в режим подогрева риса по окончании режима варки</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",271509,220 В,2 кВт,,,,10 кг,Китай,1,600x600x300 мм,0,https://entero.ru/manuals/334166/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Rosso%20ERC-13L.pdf,,,7 кг,13 л,
https://cdn.entero.ru/mp@2x/d7/73/d773939986d1620de0de5bd6fe8b2a86.jpg;https://cdn.entero.ru/mp@2x/40/4d/404df9461a10528b2e11ccc36d381822.jpg;https://cdn.entero.ru/mp@2x/5e/9f/5e9f60fb56c9c82d54c427d8fc4f4fec.jpg,Рисоварка ROAL ТЕФЛОН CFXB180-A 495х495х325 мм,CFXB180-A,9163,RUB,Да,ROAL,Профоборудование,Тепловое,Рисоварки,https://entero.ru/item/379332,"<p>Рисоварка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/379332""><b class=""b"">ROAL CFXB180-A</b></a> предназначена для приготовления, хранения и поддержания отваренного риса в разогретом виде. Используется в суши-барах, ресторанах японской и китайской кухни, столовых, где требуется большое количество риса. Использование прибора позволяет при варке сохранить структуру зернышек риса и свести к минимуму усилия по его приготовлению. Модель оснащена индикатором работы и съёмной крышкой с ручкой. Корпус выполнен из жести, чаша из алюминия.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Тефлоновое антипригарное покрытие</li>
<li>Современный стиль</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объём риса для варки: 6.6 л</li>
<li>Цвет корпуса: белый</li>
</ul>",379332,220 В,2500 кВт,495 мм,495 мм,325 мм,,Китай,,,0,,,,,18 л,
https://cdn.entero.ru/mp@2x/13/a5/13a51c19567cb21a3014085b80dc35d8.jpg;https://cdn.entero.ru/mp@2x/26/51/265175126354005cb59f6337afbc5773.jpg;https://cdn.entero.ru/mp@2x/ac/71/ac71e93d9efb3d78528cd41e442c410b.jpg;https://cdn.entero.ru/mp@2x/34/41/3441a3663be996471aae8aab0a537ad8.jpg;https://cdn.entero.ru/mp@2x/71/40/71403d21ca41dff296a44376b9811f43.jpg;https://cdn.entero.ru/mp@2x/8e/f0/8ef0091e612728e95a761c0fcb91ce99.jpg;https://cdn.entero.ru/mp@2x/a8/6c/a86c30d20b062245a9bc40be88bbdd55.jpg;https://cdn.entero.ru/mp@2x/a9/78/a978052d9894af002f0c07179cefc390.jpg,"Термос для риса Kocateq R 19/9W для 9 кг риса, с подогревом",R 19/9W,10558,RUB,Да,Kocateq,Профоборудование,Тепловое,Рисоварки,https://entero.ru/item/341603,"<p>Термос <a style=""text-decoration:none;cursor:text;"" href=""http://m.entero.ru/item/341603""><b class=""b"">Kocateq R 19/9W</b></a> используется для поддержания отваренного риса в разогретом виде на предприятиях общественного питания и торговли. Съемная емкость выполнена из алюминия сс антипригарным напылением, внешний корпус и крышка - из нержавеющей стали Aisi 410, крышка и дно из черного матового пластика.</p>

<p>В комплект поставки входят мерный стакан и ложка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Трехсторонний 3D нагрев</li>
<li>Мощная тепловая изоляция</li>
<li>LED индикация режимов работы</li>
<li>Съемный сборник конденсата</li>
<li>Автоматические процессы:
<ul>
<li>окончания цикла приготовления</li>
<li>переход в режим поддержания подогрева</li>
</ul>
</li>
<li>Функция подогрева</li>
<li>Крышка закрывается на защелку</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальное количество готового риса: 9 кг</li>
<li>Размер чаши: 310 х 280 мм</li>
<li>Толщина стенок чаши: 20 мм</li>
<li>Мощность нагревательных элементов:
<ul>
<li>размещенных под крышкой: 15 Вт</li>
<li>размещенных по бокам чаши: 80 Вт</li>
<li>размещенных под чашей: 15 Вт</li>
</ul>
</li>
<li>Объем чаши: от 11 до 20 л</li>
<li>Поддержка температуры без включенной функции нагрева: 4 часа</li>
<li>Габариты упаковки: 458х458х445 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",341603,220 В,0.11 кВт,380 мм,470 мм,320 мм,17 кг,Ю. Корея,1,458x458x445 мм,0,https://entero.ru/manuals/406207/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf;https://entero.ru/manuals/407411/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,9.6 кг,19 л,
https://cdn.entero.ru/mp@2x/52/08/52087b49f5103c152cc3e3545e14a2bc.jpg,Рисоварка Foodatlas FA-RC13L,Рисоварка Foodatlas FA-RC13L,10661,RUB,Да,Foodatlas,Профоборудование,Тепловое,Рисоварки,https://entero.ru/item/375466,"<p>Рисоварка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/375466"">Foodatlas FA-RC13L</a></b> используется для быстрого приготовления риса и поддержания его в состоянии постоянной готовности на предприятиях общественного питания и торговли. Чаша покрыта непригораемым покрытием. Корпус выполнен из алюминия.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура: 100 °С</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",375466,220 В,1.9 кВт,335 мм,460 мм,365 мм,7.45 кг,Китай,1,420x420x365 мм,0,https://entero.ru/manuals/509464/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20FA-RC13L.pdf;https://entero.ru/manuals/509465/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Foodatlas.pdf,11463,,,13 л,
https://cdn.entero.ru/mp@2x/4c/d7/4cd79c6673dfd7f72bf2626a94ef7289.jpg;https://cdn.entero.ru/mp@2x/20/48/2048c3fe6165fe9462177247af7ac6ec.jpg,Термос для риса Hurakan HKN-RT190L,159617,12547,RUB,Да,Hurakan,Профоборудование,Тепловое,Рисоварки,https://entero.ru/item/84082,"<p>Термос для риса <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/84082"">Hurakan HKN-RT190L</a></b> используется на предприятиях общественного питания и торговли для поддержания отваренного риса в подогретом виде. Модель оснащена влагоуловителем для лучшего сохранения продуктов. Корпус и внутренняя поверхность выполнены из нержавеющей стали.</p>",84082,,,400 мм,400 мм,325 мм,6 кг,Китай,1,410x410x330 мм,78,https://entero.ru/manuals/66217/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Hurakan%20HKN-RT190L.docx;https://entero.ru/manuals/414719/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-RT190L.pdf;https://entero.ru/manuals/414720/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/414722/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/454573/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-RT190L.pdf,13207,,5 кг,19 л,
https://cdn.entero.ru/mp@2x/5c/f3/5cf3e625cfe9812239639cf7ce11b076.jpg;https://cdn.entero.ru/mp@2x/27/ee/27eed7d9c610d0d8a8589b562941e037.jpg;https://cdn.entero.ru/mp@2x/2c/93/2c93afe72f0888a59a2fd95dd9164dfe.jpg;https://cdn.entero.ru/mp@2x/a5/5c/a55cd2ec4f1890be12f91394fcc697fc.jpg;https://cdn.entero.ru/mp@2x/c6/a9/c6a98c5a2d55e015625bf3cbfc48cfdd.jpg,Рисоварка Kocateq R 13/6C,Рисоварка Kocateq R 13/6C,13636,RUB,Да,Kocateq,Профоборудование,Тепловое,Рисоварки,https://entero.ru/item/325907,"<p>Рисоварка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/325907"">Kocateq R 13/6C</a></b> используется для приготовления, хранения и поддержания отваренного риса в разогретом виде на предприятиях общественного питания и торговли. Съемная емкость выполнена из алюминия с покрытием PETE, внешний корпус - из нержавеющей стали AISI 430, крышка и дно из черного матового пластика.</p>

<p>В комплект поставки входят мерный стакан и ложка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Трехсторонний 3D нагрев</li>
<li>Мощная тепловая изоляция</li>
<li>LED индикация режимов работы</li>
<li>Съемный сборник конденсата</li>
<li>Автоматические процессы:
<ul>
<li>окончания цикла приготовления</li>
<li>переход в режим поддержания подогрева</li>
</ul>
</li>
<li>Крышка закрывается на защелку</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная загрузка по сырому рису: 3 кг</li>
<li>Максимальное количество готового риса: 6 кг</li>
<li>Размер чаши: 344 х 175 мм</li>
<li>Толщина чаши: 20 мм</li>
<li>Вес чаши: 1,3 кг</li>
<li>Объем до MAX уровня воды: 10,5 л</li>
<li>Толщина корпуса: 0,3 мм</li>
<li>Время приготовления одной загрузки: 30 мин</li>
<li>Габариты упаковки: 458х458х358 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",325907,220 В,1.85 кВт,380 мм,470 мм,350 мм,,Ю. Корея,,,0,https://entero.ru/manuals/387948/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf;https://entero.ru/manuals/407421/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,14822,,9.6 кг,10.5 л,
https://cdn.entero.ru/mp@2x/eb/34/eb34cc369bb89cf0c3775947652994ed.jpg,Рисоварка HENDI 240441,Рисоварка HENDI 240441,14461,RUB,Да,HENDI,Профоборудование,Тепловое,Рисоварки,https://entero.ru/item/277379,"<p>Рисоварка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/277379""><b class=""b"">HENDI 240441</b></a> используется на предприятиях общественного питания и торговли для приготовления, хранения и поддержания отваренного риса в разогретом виде. Модель оснащена крышкой, ручками и устойчивыми ножками. Корпус выполнен из стального проката, окрашенного в белый цвет, внутренняя поверхность - из алюминия и имеет антипригарное покрытие, крышка - из нержавеющей стали, ручки и ножки - из термоустойчивого прочного полипролена.</p>

<p>В комплект поставки входят мерный стакан для риса и ложка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 режима:
<ul>
<li>Приготовление</li>
<li>Поддержание тепла</li>
</ul>
</li>
<li>Ручки позволяют безопасно хранить горячую крышку и хранить ее под рукой</li>
<li>Крышка оснащена поворотным замком и ручкой обеспечивающей охлаждение</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 23 ложки сухого риса / ±46 порций вареного риса</li>
</ul>

<p> </p>",277379,220 В,1.55 кВт,420 мм,380 мм,240 мм,,Китай,,,0,https://entero.ru/manuals/344371/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20HENDI%20240441.pdf;https://entero.ru/manuals/344372/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20HENDI%20240441.pdf;https://entero.ru/manuals/344373/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%D0%BD%D0%B0%20HENDI%20240441%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/496491/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,15718,,4.8 кг,4.2 л,
https://cdn.entero.ru/mp@2x/93/34/9334f548a05647eb42a8366ad3e03d87.jpg,Рисоварка INDOKOR IR-2310,A9228,25145,RUB,Нет,INDOKOR,Профоборудование,Тепловое,Рисоварки,https://entero.ru/item/84657,"<p>Рисоварка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/84657"">INDOKOR IR-2310</a> </b>предназначена для упрощенного приготовления риса и поддержания его в состоянии постоянной готовности на предприятиях общественного питания и торговли. Использование прибора позволяет при варке сохранить структуру зернышек риса и свести к минимуму усилия по его приготовления. Модель оснащена электромеханической панелью управления. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входят мерная чашка и совок.</p>

<p><b>Особенности: </b></p>

<ul>
<li>3D-нагрев: равномерное распределение тепла от расположенных сбоку, сверху и снизу ТЭНов</li>
<li>Автоматическое переключение в режим подогрева</li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Емкость: 
<ul>
<li>Рис: 10 кг</li>
<li>Вода: 23 л</li>
</ul>
</li>
<li>Максимальное время хранения в режиме подогрева: 12 часов</li>
</ul>

<p><br>
<span style=""color:#FF0000;"">Внимание! На фото изображена модель другого размера.</span></p>",84657,220 В,3 кВт,586 мм,475 мм,375 мм,18 кг,Ю. Корея,1,555x555x470 мм,0,https://entero.ru/manuals/61267/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20INDOKOR%20IR-1954.pdf;https://entero.ru/manuals/111934/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20INDOKOR.pdf,,,16 кг,23 л,
https://cdn.entero.ru/mp@2x/d6/59/d659158e2add71b10ed9757c699ed160.jpg,Рисоварка Hurakan HKN-SDR230,206096,9465,RUB,Нет,Hurakan,Профоборудование,Тепловое,Рисоварки,https://entero.ru/item/123663,"<p>Рисоварка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/123663"">Hurakan HKN-SDR230</a></b> используется на предприятиях общественного питания и торговли для приготовления, хранения и поддержания отваренного риса в разогретом виде. Модель оснащена системой автоматического приготовления и поддержания температуры. Корпус выполнен из стали покрытой эмалью, внутренняя поверхность - из алюминия.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Загрузка риса: 5 кг</li>
<li>Габариты в упаковке: 610х600х450 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! Нв фото аналогичная модель другого размера.</span></em></p>",123663,220 В,3 кВт,485 мм,485 мм,320 мм,9.5 кг,Китай,1,610x600x450 мм,0,https://entero.ru/manuals/413308/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-SDR230.pdf;https://entero.ru/manuals/413309/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/413310/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/454543/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-SDR230.pdf,,,8.2 кг,23 л,
https://cdn.entero.ru/mp@2x/b9/e6/b9e6d7c231fb719979ff9a5ad74106d1.jpg,Рисоварка Airhot RC-180 18 л,Рисоварка Airhot RC-180 18 л,14975,RUB,Нет,Airhot,Профоборудование,Тепловое,Рисоварки,https://entero.ru/item/335047,"<p>Рисоварка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/335047""><b class=""b"">Airhot RC-180 </b></a>предназначена для приготовления и хранения в подогретом состоянии отварного риса, а также овощей, мяса, рыбы и мучных блюд в суши-барах, ресторанах, кафе и на других предприятиях общественного питания и торговли. Модель оснащена внешней емкостью с 2 рукоятками, съемным резервуаром, крышкой с паровыми отверстиями, устойчивыми опорами, панелью управления с выключателем и светодиодными индикаторами. Емкость выполнена из нержавеющей стали, основание и крышка – из черного полимера.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Система автоматического приготовления</li>
<li>Функция подогрева</li>
<li>Индикация активации приготовления и подогрева</li>
<li>Термоизолированные рукоятки</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная загрузка сырого риса: 5 кг</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",335047,220 В,2.5 кВт,470 мм,545 мм,345 мм,12 кг,Китай,1,520x520x395 мм,0,https://entero.ru/manuals/410051/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20RC-180%2018%20%D0%BB.pdf;https://entero.ru/manuals/481931/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,16277,,10 кг,18 л,
https://cdn.entero.ru/mp@2x/00/9b/009bd2ccaf7cd0b168ab7844137d04bc.jpg,Рисоварка INDOKOR IR-150F,Рисоварка INDOKOR IR-150F,20255,RUB,Нет,INDOKOR,Профоборудование,Тепловое,Рисоварки,https://entero.ru/item/376984,"<p>Рисоварка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/376984"">INDOKOR IR-150F</a></b> предназначена для приготовления риса и поддержания его в состоянии постоянной готовности на предприятиях общественного питания и торговли. Использование прибора позволяет при варке сохранить структуру зернышек риса и свести к минимуму усилия по его приготовлению. Модель оснащена электромеханическим управлением. Корпус выполнен из нержавеющей стали.</p>",376984,220 В,2.1 кВт,554 мм,477 мм,380 мм,13 кг,Ю. Корея,1,550x550x430 мм,0,,22016,,,19 л,
https://cdn.entero.ru/mp@2x/aa/1a/aa1aa144f020061f485e0ba34534e7fa.jpg,Рисоварка INDOKOR IR-160F,Рисоварка INDOKOR IR-160F,23021,RUB,Нет,INDOKOR,Профоборудование,Тепловое,Рисоварки,https://entero.ru/item/376982,"<p>Рисоварка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/376982"">INDOKOR IR-160F</a></b> предназначена для приготовления риса и поддержания его в состоянии постоянной готовности на предприятиях общественного питания и торговли. Использование прибора позволяет при варке сохранить структуру зернышек риса и свести к минимуму усилия по его приготовлению. Модель оснащена электромеханическим управлением. Корпус выполнен из нержавеющей стали.</p>",376982,220 В,2.4 кВт,554 мм,477 мм,407 мм,14 кг,Ю. Корея,1,550x550x472 мм,0,,24490,,,23 л,
https://cdn.entero.ru/mp@2x/c7/ef/c7efeb8253bb0c4b4cc785d01e44cab3.jpg,Рисоварка Rosso ERC-19L,Рисоварка Rosso ERC-19L,0,RUB,Нет,Rosso,Профоборудование,Тепловое,Рисоварки,https://entero.ru/item/271510,"<p>Рисоварка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/271510"">Rosso ERC-19L</a></b> используется на предприятиях общественного питания и торговли для приготовления, хранения и поддержания отваренного риса в разогретом виде. Модель оснащена панелью управления с выключателем и светодиодными индикаторами режимов работы, съемной емкостью для риса, крышкой с рукояткой и устойчивыми ножками.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Звуковой сигнал окончания приготовления </li>
<li>Автоматический переход в режим подогрева риса по окончании режима варки</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",271510,,,,,,,Китай,,,0,https://entero.ru/manuals/334167/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Rosso%20ERC-19L.pdf,,,,19 л,
https://cdn.entero.ru/mp@2x/22/de/22dea6130e91328620c867e1bbb705e2.jpg;https://cdn.entero.ru/mp@2x/1d/24/1d24e77bc574a1fc775061ad879cbad2.jpg,Рисоварка Cuckoo CR1420S,Рисоварка Cuckoo CR1420S,0,RUB,Нет,Cuckoo,Профоборудование,Тепловое,Рисоварки,https://entero.ru/item/218671,"<p>Рисоварка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/218671"">Cuckoo CR1420S</a></b> используется на предприятиях общественного питания и торговли для приготовления, хранения и поддержания в разогретом виде всех видов круп и рис для суши. Модель оснащена механической панелью управления. Функция подогрева позволяет использовать рисоварку в качестве термоса.</p>

<p>В комплект поставки входят ложка и мерный стакан.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество порций 180 мл: 14</li>
<li>Мощность: 
<ul>
<li>Подогрев: 0,1 кBт</li>
<li>Варка: 0,82 кBт</li>
</ul>
</li>
<li>Габариты в упаковке: 360x340x370 мм</li>
</ul>",218671,,,,,,,,,,0,,,,,2.5 л,
https://cdn.entero.ru/mp@2x/8c/51/8c51a38dfaddbef7a524dd5f45928422.jpg,Рисоварка VIATTO SQ-42,Рисоварка VIATTO SQ-42,0,RUB,Нет,VIATTO,Профоборудование,Тепловое,Рисоварки,https://entero.ru/item/113633,"<p>Рисоварка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/113633"">VIATTO SQ-42</a></b> используется на предприятиях общественного питания и торговли для варки и поддержания в теплом состоянии риса и других круп. Корпус выполнен из эмалированного металла, чаша - из алюминия.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 
<ul>
<li>Общий: 10 л</li>
<li>Загрузка риса: 4,2 л</li>
</ul>
</li>
<li>Габариты в упаковке: 400x400x280 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",113633,220 В,1.55 кВт,432 мм,352 мм,270 мм,,Китай,,,0,https://entero.ru/manuals/410427/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20SQ-42.pdf;https://entero.ru/manuals/410428/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,5 кг,4.2 л,
https://cdn.entero.ru/mp@2x/cd/df/cddf09c4e7f69da492cf6f073e054a81.jpg,Рисоварка VIATTO SQ-56,Рисоварка VIATTO SQ-56,0,RUB,Нет,VIATTO,Профоборудование,Тепловое,Рисоварки,https://entero.ru/item/113635,"<p>Рисоварка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/113635"">VIATTO SQ-56</a></b> используется на предприятиях общественного питания и торговли для варки и поддержания в теплом состоянии риса и других круп. Корпус выполнен из эмалированного металла, чаша - из алюминия.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",113635,220 В,1.95 кВт,490 мм,440 мм,310 мм,,Китай,,,0,https://entero.ru/manuals/410424/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20SQ-56.pdf;https://entero.ru/manuals/410425/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,6.5 кг,5.6 л,
