Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Количество ярусов
https://cdn.entero.ru/mp@2x/3d/69/3d699f6919c32eee2357e940f80567dc.jpg,Полка тепловая ATESY ПТ-1-1000-01,Полка тепловая ATESY ПТ-1-1000-01,37749,RUB,Нет,ATESY,Профоборудование,Тепловое,Тепловые полки,https://entero.ru/item/248599,"<p>Тепловая полка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/248599"">Atesy ПТ-1-1000-01</a> </b>используется на предприятиях общественного питания и торговли для подогрева и поддержания в горячем состоянии продуктов. Модель оснащена терморегулятором с цифровым дисплеем, 2 керамическими ТЭНами, позволяющими экономить электроэнергию, и кабелем с вилкой. Корпус выполнен из нержавеющей стали 430 толщиной 1 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Длина кабеля: 2 м</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель с 2 полками.</span></em></p>",248599,,,,1000 мм,300 мм,400 мм,,Россия,,,0,,40159,,,1
https://cdn.entero.ru/mp@2x/7f/ba/7fba8de56dcccea79564e1157fe275fc.jpg,Полка тепловая Restoinox ПНТК2-13/4,Полка тепловая Restoinox ПНТК2-13/4,37770,RUB,Нет,Restoinox,Профоборудование,Тепловое,Тепловые полки,https://entero.ru/item/216307,"<p>Тепловая полка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/216307""><b class=""b"">Restoinox ПНТК2-13/4 </b></a>используется на предприятиях общественного питания и торговли для подогрева тарелок перед выкладыванием на них продуктов питания и сохранения температуры уже выложенных на тарелки блюд перед их подачей на стол. Каркас и полки выполнены из нержавеющей стали Aisi 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 уровня: верхний оснащен нагревательным элементом, нижний без подогрева</li>
<li>Настольная установка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали на полках: 0,8 мм</li>
<li>Максимальная нагрузка на полку: 25 кг</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",216307,,220 В,1.5 кВт,1300 мм,400 мм,800 мм,15 кг,Россия,1,1320x420x820 мм,0,https://entero.ru/manuals/520418/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,40613,,,2
https://cdn.entero.ru/mp@2x/63/91/6391c6bd02b08f0f3b8b29373e62de60.jpg,Полка тепловая КАМИК ПСТ-31104,Полка тепловая КАМИК ПСТ-31104,37804,RUB,Нет,КАМИК,Профоборудование,Тепловое,Тепловые полки,https://entero.ru/item/101621,"<p>Тепловая полка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/101621"">КАМИК ПСТ-31104</a></b> используется на предприятиях общественного питания и торговли для подогрева, демонстрации и кратковременного хранения продуктов и готовых блюд в горячем состоянии. Модель оснащена электрическим кабелем из профиля 20х40 (ножки)​. В правой части конструкции расположен термостат, позволяющий регулировать температуру. Корпус выполнен из нержавеющей стали AISI 304.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",101621,60 °C,220 В,1 кВт,1100 мм,400 мм,400 мм,,Россия,,,0,,,,16.04 кг,1
https://cdn.entero.ru/mp@2x/31/94/31946276548d09666fb5ae0631abd9cf.jpg,Полка тепловая Техно-ТТ ПН-820/1104ТК,ПН820/1104ТК,37889,RUB,Нет,Техно-ТТ,Профоборудование,Тепловое,Тепловые полки,https://entero.ru/item/109794,"<p>Тепловая полка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/109794"">Техно-ТТ ПН-820/1104ТК</a></b> предназначена для демонстрации, кратковременного хранения и поддержания блюд в подогретом виде на предприятиях общественного питания и торговли. Модель оснащена 2 энергосберегающими керамическими нагревательными элементами сухого обогрева, установленными под рабочей поверхностью верхнего уровня (нижний уровень - нейтральный). Разборный каркас выполнен из нержавеющей стали AISI 430.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время разогрева до рабочей температуры, не более: 5 мин.</li>
<li>Максимальная нагрузка на полку: 50 кг</li>
<li>Объем упаковки: 0,16 м<sup>3</sup></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера без подогрева верхнего уровня.</span></em></p>",109794,60 °C,220 В,1 кВт,1100 мм,400 мм,800 мм,,Россия,,,0,https://entero.ru/manuals/106112/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2%20%D0%9F%D0%9D-820_1104%D0%A2%D0%9A.doc;https://entero.ru/manuals/103115/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2.pdf,,,10.9 кг,2
https://cdn.entero.ru/mp@2x/6b/9a/6b9ac5499bdd3889b31bb26162bcefce.jpg,Полка тепловая КАМИК ПСТ-20040,Полка тепловая КАМИК ПСТ-20040,37910,RUB,Нет,КАМИК,Профоборудование,Тепловое,Тепловые полки,https://entero.ru/item/101734,"<p>Тепловая полка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/101734"">КАМИК ПСТ-20040</a></b> используется на предприятиях общественного питания и торговли для подогрева, демонстрации и кратковременного хранения продуктов и готовых блюд в горячем состоянии. Модель оснащена электрическим кабелем из профиля 20х40 (ножки)​. В правой части конструкции расположен термостат, позволяющий регулировать температуру. Корпус выполнен из нержавеющей стали AISI 430.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",101734,60 °C,220 В,2 кВт,2000 мм,400 мм,400 мм,,Россия,,,0,,,,24.28 кг,1
https://cdn.entero.ru/mp@2x/51/ce/51ce6b32acd26ad986f442421084df45.jpg,Полка тепловая Gastrolux ПНТО1-113/ИК,Полка тепловая Gastrolux ПНТО1-113/ИК,37945,RUB,Нет,Gastrolux,Профоборудование,Тепловое,Тепловые полки,https://entero.ru/item/67558,"<p>Тепловая полка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/67558"">Gastrolux ПНТО1-113/ИК</a> </b>с инфракрасным нагревом предназначена для демонстрации и поддержания блюд в подогретом состоянии на предприятиях общественного питания и торговли. Конструкция выполнена из нержавеющей стали AISI 430. Модель устанавливается на 4-х стойках диаметром 25 мм.</p>

<p>Возможно изготовление нестандартных размеров.</p>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",67558,от 30 до 60 °C,220 В,1 кВт,1100 мм,300 мм,400 мм,,Россия,,,0,https://entero.ru/manuals/488996/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,39526,,9.9 кг,1
https://cdn.entero.ru/mp@2x/d4/da/d4da6a4ed1231bd28a4d050c021e6a32.jpg,Полка тепловая Restoinox ПНТК2-14.85/3,Полка тепловая Restoinox ПНТК2-14.85/3,37964,RUB,Нет,Restoinox,Профоборудование,Тепловое,Тепловые полки,https://entero.ru/item/216313,"<p>Тепловая полка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/216313""><b class=""b"">Restoinox ПНТК2-14.85/3 </b></a>используется на предприятиях общественного питания и торговли для подогрева тарелок перед выкладыванием на них продуктов питания и сохранения температуры уже выложенных на тарелки блюд перед их подачей на стол. Каркас и полки выполнены из нержавеющей стали Aisi 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 уровня: верхний оснащен нагревательным элементом, нижний без подогрева</li>
<li>Настольная установка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали на полках: 0,8 мм</li>
<li>Максимальная нагрузка на полку: 25 кг</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",216313,,220 В,1.5 кВт,1485 мм,300 мм,800 мм,18 кг,Россия,1,1505x320x820 мм,0,https://entero.ru/manuals/520421/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,40387,,,2
https://cdn.entero.ru/mp@2x/61/79/6179b071f8b730d67f14c5109fda31c7.jpg,Полка тепловая Restoinox ПНТК2-15/3,Полка тепловая Restoinox ПНТК2-15/3,37964,RUB,Нет,Restoinox,Профоборудование,Тепловое,Тепловые полки,https://entero.ru/item/216315,"<p>Тепловая полка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/216315""><b class=""b"">Restoinox ПНТК2-15/3 </b></a>используется на предприятиях общественного питания и торговли для подогрева тарелок перед выкладыванием на них продуктов питания и сохранения температуры уже выложенных на тарелки блюд перед их подачей на стол. Каркас и полки выполнены из нержавеющей стали Aisi 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 уровня: верхний оснащен нагревательным элементом, нижний без подогрева</li>
<li>Настольная установка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали на полках: 0,8 мм</li>
<li>Максимальная нагрузка на полку: 25 кг</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",216315,,220 В,1.5 кВт,1500 мм,300 мм,800 мм,18 кг,Россия,1,1520x320x820 мм,0,https://entero.ru/manuals/520420/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,2
https://cdn.entero.ru/mp@2x/27/5a/275ac5d6c1754957dbdd65e3571852a4.jpg,Полка тепловая Gastrolux ПНТП1-093/ИК,Полка тепловая Gastrolux ПНТП1-093/ИК,37972,RUB,Нет,Gastrolux,Профоборудование,Тепловое,Тепловые полки,https://entero.ru/item/67619,"<p>П-образная тепловая полка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/67619"">Gastrolux ПНТП1-093/ИК</a> </b>с инфракрасным нагревом предназначена для демонстрации и поддержания блюд в подогретом состоянии на предприятиях общественного питания и торговли. Модель оснащена защитой с 2-х сторон. Конструкция выполнена из нержавеющей стали AISI 430.</p>

<p>Возможно изготовление нестандартных размеров.</p>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",67619,от 30 до 60 °C,220 В,0.9 кВт,900 мм,300 мм,400 мм,,Россия,,,0,https://entero.ru/manuals/488948/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,40396,,8.4 кг,1
https://cdn.entero.ru/mp@2x/25/32/2532f9cd30189da071ad321892b21ee6.jpg;https://cdn.entero.ru/mp@2x/d2/6e/d26ee600ec4bbd07bb08580c9ba4fa60.jpg,Полка тепловая HICOLD TP2K-11/3,287330,38048,RUB,Нет,HICOLD,Профоборудование,Тепловое,Тепловые полки,https://entero.ru/item/63993,"<p>Тепловая полка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/63993"">HICOLD TP2K-11/3</a></b> используется на предприятиях общественного питания и торговли для подогрева тарелок перед выкладыванием на них продуктов питания и сохранения температуры уже выложенных на тарелки блюд перед их подачей на стол. Температура нагрева полки не регулируется и зависит от мощности установленного нагревательного элемента. Изделие поставляется в сборе.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 уровня, один из которых (верхний) оснащен нагревательным элементом</li>
<li>Надежная и устойчивая конструкция</li>
<li>Настольная установка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время разогрева до рабочей температуры: 8 мин.</li>
<li>Макс. нагрузка: 50 кг</li>
<li>Габариты в упаковке: 1080х380х830 мм</li>
<li>Объем с упаковкой: 0,34 м<sup>3</sup></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",63993,60 °C,220 В,1 кВт,1100 мм,300 мм,800 мм,,Россия,,,0,https://entero.ru/manuals/74643/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20HICOLD%20TP2K-11_3.doc;https://entero.ru/manuals/438156/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20HICOLD.pdf;https://entero.ru/manuals/438157/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,2
https://cdn.entero.ru/mp@2x/b6/2e/b62eb882c1db6441f0508f6c946e4f6a.jpg,Полка тепловая КАМИК ПСТ-31201,Полка тепловая КАМИК ПСТ-31201,38061,RUB,Нет,КАМИК,Профоборудование,Тепловое,Тепловые полки,https://entero.ru/item/101622,"<p>Тепловая полка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/101622"">КАМИК ПСТ-31201</a></b> используется на предприятиях общественного питания и торговли для подогрева, демонстрации и кратковременного хранения продуктов и готовых блюд в горячем состоянии. Модель оснащена электрическим кабелем из профиля 20х40 (ножки)​. В правой части конструкции расположен термостат, позволяющий регулировать температуру. Корпус выполнен из нержавеющей стали AISI 304.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",101622,60 °C,220 В,1 кВт,1200 мм,300 мм,400 мм,,Россия,,,0,,40064,,14.9 кг,1
https://cdn.entero.ru/mp@2x/cb/de/cbde48db4794e3d23403ce81102a43ef.jpg,Полка тепловая КАМИК ПСТ-3603,Полка тепловая КАМИК ПСТ-3603,38104,RUB,Нет,КАМИК,Профоборудование,Тепловое,Тепловые полки,https://entero.ru/item/101896,"<p>Тепловая полка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/101896"">КАМИК ПСТ-3603</a></b> используется на предприятиях общественного питания и торговли для подогрева, демонстрации и кратковременного хранения продуктов и готовых блюд в горячем состоянии. В правой части конструкции расположен регулятор энергии, позволяющий регулировать температуру. Модель оснащена нижним уровнем с подогревом, верхним - без подогрева. Корпус выполнен из нержавеющей стали AISI 304.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",101896,от 30 до 80 °C,220 В,0.5 кВт,600 мм,300 мм,800 мм,,Россия,,,0,,40536,,12.77 кг,2
https://cdn.entero.ru/mp@2x/ad/e3/ade3fdaaf916ce7b43a236fec9c19d8d.jpg,Полка тепловая КАМИК ПСТ-41306,Полка тепловая КАМИК ПСТ-41306,38126,RUB,Нет,КАМИК,Профоборудование,Тепловое,Тепловые полки,https://entero.ru/item/101938,"<p>Тепловая полка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/101938"">КАМИК ПСТ-41306</a></b> используется на предприятиях общественного питания и торговли для подогрева, демонстрации и кратковременного хранения продуктов и готовых блюд в горячем состоянии. Модель оснащена нижним уровнем с подогревом, верхним - без подогрева, электрическим кабелем из профиля 20х40 (ножки). В правой части конструкции расположен термостат, позволяющий регулировать температуру. Корпус выполнен из нержавеющей стали AISI 430.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",101938,60 °C,220 В,1.5 кВт,1300 мм,400 мм,800 мм,,Россия,,,0,,,,19.74 кг,2
https://cdn.entero.ru/mp@2x/3d/a2/3da250aa235e90d0f596660c266cacce.jpg,Полка тепловая КАМИК ПСТ-140302п,Полка тепловая КАМИК ПСТ-140302п,38162,RUB,Нет,КАМИК,Профоборудование,Тепловое,Тепловые полки,https://entero.ru/item/101908,"<p>Тепловая полка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/101908"">КАМИК ПСТ-140302п</a></b> используется на предприятиях общественного питания и торговли для подогрева, демонстрации и кратковременного хранения продуктов и готовых блюд в горячем состоянии. В правой части конструкции расположен регулятор энергии, позволяющий регулировать температуру. Модель оснащена нижним уровнем с подогревом, верхним - без подогрева. Корпус выполнен из нержавеющей стали AISI 430.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",101908,от 30 до 80 °C,220 В,1.5 кВт,1400 мм,300 мм,800 мм,,Россия,,,0,,41480,,18.14 кг,2
https://cdn.entero.ru/mp@2x/ac/3f/ac3f35375ccdfd1f4e4ccd5617fa970c.jpg;https://cdn.entero.ru/mp@2x/cb/5b/cb5beaffb39868df2ac543eed533244b.jpg;https://cdn.entero.ru/mp@2x/ba/3e/ba3e498d7b2e773b199516afe953760c.jpg;https://cdn.entero.ru/mp@2x/09/6e/096e39c301a26a0c36eda5f00d26051a.jpg;https://cdn.entero.ru/mp@2x/7e/bf/7ebf88862776234a19e4ef9484ed8d8c.jpg,Полка тепловая Restoinox ПНТ1-18/3,Полка тепловая Restoinox ПНТ1-18/3,38253,RUB,Нет,Restoinox,Профоборудование,Тепловое,Тепловые полки,https://entero.ru/item/216156,"<p>Тепловая полка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/216156""><b class=""b"">Restoinox ПНТ1-18/3</b></a> используется на предприятиях общественного питания и торговли для подогрева тарелок перед выкладыванием на них продуктов питания и сохранения температуры уже выложенных на тарелки блюд перед их подачей на стол. Профиль выполнен из нержавеющей стали Aisi 430 25х25 мм, корпус и полка - из нержавеющей стали Aisi 430.​</p>

<p><b>Особенности:</b></p>

<ul>
<li>1 уровень, оснащенный нагревательным элементом</li>
<li>Настольная установка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на полку: 25 кг</li>
<li>Толщина стали: 0,8 мм </li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",216156,,220 В,1.5 кВт,1800 мм,300 мм,400 мм,15 кг,Россия,1,1820x320x420 мм,0,https://entero.ru/manuals/520353/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,1
https://cdn.entero.ru/mp@2x/05/57/0557bc7e01bed0efef6f130e1090b3a9.jpg,Полка тепловая Gastrolux ПНТО1-094/ИК,Полка тепловая Gastrolux ПНТО1-094/ИК,38273,RUB,Нет,Gastrolux,Профоборудование,Тепловое,Тепловые полки,https://entero.ru/item/67570,"<p>Тепловая полка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/67570"">Gastrolux ПНТО1-094/ИК</a> </b>с инфракрасным нагревом предназначена для демонстрации и поддержания блюд в подогретом состоянии на предприятиях общественного питания и торговли. Конструкция выполнена из нержавеющей стали AISI 430. Модель устанавливается на 4-х стойках диаметром 25 мм.</p>

<p>Возможно изготовление нестандартных размеров.</p>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",67570,от 30 до 60 °C,220 В,0.9 кВт,900 мм,400 мм,400 мм,,Россия,,,0,https://entero.ru/manuals/488985/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,10.8 кг,1
https://cdn.entero.ru/mp@2x/b7/e2/b7e24dc01587ade8085d6169c9de35de.jpg,Полка тепловая КАМИК ПСТ-31204,Полка тепловая КАМИК ПСТ-31204,38311,RUB,Нет,КАМИК,Профоборудование,Тепловое,Тепловые полки,https://entero.ru/item/101624,"<p>Тепловая полка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/101624""><b class=""b"">КАМИК ПСТ-31201</b></a> используется на предприятиях общественного питания и торговли для подогрева, демонстрации и кратковременного хранения продуктов и готовых блюд в горячем состоянии. Модель оснащена электрическим кабелем из профиля 20х40 (ножки)​. В правой части конструкции расположен термостат, позволяющий регулировать температуру. Корпус выполнен из нержавеющей стали AISI 304.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",101624,60 °C,220 В,1 кВт,1200 мм,400 мм,400 мм,,Россия,,,0,,40756,,16.96 кг,1
https://cdn.entero.ru/mp@2x/a9/d2/a9d225f584201816376afd5b11a2717b.jpg,Полка тепловая Техно-ТТ ПН-821/603Т,ПН821/603Т,38364,RUB,Нет,Техно-ТТ,Профоборудование,Тепловое,Тепловые полки,https://entero.ru/item/109416,"<p>Тепловая полка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/109416"">Техно-ТТ ПН-821/603Т</a></b> предназначена для демонстрации, кратковременного хранения и поддержания блюд в подогретом виде на предприятиях общественного питания и торговли. Модель оснащена 2 энергосберегающими керамическими нагревательными элементами сухого обогрева, установленными под рабочими поверхностями. Разборный каркас выполнен из нержавеющей стали AISI 304.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время разогрева до рабочей температуры, не более: 5 мин.</li>
<li>Максимальная нагрузка на полку: 50 кг</li>
<li>Объем упаковки: 0,09 м<sup>3</sup></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера без подогрева.</span></em></p>",109416,60 °C,220 В,1 кВт,600 мм,300 мм,800 мм,,Россия,,,0,https://entero.ru/manuals/106271/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2%20%D0%9F%D0%9D-821_603%D0%A2.doc;https://entero.ru/manuals/102798/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2.pdf,,,7 кг,2
https://cdn.entero.ru/mp@2x/aa/9e/aa9e5ed7114ac99fa92a642fc30b738d.jpg,Полка тепловая Gastrolux ПНТП1-123/П,Полка тепловая Gastrolux ПНТП1-123/П,38367,RUB,Нет,Gastrolux,Профоборудование,Тепловое,Тепловые полки,https://entero.ru/item/67504,"<p>П-образная тепловая полка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/67504"">Gastrolux ПНТП1-123/П</a> </b>предназначена для демонстрации и поддержания блюд в подогретом состоянии на предприятиях общественного питания и торговли. Модель оснащена защитой с 2-х сторон. Конструкция выполнена из нержавеющей стали AISI 430.</p>

<p>Подсветка заказывается отдельно. Возможно изготовление нестандартных размеров.</p>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",67504,от 30 до 80 °C,220 В,0.23 кВт,1200 мм,300 мм,400 мм,,Россия,,,0,https://entero.ru/manuals/489048/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,11.1 кг,1
https://cdn.entero.ru/mp@2x/9d/3d/9d3d2271b2298bd03826dd8ab1c20241.jpg,Полка тепловая Техно-ТТ ПН-820/1303ТК,ПН820/1303ТК,38427,RUB,Нет,Техно-ТТ,Профоборудование,Тепловое,Тепловые полки,https://entero.ru/item/109727,"<p>Тепловая полка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/109727"">Техно-ТТ ПН-820/1303ТК</a></b> предназначена для демонстрации, кратковременного хранения и поддержания блюд в подогретом виде на предприятиях общественного питания и торговли. Модель оснащена 2 энергосберегающими керамическими нагревательными элементами сухого обогрева, установленными под рабочей поверхностью верхнего уровня (нижний уровень - нейтральный). Разборный каркас выполнен из нержавеющей стали AISI 430.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время разогрева до рабочей температуры, не более: 5 мин.</li>
<li>Максимальная нагрузка на полку: 50 кг</li>
<li>Объем упаковки: 0,18 м<sup>3</sup></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера без подогрева верхнего уровня.</span></em></p>",109727,60 °C,220 В,1 кВт,1300 мм,300 мм,800 мм,,Россия,,,0,https://entero.ru/manuals/106118/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2%20%D0%9F%D0%9D-820_1303%D0%A2%D0%9A.doc;https://entero.ru/manuals/103036/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2.pdf,,,12 кг,2
https://cdn.entero.ru/mp@2x/2e/45/2e45dd80641fc1afafcd83414d35eb7e.jpg,Полка тепловая КОБОР ПНТ/2-120/40,Полка тепловая КОБОР ПНТ/2-120/40,38531,RUB,Нет,КОБОР,Профоборудование,Тепловое,Тепловые полки,https://entero.ru/item/221335,"<p>Тепловая полка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/221335"">Кобор ПНТ/2-120/40</a> </b>используется на предприятиях общественного питания для поддержания различной посуды в теплом состоянии. Конструкция выполнена из нержавеющей стали AISI 430.</p>

<p>В комплект поставки вход инфракрасные излучатели.</p>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",221335,,220 В,,1200 мм,400 мм,800 мм,,Россия,,,0,,,https://vk.com/video_ext.php?oid=-177656185&id=456240752&hd=2&autoplay=0,,2
