Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Источник тепла,Количество жарочных поверхностей,Материал жарочной поверхности,Диаметр,Автоматическая
https://cdn.entero.ru/mp@2x/04/d9/04d9e7f634dea34c1d916cfa9203b238.jpg,Автомат блинный Kocateq JB 228 ID,Автомат блинный Kocateq JB 228 ID,108121,RUB,Да,Kocateq,Профоборудование,Тепловое,Блинницы,https://entero.ru/item/379849,"<p>Блинный автомат <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/379849"">Kocateq JB 228 ID</a></b> предназначен для приготовления блинов, основы для блинных тортов, заготовок для спринг-роллов, яичных заготовок и других продуктов круглой формы. Модель оснащена съемным бункером для теста, краном для подачи теста в съемный лоток, электронной панелью управления с PID регулятором температуры и регулировой скорости вращения барабана. Корпус выполнен из нержавеющей стали AISI 304, барабан - из тефлонированной стали.</p>

<p>В комплект поставки входит выдвижной лоток для сбора крошек.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: от 260 до 360 шт./ч.</li>
<li>Объем бункера для теста: 3 л</li>
<li>Ширина конвейера: 220 мм</li>
<li>Термостат: до 200 °C</li>
<li>Толщина блинов: от 0,4 до 1,2 мм</li>
<li>Количество фаз: 1</li>
<li>Частота тока: 50 Гц</li>
</ul>",379849,200 °C,2.4 кВт,500 мм,350 мм,350 мм,55 кг,Ю. Корея,1,400x400x600 мм,0,https://entero.ru/manuals/528459/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Kocateq.pdf,,,,220 В,1,сталь,228 мм,Да
https://cdn.entero.ru/mp@2x/1b/82/1b821f6f283d2e5d6d649224dbc2295c.jpg,Блинница Krampouz CSCA7AA,Блинница Krampouz CSCA7AA,140482,RUB,Да,Krampouz,Профоборудование,Тепловое,Блинницы,https://entero.ru/item/375174,"<p>Настольная блинница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/375174"">Krampouz CSCA7AA</a> </b>серии Standard используется на предприятиях общественного питания и торговли для приготовления блинов. Модель оснащена углубленной панелью управления с механическим термостатом, спиральными нагревательнымиэлементами для равномерного распределения тепла, световыми индикаторами подачи напряжения и устойчивыми ножками. Корпус выполнен из нержавеющей стали, жарочная поверхность - из чугуна.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота ножек: 35 мм</li>
</ul>",375174,от 50 до 300 °C,5 кВт,1485 мм,750 мм,420 мм,26 кг,Франция,,,0,https://entero.ru/manuals/507316/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,147876,,,220 В,2,чугун,350 мм,
https://cdn.entero.ru/mp@2x/c1/d4/c1d4a3192fcd9acb34c7df04c87990f7.jpg,Блинница Krampouz CTCA4BC,Блинница Krampouz CTCA4BC,144809,RUB,Да,Krampouz,Профоборудование,Тепловое,Блинницы,https://entero.ru/item/327661,"<p>Блинница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/327661"">Krampouz CTCA4BC</a></b> серии Luxury предназначена для выпечки блинов в заведениях общественного питания и fast-food. Модель оснащена углубленной панелью управления с механическим термостатом и устойчивыми ножками. Корпус выполнен из нержавеющей стали, жарочная поверхность - из чугуна.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Спиральный нагревательный элемент для равномерного распределения тепла </li>
<li>Световой индикатор подачи напряжения</li>
<li>Углубленная панель управления</li>
<li>Защитный термостат</li>
<li>Рекомендована для интенсивного использования</li>
</ul>",327661,от 50 до 300 °C,3.6 кВт,430 мм,470 мм,196 мм,,Франция,,,0,https://entero.ru/manuals/389331/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Krampouz.pdf;https://entero.ru/manuals/389332/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,380 В,1,чугун,400 мм,
https://cdn.entero.ru/mp@2x/b2/df/b2dfac565443785f1d10e44b6b9df03b.jpg,Блинница Hurakan HKN-CSE400P,Блинница Hurakan HKN-CSE400P,13964,RUB,Нет,Hurakan,Профоборудование,Тепловое,Блинницы,https://entero.ru/item/302799,"<p>Блинница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/302799"">Hurakan HKN-CSE400P</a></b> предназначена для выпечки блинов круглой формы на предприятиях общественного питания и торговли. Корпус выполнен из нержавеющей стали.</p>",302799,,3.5 кВт,490 мм,450 мм,230 мм,15 кг,Китай,1,530x510x270 мм,0,https://entero.ru/manuals/415917/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/415918/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/473468/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Hurakan%20HKN-CSE400P.pdf,14855,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241038&hash=7755d4c1c4fad6d3;https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241065&hash=2237bda58a68434d,12.8 кг,220 В,1,чугун,400 мм,
https://cdn.entero.ru/mp@2x/36/e0/36e0d5c1fd9cfe65b2461b8ef40ef911.jpg,Блинница Hurakan HKN-CDE400P,Блинница Hurakan HKN-CDE400P,25243,RUB,Нет,Hurakan,Профоборудование,Тепловое,Блинницы,https://entero.ru/item/302800,"<p>Блинница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/302800"">Hurakan HKN-CDE400P</a></b> предназначена для выпечки блинов круглой формы на предприятиях общественного питания и торговли. Корпус выполнен из нержавеющей стали.</p>",302800,,7 кВт,880 мм,450 мм,230 мм,31 кг,Китай,1,930x560x310 мм,0,https://entero.ru/manuals/415919/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/415920/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/473467/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Hurakan%20HKN-CDE400P.pdf,26854,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241038&hash=7755d4c1c4fad6d3;https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241065&hash=2237bda58a68434d,21.6 кг,220 В,2,чугун,400 мм,
https://cdn.entero.ru/mp@2x/18/18/18180235f4cc93e4f066bc2ceab79767.jpg,Блинница Krampouz CEBIV4,Блинница Krampouz CEBIV4,0,RUB,Нет,Krampouz,Профоборудование,Тепловое,Блинницы,https://entero.ru/item/33543,"<p>Блинница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/33543"">Krampouz CEBIV4</a></b> предназначена для выпечки блинов в заведениях общественного питания и fast-food.</p>

<p><b>​Особенности</b></p>

<ul>
<li>Корпус из нержавеющей стали 304</li>
<li>Провод электропитания для розетки 16 А на моделях 230 В</li>
<li>Световой индикатор нагревания</li>
<li>Три пластиковые ножки</li>
</ul>",33543,от 50 до 300 °C,3 кВт,400 мм,400 мм,125 мм,,Франция,,,0,,,,16 кг,220 В,1,чугун,400 мм,
https://cdn.entero.ru/mp@2x/1d/b9/1db9454a88f635ac14849e68c1b9a083.jpg;https://cdn.entero.ru/mp@2x/f7/8a/f78a62fdd2345c5c9d22f97fdd3bd110.jpg;https://cdn.entero.ru/mp@2x/6b/80/6b80100af547460855ccf3cc2134d7e9.jpg;https://cdn.entero.ru/mp@2x/90/33/9033c448b1912bab83d122ace61ba32f.jpg,Аппарат блинный автоматический Sikom RoboCrepeMaker 200 Deluxe,Аппарат блинный автоматический Sikom RoboCrepeMaker 200 Deluxe,0,RUB,Нет,Sikom,Профоборудование,Тепловое,Блинницы,https://entero.ru/item/349755,"<p>Автоматический блинный аппарат <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/349755"">Sikom RoboCrepeMaker 200 Deluxe</a></b> используется на предприятиях общественного питания и торговли, а также в производственных цехах, деятельность которых связана с выпуском гастрономических товаров, для приготовления блинов. Модель оснащена съемной полкой-держателем. Жарочная поверхность выполнена изчугуна.</p>

<p>Тесто, используемое для традиционной жарки на сковороде не подойдет для автоматических машин СИКОМ. Нужно быть готовым к проработкам и изменению своей рецептуры. Начинать тестирование рекомендуем с рецептур из видео-роликов и Руководства по эксплуатации.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Двухсторонняя обжарка</li>
<li>Автоматизированныя формовка, переворот и съём блина в аккуратную стопку</li>
<li>Регулировка зазора между кареткой и жарочной поверхностью: возможность изготавливать блины разной массы из теста разной плотности</li>
<li>Автодолив теста в ванночку</li>
<li>Прямой контакт с бренд-шефом для консультаций</li>
<li>Бесплатная пуско-наладка </li>
<li>Улучшенная заводская упаковка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная температура жарочной поверхности: 250°C</li>
<li>Производительность: от 90 до 120 шт/ч</li>
<li>Масса блина: от 40 до 60 г</li>
<li>Габариты в упаковке: 1085х640х465 мм</li>
</ul>",349755,250 °C,3 кВт,985 мм,510 мм,265 мм,76 кг,Россия,1,1085x640x465 мм,0,https://entero.ru/manuals/431769/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Sikom%20RoboCrepeMaker%20200%20Deluxe.pdf;https://entero.ru/manuals/431771/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Sikom%20RoboCrepeMaker%20200%20Deluxe.pdf;https://entero.ru/manuals/431773/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456240945&hash=6034a57798a11bd8;https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241004&hash=7e2696146479b8c6,54 кг,220 В,,чугун,210 мм,Да
https://cdn.entero.ru/mp@2x/43/bf/43bf2b2558473743ec36ee0bac1df571.jpg,Блинница электрическая OMAKE KRP12.E11,Блинница электрическая OMAKE KRP12.E11,0,RUB,Нет,,Профоборудование,Тепловое,Блинницы,https://entero.ru/item/333955,"<p>Блинница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/333955"">OMAKE KRP12.E11</a></b> используется на предприятиях пищевой промышленности, общественного питания и торговли для выпечки блинов круглой формы. Модель оснащена точным контролем температуры с помощью встроенных нагревателей из нержавеющей стали, индикатором питания. Корпус выполнен из нержавеющей стали, жарочная поверхность - из антипригарного материала с тефлоновым покрытием.</p>",333955,,2.5 кВт,400 мм,420 мм,140 мм,,Турция,,,0,https://entero.ru/manuals/394734/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20OMAKE%20KRP12.E11%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,12 кг,220 В,1,,400 мм,
https://cdn.entero.ru/mp@2x/b4/86/b486c4537f716ca4e8e3b9be9c8409e6.jpg,Блинница Krampouz CEBPB2AO,Блинница Krampouz CEBPB2AO,0,RUB,Нет,Krampouz,Профоборудование,Тепловое,Блинницы,https://entero.ru/item/25784,"<p>Блинница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/25784"">Krampouz CEBPB2AO</a> </b>предназначена для выпечки блинов в заведениях общественного питания и fast-food. Модель оснащена световым индикатором и регилируемым термостатом. Кольцо выполнено из нержавеющей стали, рабочая поверхность имеет антипригарное покрытие.</p>

<p>В комплект поставки входят запатентованный распределитель теста, мерный ковш, лопатка, скребок, щетка и контейнер с водой для очистки распределителя.</p>",25784,,1.25 кВт,390 мм,385 мм,135 мм,,Франция,,,0,https://entero.ru/manuals/7261/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Krampouz%20CEBPB2AO.pdf;https://entero.ru/manuals/213949/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,3 кг,220 В,1,,330 мм,
https://cdn.entero.ru/mp@2x/f3/a6/f3a64eb2e9972435bc26d45a3a35a659.jpg,Блинница Krampouz CEBPA3AO,Блинница Krampouz CEBPA3AO,0,RUB,Нет,Krampouz,Профоборудование,Тепловое,Блинницы,https://entero.ru/item/25735,"<p><span style=""font-size:12px"">Блинница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/25735"">Krampouz CEBPA3AO</a> </b>предназначена для выпечки блинов в заведениях общественного питания и fast-food.</span></p>

<p>​<b>Особенности</b></p>

<ul>
<li>Чугунная поверхность с покрытием</li>
<li>Световой индикатор</li>
<li>Регулируемый термостат</li>
<li>Окрашенный корпус</li>
<li>3 пластиковые ножки</li>
<li>В комплекте: деревянная лопатка, деревянный скребок, руководство по эксплуатации с рецептами</li>
</ul>",25735,от 50 до 300 °C,2.5 кВт,350 мм,350 мм,125 мм,,Франция,,,0,https://entero.ru/manuals/7259/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Krampouz%20CEBPA3AO.pdf,,,11 кг,220 В,1,чугун,350 мм,
https://cdn.entero.ru/mp@2x/c7/bb/c7bbcd1185a51730c9943803c71d45e9.jpg,Блинница Krampouz CECIG3,Блинница Krampouz CECIG3,0,RUB,Нет,Krampouz,Профоборудование,Тепловое,Блинницы,https://entero.ru/item/37721,"<p>Блинница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/37721"">Krampouz CECIG3</a></b> предназначена для выпечки блинов в заведениях общественного питания и fast-food.</p>

<p><b>​Особенности:</b></p>

<ul>
<li>Корпус из нержавеющей стали 304</li>
<li>Однофазная розетка электропитания 16 А 230 В или трехфазная розетка 20 А 400 В – необходимо указать в заявке</li>
<li>Светящийся переключатель вкл/выкл</li>
<li>Световой индикатор нагревания</li>
<li>Четыре регулируемые ножки из нержавеющей стали с пластиковыми колпачками</li>
<li>Бортик для защиты от брызг </li>
</ul>",37721,от 50 до 300 °C,6 кВт,750 мм,391 мм,205 мм,,Франция,,,0,https://entero.ru/manuals/10566/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Krampouz%20CECIG3.pdf,,,34 кг,"220 В, 380 В",2,чугун,350 мм,
https://cdn.entero.ru/mp@2x/8a/f0/8af0fb705abff8239f3b757ec17ea0df.jpg,Блинница Krampouz CECIG4AQ,Блинница Krampouz CECIG4AQ,0,RUB,Нет,Krampouz,Профоборудование,Тепловое,Блинницы,https://entero.ru/item/75823,"<p>Настольная блинница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/75823"">Krampouz CECIG4AQ</a></b> используется на предприятиях общественного питания и торговли для приготовления блинов. Модель оснащена аналоговым и защитным термостатами, сигнальными индикаторами: питания и нагрева, кнопкой включения / выключения, кольцом для защиты от брызг и спиральными ТЭНами.</p>

<p>Прямоугольный корпус выполнен из нержавеющий стали AISI 304.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность одной конфорки: 3,6 кВт</li>
<li>Толщина жарочной поверхности: 20 мм</li>
<li>Высота ножек: 30 мм</li>
</ul>",75823,от 50 до 300 °C,7.2 кВт,860 мм,470 мм,195 мм,,Франция,,,0,https://entero.ru/manuals/47225/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Krampouz%20CECIG4AQ%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/47224/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Krampouz%20CECIG4AQ%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,46.5 кг,380 В,2,чугун,400 мм,
https://cdn.entero.ru/mp@2x/f4/ac/f4accab6a0a79385edf7652a108cf9db.jpg,Блинница Bartscher 104446,104.446,0,RUB,Нет,Bartscher,Профоборудование,Тепловое,Блинницы,https://entero.ru/item/42260,"<p>Блинница<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/42260"">Bartscher 104446</a></b> используется на предприятиях общественного питания и торговли. Модель оснащена поворотной ручкой температуры. Корпус выполнен из нержавеющей стали, рабочая поверхность - из чугуна с антипригарным покрытием.</p>

<p>В комплект поставки входят распределитель теста и лопатка для переворачивания теста.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Бесступенчатая регулировка температуры</li>
<li>Регулируемые ножки</li>
</ul>",42260,от 50 до 300 °C,3 кВт,450 мм,510 мм,246 мм,,Китай,,,0,https://entero.ru/manuals/108485/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Bartscher%20104446.pdf;https://entero.ru/manuals/108483/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%B2%20%D1%80%D0%B0%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%BD%D0%BD%D0%BE%D0%BC%20%D0%B2%D0%B8%D0%B4%D0%B5.pdf;https://entero.ru/manuals/108484/%D0%AD%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F%20%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf,,,21.5 кг,220 В,1,чугун,400 мм,
https://cdn.entero.ru/mp@2x/1b/6a/1b6a17912de94163dc71ade0131c649e.jpg,Блинница FIMAR CRP2N,53062 / CRP 2,85298,RUB,Нет,FIMAR,Профоборудование,Тепловое,Блинницы,https://entero.ru/item/24463,"<p>Блинница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/24463""><b class=""b"">FIMAR CRP 2</b></a> используется на предприятиях общественного питания и торговли. Модель оснащена термостатом для регулировки температуры каждой жарочной поверхности. Корпус выполнен из нержавеющей стали, жарочная поверхность - из чугуна с пескоструйной обработкой с насечками против скольжения.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время приготовления: от 1 до 3 минут</li>
<li>Габариты в упаковке: 760х460х220 мм</li>
<li>Объем упаковки: 0,077 м³​</li>
</ul>",24463,от 50 до 300 °C,4.8 кВт,710 мм,370 мм,140 мм,25 кг,Италия,1,760x460x220 мм,0,https://entero.ru/manuals/66700/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20FIMAR%20CRP%202.pdf;https://entero.ru/manuals/304790/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20FIMAR%20CRP2N.pdf;https://entero.ru/manuals/377390/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BD%D0%B0%20FIMAR%20CRP2N.pdf;https://entero.ru/manuals/377391/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%28%D1%80%D1%83%D1%81.%20+%20%D0%B0%D0%BD%D0%B3%D0%BB.%29%20%D0%BD%D0%B0%20FIMAR%20CRP2N.pdf;https://entero.ru/manuals/377393/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf;https://entero.ru/manuals/377394/%D0%AD%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf;https://entero.ru/manuals/377395/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%28%D0%B4%D0%BE%2006.10.2027%29.pdf,91718,,23 кг,380 В,2,чугун,350 мм,
https://cdn.entero.ru/mp@2x/56/16/56167b879ceaa8e776db02b04f1177de.jpg,Автомат блинный Kocateq JB215Auto,Автомат блинный Kocateq JB215Auto,189468,RUB,Нет,Kocateq,Профоборудование,Тепловое,Блинницы,https://entero.ru/item/352998,"<p>Блинный автомат <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/352998"">Kocateq JB215Auto</a></b> предназначен для формования, выпекания и стопирования блинных заготовок круглой формы. Незаменим в качестве помощника в кафе, бистро или ресторане. Модель оснащена механической панелью управления, термостатом и таймером до 60 сек. Корпус выполнен из нержавеющей стали AISI 304, барабан - из меди.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Настольная модель</li>
<li>Для жидкого теста</li>
<li>Вращающийся жарочный барабан</li>
<li>Транспортер для готовой продукции</li>
<li>Таймер регулирует периодичность нанесения теста на жарочный барабан</li>
<li>Термостат для регулировки и автоматического поддержания температуры поверхности барабана</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная температура: 200 °С</li>
<li>Объем бункера: 3 л</li>
<li>Производительность: от 260 до 360 шт/час</li>
<li>Толщина блинов: от 0,4 до 1,2 мм</li>
</ul>

<p> </p>",352998,200 °C,2.2 кВт,500 мм,350 мм,350 мм,,Ю. Корея,,,0,,,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456240948&hash=b81d57b2b0580fa1,27 кг,220 В,1,,215 мм,Да
https://cdn.entero.ru/mp@2x/d3/cd/d3cd000dbfe12227feb8c7cf2767be98.jpg;https://cdn.entero.ru/mp@2x/b1/c6/b1c67bdcdb59b0d9a524ffc0a1ae107e.jpg,Блинница Grill Master Ф1БкрЭ 400 мм,21805,22852,RUB,Нет,Grill Master,Профоборудование,Тепловое,Блинницы,https://entero.ru/item/71709,"<p>Блинница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/71709""><b class=""b"">Grill Master Ф1БкрЭ</b></a> предназначена для выпекания блинов на предприятих общественного питания и торговли. Модель оснащена термостатом с улучшенной теплоизоляцией и ТЭНом специальной формы для идеального нагрева поверхности. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входит раскаточная палочка для распределения теста по жарочной поверхности.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Распределение тепла происходит равномерно по всей поверхности благодаря особому расположению нагревательных элементов.</li>
<li>Гладкая поверхность позволяет готовить блины с минимальным добавлением масла</li>
<li>Чугун обладает антипригарным свойством, что минимизирует возможность прилипания блинов</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время приготовления: от 0,5 до 1 мин.</li>
</ul>",71709,от 50 до 300 °C,3 кВт,420 мм,500 мм,140 мм,22 кг,Россия,1,490x550x220 мм,0,,23804,,17 кг,220 В,1,чугун,400 мм,
https://cdn.entero.ru/mp@2x/74/ce/74ce462504df2c3e29a31d1d7ac034df.jpg,Блинница Assum ТЕС-2,Блинница Assum ТЕС-2,23715,RUB,Нет,Assum,Профоборудование,Тепловое,Блинницы,https://entero.ru/item/92427,"<p>Блинница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/92427""><b class=""b""><font color=""#3383d0"">Assum TEC-2</font></b></a> используется на предприятиях общественного питания и торговли. Корпус выполнен из нержавеющей стали, рабочая поверхность - из чугуна с антипригарным покрытием.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 960х580х340 мм</li>
</ul>",92427,,6 кВт,860 мм,485 мм,240 мм,,Китай,,,0,,,,42 кг,220 В,2,чугун,400 мм,
https://cdn.entero.ru/mp@2x/24/1f/241f1dbbe48484089cd9d3cd52282fa6.jpg,Блинница CuisinAid CD-HCM-2,Блинница CuisinAid CD-HCM-2,24319,RUB,Нет,,Профоборудование,Тепловое,Блинницы,https://entero.ru/item/309388,"<p>Блинница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/309388""><b class=""b"">CuisinAid CD-HCM-2 </b></a>используется на предприятиях общественного питания и торговли. Модель оснащена терморегулятором. Модель оснащена 2 терморегуляторами. Жарочная поверхность выполнена из чугуна с антипригарным покрытием.</p>",309388,300 °C,6 кВт,860 мм,470 мм,230 мм,,Китай,,,0,,25332,,29 кг,220 В,2,чугун,400 мм,
