Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Объем,Управление,Режим разморозки,Гриль,Конвекция
https://cdn.entero.ru/mp@2x/bd/4b/bd4b11ebf09878d6df460ee42da312b7.jpg,Печь микроволновая Turbo MicroWave TMW-1200HD-II,Печь микроволновая Turbo MicroWave TMW-1200HD-II,136686,RUB,Нет,,Профоборудование,Тепловое,Микроволновые печи,https://entero.ru/item/255026,"<p>Микроволновая печь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/255026"">Turbo MicroWave TMW-1200HD-II</a> </b>предназначена для приготовления пищи, подогрева готовых блюд и ингридиентов, а также размораживания полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена 2 магнетронами, камерой с распашной дверью, кабелем питания и расположенной сверху электронной панелью управления с дисплеем индикации. Корпус, рукоятка и внутренняя облицовка камеры выполнены из высококачественной нержавеющей стали SUS439 производства Posco с сатинированной поверхностью.</p>

<p><b>Особенности:</b></p>

<ul>
<li>11 уровеней мощности микроволнового излучения</li>
<li>100 предустановленных программ с 3 шагами приготовления различных рецептов</li>
<li>Режим энергосбережения</li>
<li>Функция размораживания</li>
<li>Электронный таймер для настройки длительности приготовления</li>
<li>Функции х2 и х3 для увеличения заданной длительности в 2 и 3 раза</li>
<li>Цифровая индикация настроек таймера</li>
<li>Автоматическое прерывание нагрева при открывании двери</li>
<li>Съемный воздушный фильтр для защиты компонентов с функцией напоминания о необходимости очистки </li>
<li>USB-порт для настройки меню и выгрузки данных</li>
<li>Верхнее и нижнее расположение антенн</li>
<li>Вертикальная рукоятка с удобным захватом Easy Grab'n'Go</li>
<li>Полупрозрачное остекление для визуального контроля процесса</li>
<li>Термостойкое керамическое дно</li>
<li>Светодиодная подсветка камеры</li>
<li>Возможность штабелирования 2 аналогичных моделей</li>
<li>Эргономичный современный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная мощность микроволн: 1,2 кВт</li>
<li>Потребляемая мощность: 2 кВт</li>
<li>Максимальная заданная длительность приготовления: 60 мин.</li>
<li>Внутренние габариты камеры: 330х310х175 мм</li>
<li>Максимальный диаметр тарелки: 305 мм</li>
</ul>",255026,220 В,1.2 кВт,420 мм,563 мм,340 мм,,США,,,0,https://entero.ru/manuals/312422/%D0%A1%D0%BF%D0%B5%D1%86%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Turbo%20air%20TMW-1200HD-II.pdf;https://entero.ru/manuals/516771/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,148572,,30 кг,17 л,электронное,Да,,
https://cdn.entero.ru/mp@2x/4d/57/4d57e3075f9fe8a72ecddda9a20e11bb.jpg,Печь микроволновая Turbo MicroWave TMW-2100MD-II,Печь микроволновая Turbo MicroWave TMW-2100MD-II,162184,RUB,Нет,,Профоборудование,Тепловое,Микроволновые печи,https://entero.ru/item/255029,"<p>Микроволновая печь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/255029"">Turbo MicroWave TMW-2100MD-II</a> </b>предназначена для приготовления пищи, подогрева готовых блюд и ингридиентов, а также размораживания полуфабрикатов на предприятиях общественного питания и торговли, а также в домашних условиях. Модель оснащена 2 магнетронами, камерой с распашной дверью, кабелем питания и расположенной справа электронной панелью управления с дисплеем индикации. Корпус, рукоятка и внутренняя облицовка камеры выполнены из высококачественной нержавеющей стали SUS439 производства Posco с сатинированной поверхностью.</p>

<p><b>Особенности:</b></p>

<ul>
<li>5 уровеней мощности микроволнового излучения</li>
<li>100 предустановленных программ с 3 шагами приготовления различных рецептов</li>
<li>Электронный таймер для настройки длительности приготовления</li>
<li>Функция х2 для увеличения заданной длительности в 2 раза</li>
<li>Цифровая индикация настроек таймера</li>
<li>Автоматическое прерывание нагрева при открывании двери</li>
<li>Верхнее и нижнее расположение антенн</li>
<li>Вертикальная рукоятка с удобным захватом Easy Grab'n'Go</li>
<li>Полупрозрачное остекление для визуального контроля процесса</li>
<li>Термостойкое керамическое дно</li>
<li>Светодиодная подсветка камеры</li>
<li>Возможность штабелирования 2 аналогичных моделей</li>
<li>Эргономичный современный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная мощность микроволн: 2,1 кВт</li>
<li>Потребляемая мощность: 3,2 кВт</li>
<li>Максимальная заданная длительность приготовления: 60 мин.</li>
<li>Внутренние габариты камеры: 360х409х225 мм</li>
<li>Максимальный диаметр тарелки: 356 мм</li>
</ul>",255029,220 В,2.1 кВт,574 мм,528 мм,368 мм,,США,,,0,https://entero.ru/manuals/312427/%D0%A1%D0%BF%D0%B5%D1%86%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Turbo%20air%20TMW-2100MD-II.pdf;https://entero.ru/manuals/516768/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,32.2 кг,34 л,электронное,Да,,
https://cdn.entero.ru/mp@2x/d7/f9/d7f9c5401f8b2df88a65c59559a56255.jpg,Печь микроволновая Menumaster DEC21E2,71490,266344,RUB,Нет,Menumaster,Профоборудование,Тепловое,Микроволновые печи,https://entero.ru/item/37478,"<p>Микроволновая печь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/37478"">Menumaster DEC21E2</a> </b>предназначена для приготовления, разогрева блюд и разморозки полуфабрикатов на предприятиях общественного питания. Оборудование подходит для тяжелых условий эксплуатации с большой нагрузкой. Несколько печей можно устанавливать друг на друга с целью экономии места. Корпус и внутренняя камера выполнены из нержавеющей стали, внутренняя полка - из керамики.</p>

<p><b>Особенности:</b></p>

<ul>
<li>100 программируемых пунктов меню</li>
<li>11 уровней мощности</li>
<li>4 этапа приготовления пищи</li>
<li>Панель умножения для расчета правильного времени приготовления 2 порций</li>
<li>Возможность ввода времени</li>
<li>Таймер на 60 минут</li>
<li>Вакуумно-люминесцентный дисплей с индикацией оставшегося времени приготовления</li>
<li>Съемный воздушный фильтр для защиты компонентов печи</li>
<li>Звуковой сигнал в конце цикла (настраиваемый)</li>
<li>2 магнетрона с вращающимися антеннами</li>
<li>Уникальный метод распределения энергии для равномерного нагрева по всему объему</li>
<li>Герметичная внутренняя полка</li>
<li>Прозрачная дверь и внутренняя подсветка для визуального контроля приготовления</li>
<li>Компактные размеры</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Энергопотребление: 3,1 кВт</li>
<li>Длина шнура: 1,7 м</li>
<li>Внутренние размеры: 330х305х171 мм</li>
<li>Габариты в упаковке: 556х473х625 мм</li>
</ul>",37478,220 В,2.1 кВт,425 мм,578 мм,343 мм,,США,,,0,https://entero.ru/manuals/38265/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Menumaster%20DEC21E2.pdf;https://entero.ru/manuals/38266/%D0%A1%D0%BF%D0%B5%D1%86%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Menumaster%20DEC21E2.pdf;https://entero.ru/manuals/114214/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,30 кг,17 л,электронное,Да,,
https://cdn.entero.ru/mp@2x/04/b5/04b5f0e28fbaa6eae1f6e3ebe9bff301.jpg,Печь микроволновая BECKERS MWO A 3,Печь микроволновая BECKERS MWO A 3,0,RUB,Нет,BECKERS,Профоборудование,Тепловое,Микроволновые печи,https://entero.ru/item/44623,"<p>Микроволновая печь <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/44623""><b class=""b"">BECKERS MWO A3</b></a> предназначена для приготовления, подогрева готовых блюд, а также для размораживания продуктов и полуфабрикатов на предприятиях общественного питания, торговли и в домашних условиях. Корпус и внутренняя камера выполнены из нержавеющей стали, вращающая подставка - из стекла.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр вращающейся подставки: 270 мм</li>
<li>Размер внутренней камеры: 340х320х220 мм</li>
<li>Габариты в упаковке: 510х430х310 мм</li>
</ul>",44623,220 В,0.9 кВт,483 мм,400 мм,281 мм,13.6 кг,Китай,1,510x430x310 мм,0,https://entero.ru/manuals/63549/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20BECKERS%20MWO%20A%203.docx,,,13.6 кг,23 л,электромеханическое,Да,Да,
https://cdn.entero.ru/mp@2x/29/35/293586a22d3ed54a95b32bd8923caebb.jpg;https://cdn.entero.ru/mp@2x/fe/c1/fec119d16956c45aa8c475db839800e6.jpg;https://cdn.entero.ru/mp@2x/ba/68/ba684e6ea6435c414f8acfa9f54812e9.jpg,Печь микроволновая Samsung CM1529A,CM 1529 A,0,RUB,Нет,Samsung,Профоборудование,Тепловое,Микроволновые печи,https://entero.ru/item/62849,"<p>Микроволновая печь <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/62849""><b class=""b"">Samsung CM1529A </b></a>используется для разморозки, подогрева и приготовления широкого спектра продуктов и блюд на предприятиях общественного питания, а также в домашних условиях.</p>

<p>Нагрев продуктов, помещенных внутрь прибора, осуществляется по всему их объему, что значительно сокращает время, затрачиваемое на их приготовление. Удобная в использовании электронная панель управления предоставляет возможность сохранения до 30 различных программ. </p>

<p>Прозрачная передняя дверца и внутренняя подсветка позволяют осуществлять контроль за процессом приготовления без необходимости открытия печи. Корпус и камера устройства выполнены из высококачественной нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>5 уровней мощности, включая уровень для размораживания</li>
<li>3 стадии приготовления</li>
<li>Функция подсчета времени для одновременного приготовления двойного количества порций (x2)</li>
<li>Функция увеличения времени приготовления (+20 сек.)</li>
<li>Счетчик циклов, производящий подсчет количества использований каждой программы</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размеры камеры: 370х370х190 мм</li>
<li>Габариты в упаковке: 560х660х470 мм</li>
</ul>",62849,220 В,от 1.5 до 3 кВт,464 мм,557 мм,368 мм,,Ю. Корея,,,0,,,,32 кг,26 л,электронное,Да,,
https://cdn.entero.ru/mp@2x/2d/17/2d17ddbf992dbf1c0a684064f721994c.jpg,Печь микроволновая VIATTO VA-MO-20MB,Печь микроволновая VIATTO VA-MO-20MB,0,RUB,Нет,VIATTO,Профоборудование,Тепловое,Микроволновые печи,https://entero.ru/item/149975,"<p>Микроволновая печь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/149975"">VIATTO VA-MO-20MB</a></b> предназначена для разогрева и приготовления пищи на предприятиях общественного питания и торговли. Модель оснащена механической панелью управления с поворотными переключателями и вращающейся тарелкой.</p>

<p><b>Особенности:</b></p>

<ul>
<li>6 уровней мощности</li>
<li>Режим разморозки</li>
<li>Таймер до 30 мин.</li>
<li>Внутренняя подсветка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр тарелки: 245 мм</li>
<li>Мощность СВЧ: 0,7 кВт</li>
<li>Потребляемая мощность: 1,15 кВт</li>
<li>Габариты в упаковке: 482х386х294 мм</li>
</ul>",149975,220 В,1.15 кВт,451 мм,350 мм,256 мм,,Китай,,,0,,,,10.1 кг,20 л,электромеханическое,,,
https://cdn.entero.ru/mp@2x/f1/71/f171ce67a0e0eabbc5560d4e997c462a.jpg,Печь микроволновая Samsung CM1519A,CM1519/A,0,RUB,Нет,Samsung,Профоборудование,Тепловое,Микроволновые печи,https://entero.ru/item/51606,"<p>Микроволновая печь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/51606"">Samsung CM1519A</a></b> идеально подходит для небольших ресторанов, кафе и баров, позволяя быстро разогреть или приготовить нужные блюда.</p>

<p><b>Особенности:</b></p>

<ul>
<li>5 уровней мощности</li>
<li>Функция подсчета времени для одновременного приготовления двойного количества порций</li>
<li>Функция увеличения времени приготовления (+20 сек)</li>
<li>Внутренняя подсветка</li>
<li>Материал: нержавеющая сталь</li>
</ul>",51606,220 В,3 кВт,464 мм,557 мм,368 мм,,Ю. Корея,,,0,https://entero.ru/manuals/87396/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20FIMAR.pdf,,,32 кг,26 л,электромеханическое,Да,,
https://cdn.entero.ru/mp@2x/8e/98/8e98214e3549047cac7de7a603887549.jpg,Микроволновая печь BECKERS MWO A5 GR,Микроволновая печь BECKERS MWO A5 GR,0,RUB,Нет,BECKERS,Профоборудование,Тепловое,Микроволновые печи,https://entero.ru/item/368752,"<p>Микроволновая печь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/368752"">BECKERS MWO A5 GR</a></b> предназначена для приготовления большого ассортимента блюд, подогрева готовых блюд, а также для размораживания полуфабрикатов и других пищевых продуктов на предприятиях общественного питания, торговли и в домашних условиях. Модель оснащена грилем, электромеханической панелью управления с 2 поворотными переключателями, распашной дверью со смотровым окном и вертикальной рукояткой. Корпус и внутренняя облицовка камеры выолнены из нержавеющей стали, вращающая тарелка – из стекла.</p>

<p>В комплект поставки входит вращающийся стол.</p>

<p><span style=""color:#ff0000;"">Решетка для гриля не входит в комплект поставки и приобретается отдельно.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>6 режимов работы, включая основные:
<ul>
<li>Микроволны</li>
<li>Гриль</li>
<li>Комбинация микроволн и гриля</li>
<li>Размораживание</li>
</ul>
</li>
<li>Таймер для установки длительности нагрева</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Номинальная мощность гриля: 1 кВт</li>
<li>Максимальная выходная мощность микроволн: 0,9 кВт</li>
<li>Максимальная заданная длительность нагрева: 30 мин.</li>
<li>Диаметр вращающейся тарелки: 270 мм</li>
<li>Внутренние габариты камеры: 340х344х220 мм</li>
</ul>",368752,220 В,,483 мм,437 мм,281 мм,15 кг,Китай,1,547x473x337 мм,0,,,,,25 л,электромеханическое,Да,Да,
https://cdn.entero.ru/mp@2x/36/5c/365c0c45a4227057b230454204ab5eb4.jpg,Печь микроволновая INDOKOR MWO1000-25SSM,MWO1000-25SSM MANUAL,0,RUB,Нет,INDOKOR,Профоборудование,Тепловое,Микроволновые печи,https://entero.ru/item/128724,"<p>Микроволновая печь<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128724"">INDOKOR MWO1000-25SSM</a></b> предназначена для приготовления, разогрева и размораживания широкого спектра продуктов и блюд на предприятиях общественного питания и торговли. Модель оснащена механической панелью управления. Камера и внешний корпус выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Работа только на полной мощности для простоты и удобства использования</li>
<li>Подача микроволн снизу, со дна печи</li>
<li>Таймер на 60 минут</li>
<li>Внутренняя подсветка</li>
<li>6-минутный звуковой таймер с функцией автосброс</li>
<li>Съемный воздушный фильтр</li>
<li>Нет вращающегося поддона</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Приготовление: 200 блюд/сутки</li>
<li>Диаметр тарелки: 305 мм</li>
<li>Размер камеры: 327х346х200 мм</li>
<li>Габариты в упаковке: 581x478x380 мм</li>
</ul>",128724,220 В,1 кВт,511 мм,432 мм,311 мм,,Ю. Корея,,,0,https://entero.ru/manuals/141904/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20INDOKOR%20MWO1000-25SSDG.pdf,,,15 кг,25 л,электронное,,,
https://cdn.entero.ru/mp@2x/fc/99/fc99beb86f5ef77214e3124b1d26d774.jpg,Печь микроволновая INDOKOR MWO1000-25SSDG,MWO1000-25SSDG DIGITAL,0,RUB,Нет,INDOKOR,Профоборудование,Тепловое,Микроволновые печи,https://entero.ru/item/128722,"<p>Микроволновая печь<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128722"">INDOKOR MWO1000-25SSDG</a></b> предназначена для приготовления, разогрева и размораживания широкого спектра продуктов и блюд на предприятиях общественного питания и торговли. Модель оснащена цифровой панелью управления. Камера и внешний корпус выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>100 программ</li>
<li>5 уровней мощности</li>
<li>3 режима готовки</li>
<li>Функция увеличения количества порций «X2» производит подсчёт времени, требующегося для одновременного приготовления нескольких порций</li>
<li>Подача микроволн снизу, со дна печи</li>
<li>Таймер на 60 минут</li>
<li>Внутренняя подсветка</li>
<li>Электронный звуковой таймер со шрифтом Брайля</li>
<li>Съемный воздушный фильтр</li>
<li>Нет вращающегося поддона</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Приготовление: 200 блюд/сутки</li>
<li>Диаметр тарелки: 305 мм</li>
<li>Размер камеры: 327х346х200 мм</li>
<li>Габариты в упаковке: 581x478x380 мм</li>
</ul>",128722,220 В,1 кВт,511 мм,432 мм,311 мм,,Ю. Корея,,,0,https://entero.ru/manuals/141903/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20INDOKOR%20MWO1000-25SSDG.pdf,,,15 кг,25 л,электронное,,,
https://cdn.entero.ru/mp@2x/09/f4/09f4951a4bf3235c1f94103b28b244d4.jpg,Печь микроволновая Whirlpool PRO 25 IX,Печь микроволновая Whirlpool PRO 25 IX,0,RUB,Нет,Whirlpool,Профоборудование,Тепловое,Микроволновые печи,https://entero.ru/item/224021,"<p>Микроволновая печь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/224021"">Whirlpool PRO 25 IX</a> </b>предназначена для приготовления, разогрева блюд и разморозки полуфабрикатов на предприятиях общественного питания. Модель оснащена поворотным столом, таймером, панелью управления с кнопками и дверцей с ручкой. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Встроенные программы</li>
<li>Защита от детей</li>
<li>Язык на передней панели: символы</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Длина провода питания: 850 мм</li>
<li>Цвет: нержавеющая сталь</li>
</ul>",224021,220 В,1 кВт,531 мм,431 мм,311 мм,,,,,0,,,,15 кг,25 л,,,,
https://cdn.entero.ru/mp@2x/81/51/81510f6bf31d4b8e2718b956475b124b.jpg,Печь микроволновая Samsung CM1919A,Печь микроволновая Samsung CM1919A,0,RUB,Нет,Samsung,Профоборудование,Тепловое,Микроволновые печи,https://entero.ru/item/27533,"<p>Печь СВЧ <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/27533""><b class=""b"">Sumsung CM1919A</b></a> предназначена для разогрева и приготовления блюд различной сложности, а также для разморозки полуфабрикатов. Модель подходит для использования на предприятиях общественного питания.</p>


<p>Основное отличие от обычных печей заключается в том, что нагрев продуктов происходит не снизу, а по всему объему, что заметно сокращает время приготовления или разогрева продукта. В печах СВЧ рекомендуется использоваться термостойкую стеклянную или керамическую посуду.</p>


<p>Модель оснащена четырьмя прорезиненными ножками, дверцей с закаленным стеклом и внутренней подсветкой. Корпус и рабочая камера печи выполнены из нержавеющей стали, что гарантирует длительный срок службы. Панель управления позволяет отрегулировать время, температурный режим и выбрать один из пяти уровней мощности.</p>",27533,220 В,3.2 кВт,464 мм,557 мм,190 мм,,Ю. Корея,,,0,https://entero.ru/manuals/87398/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20FIMAR.pdf,,,32 кг,26 л,электромеханическое,Да,,
https://entero.ru/i/nofoto-m.jpg,Магнетрон для микроволновой печи Pratica дл Copa Express,Магнетрон для микроволновой печи Pratica дл Copa Express,44095,RUB,Да,Pratica,Профоборудование,Тепловое,Микроволновые печи,https://entero.ru/item/367638,"<p>Магнетрон предназначен для микроволновой печи <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367638""><b class=""b"">Pratica Copa Express</b></a>.</p>",367638,,,,,,,,,,0,,47414,,,,,,,
https://cdn.entero.ru/mp@2x/cd/28/cd286dc4d4fca1ff658474407e90819c.jpg,Корзина Nopein 907010007,Корзина Nopein 907010007,1928,RUB,Да,Nopein,Профоборудование,Тепловое,Микроволновые печи,https://entero.ru/item/343983,"<p>Корзина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/343983""><b class=""b"">Nopein </b></a><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/343983""><b class=""b"">907010007</b></a> предназначена для совместного использования с микроволновыми комби печами для приготовления, разогрева и размораживания различных продуктов на предприятиях общественного питания и торговли. Изделие с перфорацией, выполнено из тефлона.</p>

<p><b>Характеристики: </b></p>

<ul>
<li>Размеры: 300x230x25 мм</li>
</ul>",343983,,,,,,,,,,66,,,,,,,,,
https://cdn.entero.ru/mp@2x/1f/05/1f0546e6173fdf231afd313932e0fed3.jpg,Поддон тефлоновый Menumaster DR10,Поддон тефлоновый Menumaster DR10,6897,RUB,Да,Menumaster,Профоборудование,Тепловое,Микроволновые печи,https://entero.ru/item/37489,"<p>Тефлоновый поддон <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/37489"">Menumaster DR10</a></b> устанавливается на дно микроволновой печи модели DS1400E для сбора жира.</p>",37489,,,,,,,,,,0,,,,,,,,,
https://entero.ru/i/nofoto-m.jpg,Противень Menumaster MB10S,Противень Menumaster MB10S,8999,RUB,Да,Menumaster,Профоборудование,Тепловое,Микроволновые печи,https://entero.ru/item/280428,"<p>Противень <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/280428""><b class=""b"">Menumaster MB10S</b></a> предназначен для использования с микроволновыми печами ARX/MRX, AXP/MXP, ACE/JET, AMSO/MSO, RC/MRC, HDC/MDC/DEC, RFS/MFS, RCS/MCS, RMS/MMS и DS. Изделие выполнено из металла с тефлоновым покрытием.</p>

<p>В коплект поставки входят 2 противня.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер противня: 140x140x22 мм</li>
<li>Габариты в упаковке: 175x165x135 мм</li>
<li>Вес: 0,5 кг</li>
</ul>",280428,,,,,,,,,,0,,,,,,,,,
https://entero.ru/i/nofoto-m.jpg,Противень AtollSpeed HotSpot plate black,ASZH15.325BE,19063,RUB,Да,,Профоборудование,Тепловое,Микроволновые печи,https://entero.ru/item/169210,"<p>Противень <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/169210"">Atollspeed HotSpot plate black</a> </b>используется вместе с комбинированная печами AS300 на предприятиях общественного питания и торговли. </p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размеры: 310x295 мм</li>
<li>Цвет: черный</li>
</ul>",169210,,,,,,,Китай,,,0,,20498,,,,,,,
https://cdn.entero.ru/mp@2x/d3/5a/d35a2430a69ab11acbd2dd25e76d1f72.jpg,Противень Menumaster TB10S,Противень Menumaster TB10S,28236,RUB,Да,Menumaster,Профоборудование,Тепловое,Микроволновые печи,https://entero.ru/item/280913,"<p>Противень <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/280913"">Menumaster TB10S</a></b> предназначен для использования с микроволновыми печами ARX/MRX, AXP/MXP, ACE/JET, AMSO/MSO, RC/MRC, HDC/MDC/DEC, RFS/MFS, RCS/MCS, RMS/MMS и DS. Изделие выполнено из металла с антипригарным покрытием.</p>

<p>В коплект поставки входят 2 противня.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер противня: 279x279x3 мм</li>
<li>Габариты в упаковке: 340x440x55 мм</li>
<li>Вес: 0,5 кг</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! Изображение товара может отличаться от оригинала и представлено в ознакомительных целях.</span></em></p>",280913,,,,,,,,,,0,,,,,,,,,
https://cdn.entero.ru/mp@2x/20/52/2052d225a277bdb3ed56f068453ee572.jpg,Тефлоновая пленка AtollSpeed Teflon baking mats,ASZ2.400,0,RUB,Нет,,Профоборудование,Тепловое,Микроволновые печи,https://entero.ru/item/169420,"<p>Тефлоновая пленка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/169420"">Atollspeed Teflon baking mats</a> </b>используется вместе с комбинированными печами <a href=""https://entero.ru/search.php?text=Atollspeed+AS400"">AS400</a> на предприятиях общественного питания и торговли. Аксессуар наклеивается на каменную поиту и легко вытирается.</p>

<p>В комплект поставки входит 10 шт.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размеры: 425x325 мм</li>
</ul>",169420,,,,,,,Китай,,,0,,,,,,,,,
https://cdn.entero.ru/mp@2x/4b/94/4b94c1e1201c6995e7a72760f15f8884.jpg,Держатель для формы для выпечки AtollSpeed Handle,ASZ5.1,0,RUB,Нет,,Профоборудование,Тепловое,Микроволновые печи,https://entero.ru/item/169417,"<p>Держатель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/169417"">Atollspeed Handle</a> </b>используется вместе с комбинированными печами <a href=""https://entero.ru/search.php?text=Atollspeed+AS300"">AS300</a> и <a href=""https://entero.ru/search.php?text=%D0%BF%D0%B5%D1%87%D1%8C+Atollspeed+AS400"">AS400</a> на предприятиях общественного питания и торговли для простого размещения и извлечения формы для выпечки <a href=""https://entero.ru/item/169403"">Crisp plate round</a>.</p>",169417,,,,,,,Китай,,,0,,,,,,,,,
https://cdn.entero.ru/mp@2x/dc/f2/dcf205d442db257c242fb662f98d58ae.jpg,Форма для выпечки AtollSpeed Crisp plate round,Форма для выпечки AtollSpeed Crisp plate round,0,RUB,Нет,,Профоборудование,Тепловое,Микроволновые печи,https://entero.ru/item/169403,"<p>Форма для выпечки <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/169403"">Atollspeed Crisp plate round</a> </b>используется вместе с комбинированными печами <a href=""https://entero.ru/search.php?text=Atollspeed+AS300"">AS300</a> и <a href=""https://entero.ru/search.php?text=%D0%BF%D0%B5%D1%87%D1%8C+Atollspeed+AS400"">AS400</a> на предприятиях общественного питания и торговли. </p>

<p><b>Характеристики:</b></p>

<ul>
<li>Диаметр: 190 мм</li>
<li>Цвет: черный</li>
</ul>",169403,,,,,,,,,,0,,,,,,,,,
