Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Привод,Ширина теста,Толщина теста
https://cdn.entero.ru/mp@2x/f4/97/f497a40f9dec5ba2b1584bbc1c0a6c34.jpg;https://cdn.entero.ru/mp@2x/64/39/643975161981b0bfe370be5a77be45d3.jpg,Форма Sirman №38 15 мм для Concerto 5,Форма Sirman №38 15 мм для Concerto 5,13298,RUB,Да,Sirman,Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/117872,"<p>Форма <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/117872""><b class=""b"">Sirman №38</b></a> используется совместно с машиной для пасты <a href=""https://entero.ru/item/75555"">Concerto 5</a> для изготовления папарделле (Pappardelle). Аксессуар выполнен из бронзы.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер отверстий: 15 мм</li>
<li>Вес: 0,5 кг</li>
</ul>",117872,,,,,,,,,,0,https://entero.ru/manuals/498242/%D0%91%D1%83%D0%BA%D0%BB%D0%B5%D1%82.pdf,,,,,,
https://cdn.entero.ru/mp@2x/bc/73/bc73ef49637416b593042ee4a1a7da13.jpg;https://cdn.entero.ru/mp@2x/de/4b/de4b57181b0b2c4f80e7caaa7b08f158.jpg;https://cdn.entero.ru/mp@2x/6a/eb/6aebdd89504d0a1e56bc768858cf128a.jpg,Насадка для тестораскаточной машины Imperia (La Monferrina) Simplex Restaurant 098,Насадка для тестораскаточной машины Imperia (La Monferrina) Simplex Restaurant 098,14397,RUB,Да,Imperia (La Monferrina),Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/64082,"<p>Насадка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/64082""><b class=""b"">Imperia Simplex Restaurant 060</b></a> используется совместно с тестораскаточными машинами <a href=""https://entero.ru/search.php?text=%D1%82%D0%B5%D1%81%D1%82%D0%BE%D1%80%D0%B0%D1%81%D0%BA%D0%B0%D1%82%D0%BE%D1%87%D0%BD%D0%B0%D1%8F+%D0%BC%D0%B0%D1%88%D0%B8%D0%BD%D0%B0+Imperia+%28La+Monferrina%29+Restaurant"">Restaurant</a> на предприятиях общественного питания и в домашних условиях для нарезки теста, предназначенного для приготовления лапши лазанетте с волнистыми краями. Изделие выполнено из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Ширина лапши: 12 мм</li>
<li>Ширина пласта теста: 150 мм</li>
<li>Размеры: 290x90x110 мм</li>
<li>Вес в упаковке: 2,3 кг</li>
</ul>",64082,,,,,,,,,,0,,,,,,,
https://cdn.entero.ru/mp@2x/af/6a/af6ab952946349d7c922de344aa96f8a.jpg;https://cdn.entero.ru/mp@2x/6b/30/6b30201e80ba82a3a0c6f2f5e87e4a09.jpg;https://cdn.entero.ru/mp@2x/e7/16/e7163877448a58833ccd9a8e7164e8bf.jpg,Насадка для MPF 8 FIMAR ACTRMPF27,Насадка для MPF 8 FIMAR ACTRMPF27,15195,RUB,Да,FIMAR,Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/50952,"<p>Насадка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/50952"">FIMAR ACTRMPF27</a></b> используется совместно с машиной для формирования пасты MPF 8 для изготовления широкого слоеного пласта теста сфогли (SFOGLIA).</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Ширина пасты: 205 мм</li>
<li>Толщина: от 1 до 4 мм</li>
<li>Диаметр диска: 78 мм</li>
<li>Вес нетто: 0,35 кг</li>
<li>Вес брутто: 0,4 кг</li>
</ul>

<p><br>
<i>Рисунок насадки приблизителен. Количество отверстий меняется в зависимости от модели диска.</i></p>",50952,,,,,,,,,,0,https://entero.ru/manuals/87345/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20FIMAR.pdf,15828,,,,,
https://entero.ru/i/nofoto-m.jpg,Нож FIMAR для ACCOLMPFEN CO5596,Нож FIMAR для ACCOLMPFEN CO5596,23585,RUB,Да,FIMAR,Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/356615,"<p>Нож <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/356615""><b class=""b"">FIMAR CO5596</b></a> используется совместно с машинами для формирования пасты <a href=""https://entero.ru/item/51384"">ACCOLMPFEN MPF 2,5</a> для нарезки макаронных изделий.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер: 320х190х370 мм</li>
<li>Размеры в упаковке: 380х230х420 мм</li>
<li>Вес нетто: 3 кг</li>
<li>Вес брутто: 3,5 кг</li>
</ul>",356615,,,,,,,,,,0,https://entero.ru/manuals/454951/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20FIMAR.pdf,,,,,,
https://cdn.entero.ru/mp@2x/d1/6e/d16edb763fcb0722641d685fc6b2f8a2.jpg;https://cdn.entero.ru/mp@2x/3d/f4/3df462551e40f81a0aa5ef0bcbc89589.jpg,Нож для тестораскатки Crazy Pan CP-DSH22(L) 3х9мм,Нож для тестораскатки Crazy Pan CP-DSH22(L) 3х9мм,2895,RUB,Да,,Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/147287,"<p>Нож для нарезки лапши 3x9мм для тестораскаток <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/147287""><b class=""b"">CRAZY PAN CP-DSH22(L)</b></a></p>",147287,,,,,,,,,,0,,,,,,,
https://cdn.entero.ru/mp@2x/42/07/42070be56b1c5392cd6529cd14bf516f.jpg,Насадка для лапшерезки Imperia (La Monferrina) Simplex 270,Насадка для лапшерезки Imperia (La Monferrina) Simplex 270,3304,RUB,Да,Imperia (La Monferrina),Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/114284,"<p>Насадка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.kz/item/114284""><b class=""b"">Imperia Simplex 270</b></a> используется совместно с лапшерезками <a href=""https://entero.kz/search.php?text=%D0%BB%D0%B0%D0%BF%D1%88%D0%B5%D1%80%D0%B5%D0%B7%D0%BA%D0%B0+Imperia+%28La+Monferrina%29+iPasta"">iPasta</a>, <a href=""https://entero.kz/search.php?text=%D0%9B%D0%B0%D0%BF%D1%88%D0%B5%D1%80%D0%B5%D0%B7%D0%BA%D0%B0+Imperia+%28La+Monferrina%29+Pasta+Presto"">Pasta Presto</a> и тестораскаточной машиной <a href=""https://entero.kz/item/114153"">Sfogliatrice</a> на предприятиях общественного питания и в домашних условиях для нарезки теста, предназначенного для приготовления лапши лазанетте. Изделие выполнено из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Ширина лапши: 12 мм</li>
<li>Размеры: 185x70x50 мм</li>
<li>Вес в упаковке: 0,8 кг</li>
</ul>",114284,,,,,,,,,,0,,,,,,,
https://cdn.entero.ru/mp@2x/96/eb/96eb1935a953fd592067c4bd82fbb144.jpg;https://cdn.entero.ru/mp@2x/85/a3/85a314ecf4698ee34c04c96e4b1ef0e1.jpg;https://cdn.entero.ru/mp@2x/d2/65/d2653c8505240882f3e63044c9597551.jpg;https://cdn.entero.ru/mp@2x/3f/8b/3f8bd1e136c9ef387a58455df935a361.jpg,Нож для тестораскатки-лапшерезки Foodatlas DHH-220C 2х6 мм (нерж. сталь),Нож для тестораскатки-лапшерезки Foodatlas DHH-220C 2х6 мм (нерж. сталь),3863,RUB,Да,Foodatlas,Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/345167,"<p>Нож <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/345167""><b class=""b"">Foodatlas DHH-220C 2х6 мм</b></a> используется совместно с тестораскаткой-лапшерезкой <a href=""https://entero.ru/item/83988"">DHH-220C</a> на предприятиях пищевой промышленности, общественного питания и торговли для производства лапши. Модель состоит из боковых пластин, соединенных направляющими Г-образными планками и валами с буртами. Деталь устанавливается на прибор и приводится в движение с помощью шестерней. Валы выполнены из нержавеющей стали.</p>

<p>У комплект поставки входит инструкция по эксплуатации.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Масса нетто: 2,698 кг</li>
<li>Габариты нарезки лапши: 2х6 мм<b>​</b></li>
<li>Габариты: 320х60х75 мм</li>
</ul>",345167,,,,,,,,,,0,https://entero.ru/manuals/421707/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Foodatlas.pdf,4599,,,,,
https://cdn.entero.ru/mp@2x/13/cf/13cf0e5bf148e5d77998e7ce85895106.jpg,Насадка для лапшерезки Imperia (La Monferrina) Ravioli Maker 410,Насадка для лапшерезки Imperia (La Monferrina) Ravioli Maker 410,5361,RUB,Да,Imperia (La Monferrina),Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/114218,"<p>Насадка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/114218""><b class=""b"">Imperia Ravioli Maker 410</b></a> используется совместно с лапшерезками <a href=""https://entero.ru/search.php?text=%D0%BB%D0%B0%D0%BF%D1%88%D0%B5%D1%80%D0%B5%D0%B7%D0%BA%D0%B0+Imperia+%28La+Monferrina%29+iPasta"">iPasta</a>, <a href=""https://entero.ru/search.php?text=%D0%9B%D0%B0%D0%BF%D1%88%D0%B5%D1%80%D0%B5%D0%B7%D0%BA%D0%B0+Imperia+%28La+Monferrina%29+Pasta+Presto"">Pasta Presto</a> и тестораскаточной машиной <a href=""https://entero.ru/item/114153"">Sfogliatrice</a> на предприятиях общественного питания и в домашних условиях для приготовления равиоли. Изделие выполнено из хромированной нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Количество равиоли в ряду: 2</li>
<li>Размеры равиоли: 50х50 мм</li>
<li>Размеры: 180х140х140 мм</li>
<li>Вес в упаковке: 1,7 кг</li>
</ul>",114218,,,,,,,,,,0,,6459,,,,,
https://cdn.entero.ru/mp@2x/fb/ee/fbee8e95010e5fa3fe0b88792dd4d247.jpg,Нож для тестораскатки-лапшерезки Foodatlas DZM-350 2 мм,Нож для тестораскатки-лапшерезки Foodatlas DZM-350 2 мм,6793,RUB,Да,Foodatlas,Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/345175,"<p>Нож <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/345175"">Foodatlas DZM-350 2 мм</a></b> используется совместно с тестораскаткой-лапшерезкой <a href=""https://entero.ru/item/83990"">DZM-350</a> на предприятиях пищевой промышленности, общественного питания и торговли для производства лапши. Модель состоит из боковых пластин, соединенных направляющими Г-образными планками и валами с буртами. Деталь устанавливается на прибор и приводится в движение с помощью шестерней. Компоненты выполнены из стали.</p>

<p>У комплект поставки входит инструкция по эксплуатации.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Масса нетто: 6,326 кг</li>
<li>Ширина нарезки лапши: 2 мм<b>​</b></li>
<li>Габариты: 425х95х75 мм</li>
</ul>",345175,,,,,,,,,,0,https://entero.ru/manuals/421699/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Foodatlas.pdf,8599,,,,,
https://cdn.entero.ru/mp@2x/6b/a5/6ba59a4a299230a16cd6eea901378437.jpg;https://cdn.entero.ru/mp@2x/02/5c/025ce908bf6f0ddc81b33e56cb92375f.jpg,"Насадка для MPF 2,5/ MPF 4 и PF25E / PF40E FIMAR ACTRMPF4","Насадка для MPF 2,5/ MPF 4 и PF25E / PF40E FIMAR ACTRMPF4",8382,RUB,Да,FIMAR,Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/58838,"<p>Насадка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/58838""><b class=""b"">FIMAR ACTRMPF4</b></a> используется совместно с машинами для формирования пасты MPF 2,5, MPF 4, PF25E и PF40E для изготовления клецок ньокки (GNOCCHI).</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Диаметр отверстий: 12 мм</li>
<li>Диаметр диска: 57 мм</li>
<li>Вес нетто: 0,25 кг</li>
<li>Вес брутто: 0,3 кг</li>
</ul>

<p><br>
<i>Рисунок насадки приблизителен. Количество отверстий меняется в зависимости от модели диска.</i></p>",58838,,,,,,,,,,0,https://entero.ru/manuals/87334/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20FIMAR.pdf,,,,,,
https://cdn.entero.ru/mp@2x/f4/00/f400a06feaf7cf189ead014f9328c946.jpg;https://cdn.entero.ru/mp@2x/41/17/411756e63f640c2359c3d6efcc6201e2.jpg,Электропривод Imperia (La Monferrina) Pasta Facile 600,Электропривод Imperia (La Monferrina) Pasta Facile 600,9747,RUB,Да,Imperia (La Monferrina),Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/114213,"<p>Электропривод <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/114213""><b class=""b"">Imperia Pasta Facile 600</b></a> используется совместно с ручными лапшерезками <a href=""https://entero.ru/search.php?text=Imperia+%28La+Monferrina%29+Titania"">Titania</a> и <a href=""https://entero.ru/search.php?text=%D0%BB%D0%B0%D0%BF%D1%88%D0%B5%D1%80%D0%B5%D0%B7%D0%BA%D0%B0+Imperia+%28La+Monferrina%29+iPasta"">iPasta</a> на предприятиях общественного питания и в домашних условиях для раскатки и нарезки теста, предназначенного для приготовления лапши. Изделие позволяет оператору работать обеими руками и получать на выходе однородный пласт теста, так как скорость роликов постоянная. Корпус выполнен из высококачественной стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Постоянный и импульсный режимы работы</li>
<li>Инновационная система крепления позволяет легко снимать и устанавливать мотор на оборудование</li>
<li>Насадка для приготовления равиоли</li>
<li>Точное дозирование подавания теста</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Напряжение: 200 В</li>
<li>Мощность: 0,8 кВт</li>
<li>Габариты: 250х130х160 мм</li>
<li>Вес: 1,38 кг</li>
</ul>",114213,,,,,,,,,,0,https://entero.ru/manuals/113518/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20Imperia%20%28La%20Monferrina%29%20PASTA%20FACILE%20600.pdf,,,,,,
https://cdn.entero.ru/mp@2x/db/a5/dba5cfde53a07a44a1e4f3c1b09b7ae7.jpg;https://cdn.entero.ru/mp@2x/2f/4a/2f4ad8d1cddd96f03fcccb8a5e296792.jpg,Насадка для MPF 8 FIMAR ACTRMPF28,Насадка для MPF 8 FIMAR ACTRMPF28,12559,RUB,Да,FIMAR,Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/50963,"<p>Насадка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/50963"">FIMAR ACTRMPF28</a></b> используется совместно с машиной для формирования пасты MPF 8 для изготовления каннеллони (CANNELONE PER RIPIENO) - пасты в виде полых трубочек большого диаметра.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Диаметр отверстия: 30 мм</li>
<li>Диаметр диска: 78 мм</li>
<li>Вес нетто: 0,35 кг</li>
<li>Вес брутто: 0,4 кг</li>
</ul>

<p><br>
<i>Рисунок насадки приблизителен. Количество отверстий меняется в зависимости от модели диска.</i></p>",50963,,,,,,,,,,0,https://entero.ru/manuals/87346/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20FIMAR.pdf,,,,,,
https://cdn.entero.ru/mp@2x/03/10/031067ee6343306150bbe785893c984e.jpg,Форма Sirman №24 2 мм для Concerto 5,Форма Sirman №24 2 мм для Concerto 5,13298,RUB,Да,Sirman,Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/173694,"<p>Форма <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/173694""><b class=""b"">Sirman №24</b></a> используется совместно с машиной для пасты <a href=""https://entero.ru/item/75555"">Concerto 5</a> для изготовления спагетти Quadri (в форме бруска). Аксессуар выполнен из бронзы.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер отверстий: 2х2 мм</li>
<li>Габариты: 75х75х25 мм</li>
<li>Вес: 0.5 кг</li>
</ul>",173694,,,,,,,,,,0,https://entero.ru/manuals/498241/%D0%91%D1%83%D0%BA%D0%BB%D0%B5%D1%82%20%D0%BD%D0%B0%20Sirman%20%E2%84%9624%202%20%D0%BC%D0%BC%20%D0%B4%D0%BB%D1%8F%20Concerto%205.pdf,,,,,,
https://cdn.entero.ru/mp@2x/fb/4a/fb4a3e009a480a44ccf5e62a304c3c6d.jpg;https://cdn.entero.ru/mp@2x/dd/ef/ddef713f13980e2b1a643f15fa157734.jpg;https://cdn.entero.ru/mp@2x/fe/20/fe20178b0f71f2f47768e2a709bc475c.jpg;https://cdn.entero.ru/mp@2x/f7/7c/f77c9fdc73aff3a77029d43e52a39cab.jpg,Нож для тестораскатки-лапшерезки Foodatlas DZM-200 2х6 мм,Нож для тестораскатки-лапшерезки Foodatlas DZM-200 2х6 мм,2417,RUB,Да,Foodatlas,Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/345169,"<p>Нож <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/345169"">Foodatlas DZM-200 2х6 мм</a></b> используется совместно с тестораскаткой-лапшерезкой <a href=""https://entero.ru/item/84463"">DZM-200</a> на предприятиях пищевой промышленности, общественного питания и торговли для производства лапши. Модель состоит из боковых пластин, соединенных направляющими Г-образными планками и валами с буртами. Деталь устанавливается на прибор и приводится в движение с помощью шестерней. Компоненты выполнены из стали.</p>

<p>У комплект поставки входит инструкция по эксплуатации.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Масса нетто: 2,538 кг</li>
<li>Габариты нарезки лапши: 2х6 мм<b>​</b></li>
<li>Габариты: 280х60х75 мм</li>
</ul>",345169,,,,,,,,,,0,https://entero.ru/manuals/421705/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Foodatlas.pdf,,,,,,
https://cdn.entero.ru/mp@2x/c4/fa/c4faa780242afebc7e25bccb2394a115.jpg,Нож для тестораскатки-лапшерезки Foodatlas DZM-200 2 мм,Нож для тестораскатки-лапшерезки Foodatlas DZM-200 2 мм,2417,RUB,Да,Foodatlas,Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/345174,"<p>Нож <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/345174"">Foodatlas DZM-200 2 мм</a></b> используется совместно с тестораскаткой-лапшерезкой <a href=""https://entero.ru/item/84463"">DZM-200</a> на предприятиях пищевой промышленности, общественного питания и торговли для производства лапши. Модель состоит из боковых пластин, соединенных направляющими Г-образными планками и валами с буртами. Деталь устанавливается на прибор и приводится в движение с помощью шестерней. Компоненты выполнены из стали.</p>

<p>У комплект поставки входит инструкция по эксплуатации.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Масса нетто: 2,65 кг</li>
<li>Ширина нарезки лапши: 2 мм<b>​</b></li>
<li>Габариты: 283х55х75 мм</li>
</ul>",345174,,,,,,,,,,0,https://entero.ru/manuals/421700/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Foodatlas.pdf,,,,,,
https://cdn.entero.ru/mp@2x/84/10/8410161015bad717aee7cd90d8dbea2d.jpg;https://cdn.entero.ru/mp@2x/23/67/2367254d76094766b0e93c813dd9442f.jpg;https://cdn.entero.ru/mp@2x/34/ff/34ff9ad3d24c9b15bbf08d7e8a5cac50.jpg,Нож для тестораскатки-лапшерезки Foodatlas DHH-220C 3х9 мм,Нож для тестораскатки-лапшерезки Foodatlas DHH-220C 3х9 мм,2417,RUB,Да,Foodatlas,Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/345177,"<p>Нож <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/345177"">Foodatlas DHH-220C 3х9 мм</a></b> используется совместно с тестораскаткой-лапшерезкой <a href=""https://entero.ru/item/83988"">DHH-220C</a> на предприятиях пищевой промышленности, общественного питания и торговли для производства лапши. Модель состоит из боковых пластин, соединенных направляющими Г-образными планками и валами с буртами. Деталь устанавливается на прибор и приводится в движение с помощью шестерней. Компоненты выполнены из стали.</p>

<p>У комплект поставки входит инструкция по эксплуатации.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Масса нетто: 2,708 кг</li>
<li>Габариты нарезки лапши: 3х9 мм<b>​</b></li>
<li>Габариты: 320х100х60 мм</li>
</ul>",345177,,,,,,,,,,0,https://entero.ru/manuals/421697/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Foodatlas.pdf,,,,,,
https://cdn.entero.ru/mp@2x/59/85/5985cc1db98cb6739c0cdd6454288be6.jpg,Нож для тестораскатки-лапшерезки Foodatlas DZM-200 3х9 мм,Нож для тестораскатки-лапшерезки Foodatlas DZM-200 3х9 мм,2417,RUB,Да,Foodatlas,Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/345178,"<p>Нож <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/345178"">Foodatlas DZM-200 3х9 мм</a></b> используется совместно с тестораскаткой-лапшерезкой <a href=""https://entero.ru/item/84463"">DZM-200</a> на предприятиях пищевой промышленности, общественного питания и торговли для производства лапши. Модель состоит из боковых пластин, соединенных направляющими Г-образными планками и валами с буртами. Деталь устанавливается на прибор и приводится в движение с помощью шестерней. Компоненты выполнены из стали.</p>

<p>У комплект поставки входит инструкция по эксплуатации.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Масса нетто: 6,56 кг</li>
<li>Габариты нарезки лапши: 3х9 мм<b>​</b></li>
<li>Габариты: 283х55х75 мм</li>
</ul>",345178,,,,,,,,,,0,https://entero.ru/manuals/421696/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Foodatlas.pdf,3311,,,,,
https://cdn.entero.ru/mp@2x/47/db/47dbb7a938625580762e3e709a394000.jpg,Нож для тестораскатки-лапшерезки Foodatlas DZM-200 6 мм,Нож для тестораскатки-лапшерезки Foodatlas DZM-200 6 мм,2417,RUB,Да,Foodatlas,Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/345187,"<p>Нож <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/345187"">Foodatlas DZM-200 6 мм</a></b> используется совместно с тестораскаткой-лапшерезкой <a href=""https://entero.ru/item/84463"">DZM-200</a> на предприятиях пищевой промышленности, общественного питания и торговли для производства лапши. Модель состоит из боковых пластин, соединенных направляющими Г-образными планками и валами с буртами. Деталь устанавливается на прибор и приводится в движение с помощью шестерней. Компоненты выполнены из стали.</p>

<p>У комплект поставки входит инструкция по эксплуатации.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Масса нетто: 2,616 кг</li>
<li>Ширина нарезки лапши: 6 мм<b>​</b></li>
<li>Габариты: 283х60х75 мм</li>
</ul>",345187,,,,,,,,,,0,https://entero.ru/manuals/421687/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Foodatlas.pdf,2912,,,,,
https://cdn.entero.ru/mp@2x/ea/27/ea27b0fc09d7d4c8c4428e527061bec9.jpg;https://cdn.entero.ru/mp@2x/b0/a5/b0a58c74b5aff4df27e3e1c839d14881.jpg,Нож для тестораскатки Crazy Pan CP-DSH22(L) 2х6мм,Нож для тестораскатки Crazy Pan CP-DSH22(L) 2х6мм,2895,RUB,Да,,Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/147286,"<p>Нож для нарезки лапши 2x6мм для тестораскаток <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/147286""><b class=""b"">CRAZY PAN CP-DSH22(L)</b></a></p>",147286,,,,,,,,,,0,,,,,,,
https://cdn.entero.ru/mp@2x/3a/73/3a73544193e000d261dd9e7f25f080c7.jpg,Насадка для лапшерезки Imperia (La Monferrina) Simplex 250,Насадка для лапшерезки Imperia (La Monferrina) Simplex 250,3014,RUB,Да,Imperia (La Monferrina),Профоборудование,Хлебопекарное,Лапшерезки,https://entero.ru/item/114282,"<p>Насадка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.kz/item/114282""><b class=""b"">Imperia Simplex 250</b></a> используется совместно с лапшерезками <a href=""https://entero.kz/search.php?text=%D0%BB%D0%B0%D0%BF%D1%88%D0%B5%D1%80%D0%B5%D0%B7%D0%BA%D0%B0+Imperia+%28La+Monferrina%29+iPasta"">iPasta</a>, <a href=""https://entero.kz/search.php?text=%D0%9B%D0%B0%D0%BF%D1%88%D0%B5%D1%80%D0%B5%D0%B7%D0%BA%D0%B0+Imperia+%28La+Monferrina%29+Pasta+Presto"">Pasta Presto</a> и тестораскаточной машиной <a href=""https://entero.kz/item/114153"">Sfogliatrice</a> на предприятиях общественного питания и в домашних условиях для нарезки теста, предназначенного для приготовления лапши тренетте. Изделие выполнено из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Ширина лапши: 4 мм</li>
<li>Размеры: 185x70x50 мм</li>
<li>Вес в упаковке: 0,8 кг</li>
</ul>",114282,,,,,,,,,,0,,4019,,,,,
