Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Производительность,Назначение,Управление,Скорость
https://cdn.entero.ru/mp@2x/26/57/26571a8a5efbdd9a891f2ed0de5a92d3.jpg;https://cdn.entero.ru/mp@2x/6e/8b/6e8b06ebb27ead4fcab4a387297131e5.jpg;https://cdn.entero.ru/mp@2x/ce/21/ce21cc50b679b1b0529fef5cdd80a2bb.jpg,Сыротерка Fama GS FGS 107,GS (FGS 107),66528,RUB,Нет,Fama,Профоборудование,Электромеханическое,Сыротерки и сырорезки,https://entero.ru/item/48123,"<p>Сыротерка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/48123"">Fama GS FGS 107</a></b> используется на предприятиях общественного питания и торговли для натирания твёрдых сыров, сухарей или орехов. Модель оснащена загрузочным бункером, планкой с рычагом и крутящимся валом - цилиндром с отверстиями. Корпус выполнен из отлитого под давлением алюминия, отполированный двигатель и терка - из нержавеющей стали.</p>

<p><em>Только для твердых сортов сыра, прибор трет сыр очень мелко - в пыль!</em></p>

<p><b>Особенности:</b></p>

<ul>
<li>Защита от перегрева</li>
<li>Асинхронный двигатель с принудительной вентиляцией</li>
<li>Защитная решетка, чтобы избежать контакта с движущимися частями</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Размеры терочной емкости: 140х80 мм</li>
<li>Габариты в упаковке: 400х310х400 мм</li>
</ul>",48123,сыротерка,220 В,0.75 кВт,280 мм,170 мм,310 мм,,,,0,,70029,,18 кг,Италия,Италия,70 кг/час,для твердых сыров,электрическое,1400 об/мин.
https://cdn.entero.ru/mp@2x/eb/13/eb139e23ff318832f3c5fa6aef1fe155.jpg;https://cdn.entero.ru/mp@2x/54/29/5429471f9fc7daec2432c152d13703ab.jpg;https://cdn.entero.ru/mp@2x/3d/fa/3dfa02ffe8838ea7776c2a711a658efb.jpg;https://cdn.entero.ru/mp@2x/0a/e8/0ae808a14e53b7e2d4a8580d268ea980.jpg,Сыротерка Fama GSM FGSM 107,GSM(FGSM107),76850,RUB,Нет,Fama,Профоборудование,Электромеханическое,Сыротерки и сырорезки,https://entero.ru/item/90332,"<p>Сыротерка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/90332"">Fama GSM FGSM 107</a></b> используется на предприятиях общественного питания и торговли для натирания твёрдых сыров, сухарей или орехов. Модель оснащена загрузочным бункером, планкой с рычагом и крутящимся валом - цилиндром с отверстиями. Корпус выполнен из отлитого под давлением алюминия, отполированный двигатель и терка - из нержавеющей стали.</p>

<p><em>Только для твердых сортов сыра, прибор трет сыр очень мелко - в пыль!</em></p>

<p><b>Особенности:</b></p>

<ul>
<li>Защита от перегрева</li>
<li>Асинхронный двигатель с принудительной вентиляцией</li>
<li>Защитная решетка, чтобы избежать контакта с движущимися частями</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Размеры терочной емкости: 140х80 мм</li>
<li>Габариты в упаковке: 470х300х520 мм</li>
</ul>",90332,сыротерка,220 В,1.1 кВт,420 мм,220 мм,380 мм,,,,0,,80052,,20 кг,Италия,Италия,90 кг/час,для твердых сыров,электрическое,900 об/мин.
https://cdn.entero.ru/mp@2x/98/3a/983a25de28f3f156b821bfa883c7a28e.jpg;https://cdn.entero.ru/mp@2x/07/46/074657bb2c97d7c8f4ebf10813861b0e.jpg,Сырорезка FIMAR TAS 220В,TAS 220V,176443,RUB,Нет,FIMAR,Профоборудование,Электромеханическое,Сыротерки и сырорезки,https://entero.ru/item/124385,"<p>Сырорезка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/124385""><b class=""b"">FIMAR TAS</b></a> используется на предприятиях общественного питания и торговли для крошения моцареллы на кусочки различных размеров. Модель оснащена предохранительными микровыключателями на крышке и рукоятке. Корпус выполнен из нержавеющей стали, основной блок и крышка - из алюминия.</p>

<p>Диски и нож в комплект поставки не входят.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер входного отверстия: 80х65 мм</li>
<li>Габариты упаковки: 430х400х800 мм</li>
<li>Объем упаковки: 0,138 м<sup>​3</sup></li>
</ul>",124385,сырорезка,220 В,0.3 кВт,330 мм,380 мм,690 мм,,,,0,https://entero.ru/manuals/133096/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20FIMAR%20TAS.pdf;https://entero.ru/manuals/375800/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20FIMAR%20TAS%20220%D0%92.pdf;https://entero.ru/manuals/375801/%D0%AD%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf;https://entero.ru/manuals/375802/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf;https://entero.ru/manuals/375803/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%28%D0%B4%D0%BE%2009.02.2025%29.pdf,183795,,15 кг,Италия,Италия,от 250 до 300 кг/час,для мягких сыров,электрическое,300 об/мин.
https://cdn.entero.ru/mp@2x/70/c9/70c93d842f62baf966b26f0163d1b5b3.jpg;https://cdn.entero.ru/mp@2x/09/39/093973125b5e7f3430ea80a813ae2c17.jpg,Сырорезка FIMAR TAC 380В,TAC 380V,191748,RUB,Нет,FIMAR,Профоборудование,Электромеханическое,Сыротерки и сырорезки,https://entero.ru/item/124384,"<p>Сырорезка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/124384""><b class=""b"">FIMAR TAC</b></a> используется на предприятиях общественного питания и торговли для нарезки моцареллы кубиками. Модель оснащена предохранительными микровыключателями на крышке и рукоятке. Корпус выполнен из нержавеющей стали, основной блок и крышка - из алюминия.</p>

<p>Диски и нож в комплект поставки не входят.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер входного отверстия: 80х65 мм</li>
<li>Габариты упаковки: 430х400х800 мм</li>
<li>Объем упаковки: 0,138 м<sup>​3</sup></li>
</ul>",124384,сырорезка,380 В,0.45 кВт,330 мм,380 мм,690 мм,,,,0,https://entero.ru/manuals/133095/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20FIMAR%20TAC.pdf;https://entero.ru/manuals/310556/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20FIMAR%20TAC.pdf;https://entero.ru/manuals/375797/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf;https://entero.ru/manuals/375798/%D0%AD%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf;https://entero.ru/manuals/375799/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%28%D0%B4%D0%BE%2009.02.2025%29.pdf,199738,,17 кг,Италия,Италия,от 120 до 190 кг/час,для мягких сыров,электрическое,140 об/мин.
https://cdn.entero.ru/mp@2x/9d/9c/9d9ccee458a906c9261f784d6bc99387.jpg;https://cdn.entero.ru/mp@2x/fd/c6/fdc634914852c773869d12f12fb97649.jpg;https://cdn.entero.ru/mp@2x/69/b9/69b9330d8747bdf66fc47dae95ff5853.jpg;https://cdn.entero.ru/mp@2x/77/88/7788016bea564b0a0348aa56f448fb03.jpg;https://cdn.entero.ru/mp@2x/73/e0/73e05ce79b8e9c053537a5dae18a495a.jpg;https://cdn.entero.ru/mp@2x/fe/7f/fe7fb5efee5a60121a4a6702270189c9.jpg,Сыротерка Santos серия 02,Сыротерка Santos серия 02,87491,RUB,Нет,Santos,Профоборудование,Электромеханическое,Сыротерки и сырорезки,https://entero.ru/item/25841,"<p>Сыротерка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/25841"">Santos серия 02</a></b> используется на предприятиях общественного питания и торговли для натирания сыра, шоколада, сушенных фруктов и арахиса. Модель оснащена асинхронным двигателем с прерывателем цепи. Кожух из литого алюминия и нержавеющей стали легко снимается: необходимо разблокировать кожух, а затем снять без использования специальных инструментов для полной очистки.</p>

<p>В комплект поставки входят диск диаметром 110 мм из нержавеющей стали с отверстиями диаметром 3 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Специальный пластиковый контейнер (ящик)</li>
<li>Эргономичный и прочный шарнирный рычаг</li>
<li>Переключатель безопасности при открывании ящика или загрузочной шахты</li>
<li>Все съемные части можно помещать в посудомоечную машину или просто помыть горячей мыльной водой (одобрено NSF)</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Вместительность контейнера: 800 г</li>
<li>Напряжение: 220 В</li>
<li>Габариты в упаковке: 300х575х400 мм</li>
<li>Вес без упаковки: 14 кг</li>
<li>Вес с упаковкой: 15 кг</li>
<li>Объем упаковки: 0,069 м<sup>3</sup></li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/30569"">Диск с отверстиями диаметром 2 мм</a></li>
<li>Диск с отверстиями диаметром 4 мм</li>
<li>Диск с отверстиями диаметром 6 мм</li>
<li>Диск с отверстиями диаметром 8 мм</li>
<li>Диск для сыра пармезан</li>
<li>Диск для фондю и моцареллы</li>
</ul>",25841,сырорезка,220 В,0.6 кВт,250 мм,420 мм,360 мм,,,,0,https://entero.ru/manuals/39589/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Santos%20%D1%81%D0%B5%D1%80%D0%B8%D1%8F%2002.pdf;https://entero.ru/manuals/39588/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Santos%20%D1%81%D0%B5%D1%80%D0%B8%D1%8F%2002.pdf,,,14.5 кг,,Франция,50 кг/час,для твердых сыров,электрическое,1500 об/мин.
https://cdn.entero.ru/mp@2x/f6/d3/f6d3d94545e09a51619ba2c4a4bf52db.jpg,Измельчитель Sirman MCG / MPG,Измельчитель Sirman MCG / MPG,92229,RUB,Нет,Sirman,Профоборудование,Электромеханическое,Сыротерки и сырорезки,https://entero.ru/item/60676,"<p>Измельчитель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/60676"">Sirman MCG / MPG</a></b> ​используется на предприятиях общественного питания и торговли для измельчения кофе, хлеба, специй, сыра, сухих фруктов и сухарей. Модель оснащена двигателем, выключателем, ручкой пресса, сортировочным механизмом, крышкой и регулятором подачи продукта.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Корпус из нержавеющей стали со специальным воротником, стабилизирующим контейнер</li>
<li>Бункер</li>
<li>4 резиновые ножки</li>
</ul>",60676,сыротерка,220 В,1 кВт,450 мм,250 мм,640 мм,,,,0,https://entero.ru/manuals/46675/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Sirman%20MCG%20_%20MPG.jpg;https://entero.ru/manuals/72897/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Sirman%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,100249,,20 кг,Италия,Италия,от 10 до 70 кг/час,для твердых сыров,,1400 об/мин.
https://cdn.entero.ru/mp@2x/f0/f7/f0f7771aa3c654805acf5cbfdbf3b220.jpg;https://cdn.entero.ru/mp@2x/cb/a1/cba128c99973d06f30cae540792bbce1.jpg,Сырорезка FIMAR TAC 220В,TAC 220V,191748,RUB,Нет,FIMAR,Профоборудование,Электромеханическое,Сыротерки и сырорезки,https://entero.ru/item/124383,"<p>Сырорезка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/124383""><b class=""b"">FIMAR TAC</b></a> используется на предприятиях общественного питания и торговли для нарезки моцареллы кубиками. Модель оснащена предохранительными микровыключателями на крышке и рукоятке. Корпус выполнен из нержавеющей стали, основной блок и крышка - из алюминия.</p>

<p>Диски и нож в комплект поставки не входят.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер входного отверстия: 80х65 мм</li>
<li>Габариты упаковки: 430х400х800 мм</li>
<li>Объем упаковки: 0,138 м<sup>​3</sup></li>
</ul>",124383,сырорезка,220 В,0.4 кВт,330 мм,380 мм,690 мм,,,,0,https://entero.ru/manuals/133094/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20FIMAR%20TAC.pdf;https://entero.ru/manuals/375793/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20FIMAR%20TAC%20220%D0%92.pdf;https://entero.ru/manuals/375794/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20FIMAR%20TAC%20220%D0%92.pdf;https://entero.ru/manuals/375795/%D0%AD%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20FIMAR%20TAC%20220%D0%92.pdf;https://entero.ru/manuals/375796/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%28%D0%B4%D0%BE%2009.02.2025%29.pdf,203987,,17 кг,Италия,Италия,от 120 до 190 кг/час,для мягких сыров,электрическое,140 об/мин.
https://cdn.entero.ru/mp@2x/f5/5c/f55c8bb7c7002e1d17b98c181625a579.jpg,Терка-конус Apach F2280,Терка-конус Apach F2280,12406,RUB,Да,Apach,Профоборудование,Электромеханическое,Сыротерки и сырорезки,https://entero.ru/item/118381,"<p>Терка-конус <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/118381"">Apach F2280</a></b> используется совместно с измельчителем <a href=""https://entero.ru/item/93799"">AGR2</a> ​на предприятиях общественного питания и торговли для измельчения и натирания продуктов. Аксессуар выполнен из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Толщина нарезки: 2,5 мм</li>
</ul>",118381,,,,,,,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/78/fe/78fe465aedd4b3e116729d8fff8336f7.jpg,Терка-конус Apach F2282,Терка-конус Apach F2282,12406,RUB,Да,Apach,Профоборудование,Электромеханическое,Сыротерки и сырорезки,https://entero.ru/item/118382,"<p>Терка-конус <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/118382"">Apach F2282</a></b> используется совместно с измельчителем <a href=""https://entero.ru/item/93799"">AGR2</a> ​на предприятиях общественного питания и торговли для нарезки продуктов ломтиками. Аксессуар выполнен из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Толщина нарезки: 2 мм</li>
</ul>",118382,,,,,,,,,,6,,,,,,,,,,
https://cdn.entero.ru/mp@2x/6f/52/6f52f8054e5912c7055e77a6fdfbc60f.jpg,Терка-конус Fama F2282,Терка-конус Fama F2282,6484,RUB,Да,Fama,Профоборудование,Электромеханическое,Сыротерки и сырорезки,https://entero.ru/item/66722,"<p>Терка-конус <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/66722"">Fama F2282</a></b> используется совместно с сыротеркой FTMC102 для нарезки продуктов ломтиками. Аксессуар выполнен из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Толщина нарезки: 2 мм</li>
</ul>",66722,,,,,,,,,,0,,8421,,,,,,,,
https://cdn.entero.ru/mp@2x/67/d1/67d141ff71dba42672cc2048ed76177f.jpg,Терка-конус Apach F2281,Терка-конус Apach F2281,12406,RUB,Нет,Apach,Профоборудование,Электромеханическое,Сыротерки и сырорезки,https://entero.ru/item/118380,"<p>Терка-конус <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/118380"">Apach F2281</a></b> используется совместно с измельчителем <a href=""https://entero.ru/item/93799"">AGR2</a> ​на предприятиях общественного питания и торговли для натирания овощей соломкой на салаты, супы и рагу. Аксессуар выполнен из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Толщина нарезки: 4 мм</li>
</ul>",118380,,,,,,,,,,0,,13340,,,,,,,,
https://cdn.entero.ru/mp@2x/7e/4f/7e4f90a42b8812f0a593caeb7d994399.jpg;https://cdn.entero.ru/mp@2x/aa/b6/aab6d6e9fb87df02f5b3ca7837060a90.jpg,Диск-терка Sirman 28010048,Диск-терка Sirman 28010048,9104,RUB,Нет,Sirman,Профоборудование,Электромеханическое,Сыротерки и сырорезки,https://entero.ru/item/229725,"<p>Диск-терка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/229725"">Sirman 28010048</a></b> предназначена для использования совместно с измельчителем <a href=""https://entero.ru/search.php?text=Sirman+Athos"" target=""_blank"">Sirman Athos</a> для измельчения моркови.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Толщина нарезки: 4 мм</li>
</ul>",229725,,,,,,,,,,0,,11823,,,,,,,,
https://cdn.entero.ru/mp@2x/ef/46/ef46d23b30ecd36987dc38f337abeef0.jpg;https://cdn.entero.ru/mp@2x/4a/ac/4aacfa960623ccde3bf53ef8cdee89db.jpg,Терочный диск Santos для моцареллы,Терочный диск Santos для моцареллы,6711,RUB,Нет,Santos,Профоборудование,Электромеханическое,Сыротерки и сырорезки,https://entero.ru/item/25842,"<p>Терочный диск для моцареллы и фондю используется совместно с сыротеркой <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/25842""><b class=""b"">Santos серия 02</b></a>.</p>",25842,,,,,,,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/2e/03/2e03cd2bf8cfcc859dcd821d96e52cf3.jpg,Терка-конус Apach F2182,Терка-конус Apach F2182,12406,RUB,Нет,Apach,Профоборудование,Электромеханическое,Сыротерки и сырорезки,https://entero.ru/item/356154,"<p>Терка-конус <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/356154"">Apach F2182</a></b> используется совместно с измельчителем <a href=""https://entero.ru/item/93799"">AGR2</a> ​на предприятиях общественного питания и торговли для измельчения моцареллы. Аксессуар выполнен из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Толщина нарезки: 7 мм</li>
</ul>",356154,,,,,,,,,,0,,13485,,,,,,,,
https://cdn.entero.ru/mp@2x/4d/f6/4df6e4f73fb001c824842b4bf80b84fa.jpg;https://cdn.entero.ru/mp@2x/ef/53/ef53cca734a62bf86ce45605e35f9fff.jpg,Терочный диск Santos 2 мм,Терочный диск Santos 2 мм,6693,RUB,Нет,Santos,Профоборудование,Электромеханическое,Сыротерки и сырорезки,https://entero.ru/item/30569,"<p>Терочный диск используется совместно с сыротеркой <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/30569""><b class=""b"">Santos серия 02</b></a>.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Диаметр отверстия: 2 мм</li>
</ul>",30569,,,,,,,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/1f/b0/1fb088864f1ac058fc7ae1c30432583b.jpg,Диск-терка Santos 4 мм,Диск-терка Santos 4 мм,6693,RUB,Нет,Santos,Профоборудование,Электромеханическое,Сыротерки и сырорезки,https://entero.ru/item/99596,"<p>Диск-терка используется совместно с сыротеркой <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/99596""><b class=""b"">Santos серия 02.</b></a></p>

<p><b>Характеристики:</b></p>

<ul>
<li>Диаметр отверстия: 4 мм</li>
<li>Вес: 0,16 кг</li>
</ul>",99596,,,,,,,,,,0,,9296,,,,,,,,
https://cdn.entero.ru/mp@2x/27/97/2797de1e3cd549cc9f61864fa9fed898.jpg,Нож Celme PZ 7,Нож Celme PZ 7,0,RUB,Нет,Celme,Профоборудование,Электромеханическое,Сыротерки и сырорезки,https://entero.ru/item/22563,"<p>Диаметр: 330мм<br>
Нож используются для получения стружки из сыра. Толщина резки 4-7 мм.</p>",22563,,,,,,,,,,0,,,,,,,,,,
