Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Борт,Общий объем,Гастронормированный,Количество дверей,Расположение агрегата,Количество ящиков,Материал столешницы,Температура морозильного отделения,Температура холодильного отделения,Объем морозильного отделения,Объем холодильного отделения
https://cdn.entero.ru/mp@2x/cf/59/cf5921e2862beea0579aa5f81452f73c.jpg,Стол холодильно-морозильный Turbo air KURF15-2-750,Стол холодильно-морозильный Turbo air KURF15-2-750,286079,RUB,Нет,Turbo air,Профоборудование,Холодильное,Столы комбинированные,https://entero.ru/item/204784,"<p>Холодильно-морозильный стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.by/item/204784"">Turbo air KURF15-2-750</a> </b>предназначен для обработки ингредиентов для приготовления блюд и охлаждения или заморозки продуктов на предприятиях пищевой промышленности, общественного питания и торговли. Модель оснащена 2 дверцами с эргономичными ручками, 2 полками и 4 колесиками. Корпус выполнен из нержавеющей стали (гальванизированная сталь на оборотной стороне и внизу), пол - из нержавеющей стали с алюминиевыми вставками по бокам и сзади, полки - из толстой стальной проволоки с виниловым покрытием, дверные петли - из высококачественной нержавеющей стали, уплотнение - из ABS-пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Электронное управление</li>
<li>Цифровая система контроля температуры HTfl: точная и постоянная температура во всех отсеках стола</li>
<li>Высокотехнологичная система мониторинга: на цифровом контроллере меняются и отображаются текущая температура и параметры холодильного оборудования</li>
<li>Запатентованный энергосберегающий контроллер (ESFC): остановка мотора вентилятора, если его работа приводит к негативным последствиям</li>
<li>Запатентованная система сбора и испарения конденсата продлевает срок службы оборудования, исключая возможность протечки</li>
<li>Магнитные уплотнители</li>
<li>Для борьбы с примерзанием дверей используются тепло от компрессора для подогрева частей корпуса в местах соприкосновения с дверьми</li>
<li>Облегченная конструкция: увеличение срока службы дверей, уменьшение износа петель и плавное открытие</li>
<li>Пожаробезопасные стенки</li>
<li>С целью уменьшения риска получения травм острые углы оборудования сглажены</li>
<li>Фронтальные колеса со стопором</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Тип охлаждения: динамический</li>
<li>Тип хладагента: R-134A / R-404А</li>
<li>Климатический класс: T(5) +45 °С</li>
<li>Толщина стенок: 60 мм</li>
</ul>",204784,220 В,0.55 кВт,1500 мм,750 мм,850 мм,,Ю. Корея,,,0,,,,,,361 л,,2,сбоку,,нерж. сталь,от -21 до -12 °C,от 0 до 8 °C,183 л,178 л
https://cdn.entero.ru/mp@2x/fa/70/fa703affa18858d5422275b1fcaf71c0.jpg;https://cdn.entero.ru/mp@2x/e4/c5/e4c56c877bd91aab9ffbd3a0bee29392.jpg;https://cdn.entero.ru/mp@2x/36/8e/368e9c53e936ccea7b92ad36a341662e.jpg;https://cdn.entero.ru/mp@2x/da/88/da88bc684ea13b62d19539f9b6050a49.jpg;https://cdn.entero.ru/mp@2x/4b/3a/4b3a892553dbf1428e61c185093dfbe9.jpg;https://cdn.entero.ru/mp@2x/b5/0e/b50e91ad4ef4f1f94065ffc44620c4bd.jpg,Стол холодильно-морозильный Finist КХС-700-1-2/2-3,Стол холодильно-морозильный Finist КХС-700-1-2/2-3,292588,RUB,Нет,Finist,Профоборудование,Холодильное,Столы комбинированные,https://entero.ru/item/289957,"<p>Холодильно-морозильный стол <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/289957""><b class=""b"">Finist КХС-700-1-2/2-3</b></a> предназначен для хранения замороженных полуфабрикатов и предварительно охлажденных готовых блюд, заготовок для салатов, молочной продукции и напитков на предприятиях общественного питания и торговли. Модель сочетает в себе 2 независимых рабочих объема и оснащена 2 панелями управления для регулировки температуры в камерах. Оборудование полностью выполнено из высококачественной пищевой нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>1 дверь + 2 ящика среднетемпературный отсек / 5 ящиков низкотемпературный отсек</li>
<li>Двери и ящики с доводчиками для гарантированного закрытия камер и сохранения заданной температуры</li>
<li>Микропроцессорный блок управления</li>
<li>Динамическое охлаждение</li>
<li>Автоматическая оттайка испарителя</li>
<li>Цельнозаливной корпус</li>
<li>Большая площадь перфорации передней панели моторного отсека обеспечивает холодильному агрегату свободное поступление воздуха для охлаждения</li>
<li>Компрессор Secop, Embraco, Cubigel, Tecumseh</li>
<li>Повышенная прочность столешницы</li>
<li>Возможность отключения одной из камер с полным сохранением функционала второй камеры</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Необходимый технологический отступ от стены: 30 мм</li>
<li>Температура окружающей среды: от 12 до 32 °С</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Пульт дистанционного управления</li>
<li>Замена дверей на ящики</li>
<li>Дополнительные полки с комплектом направляющих</li>
<li>Полимерное окрашивание корпуса в любой цвет из каталога цветов RAL</li>
<li>Исполнение дверей: шлифованная нержавеющая сталь / зеркальная нержавеющая сталь / полимерное окрашивание / МДФ / декоративная нержавеющая сталь / стекло</li>
<li>Исполнение столешницы: вырез под гастроемкости / охлаждаемая надстройка под гастроемкости / моечная ванна / каплесборник с омывателем стаканов</li>
<li>Дополнения для фасада:
<ul>
<li>Нокс-бокс, встроенный в ящик</li>
<li>Бункер для мусора</li>
<li>Скрытые ящики</li>
<li>Замок</li>
</ul>
</li>
<li>Встроенный рециркулятор</li>
<li>Электромагнитный замок</li>
<li>Отверстие под коммуникации</li>
<li>Розетки</li>
<li>Подсветка</li>
<li>Цоколь</li>
<li>Колеса</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель с 2 дверями среднетемпературного и 2 дверями низкотемпературного отсеков.</span></em></p>",289957,220 В,0.65 кВт,2390 мм,700 мм,850 мм,,Россия,,,0,https://entero.ru/manuals/352726/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Finist%20%D0%9A%D0%A5%D0%A1-700-1-2_2-3.pdf;https://entero.ru/manuals/518393/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,318030,,147 кг,,665 л,,1,по центру,7,нерж. сталь,от -18 до -10 °C,от -2 до 8 °C,,
https://cdn.entero.ru/mp@2x/e3/e4/e3e40a8be372006143b016e630d2c548.jpg,Стол холодильно-морозильный Turbo air KWRF12-2-600,Стол холодильно-морозильный Turbo air KWRF12-2-600,292600,RUB,Нет,Turbo air,Профоборудование,Холодильное,Столы комбинированные,https://entero.ru/item/214727,"<p>Холодильно-морозильный стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/214727"">Turbo air KWRF12-2-600</a></b> состоит из рабочей поверхности, на которой можно раскатывать тесто и обрабатывать ингредиенты для приготовления блюд, и камеры, предназначенной для заморозки, охлаждения и хранения продуктов, полуфабрикатов, мороженого и напитков на предприятиях пищевой промышленности, общественного питания и торговли. Модель оснащена 2 полками. Корпус выполнен из нержавеющей стали.</p>",214727,220 В,0.245 кВт,1200 мм,600 мм,850 мм,,Ю. Корея,,,0,,,,,,257 л,,2,сбоку,,нерж. сталь,,,121 л,136 л
https://cdn.entero.ru/mp@2x/9a/ea/9aeaaa989049dc704c273c4c1143ae34.jpg,Стол холодильно-морозильный Turbo air KWRF12-2-700,Стол холодильно-морозильный Turbo air KWRF12-2-700,292600,RUB,Нет,Turbo air,Профоборудование,Холодильное,Столы комбинированные,https://entero.ru/item/214735,"<p>Холодильно-морозильный стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/214735"">Turbo air KWRF12-2-700</a></b> состоит из рабочей поверхности, на которой можно раскатывать тесто и обрабатывать ингредиенты для приготовления блюд, и камеры, предназначенной для заморозки, охлаждения и хранения продуктов, полуфабрикатов, мороженого и напитков на предприятиях пищевой промышленности, общественного питания и торговли. Модель оснащена 2 полками. Корпус выполнен из нержавеющей стали.</p>",214735,220 В,0.245 кВт,1200 мм,700 мм,850 мм,,Ю. Корея,,,0,,314624,,,,257 л,,2,сбоку,,нерж. сталь,,,130 л,127 л
https://cdn.entero.ru/mp@2x/e4/b6/e4b65ea815b3ab906b961be788e50534.jpg,Стол холодильно-морозильный Turbo air KWRF12-2-750,Стол холодильно-морозильный Turbo air KWRF12-2-750,292600,RUB,Нет,Turbo air,Профоборудование,Холодильное,Столы комбинированные,https://entero.ru/item/214737,"<p>Холодильно-морозильный стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/214737"">Turbo air KWRF12-2-750</a></b> состоит из рабочей поверхности, на которой можно раскатывать тесто и обрабатывать ингредиенты для приготовления блюд, и камеры, предназначенной для заморозки, охлаждения и хранения продуктов, полуфабрикатов, мороженого и напитков на предприятиях пищевой промышленности, общественного питания и торговли. Модель оснащена 2 полками. Корпус выполнен из нержавеющей стали.</p>",214737,220 В,0.245 кВт,1200 мм,750 мм,850 мм,,Ю. Корея,,,0,,318043,,,,257 л,,2,сбоку,,нерж. сталь,,,130 л,127 л
https://cdn.entero.ru/mp@2x/58/d0/58d0aca303ac16dcba529750d55bc880.jpg,Стол холодильно-морозильный Turbo air KURF15-2-600,Стол холодильно-морозильный Turbo air KURF15-2-600,296801,RUB,Нет,Turbo air,Профоборудование,Холодильное,Столы комбинированные,https://entero.ru/item/204779,"<p>Холодильно-морозильный стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/204779"">Turbo air KURF15-2-600</a> </b>предназначен для обработки ингредиентов для приготовления блюд и охлаждения или заморозки продуктов на предприятиях пищевой промышленности, общественного питания и торговли. Модель оснащена 2 дверцами с эргономичными ручками, 2 полками и 4 колесиками. Корпус выполнен из нержавеющей стали (гальванизированная сталь на оборотной стороне и внизу), пол - из нержавеющей стали с алюминиевыми вставками по бокам и сзади, полки - из толстой стальной проволоки с виниловым покрытием, дверные петли - из высококачественной нержавеющей стали, уплотнение - из ABS-пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Электронное управление</li>
<li>Цифровая система контроля температуры HTfl: точная и постоянная температура во всех отсеках стола</li>
<li>Высокотехнологичная система мониторинга: на цифровом контроллере меняются и отображаются текущая температура и параметры холодильного оборудования</li>
<li>Запатентованный энергосберегающий контроллер (ESFC): остановка мотора вентилятора, если его работа приводит к негативным последствиям</li>
<li>Запатентованная система сбора и испарения конденсата продлевает срок службы оборудования, исключая возможность протечки</li>
<li>Магнитные уплотнители</li>
<li>Для борьбы с примерзанием дверей используются тепло от компрессора для подогрева частей корпуса в местах соприкосновения с дверьми</li>
<li>Облегченная конструкция: увеличение срока службы дверей, уменьшение износа петель и плавное открытие</li>
<li>Пожаробезопасные стенки</li>
<li>С целью уменьшения риска получения травм острые углы оборудования сглажены</li>
<li>Фронтальные колеса со стопором</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Тип охлаждения: динамический</li>
<li>Тип хладагента: R-134A / R-404А</li>
<li>Климатический класс: T(5) +45 °С</li>
<li>Толщина стенок: 60 мм</li>
</ul>",204779,220 В,0.55 кВт,1500 мм,600 мм,850 мм,,Ю. Корея,,,0,,,,,,362 л,,2,сбоку,,нерж. сталь,от -21 до -12 °C,от 0 до 8 °C,171 л,191 л
https://cdn.entero.ru/mp@2x/01/59/015979b9053b4618cfd64d8140f5b253.jpg;https://cdn.entero.ru/mp@2x/8d/76/8d7664cd227c7f4fcbedbe087b62039e.jpg;https://cdn.entero.ru/mp@2x/6c/0d/6c0d37faa30086471a63ddb11122f7ae.jpg;https://cdn.entero.ru/mp@2x/20/6b/206bc782207771da72558c123a4176ba.jpg;https://cdn.entero.ru/mp@2x/cb/c3/cbc3b6172bc754b1f5d75730f4e4fa27.jpg;https://cdn.entero.ru/mp@2x/ff/84/ff841ce291a3d072111130721b71a793.jpg,Стол холодильно-морозильный Finist КХС-700-2-2/2-2,Стол холодильно-морозильный Finist КХС-700-2-2/2-2,303391,RUB,Нет,Finist,Профоборудование,Холодильное,Столы комбинированные,https://entero.ru/item/289961,"<p>Холодильно-морозильный стол <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/289961""><b class=""b"">Finist КХС-700-2-2/2-2</b></a> предназначен для хранения замороженных полуфабрикатов и предварительно охлажденных готовых блюд, заготовок для салатов, молочной продукции и напитков на предприятиях общественного питания и торговли. Модель сочетает в себе 2 независимых рабочих объема и оснащена 2 панелями управления для регулировки температуры в камерах. Оборудование полностью выполнено из высококачественной пищевой нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>4 ящика среднетемпературный отсек / 4 ящика низкотемпературный отсек</li>
<li>Ящики с доводчиками для гарантированного закрытия камер и сохранения заданной температуры</li>
<li>Микропроцессорный блок управления</li>
<li>Динамическое охлаждение</li>
<li>Автоматическая оттайка испарителя</li>
<li>Цельнозаливной корпус</li>
<li>Большая площадь перфорации передней панели моторного отсека обеспечивает холодильному агрегату свободное поступление воздуха для охлаждения</li>
<li>Компрессор Secop, Embraco, Cubigel, Tecumseh</li>
<li>Повышенная прочность столешницы</li>
<li>Возможность отключения одной из камер с полным сохранением функционала второй камеры</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Необходимый технологический отступ от стены: 30 мм</li>
<li>Температура окружающей среды: от 12 до 32 °С</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Пульт дистанционного управления</li>
<li>Дополнительные полки с комплектом направляющих</li>
<li>Полимерное окрашивание корпуса в любой цвет из каталога цветов RAL</li>
<li>Исполнение дверей: шлифованная нержавеющая сталь / зеркальная нержавеющая сталь / полимерное окрашивание / МДФ / декоративная нержавеющая сталь / стекло</li>
<li>Исполнение столешницы: вырез под гастроемкости / охлаждаемая надстройка под гастроемкости / моечная ванна / каплесборник с омывателем стаканов</li>
<li>Дополнения для фасада:
<ul>
<li>Нокс-бокс, встроенный в ящик</li>
<li>Бункер для мусора</li>
<li>Скрытые ящики</li>
<li>Замок</li>
</ul>
</li>
<li>Встроенный рециркулятор</li>
<li>Электромагнитный замок</li>
<li>Отверстие под коммуникации</li>
<li>Розетки</li>
<li>Подсветка</li>
<li>Цоколь</li>
<li>Колеса</li>
</ul>",289961,220 В,0.65 кВт,2390 мм,700 мм,850 мм,,Россия,,,0,https://entero.ru/manuals/352732/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Finist%20%D0%9A%D0%A5%D0%A1-700-2-2_2-2.pdf;https://entero.ru/manuals/518394/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,147 кг,,665 л,,,по центру,8,нерж. сталь,от -18 до -10 °C,от -2 до 8 °C,,
https://cdn.entero.ru/mp@2x/e1/b4/e1b44071f879d785b02ae708b69af342.jpg;https://cdn.entero.ru/mp@2x/28/2b/282b7152719e3184cddd274f8d8e32be.jpg;https://cdn.entero.ru/mp@2x/1c/ae/1cae9f72a08aa124de581e6358ad1ac1.jpg;https://cdn.entero.ru/mp@2x/fb/d7/fbd71cf1d346c2f450efa26917171fd7.jpg;https://cdn.entero.ru/mp@2x/c3/13/c31389e1d8a6dce666e219a469b65c46.jpg;https://cdn.entero.ru/mp@2x/df/02/df0224706dc7e99c7881ffb3c9f96c77.jpg,Стол холодильно-морозильный Finist КХС-700-1-3/2-3,Стол холодильно-морозильный Finist КХС-700-1-3/2-3,303417,RUB,Нет,Finist,Профоборудование,Холодильное,Столы комбинированные,https://entero.ru/item/289958,"<p>Холодильно-морозильный стол <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/289958""><b class=""b"">Finist КХС-700-1-3/2-3</b></a> предназначен для хранения замороженных полуфабрикатов и предварительно охлажденных готовых блюд, заготовок для салатов, молочной продукции и напитков на предприятиях общественного питания и торговли. Модель сочетает в себе 2 независимых рабочих объема и оснащена 2 панелями управления для регулировки температуры в камерах. Оборудование полностью выполнено из высококачественной пищевой нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>1 дверь + 3 ящика среднетемпературный отсек / 5 ящиков низкотемпературный отсек</li>
<li>Двери и ящики с доводчиками для гарантированного закрытия камер и сохранения заданной температуры</li>
<li>Микропроцессорный блок управления</li>
<li>Динамическое охлаждение</li>
<li>Автоматическая оттайка испарителя</li>
<li>Цельнозаливной корпус</li>
<li>Большая площадь перфорации передней панели моторного отсека обеспечивает холодильному агрегату свободное поступление воздуха для охлаждения</li>
<li>Компрессор Secop, Embraco, Cubigel, Tecumseh</li>
<li>Повышенная прочность столешницы</li>
<li>Возможность отключения одной из камер с полным сохранением функционала второй камеры</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Необходимый технологический отступ от стены: 30 мм</li>
<li>Температура окружающей среды: от 12 до 32 °С</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Пульт дистанционного управления</li>
<li>Замена дверей на ящики</li>
<li>Дополнительные полки с комплектом направляющих</li>
<li>Полимерное окрашивание корпуса в любой цвет из каталога цветов RAL</li>
<li>Исполнение дверей: шлифованная нержавеющая сталь / зеркальная нержавеющая сталь / полимерное окрашивание / МДФ / декоративная нержавеющая сталь / стекло</li>
<li>Исполнение столешницы: вырез под гастроемкости / охлаждаемая надстройка под гастроемкости / моечная ванна / каплесборник с омывателем стаканов</li>
<li>Дополнения для фасада:
<ul>
<li>Нокс-бокс, встроенный в ящик</li>
<li>Бункер для мусора</li>
<li>Скрытые ящики</li>
<li>Замок</li>
</ul>
</li>
<li>Встроенный рециркулятор</li>
<li>Электромагнитный замок</li>
<li>Отверстие под коммуникации</li>
<li>Розетки</li>
<li>Подсветка</li>
<li>Цоколь</li>
<li>Колеса</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель с 2 дверями среднетемпературного и 2 дверями низкотемпературного отсеков.</span></em></p>",289958,220 В,0.65 кВт,2390 мм,700 мм,850 мм,,Россия,,,0,https://entero.ru/manuals/352729/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Finist%20%D0%9A%D0%A5%D0%A1-700-1-3_2-3.pdf;https://entero.ru/manuals/518399/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,316059,,147 кг,,665 л,,1,по центру,8,нерж. сталь,от -18 до -10 °C,от -2 до 8 °C,,
https://cdn.entero.ru/mp@2x/5f/98/5f98866e80d9b2739615d2e6360407fe.jpg,Стол холодильно-морозильный Turbo air KURF18-3-600,Стол холодильно-морозильный Turbo air KURF18-3-600,310741,RUB,Нет,Turbo air,Профоборудование,Холодильное,Столы комбинированные,https://entero.ru/item/214717,"<p>Холодильно-морозильный стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/214717"">Turbo air KURF18-3-600</a></b> состоит из рабочей поверхности, на которой можно раскатывать тесто и обрабатывать ингредиенты для приготовления блюд, и камеры, предназначенной для заморозки, охлаждения и хранения продуктов, полуфабрикатов, мороженого и напитков на предприятиях пищевой промышленности, общественного питания и торговли. Модель оснащена 3 полками. Корпус выполнен из нержавеющей стали.</p>",214717,220 В,0.55 кВт,1800 мм,600 мм,850 мм,,Ю. Корея,,,0,,330576,,,,438 л,,3,сбоку,,нерж. сталь,,,151 л,287 л
https://cdn.entero.ru/mp@2x/0e/23/0e234bc5148d9c50c648e36012f757ec.jpg,Стол холодильно-морозильный Turbo air KURF18-3-750,Стол холодильно-морозильный Turbo air KURF18-3-750,310741,RUB,Нет,Turbo air,Профоборудование,Холодильное,Столы комбинированные,https://entero.ru/item/214722,"<p>Холодильно-морозильный стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/214722"">Turbo air KURF18-3-750</a></b> состоит из рабочей поверхности, на которой можно раскатывать тесто и обрабатывать ингредиенты для приготовления блюд, и камеры, предназначенной для заморозки, охлаждения и хранения продуктов, полуфабрикатов, мороженого и напитков на предприятиях пищевой промышленности, общественного питания и торговли. Модель оснащена 3 полками. Корпус выполнен из нержавеющей стали.</p>",214722,220 В,0.55 кВт,1800 мм,750 мм,850 мм,,Ю. Корея,,,0,,337762,,,,501 л,,3,сбоку,,нерж. сталь,,,150 л,351 л
https://cdn.entero.ru/mp@2x/67/de/67dec3b46e206adff8468125344b71f1.jpg;https://cdn.entero.ru/mp@2x/e0/93/e0937f14102d62b7f6742d1d9b749277.jpg;https://cdn.entero.ru/mp@2x/92/99/9299e6fd9cc93dcf533a983e20ebf9c0.jpg;https://cdn.entero.ru/mp@2x/c3/1e/c31edf7af30072eb7735d22bdb123250.jpg;https://cdn.entero.ru/mp@2x/ca/f3/caf3c0284396c3970ac3bdb4da33823a.jpg;https://cdn.entero.ru/mp@2x/9b/7b/9b7b2c2cf06a36ed731f35ab08f95ec4.jpg,Стол холодильно-морозильный Finist КХС-700-1-3/3-3,Стол холодильно-морозильный Finist КХС-700-1-3/3-3,314216,RUB,Нет,Finist,Профоборудование,Холодильное,Столы комбинированные,https://entero.ru/item/289959,"<p>Холодильно-морозильный стол <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/289959""><b class=""b"">Finist КХС-700-1-3/3-3</b></a> предназначен для хранения замороженных полуфабрикатов и предварительно охлажденных готовых блюд, заготовок для салатов, молочной продукции и напитков на предприятиях общественного питания и торговли. Модель сочетает в себе 2 независимых рабочих объема и оснащена 2 панелями управления для регулировки температуры в камерах. Оборудование полностью выполнено из высококачественной пищевой нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>1 дверь + 3 ящика среднетемпературный отсек / 6 ящиков низкотемпературный отсек</li>
<li>Двери и ящики с доводчиками для гарантированного закрытия камер и сохранения заданной температуры</li>
<li>Микропроцессорный блок управления</li>
<li>Динамическое охлаждение</li>
<li>Автоматическая оттайка испарителя</li>
<li>Цельнозаливной корпус</li>
<li>Большая площадь перфорации передней панели моторного отсека обеспечивает холодильному агрегату свободное поступление воздуха для охлаждения</li>
<li>Компрессор Secop, Embraco, Cubigel, Tecumseh</li>
<li>Повышенная прочность столешницы</li>
<li>Возможность отключения одной из камер с полным сохранением функционала второй камеры</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Необходимый технологический отступ от стены: 30 мм</li>
<li>Температура окружающей среды: от 12 до 32 °С</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Пульт дистанционного управления</li>
<li>Замена дверей на ящики</li>
<li>Дополнительные полки с комплектом направляющих</li>
<li>Полимерное окрашивание корпуса в любой цвет из каталога цветов RAL</li>
<li>Исполнение дверей: шлифованная нержавеющая сталь / зеркальная нержавеющая сталь / полимерное окрашивание / МДФ / декоративная нержавеющая сталь / стекло</li>
<li>Исполнение столешницы: вырез под гастроемкости / охлаждаемая надстройка под гастроемкости / моечная ванна / каплесборник с омывателем стаканов</li>
<li>Дополнения для фасада:
<ul>
<li>Нокс-бокс, встроенный в ящик</li>
<li>Бункер для мусора</li>
<li>Скрытые ящики</li>
<li>Замок</li>
</ul>
</li>
<li>Встроенный рециркулятор</li>
<li>Электромагнитный замок</li>
<li>Отверстие под коммуникации</li>
<li>Розетки</li>
<li>Подсветка</li>
<li>Цоколь</li>
<li>Колеса</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель с 2 дверями среднетемпературного и 2 дверями низкотемпературного отсеков.</span></em></p>",289959,220 В,0.65 кВт,2390 мм,700 мм,850 мм,,Россия,,,0,https://entero.ru/manuals/352730/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Finist%20%D0%9A%D0%A5%D0%A1-700-1-3_3-3.pdf;https://entero.ru/manuals/518398/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,327308,,147 кг,,665 л,,1,по центру,9,нерж. сталь,от -18 до -10 °C,от -2 до 8 °C,,
https://cdn.entero.ru/mp@2x/d4/ba/d4ba0a6268f9e5d8116762760d2c51d9.jpg,Стол холодильно-морозильный Turbo air KWRF15-2-600,Стол холодильно-морозильный Turbo air KWRF15-2-600,314838,RUB,Нет,Turbo air,Профоборудование,Холодильное,Столы комбинированные,https://entero.ru/item/214739,"<p>Холодильно-морозильный стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/214739"">Turbo air KWRF15-2-600</a></b> состоит из рабочей поверхности, на которой можно раскатывать тесто и обрабатывать ингредиенты для приготовления блюд, и камеры, предназначенной для заморозки, охлаждения и хранения продуктов, полуфабрикатов, мороженого и напитков на предприятиях пищевой промышленности, общественного питания и торговли. Модель оснащена 2 полками. Корпус выполнен из нержавеющей стали.</p>",214739,220 В,0.55 кВт,1500 мм,650 мм,850 мм,,Ю. Корея,,,0,,,,,,362 л,,2,сбоку,,нерж. сталь,,,171 л,191 л
https://cdn.entero.ru/mp@2x/fc/7e/fc7e6bcb7bf7c8820f15cd747483025a.jpg,Стол холодильно-морозильный Turbo air KWRF15-2-700,Стол холодильно-морозильный Turbo air KWRF15-2-700,314838,RUB,Нет,Turbo air,Профоборудование,Холодильное,Столы комбинированные,https://entero.ru/item/214750,"<p>Холодильно-морозильный стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/214750"">Turbo air KWRF15-2-700</a></b> состоит из рабочей поверхности, на которой можно раскатывать тесто и обрабатывать ингредиенты для приготовления блюд, и камеры, предназначенной для заморозки, охлаждения и хранения продуктов, полуфабрикатов, мороженого и напитков на предприятиях пищевой промышленности, общественного питания и торговли. Модель оснащена 2 полками. Корпус выполнен из нержавеющей стали.</p>",214750,220 В,0.55 кВт,1500 мм,700 мм,850 мм,,Ю. Корея,,,0,,,,,,361 л,,2,сбоку,,нерж. сталь,,,183 л,178 л
