Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Вес (с упаковкой),Количество ячеек,Размер ячейки (ШxГxВ)
https://cdn.entero.ru/mp@2x/39/d2/39d2af6d48205b6f0b526c456285cd51.jpg,"Кассета посудомоечная для столовых приборов NORMA 8 ячеек, 426х250","Кассета посудомоечная для столовых приборов NORMA 8 ячеек, 426х250",1187,RUB,Да,NORMA,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/358691,"<p>Посудомоечная кассета <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/358691""><b class=""b"">NORMA 426х250</b></a> предназначена для переноски и безопасной мойки столовых приборов и кухонного инвентаря. Дно изготовлено в форме мелкой сетки, что исключает выпадание мелких столовых приборов и при этом позволяет эффективно промывать столовые приборы и инвентарь. Изделие выполнено из пластика, который отличается высокой прочностью, долговечностью, устойчивостью к воздействию химических моющих веществ и высоким температурам.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Цвет: серый</li>
</ul>",358691,кассета для столовых приборов,426 мм,250 мм,150 мм,,,,0,https://entero.ru/manuals/481070/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,1626,0.71 кг,,Китай,,8 ячеек,89х89 мм
https://cdn.entero.ru/mp@2x/ba/53/ba53ee7a107f2991a8ea8201bac88465.jpg,Надставка к кассете Kocateq JWP (открытая),6806,1197,RUB,Да,Kocateq,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/337218,"<p>Надставка к кассете <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/337218""><b class=""b"">Kocateq JWP</b></a> предназначена для использования совместно с кассетами для мытья тарелок, противней и подносов в посудомоечных машинах с фронтальной загрузкой и конвейерного типа. Изделие изготовлено из пищевого полипропилена.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размеры в упаковке: 520х510х580 мм</li>
</ul>",337218,надставка для кассеты,500 мм,500 мм,50 мм,,,500x500 мм,0,https://entero.ru/manuals/398024/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf,1535,,,,,,
https://cdn.entero.ru/mp@2x/1f/a6/1fa68761c586caee8491f38421a2c50d.jpg;https://cdn.entero.ru/mp@2x/4a/ed/4aede84ecb59db908c66e6c60455b164.jpg,"Надставка для кассеты Tribeca 500х500х40 мм, 36 ячеек","Надставка для кассеты Tribeca 500х500х40 мм, 36 ячеек",1212,RUB,Да,,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/361339,"<p>Надставка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/361339""><b class=""b"">Tribeca </b></a> используется для мытья посуды в любых профессиональных посудомоечных машинах на предприятиях общественного питания. Модель гарантирует максимальную гигиену при мойке и сушке посуды и кухонного инвентаря, а также является дополнением для наращивания полноразмерной кассеты для стекла. Изделие выполнено из пластика, который отличается износостойкостью, устойчивостью к воздействию химических моющих веществ и высоким температурам.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 500х510х40 мм</li>
<li>Цвет: зеленый</li>
</ul>",361339,надставка для кассеты,500 мм,510 мм,40 мм,,,500x500 мм,0,https://entero.ru/manuals/464082/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tribeca%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,1515,0.7 кг,Турция,Турция,,36 ячеек,
https://cdn.entero.ru/mp@2x/66/e1/66e1125afc13a0dcbb20bc6e9a6b40d0.jpg;https://cdn.entero.ru/mp@2x/d6/93/d693f4774f1e89a874478d91dfdcde6e.jpg,"Надставка для кассеты Tribeca Е2 500х500 мм, закрытая, 16 ячеек","Надставка для кассеты Tribeca Е2 500х500 мм, закрытая, 16 ячеек",1296,RUB,Да,,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/361259,"<p>Надставка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/361259""><b class=""b"">Tribeca Е2</b></a> используется для эффективной и безопасной мойки фужеров, стаканов, бокалов, стопок и рюмок в любых профессиональных посудомоечных машинах на предприятиях общественного питания. Базовая кассета наращивается до нужной высоты с помощью дополнительных секций. Модель отличается штабелированием для удобства хранения и перемещения посуды, а также закрытыми стенками для сохранения чистоты. Стопку кассет можно поместить на тележку и накрыть крышкой, что позволит гигиенично и безопасно сохранить посуду в чистом виде до следующего использования. Изделие выполнено из полипропилена, который отличается износостойкостью, устойчивостью к воздействию химических моющих веществ и высоким температурам.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 500х500х40 мм</li>
<li>Цвет: серый</li>
</ul>",361259,надставка для кассеты,500 мм,500 мм,,,,500x500 мм,0,https://entero.ru/manuals/464044/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tribeca%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,1600,0.6 кг,Турция,Турция,0.6 кг,16 ячеек,
https://cdn.entero.ru/mp@2x/89/75/8975ab3c739fe88e7d7a0fd27d93181f.jpg;https://cdn.entero.ru/mp@2x/2c/a7/2ca733e0f119d70618ab63cc53b06c26.jpg,Секция дополнительная NORMA для кассеты без ячеек закрытая 500х500,Секция дополнительная NORMA для кассеты без ячеек закрытая 500х500,1359,RUB,Да,NORMA,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/346511,"<p>Дополнительная секция без ячеек <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/346511""><b class=""b"">NORMA</b></a> предназначена для безопасной мойки и гигиенического хранения посуды. Закрытые внешние стенки защищают посуду от проникновения во внутрь микробов, грызунов и насекомых. Изделие выполнено из полипропилена, который отличается высокой прочностью, долговечностью, устойчивостью к воздействию химических моющих веществ и высоким температурам.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная температура: 93 °С</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Секция дополнительная <a href=""https://entero.ru/item/346508"">16 ячеек закрытая е2 500х500</a></li>
<li>Секция дополнительная <a href=""https://entero.ru/item/346510"">16 ячеек закрытая е1 500х500</a></li>
<li>Секция дополнительная <a href=""https://entero.ru/item/346514"">25 ячеек закрытая е2 500х500</a></li>
<li>Секция дополнительная <a href=""https://entero.ru/item/346513"">36 ячеек закрытая е2 500х500</a></li>
<li>Секция дополнительная <a href=""https://entero.ru/item/346515"">25 ячеек закрытая е1 500х500</a></li>
<li>Секция дополнительная <a href=""https://entero.ru/item/346512"">49 ячеек закрытая е2 500х500</a></li>
<li>Секция дополнительная <a href=""https://entero.ru/item/346507"">36 ячеек закрытая е1 500Х500</a></li>
<li>Секция дополнительная <a href=""https://entero.ru/item/346509"">49 ячеек закрытая е1 500х500</a></li>
<li>Кассета посудомоечная <a href=""https://entero.ru/item/346518"">базовая 500х500 закрытая</a></li>
<li>Кассета посудомоечная <a href=""https://entero.ru/item/346516"">для столовых приборов 500х500 закрытая</a></li>
<li>Кассета посудомоечная <a href=""https://entero.ru/item/346519"">для подносов 500х500 закрытая</a></li>
<li>Кассета посудомоечная <a href=""https://entero.ru/item/346500"">для тарелок 500х500</a></li>
</ul>",346511,надставка для кассеты,500 мм,500 мм,75 мм,,,500x500 мм,0,https://entero.ru/manuals/481056/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,1599,0.42 кг,,Китай,,,
https://cdn.entero.ru/mp@2x/43/53/4353397c8df395e44d7cda35114d9fd7.jpg,"Надставка для кассеты Tribeca Е2 500х500 мм, закрытая, 25 ячеек","Надставка для кассеты Tribeca Е2 500х500 мм, закрытая, 25 ячеек",1360,RUB,Да,,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/361263,"<p>Надставка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/361263""><b class=""b"">Tribeca Е2</b></a> используется для эффективной и безопасной мойки фужеров, стаканов, бокалов, стопок и рюмок в любых профессиональных посудомоечных машинах на предприятиях общественного питания. Базовая кассета наращивается до нужной высоты с помощью дополнительных секций. Модель отличается штабелированием для удобства хранения и перемещения посуды, а также закрытыми стенками для сохранения чистоты. Стопку кассет можно поместить на тележку и накрыть крышкой, что позволит гигиенично и безопасно сохранить посуду в чистом виде до следующего использования. Изделие выполнено из полипропилена, который отличается износостойкостью, устойчивостью к воздействию химических моющих веществ и высоким температурам.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 500х500х40 мм</li>
<li>Цвет: синий</li>
</ul>",361263,надставка для кассеты,500 мм,500 мм,,,,500x500 мм,0,https://entero.ru/manuals/464046/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tribeca%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,0.9 кг,Турция,Турция,0.9 кг,25 ячеек,
https://cdn.entero.ru/mp@2x/d3/33/d33362af655ad53190c1eb702dace8ff.jpg;https://cdn.entero.ru/mp@2x/ae/db/aedb691170d0e1008639bfb541acf695.jpg,"Надставка для кассеты Tribeca Е2 500х500 мм, закрытая, 36 ячеек","Надставка для кассеты Tribeca Е2 500х500 мм, закрытая, 36 ячеек",1380,RUB,Да,,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/361273,"<p>Надставка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/361273""><b class=""b"">Tribeca Е2</b></a> используется для эффективной и безопасной мойки фужеров, стаканов, бокалов, стопок и рюмок в любых профессиональных посудомоечных машинах на предприятиях общественного питания. Базовая кассета наращивается до нужной высоты с помощью дополнительных секций. Модель отличается штабелированием для удобства хранения и перемещения посуды, а также закрытыми стенками для сохранения чистоты. Стопку кассет можно поместить на тележку и накрыть крышкой, что позволит гигиенично и безопасно сохранить посуду в чистом виде до следующего использования. Изделие выполнено из полипропилена, который отличается износостойкостью, устойчивостью к воздействию химических моющих веществ и высоким температурам.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 500х500х40 мм</li>
<li>Цвет: зеленый</li>
</ul>",361273,надставка для кассеты,500 мм,500 мм,,,,500x500 мм,0,https://entero.ru/manuals/464054/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tribeca%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,1917,0.8 кг,Турция,Турция,0.8 кг,36 ячеек,
https://cdn.entero.ru/mp@2x/80/db/80db4ae8d8e3691c86208a2a1f505793.jpg;https://cdn.entero.ru/mp@2x/5c/fa/5cfa94408ded4e53d63976de6781a057.jpg,"Надставка для кассеты Tribeca Е1 500х500 мм, закрытая, 25 ячеек","Надставка для кассеты Tribeca Е1 500х500 мм, закрытая, 25 ячеек",1417,RUB,Да,,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/361260,"<p>Надставка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/361260""><b class=""b"">Tribeca Е1</b></a> используется для эффективной и безопасной мойки фужеров, стаканов, бокалов, стопок и рюмок в любых профессиональных посудомоечных машинах на предприятиях общественного питания. Базовая кассета наращивается до нужной высоты с помощью дополнительных секций. Модель отличается штабелированием для удобства хранения и перемещения посуды, а также закрытыми стенками для сохранения чистоты. Стопку кассет можно поместить на тележку и накрыть крышкой, что позволит гигиенично и безопасно сохранить посуду в чистом виде до следующего использования. Изделие выполнено из полипропилена, который отличается износостойкостью, устойчивостью к воздействию химических моющих веществ и высоким температурам.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 500х500х40 мм</li>
<li>Цвет: синий</li>
</ul>",361260,надставка для кассеты,500 мм,500 мм,,,,500x500 мм,0,https://entero.ru/manuals/464045/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tribeca%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,1667,0.9 кг,Турция,Турция,0.9 кг,25 ячеек,
https://cdn.entero.ru/mp@2x/f2/b0/f2b09eddd9424eb2121bead36a62a744.jpg;https://cdn.entero.ru/mp@2x/2f/93/2f9384199fc5ccabc1e99b14055ae3c0.jpg,"Кассета для столовых приборов Tribeca 450x193x184 мм, 8 ячеек","Кассета для столовых приборов Tribeca 450x193x184 мм, 8 ячеек",1422,RUB,Да,,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/361343,"<p>Кассета <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/361343""><b class=""b"">Tribeca</b></a> используется для мытья столовых приборов и мелкого кухонного инвентаря в любых профессиональных посудомоечных машинах на предприятиях общественного питания. Модель можно использовать для перемещения столовых приборов в зоны сервировки и раздачи еды. Изделие выполнено из пластика, безопасного для контакта с посудой и кухонным инвентарем, отличается износостойкостью, устойчивостью к воздействию химических моющих веществ и высоким температурам.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 450х193х184 мм</li>
</ul>",361343,кассета для столовых приборов,450 мм,193 мм,184 мм,,,,0,https://entero.ru/manuals/464088/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tribeca%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,1.2 кг,Турция,Турция,,8 ячеек,
https://cdn.entero.ru/mp@2x/4f/ad/4fadb0fb6497d6a79e2684ca008863ae.jpg;https://cdn.entero.ru/mp@2x/5e/4b/5e4b748f411c0148a27fdc949f025bf4.jpg,"Надставка для кассеты Tribeca Е1 500х500 мм, закрытая, 36 ячеек","Надставка для кассеты Tribeca Е1 500х500 мм, закрытая, 36 ячеек",1509,RUB,Да,,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/361265,"<p>Надставка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/361265""><b class=""b"">Tribeca Е1</b></a> используется для эффективной и безопасной мойки фужеров, стаканов, бокалов, стопок и рюмок в любых профессиональных посудомоечных машинах на предприятиях общественного питания. Базовая кассета наращивается до нужной высоты с помощью дополнительных секций. Модель отличается штабелированием для удобства хранения и перемещения посуды, а также закрытыми стенками для сохранения чистоты. Стопку кассет можно поместить на тележку и накрыть крышкой, что позволит гигиенично и безопасно сохранить посуду в чистом виде до следующего использования. Изделие выполнено из полипропилена, который отличается износостойкостью, устойчивостью к воздействию химических моющих веществ и высоким температурам.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 500х500х40 мм</li>
<li>Цвет: зеленый</li>
</ul>",361265,надставка для кассеты,500 мм,500 мм,,,,500x500 мм,0,https://entero.ru/manuals/464047/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tribeca%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,1 кг,Турция,Турция,1 кг,36 ячеек,
https://cdn.entero.ru/mp@2x/8a/7e/8a7e91adfb2b8ef89b5cfd73dad01f7a.jpg,Дополнительная секция к кассете P.L. Proff Cuisine 90001082 на 25 ячеек,JD25E2,1547,RUB,Да,,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/319360,"<p>Дополнительная секция <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/319360""><b class=""b"">P.L. Proff Cuisine 90001082 </b></a>используется совместно с <a href=""https://entero.ru/item/299137"">кассеттой 90001076</a> для мойки и хранения бокалов и аналогичной посуды на предприятиях общественного питания. Модель квадратного сечения оснащена 25 ячейками, перфорированным дном и бортами. Изделие выполнено из пластика.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер ячейки: 90х90х45 мм </li>
</ul>",319360,надставка для кассеты,,,,,,500x500 мм,0,,2091,,,Китай,,25 ячеек,90х90х45 мм
https://cdn.entero.ru/mp@2x/60/f6/60f61229be08a9ee8974f2f5c0ccd9c4.jpg;https://cdn.entero.ru/mp@2x/19/a8/19a8eed275238a5598e1acc21b8543c9.jpg,Секция дополнительная NORMA 49 ячеек закрытая е2 500х500,Секция дополнительная NORMA 49 ячеек закрытая е2 500х500,1553,RUB,Да,NORMA,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/346512,"<p>Дополнительная секция <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/346512""><b class=""b"">NORMA</b></a> предназначена для безопасной мойки и гигиенического хранения посуды. Закрытые внешние стенки защищают посуду от проникновения во внутрь микробов, грызунов и насекомых. Ячейки внутри секции имеют специальные выемки для беспрепятственного проникновения воды и моющих средств ко всей поверхности посуды, что обеспечивает эффективную мойку. Изделие выполнено из полипропилена, который отличается высокой прочностью, долговечностью, устойчивостью к воздействию химических моющих веществ и высоким температурам.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная температура: 93 °С</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Кассета посудомоечная <a href=""https://entero.ru/item/346518"">базовая 500х500 закрытая</a></li>
<li>Секция дополнительная <a href=""https://entero.ru/item/346509"">49 ячеек закрытая е1 500х500</a></li>
<li>Секция дополнительная <a href=""https://entero.ru/item/346511"">без ячеек закрытая 500х500</a></li>
</ul>",346512,надставка для кассеты,500 мм,500 мм,75 мм,,,500x500 мм,0,https://entero.ru/manuals/481055/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,1827,0.8 кг,,Китай,,49 ячеек,
https://cdn.entero.ru/mp@2x/ee/d0/eed0c3818c0e32349fc09783426b4180.jpg;https://cdn.entero.ru/mp@2x/84/17/8417984eb3b84ecb56632da4f68e2d8e.jpg,"Надставка для кассеты Tribeca Е1 500х500 мм, закрытая, 49 ячеек","Надставка для кассеты Tribeca Е1 500х500 мм, закрытая, 49 ячеек",1588,RUB,Да,,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/361277,"<p>Надставка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/361277""><b class=""b"">Tribeca Е1</b></a> используется для эффективной и безопасной мойки фужеров, стаканов, бокалов, стопок и рюмок в любых профессиональных посудомоечных машинах на предприятиях общественного питания. Базовая кассета наращивается до нужной высоты с помощью дополнительных секций. Модель отличается штабелированием для удобства хранения и перемещения посуды, а также закрытыми стенками для сохранения чистоты. Стопку кассет можно поместить на тележку и накрыть крышкой, что позволит гигиенично и безопасно сохранить посуду в чистом виде до следующего использования. Изделие выполнено из полипропилена, который отличается износостойкостью, устойчивостью к воздействию химических моющих веществ и высоким температурам.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 500х500х40 мм</li>
<li>Цвет: красный</li>
</ul>",361277,надставка для кассеты,500 мм,500 мм,,,,500x500 мм,0,https://entero.ru/manuals/464062/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tribeca%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,0.9 кг,Турция,Турция,0.9 кг,49 ячеек,
https://cdn.entero.ru/mp@2x/52/25/52253076bf7b85d5eb37873c75519ac4.jpg;https://cdn.entero.ru/mp@2x/d0/1e/d01ea288656d1fd5d9f24ee8f372d29b.jpg,"Надставка для кассеты Tribeca 500х500 мм, закрытая","Надставка для кассеты Tribeca 500х500 мм, закрытая",1608,RUB,Да,,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/361366,"<p>Надставка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/361366""><b class=""b"">Tribeca</b></a> используется для эффективной и безопасной мойки фужеров, стаканов, бокалов, стопок, рюмок в любых профессиональных посудомоечных машинах на предприятиях общественного питания. Модель является дополнением для наращивания полноразмерной кассеты для стекла и гарантирует максимальную гигиену при мойке и сушке посуды и кухонного инвентаря. Изделие выполнено из пластика, который отличается износостойкостью, устойчивостью к воздействию химических моющих веществ и высоким температурам.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 500х510х40 мм</li>
</ul>",361366,надставка для кассеты,500 мм,500 мм,,,,500x500 мм,0,https://entero.ru/manuals/464188/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tribeca%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,2144,1.2 кг,Турция,Турция,1.2 кг,,
https://cdn.entero.ru/mp@2x/1b/99/1b9952128b5f132dfea13fa5803c4c27.jpg;https://cdn.entero.ru/mp@2x/23/b3/23b31c425ace36d9d58aa29f72bb342f.jpg,"Надставка для кассеты Tribeca Е2 500х500 мм, закрытая, 49 ячеек","Надставка для кассеты Tribeca Е2 500х500 мм, закрытая, 49 ячеек",1617,RUB,Да,,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/361280,"<p>Надставка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/361280""><b class=""b"">Tribeca Е2</b></a> используется для эффективной и безопасной мойки фужеров, стаканов, бокалов, стопок и рюмок в любых профессиональных посудомоечных машинах на предприятиях общественного питания. Базовая кассета наращивается до нужной высоты с помощью дополнительных секций. Модель отличается штабелированием для удобства хранения и перемещения посуды, а также закрытыми стенками для сохранения чистоты. Стопку кассет можно поместить на тележку и накрыть крышкой, что позволит гигиенично и безопасно сохранить посуду в чистом виде до следующего использования. Изделие выполнено из полипропилена, который отличается износостойкостью, устойчивостью к воздействию химических моющих веществ и высоким температурам.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 500х500х40 мм</li>
<li>Цвет: красный</li>
</ul>",361280,надставка для кассеты,500 мм,500 мм,,,,500x500 мм,0,https://entero.ru/manuals/464076/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tribeca%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,0.92 кг,Турция,Турция,0.92 кг,49 ячеек,
https://cdn.entero.ru/mp@2x/fc/94/fc9432989d3c6c99827baafd6acaaaa9.jpg;https://cdn.entero.ru/mp@2x/05/da/05dafe19f1313529fab5e37ed6099012.jpg,Секция дополнительная NORMA 16 ячеек закрытая е2 500х500,Секция дополнительная NORMA 16 ячеек закрытая е2 500х500,1670,RUB,Да,NORMA,Профоборудование,Посудомоечное,Кассеты для посудомоечных машин,https://entero.ru/item/346508,"<p>Дополнительная секция <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/346508""><b class=""b"">NORMA</b></a> предназначена для безопасной мойки и гигиенического хранения посуды. Закрытые внешние стенки защищают посуду от проникновения во внутрь микробов, грызунов и насекомых. Ячейки внутри секции имеют специальные выемки для беспрепятственного проникновения воды и моющих средств ко всей поверхности посуды, что обеспечивает эффективную мойку. Изделие выполнено из полипропилена, который отличается высокой прочностью, долговечностью, устойчивостью к воздействию химических моющих веществ и высоким температурам.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная температура: 93 °С</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Кассета посудомоечная <a href=""https://entero.ru/item/346518"">базовая 500х500 закрытая</a></li>
<li>Секция дополнительная <a href=""https://entero.ru/item/346510"">16 ячеек закрытая е1 500х500</a></li>
<li>Секция дополнительная <a href=""https://entero.ru/item/346511"">без ячеек закрытая 500х500</a></li>
</ul>",346508,надставка для кассеты,500 мм,500 мм,75 мм,,,500x500 мм,0,https://entero.ru/manuals/481053/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,0.58 кг,,Китай,,16 ячеек,
