Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Температурный режим,Напряжение,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Объем,Количество уровней,Вес (с упаковкой),Конструкция,Потребляемая мощность,Крышка,Ширина (в упаковке),Глубина (в упаковке),Высота (в упаковке),Количество корзин в комплекте,Цвет корпуса,Цвет отделки,No-frost
https://cdn.entero.ru/mp@2x/2d/2b/2d2bf8d3fd1c95074db79505b3f7aa36.jpg;https://cdn.entero.ru/mp@2x/df/c6/dfc62131599a1fdf68b65ac4c045b796.jpg,Ларь морозильный Frostor GELLAR FG 400 C серый,сн88,41800,RUB,Нет,Frostor,Профоборудование,Холодильное,Лари,https://entero.ru/item/100326,"<p>Морозильный ларь <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/100326""><b class=""b"">Frostor GELLAR FG 400 C</b></a> серии Classic предназначен для демонстрации, заморозки и длительного хранения продуктов и полуфабрикатов на предприятиях общественного питания и торговли. Крышка оснащена прямыми стеклами. Корпус изготовлен из оцинкованной пластифицированной стали и алюминия, теплоизоляция – из пенополиуретана, рама – из ударопрочного АБС-пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Статистическое охлаждение</li>
<li>Принудительная оттайка</li>
<li>Компрессор Zanussi</li>
<li>Алюминиевый испаритель типа SKIN</li>
<li>Легкосъемные направляющие для стекол</li>
<li>Высокая герметичность камеры</li>
<li>Увеличенный кпд холодильной системы</li>
<li>Хладагент: R134a</li>
<li>Закаленное энергосберегающее K-стекло Pilkington</li>
<li>Низкое энергопотребление</li>
<li>Колеса</li>
<li>Замок</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная температура окружающей среды: 30 °C</li>
<li>Толщина теплоизоляции: 65 мм</li>
<li>Габариты в упаковке: 1230х650х950 мм</li>
<li>Цвет: серый</li>
</ul>

<p><b>Опции (заказываются отдельно): </b></p>

<ul>
<li>Климатический класс ST+</li>
<li>Установка LED-подсветки</li>
<li>Индивидуальное декорирование (брендирование)</li>
</ul>",100326,морозильный,от -25 до -12 °С,220 В,1210 мм,600 мм,850 мм,,Россия,,,0,https://entero.ru/manuals/91795/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Frostor%20GELLAR%20FG%20400%20C.pdf;https://entero.ru/manuals/91796/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Frostor%20GELLAR%20FG%20400%20C.pdf;https://entero.ru/manuals/280652/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8.pdf,44000,,56 кг,380 л,,,горизонтальная,,прозрачная,,,,4,белый,серый,
https://cdn.entero.ru/mp@2x/b5/bb/b5bb5fef73d6bf1eacb15426f520f64d.jpg;https://cdn.entero.ru/mp@2x/e6/43/e643de802b2c1e3316ec9c80896f8e79.jpg;https://cdn.entero.ru/mp@2x/b6/92/b69291a9563bfc2040bd44b92f5f6a92.jpg,Ларь морозильный Liebherr EFI 1403,EFI 1403 001 21 / 9550000027787,50770,RUB,Нет,Liebherr,Профоборудование,Холодильное,Лари,https://entero.ru/item/128478,"<p>Морозильный ларь <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128478""><b class=""b"">Liebherr​ EFI 1403</b></a> предназначен для демонстрации, заморозки и длительного хранения продуктов и полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена раздвижной крышкой из гнуто-наклонного стекла. Корпус и внутренняя обшивка выполнены из стали, рама - из пластика и алюминия.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Механическая система управления</li>
<li>Статическая система охлаждения</li>
<li>Ручная разморозка</li>
<li>Внутренний аналоговый индикатор температуры</li>
<li>Отвод талой воды</li>
<li>Функция подогрева рамы горячим воздухом для устранения конденсата на стеклах</li>
<li>Подвесные корзины для более простого доступа к замороженным продуктам</li>
<li>Сдвижная стеклянная крышка для оптимального обзора и легкости извлечения</li>
<li>Съемная рама с закругленными углами в верхней части</li>
<li>Одинарные закаленные стекла, устойчивые к повреждениям и колебаниям температуры</li>
<li>Подвижные ролики из полиуретана для большего удобства перемещения</li>
<li>Экологически безопасный хладагентладагент R600a</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем:
<ul>
<li>Общий: 138 л</li>
<li>Полезный: 90 л</li>
</ul>
</li>
<li>Площадь выкладки: 0,3 м<sup>2</sup></li>
<li>Уровень шума: 42 дБ</li>
<li>Климатический класс: 7</li>
<li>Температура окружающего воздуха: от 10 до 35 °С​</li>
<li>Мощность: 0,137 кВт</li>
<li>Энергопотребление:
<ul>
<li>Сутки: 1,101 кВт*ч/сутки</li>
<li>Год: 402 кВт*ч/год</li>
</ul>
</li>
<li>Толщина изоляции: 60 мм</li>
<li>Диаметр роликов: 50 мм</li>
<li>Внутренние размеры: 500х535х490 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Замок с 2 ключами</li>
<li>Сетчатая перегородка 250 мм</li>
<li>Сетчатая перегородка 210 мм</li>
<li>Серые резиновые бамперы</li>
<li>Поворотные ролики с тормозом</li>
</ul>",128478,морозильный,от -24 до -10 °С,220 В,625 мм,661 мм,825 мм,,Малайзия,,,0,https://entero.ru/manuals/141528/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Liebherr%20EFI%201403.pdf,,,41.1 кг,138 л,,,горизонтальная,0.046 кВт/ч,прозрачная,,,,2,белый,серый,
https://cdn.entero.ru/mp@2x/20/91/2091cc99fc7618a68a82424b5541a4b6.jpg;https://cdn.entero.ru/mp@2x/cf/37/cf373f9eeafa7fcf6816e266990a5684.jpg;https://cdn.entero.ru/mp@2x/2d/61/2d61c25a59bcf24d8b489ab871051109.jpg;https://cdn.entero.ru/mp@2x/a4/e9/a4e9dbba309aad89905552fdff2a9f94.jpg,Ларь морозильный Aucma BD-446,Ларь морозильный Aucma BD-446,39017,RUB,Нет,Aucma,Профоборудование,Холодильное,Лари,https://entero.ru/item/86209,"<p>Морозильный ларь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/86209"">Aucma BD-446</a></b> используется на предприятиях общественного питания и торговли для заморозки и длительного хранения продуктов и полуфабрикатов. Модель оснащена корзиной из стальной проволоки с порошковым покрытием и 2 откидными литыми крышками с нескользящими ручками и замками. Корпус выполнен из рельефного алюминия, внутренний короб - из алюминия, крышка - из пластмассы, покрытой порошковой краской CRS (холоднокатаная сталь), шарниры - из металла с пластиковым покрытием, теплоизоляция - из полиуретана толщиной 70 мм.</p>

<p>В комплект поставки входит пластиковый скребок.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Фреоновый компрессор</li>
<li>Режим «Супер заморозка»</li>
<li>Ручная разморозка</li>
<li>Механический циферблат</li>
<li>Внутренняя подсветка</li>
<li>Индикатор для включенного компрессора</li>
<li>Отверстие для спуска воды</li>
<li>Трубчатый испаритель в запененной части</li>
<li>Выносной трубчатый конденсатор охлаждаемый вентилятором</li>
<li>Хладагент: R134a</li>
<li>Климатический класс: 4+</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем:
<ul>
<li>Общий: 446 л</li>
<li>Полезный: 434 л</li>
</ul>
</li>
<li>Толщина стенок: 70 мм</li>
<li>Номинальная мощность: 2,53 кВт</li>
<li>Габариты внутреннего короба: 1380х508х672 мм</li>
<li>Габариты в упаковке: 1615х775х895 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",86209,морозильный,от -25 до -18 °С,220 В,1523 мм,725 мм,842 мм,,Китай,,,0,https://entero.ru/manuals/65191/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Aucma%20BD-446.pdf;https://entero.ru/manuals/65664/%D0%9F%D1%80%D0%B5%D0%B8%D0%BC%D1%83%D1%89%D0%B5%D1%81%D1%82%D0%B2%D0%B0%20%D0%BB%D0%B0%D1%80%D0%B5%D0%B9%20Aucma%20%D0%BF%D0%B5%D1%80%D0%B5%D0%B4%20%D0%A1%D0%BD%D0%B5%D0%B6%20%D0%B8%20Frostor.docx;https://entero.ru/manuals/81639/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,41071,,68 кг,446 л,,,горизонтальная,2 кВт/ч,глухая,,,,1,белый,белый,
https://cdn.entero.ru/mp@2x/59/e8/59e86edbb1a49716785af00791cb7515.jpg;https://cdn.entero.ru/mp@2x/60/15/60159c9e7101573efb2ea2b6e59d0353.jpg;https://cdn.entero.ru/mp@2x/66/2b/662bb13024be01f7cac0fca389c4c3e8.jpg,Ларь морозильный Frostor GELLAR FG 350 E серый,Ларь морозильный Frostor GELLAR FG 350 E серый,39983,RUB,Нет,Frostor,Профоборудование,Холодильное,Лари,https://entero.ru/item/100351,"<p>Морозильный ларь <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/100351""><b class=""b"">Frostor GELLAR FG 350 E</b></a> серии Elegance предназначен для демонстрации, заморозки и длительного хранения продуктов и полуфабрикатов на предприятиях общественного питания и торговли. Крышка оснащена изогнутыми стеклами, предотвращающими появление бликов и улучшающими обзор товара. Корпус изготовлен из оцинкованной пластифицированной стали, либо из алюминия, теплоизоляция – из пенополиуретана, рама – из ударопрочного АБС-пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Статистическое охлаждение</li>
<li>Принудительная оттайка</li>
<li>Компрессор Zanussi</li>
<li>Алюминиевый испаритель типа SKIN</li>
<li>Легкосъемные направляющие для стекол</li>
<li>Высокая герметичность камеры</li>
<li>Увеличенный кпд холодильной системы</li>
<li>Хладагент: R134a</li>
<li>Закаленное энергосберегающее K-стекло Pilkington</li>
<li>Низкое энергопотребление</li>
<li>Колеса</li>
<li>Замок</li>
</ul>

<p><b>Дополнительные ха</b><b>рактеристики:</b></p>

<ul>
<li>Максимальная температура окружающей среды: 30 °C</li>
<li>Толщина теплоизоляции: 65 мм</li>
<li>Габариты в упаковке: 1030х700х930 мм</li>
<li>Цвет: серый</li>
</ul>

<p><b>Опции (заказываются отдельно): </b></p>

<ul>
<li>Климатический класс ST+</li>
<li>Установка LED-подсветки</li>
<li>Индивидуальное декорирование (брендирование)</li>
</ul>",100351,морозильный,от -25 до -12 °С,220 В,1010 мм,650 мм,850 мм,,Россия,,,0,https://entero.ru/manuals/91845/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Frostor%20GELLAR%20FG%20350%20E.pdf;https://entero.ru/manuals/91846/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Frostor%20GELLAR%20FG%20350%20E.pdf;https://entero.ru/manuals/280647/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8.pdf,42535,,52 кг,335 л,,,горизонтальная,,прозрачная,,,,3,,серый,
https://cdn.entero.ru/mp@2x/81/3e/813ebbb3cc5d1d4a6be97fcfc67ef970.jpg,Ларь морозильный ITALFROST (CRYSPI) CF300S без корзин,ЛН 300 (СF 300 S) ЛМ221,32344,RUB,Нет,ITALFROST (CRYSPI),Профоборудование,Холодильное,Лари,https://entero.ru/item/53063,"<p>Морозильный ларь<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/53063""><b class=""b""> Italfrost CF300S</b></a> предназначен для заморозки и длительного хранения продуктов и полуфабрикатов на предприятиях пищевой промышленности. Корпус изготовлен из оцинкованной стали с пенополиуретановой теплоизоляцией, внутреннее покрытие - из буклированного алюминия.</p>

<p>В комплект поставки входит замок. Корзины приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Оригинальный энергосберегающий компрессор Electrolux (ACC)/Aspera с большим запасом мощности и надежной защитой от скачков напряжения в сети</li>
<li>Прогрессивная схема холодильного контура с поверхностным конденсатором (skin condenser)</li>
<li>Экологически безопасный хладагент R134a</li>
<li>Высокая загрузочная линия ларя (680 мм)</li>
<li>Глухая крышка изготовлена из высококачественного морозостойкого (до -50°С) пенополиуретана большой плотности толщиной 6 см</li>
<li>Для крепления крышки применены надежные петли, прошедшие многократные испытания в жестких условиях</li>
<li>Эргономичная ручка изготовлена методом литья из пластика</li>
<li>Регулируемые по высоте опор</li>
<li>Упаковка: стрейч-пленка (полностью), гофрированный картон (частично), термоусадочная пленка (частично), пенопласт (частично), деревянная обрешетка с горизонтальными и вертикальными ребрами жесткости (каждое 30 см), поддон. Максимальное количество ярусов при транспортировке - 2</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Нанесение логотипа бренда на корпус ларя</li>
<li>Крышка из шлифованной нержавеющей стали</li>
<li>Корзины 560х220х310 мм с перегородками</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 4 корзины</li>
<li>Климатический класс: 4</li>
</ul>",53063,морозильный,от -25 до -18 °С,220 В,1017 мм,662 мм,904 мм,,Россия,,,0,https://entero.ru/manuals/22910/%D0%9C%D0%BE%D1%80%D0%BE%D0%B7%D0%B8%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5%20%D0%BB%D0%B0%D1%80%D0%B8%20Italfrost.pdf;https://entero.ru/manuals/294945/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ITALFROST%20%28CRYSPI%29%20CF300S.pdf,35157,,55 кг,319 л,,,горизонтальная,0.2 кВт/ч,глухая,,,,,белый,белый,
https://cdn.entero.ru/mp@2x/23/e0/23e075de5244ea7d5c217e3c3c50eca7.jpg;https://cdn.entero.ru/mp@2x/f9/d0/f9d08e2147a921f9b25c9af6e3494011.jpg,Ларь морозильный Frostor GELLAR FG 250 E красный (R290),Ларь морозильный Frostor GELLAR FG 250 E красный (R290),37287,RUB,Нет,Frostor,Профоборудование,Холодильное,Лари,https://entero.ru/item/86517,"<p>Морозильный ларь <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/86517""><b class=""b"">Frostor GELLAR FG 250 E</b></a> серии Elegance предназначен для демонстрации, заморозки и длительного хранения продуктов и полуфабрикатов на предприятиях общественного питания и торговли. Крышка оснащена изогнутыми стеклами, предотвращающими появление бликов и улучшающими обзор товара. Корпус изготовлен из оцинкованной пластифицированной стали, либо из алюминия, теплоизоляция – из пенополиуретана, рама – из ударопрочного АБС-пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Статистическое охлаждение</li>
<li>Принудительная оттайка</li>
<li>Компрессор Zanussi</li>
<li>Алюминиевый испаритель типа SKIN</li>
<li>Легкосъемные направляющие для стекол</li>
<li>Высокая герметичность камеры</li>
<li>Увеличенный кпд холодильной системы</li>
<li>Хладагент: R290</li>
<li>Закаленное энергосберегающее K-стекло Pilkington</li>
<li>Низкое энергопотребление</li>
<li>Колеса</li>
<li>Замок</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная температура окружающей среды: 30°C</li>
<li>Толщина теплоизоляции: 65 мм</li>
<li>Габариты в упаковке: 830х700х930 мм</li>
<li>Цвет: красный</li>
</ul>

<p><b>Опции (заказываются отдельно): </b></p>

<ul>
<li>Климатический класс ST+</li>
<li>Установка LED-подсветки</li>
<li>Индивидуальное декорирование (брендирование)</li>
</ul>",86517,морозильный,от -25 до -12 °С,220 В,810 мм,650 мм,850 мм,,Россия,,,0,https://entero.ru/manuals/65831/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Frostor%20GELLAR%20FG%20250%20E.pdf;https://entero.ru/manuals/73288/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Frostor%20GELLAR%20FG%20250%20E.pdf;https://entero.ru/manuals/280642/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8.pdf,,,47 кг,260 л,,,горизонтальная,,прозрачная,,,,3,белый,красный,
https://cdn.entero.ru/mp@2x/bd/ff/bdff2e0a9048bda176ac4ec35e42d79c.jpg,Ларь морозильный ITALFROST (CRYSPI) CF500S без корзин,ЛН 500 (СF 500 S) ЛМ223,39045,RUB,Нет,ITALFROST (CRYSPI),Профоборудование,Холодильное,Лари,https://entero.ru/item/53064,"<p>Морозильный ларь<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/53064""><b class=""b""> Italfrost CF500S</b></a> предназначен для заморозки и длительного хранения продуктов и полуфабрикатов на предприятиях пищевой промышленности. Корпус изготовлен из оцинкованной стали с пенополиуретановой теплоизоляцией, внутреннее покрытие - из буклированного алюминия.</p>

<p>В комплект поставки входит замок. Корзины приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Оригинальный энергосберегающий компрессор Electrolux (ACC)/Aspera с большим запасом мощности и надежной защитой от скачков напряжения в сети</li>
<li>Прогрессивная схема холодильного контура с поверхностным конденсатором (skin condenser)</li>
<li>Экологически безопасный хладагент R134a</li>
<li>Высокая загрузочная линия ларя (680 мм)</li>
<li>Глухая крышка изготовлена из высококачественного морозостойкого (до -50°С) пенополиуретана большой плотности толщиной 6 см</li>
<li>Для крепления крышки применены надежные петли, прошедшие многократные испытания в жестких условиях</li>
<li>Эргономичная ручка изготовлена методом литья из пластика</li>
<li>Регулируемые по высоте опор</li>
<li>Упаковка: стрейч-пленка (полностью), гофрированный картон (частично), термоусадочная пленка (частично), пенопласт (частично), деревянная обрешетка с горизонтальными и вертикальными ребрами жесткости (каждое 30 см), поддон. Максимальное количество ярусов при транспортировке - 2</li>
</ul>

<p><b>Опции:</b></p>

<ul>
<li>Нанесение логотипа бренда на корпус ларя</li>
<li>Крышка из шлифованной нержавеющей стали</li>
<li>Корзины 560х220х310 мм с перегородками</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 6 корзин</li>
<li>Климатический класс: 4</li>
</ul>",53064,морозильный,от -25 до -18 °С,220 В,1437 мм,662 мм,904 мм,,Россия,,,0,https://entero.ru/manuals/22918/%D0%9C%D0%BE%D1%80%D0%BE%D0%B7%D0%B8%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5%20%D0%BB%D0%B0%D1%80%D0%B8%20Italfrost.pdf;https://entero.ru/manuals/294942/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ITALFROST%20%28CRYSPI%29%20CF500S.pdf,42440,,72 кг,485 л,,,горизонтальная,0.3 кВт/ч,глухая,,,,,белый,,
https://cdn.entero.ru/mp@2x/25/66/256661a54881af43ff47bd0ba4e872e7.jpg;https://cdn.entero.ru/mp@2x/73/97/73973a8e6ea38166a99ef578ca7e84fb.jpg,Ларь морозильный Haier HCE379R,Ларь морозильный Haier HCE379R,47990,RUB,Нет,Haier,Профоборудование,Холодильное,Лари,https://entero.ru/item/199007,"<p>Морозильный ларь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/199007"">Haier HCE379R</a></b> предназначен для демонстрации, заморозки и длительного хранения продуктов и полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена электронным типом управления, лампой внутреннего освещения, дверным замком и закругленными углами. Внутренний короб выполнен из алюминия.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Функция супер-замораживания</li>
<li>Прямое охлаждение</li>
<li>Технология запенивания Cellular Foaming для снижения теплопроводности</li>
<li>Фиксация крышки в открытом положении</li>
<li>Энергетический класс: А+</li>
<li>Климатический класс: SN-T</li>
<li>Трапециевидный дизайн уплотнителя</li>
<li>Хладагент: R600a</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Полезный объем: 379 л</li>
<li>Мощность замораживания: 22 кг/сутки</li>
<li>Уровень шума: 44 дБ</li>
<li>Габариты в упаковке: 1300х775х895 мм</li>
</ul>",199007,морозильный,от -26 до -12 °С,220 В,1240 мм,745 мм,845 мм,,Китай,,,0,https://entero.ru/manuals/231619/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Haier%20HCE379R.pdf;https://entero.ru/manuals/231620/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/231621/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Haier.pdf,50516,https://vk.com/video_ext.php?oid=-177656185&id=456239621&hd=2&autoplay=0;https://vk.com/video_ext.php?oid=-177656185&id=456240103&hd=2&autoplay=0;https://vk.com/video_ext.php?oid=-177656185&id=456240363&hd=2&autoplay=0,54 кг,384 л,,,горизонтальная,,глухая,,,,2,белый,,
https://cdn.entero.ru/mp@2x/a6/f5/a6f5b34ab287b9e59acbea5e33c28d55.jpg;https://cdn.entero.ru/mp@2x/05/2c/052c63330bc7de1f7361e09873176ee5.jpg;https://cdn.entero.ru/mp@2x/14/4e/144eb8a4d39237c2919e8f94f81e17fb.jpg,Ларь морозильный Haier HCE259R,Ларь морозильный Haier HCE259R,33990,RUB,Нет,Haier,Профоборудование,Холодильное,Лари,https://entero.ru/item/199005,"<p>Морозильный ларь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/199005"">Haier HCE259R</a></b> предназначен для демонстрации, заморозки и длительного хранения продуктов и полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена электронным типом управления, лампой внутреннего освещения, дверным замком и закругленными углами. Внутренний короб выполнен из алюминия.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Функция супер-замораживания</li>
<li>Прямое охлаждение</li>
<li>Технология запенивания Cellular Foaming для снижения теплопроводности</li>
<li>Фиксация крышки в открытом положении</li>
<li>Энергетический класс: А+</li>
<li>Климатический класс: SN-T</li>
<li>Трапециевидный дизайн уплотнителя</li>
<li>Хладагент: R600a</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Полезный объем: 259 л</li>
<li>Мощность замораживания: 20 кг/сутки</li>
<li>Уровень шума: 40 дБ</li>
<li>Габариты в упаковке: 980х775х895 мм</li>
</ul>",199005,морозильный,от -26 до -12 °С,220 В,920 мм,755 мм,845 мм,,Китай,,,0,https://entero.ru/manuals/231613/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Haier%20HCE259R.pdf;https://entero.ru/manuals/231614/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/231615/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Haier.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456239621&hd=2&autoplay=0;https://vk.com/video_ext.php?oid=-177656185&id=456240103&hd=2&autoplay=0;https://vk.com/video_ext.php?oid=-177656185&id=456240363&hd=2&autoplay=0,41 кг,261 л,,,горизонтальная,,глухая,,,,1,белый,,
https://cdn.entero.ru/mp@2x/34/a7/34a78586f28c3e2fbf1eabc12e3b7e8c.jpg;https://cdn.entero.ru/mp@2x/e0/33/e033b8faa89429383fc17ab47d3562b5.jpg,Ларь морозильный ITALFROST (CRYSPI) CF200S без корзин,ЛМ220 ЛН 200 (СF 200 S),37188,RUB,Нет,ITALFROST (CRYSPI),Профоборудование,Холодильное,Лари,https://entero.ru/item/53062,"<p>Морозильный ларь<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/53062""><b class=""b""> Italfrost CF200S</b></a> предназначен для заморозки и длительного хранения продуктов и полуфабрикатов на предприятиях пищевой промышленности. Корпус изготовлен из оцинкованной стали с пенополиуретановой теплоизоляцией, внутреннее покрытие - из буклированного алюминия.</p>

<p>В комплект поставки входит замок. Корзины приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Оригинальный энергосберегающий компрессор Electrolux (ACC)/Aspera с большим запасом мощности и надежной защитой от скачков напряжения в сети</li>
<li>Прогрессивная схема холодильного контура с поверхностным конденсатором (skin condenser)</li>
<li>Экологически безопасный хладагент R134a</li>
<li>Высокая загрузочная линия ларя (680 мм)</li>
<li>Глухая крышка изготовлена из высококачественного морозостойкого (до -50°С) пенополиуретана большой плотности толщиной 6 см</li>
<li>Для крепления крышки применены надежные петли, прошедшие многократные испытания в жестких условиях</li>
<li>Эргономичная ручка изготовлена методом литья из пластика</li>
<li>Регулируемые по высоте опор</li>
<li>Упаковка: стрейч-пленка (полностью), гофрированный картон (частично), термоусадочная пленка (частично), пенопласт (частично), деревянная обрешетка с горизонтальными и вертикальными ребрами жесткости (каждое 30 см), поддон. Максимальное количество ярусов при транспортировке - 2</li>
</ul>

<p><b>Опции:</b></p>

<ul>
<li>Нанесение логотипа бренда на корпус ларя</li>
<li>Крышка из шлифованной нержавеющей стали</li>
<li>Корзины 560х220х310 мм с перегородками</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 3 корзины</li>
<li>Климатический класс: 4</li>
</ul>",53062,морозильный,от -25 до -18 °С,220 В,807 мм,662 мм,904 мм,,Россия,,,0,https://entero.ru/manuals/22906/%D0%9C%D0%BE%D1%80%D0%BE%D0%B7%D0%B8%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5%20%D0%BB%D0%B0%D1%80%D0%B8%20Italfrost.pdf;https://entero.ru/manuals/294944/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ITALFROST%20%28CRYSPI%29%20CF200S.pdf,40422,,49 кг,235 л,,,горизонтальная,0.2 кВт/ч,глухая,,,,,белый,,
