Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Производительность,Назначение,Вес (с упаковкой),Дозировка сыпучих веществ,Ширина пленки,С дозатором,Тип дозатора,Объем упаковки жидкостей,Толщина пленки,Автоматический счетчик
https://cdn.entero.ru/mp@2x/f6/c1/f6c113deb1e65cf311dfe8a080f12a5b.jpg,Автомат фасовочно-упаковочный МАГИКОН 80AVKX,MAGIKON-80AVKX / 00000002426,675927,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Вертикальные упаковочные машины,https://entero.ru/item/187479,"<p>Вертикальный упаковочный автомат <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/187479"">МАГИКОН 80AVKX</a> </b>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для упаковки сыпучих продуктов в трехшовные пакеты-саше. Модель оснащена объемно-роторным дозатором. Корпус выполнен из нержавеющей стали. </p>

<p><b>Особенности: </b></p>

<ul>
<li>Узел с поворотным ножом, который позволяет легко регулировать отрез пакета по высоте</li>
<li>Регулировка происходит с помощью поворота рукоятки по вертикальной плоскости</li>
</ul>

<p><b>​Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон дозирования: от 1 до 100 мл </li>
<li>Размер пакета:
<ul>
<li>Длина: от 30 до 170 мм</li>
<li>Ширина: от 30 до 110 мм </li>
</ul>
</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Функция подбой</li>
<li>Термопринтер даты</li>
<li>Дата в шве</li>
<li>Четырехшовный плоский пакет </li>
</ul>",187479,220 В,1.2 кВт,700 мм,580 мм,1550 мм,,,,0,,704091,,210 кг,,Китай,от 40 до 80 шт/мин.,для сыпучих веществ,,,700 мм,Да,объемный,,от 30 до 80 мкм,
https://cdn.entero.ru/mp@2x/18/ea/18ea7c7d431ca79ba76144310da4470f.jpg,Автомат фасовочно-упаковочный МАГИКОН 80AVKXD,MAGIKON-80AVKXD,681646,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Вертикальные упаковочные машины,https://entero.ru/item/187480,"<p>Вертикальный упаковочный автомат <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/187480""><b class=""b"">МАГИКОН 80AVKXD </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для упаковки сыпучих продуктов в трехшовные пакеты-саше. Модель оснащена системой управления с дисплеем и объемно-роторным дозатором. Корпус выполнен из нержавеющей стали. </p>

<p><b>Особенности: </b></p>

<ul>
<li>После ввода необходимых параметров система контроля автоматически отслеживает заданные параметры</li>
<li>Дата в шве пакета</li>
<li>Фотодатчик для работы на любых пленочных материалах с рисунком</li>
<li>Узел с поворотным ножом, который позволяет легко регулировать отрез пакета по высоте</li>
<li>Регулировка происходит с помощью поворота рукоятки по вертикальной плоскости</li>
</ul>

<p><b>​Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон дозирования: от 1 до 50 мл </li>
<li>Максимальный диаметр пленки: 300 мм </li>
<li>Размер пакета:
<ul>
<li>Длина: от 40 до 170 мм</li>
<li>Ширина: от 30 до 110 мм </li>
</ul>
</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Термопринтер даты</li>
<li>Четырехшовный плоский пакет </li>
</ul>",187480,220 В,1.2 кВт,700 мм,580 мм,1550 мм,,,,0,,,,210 кг,,Китай,от 50 до 80 шт/мин.,для сыпучих веществ,,,700 мм,Да,объемный,,от 30 до 80 мкм,
https://cdn.entero.ru/mp@2x/57/67/576742e0ddbfcdb750f94cfdd9fece2d.jpg,Автомат фасовочно-упаковочный МАГИКОН 150AV-FHD,MAGIKON-150AV-FHD / 00-00000096,685758,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Вертикальные упаковочные машины,https://entero.ru/item/186399,"<p>Фасовочно-упаковочный автомат <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/186399""><b class=""b"">МАГИКОН 150AV-FHD </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для упаковки порошкообразных и пылящих продуктов в трехшовный пакет-саше. Модель оснащена PLC контролером, шнековым дозатором и датчиком фотометки. Корпус выполнен из нержавеющей стали. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Программное обеспечение дает возможность подключать дополнительные устройства</li>
<li>Дата в шве пакета</li>
<li>Эксклюзивный интерфейс монитора удобен и понятен в использовании </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Пределы регулирования доз: от 50 до 500 мл (с помощью смены шнеков в дозаторе) </li>
<li>Макс. диаметр пленки: 300 мм </li>
<li>Размер пакета:
<ul>
<li>Длина: от 50 до 150 мм</li>
<li>Ширина: от 20 до 200 мм</li>
</ul>
</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Термопринтер даты </li>
<li>Четырехшовный пакет</li>
</ul>",186399,220 В,2.2 кВт,765 мм,1900 мм,1800 мм,,,,0,,721851,,300 кг,,Китай,от 30 до 70 шт/мин.,для сыпучих веществ,,,765 мм,Да,,,от 30 до 80 мкм,
https://cdn.entero.ru/mp@2x/63/7b/637b29c5cc759a5f3af7813dc9153c01.jpg,Фасовочно-упаковочная машина МАГИКОН 150AV-LH,MAGIKON-150AV-LH,713479,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Вертикальные упаковочные машины,https://entero.ru/item/145717,"<p>Фасовочно-упаковочная машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/145717"">МАГИКОН 150AV-LH</a> </b>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для мелко-порционной упаковки в пакеты различных жидких продуктов. Модель оснащена жидкостным поршневым дозатором и панелью управления с русифицированным дисплеем.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматическая система контроля</li>
<li>Тип пакета: трехшовный ""саше""</li>
<li>Датчик фотометки</li>
<li>Возможность установки памяти на несколько программ с параметрами под конкретный продукт</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер пакета:
<ul>
<li>Длина: от 20 до 200 мм</li>
<li>Ширина: от 40 до 90 мм</li>
</ul>
</li>
<li>Размер пленки:
<ul>
<li>Ширина: до 320 мм</li>
<li>Диаметр: до 300 мм</li>
</ul>
</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Четырехшовный пакет</li>
<li>Европросечка</li>
<li>Дата в шве</li>
<li>Термопринтер даты</li>
<li>Функция подбой</li>
</ul>",145717,220 В,2.4 кВт,,,,,,,0,,767182,,320 кг,,Китай,от 30 до 70 шт/мин.,для жидкостей,,,,Да,поршневой,от 50 до 100 мл,,
https://cdn.entero.ru/mp@2x/1b/66/1b668d2c4253dbb2a04e22d77f37f730.jpg;https://cdn.entero.ru/mp@2x/18/f3/18f3b461cecec4a1904ac31e89b419ff.jpg;https://cdn.entero.ru/mp@2x/a0/b9/a0b95880ddb8c62176b67ab23d3e4e61.jpg,Автомат фасовочно-упаковочный МАГИКОН 150AVW3B500II,MAGIKON-150AVW3B500II,751591,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Вертикальные упаковочные машины,https://entero.ru/item/345800,"<p>Фасовочно-упаковочный автомат <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/345800"">МАГИКОН 150AVW3B500II</a> </b>используется на предприятиях пищевой, фармакологической, химической промышленности для дозированной упаковки чая, круп, сахара, специй, семян и других легкосыпучих продуктов в пакеты типа «подушка». Модель оснащена 3-ручьевым весовым дозатором порций, воронкообразным загрузочным бункером с наклонным подающим рукавом, рулонодержателем с рейлинговыми направляющими для пленки и электронным блоком управления. Корпус и все соприкасающиеся с продуктом компоненты выполнены из нержавеющей стали.</p>

<p><span style=""color:#FF0000;"">Для работы необходим воздушный компрессор, который не входит в комплект поставки и приобретается отдельно.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Полностью автоматитизированный фасовочно-упаковочный цикл: формирование пакета из рулона пленки, дозирование продукта, запайка и обрезание пакета</li>
<li>Регулировка и контроль температуры запайки продольного и поперечного швов с помощью высокоточных электронных контроллеров с мембранной клавиатурой и цифровыми дисплеями индикации</li>
<li>Упаковочный узел с электроприводом и сенсорным дисплеем управления и индикации с предустановленным программным обеспечением Магикон с интуитивно-понятным русскоязычным интерфейсом</li>
<li>Регулировка веса и скорости дозирования</li>
<li>Функция двойной протяжки</li>
<li>Датчик фотометки: возможность работы с прозрачными и цветными пленками, пленкой с рисунком, а также нанесения даты на запаечный шов</li>
<li>Основной выключатель поворотного типа</li>
<li>Кнопка аварийной остановки</li>
<li>Поворотные ролики для удобства транспортировки</li>
<li>Легкость эксплуатации и обслуживания</li>
<li>Компактная вертикально ориентированная конструкция для оптимизации пространства</li>
<li>Материалы пленки: термосвариваемые ориентированный полипропилен (ОПП), биаксиально ориентированный полипропилен (БОПП), ОПП/ПЭ (комбинированная с полиэтиленом ОПП) и другие</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон давления воздуха: от 0,5 до 0,8 МПа</li>
<li>Максимальный диаметр рулона с пленкой: 300 мм</li>
<li>Габариты пакета:
<ul>
<li>Минимальные: 50х60 мм</li>
<li>Максимальные (при двойной протяжке): 150х200 (до 400) мм</li>
</ul>
</li>
</ul>

<p><b>Опции (заказываются отдельно):</b>​</p>

<ul>
<li>Термопринтер даты</li>
<li>Функция европросечки </li>
<li>Функция подбоя</li>
<li>Воздушный компрессор</li>
</ul>",345800,220 В,3 кВт,,,,,,,0,,,,,,Китай,от 15 до 40 шт/мин.,для сыпучих веществ,,от 10 (3х10) до 500 (3х500) гр,320 мм,Да,весовой,,от 400 до 800 мкм,
https://cdn.entero.ru/mp@2x/8d/e2/8de25df6f065e0d220cb75f01ebabfc2.jpg,Автомат фасовочно-упаковочный МАГИКОН DXDP-60C,00000001313,783492,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Вертикальные упаковочные машины,https://entero.ru/item/186380,"<p>Фасовочно-упаковочный автомат <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/186380""><b class=""b"">МАГИКОН DXDP-60C </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для фасовки продукции в любые термосвариваемые пленки с формированием трехшовного плоского пакета. Модель оснащена дозатором, датчиком фотометки и счетчиком пакетов. Корпус выполнен из окрашенной стали, дозатор - из нержавеющей стали. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Электронный блок контроля и самонастройки пакета по фотометке и длине протяжки </li>
<li>Термодата в шве пакета</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество в упаковке: от 1 до 24 шт. </li>
<li>Размер пакета:
<ul>
<li>Длина: от 50 до 150 мм</li>
<li>Ширина: от 50 до 120 мм</li>
</ul>
</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Дополнительные дозаторы</li>
<li>Термопринтер даты</li>
<li>Устройство «европросечки»</li>
<li>Перфорация между пакетами</li>
<li>Устройство надреза</li>
<li>Специальный рисунок швов </li>
</ul>",186380,380 В,0.77 кВт,1000 мм,710 мм,1900 мм,,,,0,,,,170 кг,,Китай,от 40 до 80 шт/мин.,для сыпучих веществ,,,,Да,объемный,,,Да
https://cdn.entero.ru/mp@2x/d6/0c/d60cd74fcda75757e3978c24476ab216.jpg,Автомат фасовочно-упаковочный МАГИКОН 150AVW4B200II,MAGIKON-150AVW4B200II,785318,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Вертикальные упаковочные машины,https://entero.ru/item/345799,"<p>Фасовочно-упаковочный автомат <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/345799"">МАГИКОН 150AVW4B200II</a> </b>используется на предприятиях пищевой, фармакологической, химической промышленности для дозированной упаковки чая, круп, сахара, специй, семян и других легкосыпучих продуктов в пакеты типа «подушка». Модель оснащена 4-ручьевым весовым дозатором порций, воронкообразным загрузочным бункером с наклонным подающим рукавом, рулонодержателем с рейлинговыми направляющими для пленки и электронным блоком управления. Корпус и все соприкасающиеся с продуктом компоненты выполнены из нержавеющей стали.</p>

<p><span style=""color:#FF0000;"">Для работы необходим воздушный компрессор, который не входит в комплект поставки и приобретается отдельно.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Полностью автоматитизированный фасовочно-упаковочный цикл: формирование пакета из рулона пленки, дозирование продукта, запайка и обрезание пакета</li>
<li>Регулировка и контроль температуры запайки продольного и поперечного швов с помощью высокоточных электронных контроллеров с мембранной клавиатурой и цифровыми дисплеями индикации</li>
<li>Упаковочный узел с электроприводом и сенсорным дисплеем управления и индикации с предустановленным программным обеспечением Магикон с интуитивно-понятным русскоязычным интерфейсом</li>
<li>Регулировка веса и скорости дозирования</li>
<li>Функция двойной протяжки</li>
<li>Датчик фотометки: возможность работы с прозрачными и цветными пленками, пленкой с рисунком, а также нанесения даты на запаечный шов</li>
<li>Основной выключатель поворотного типа</li>
<li>Кнопка аварийной остановки</li>
<li>Поворотные ролики для удобства транспортировки</li>
<li>Легкость эксплуатации и обслуживания</li>
<li>Компактная вертикально ориентированная конструкция для оптимизации пространства</li>
<li>Материалы пленки: термосвариваемые ориентированный полипропилен (ОПП), биаксиально ориентированный полипропилен (БОПП), ОПП/ПЭ (комбинированная с полиэтиленом ОПП) и другие</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон давления воздуха: от 0,5 до 0,8 МПа</li>
<li>Максимальный диаметр рулона с пленкой: 300 мм</li>
<li>Габариты пакета:
<ul>
<li>Минимальные: 50х60 мм</li>
<li>Максимальные (при двойной протяжке): 140х190 (до 380) мм</li>
</ul>
</li>
</ul>

<p><b>Опции (заказываются отдельно):</b>​</p>

<ul>
<li>Термопринтер даты</li>
<li>Функция европросечки </li>
<li>Функция подбоя</li>
<li>Воздушный компрессор</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото несколько аналогичная модель другого размера.</span></em></p>",345799,220 В,3 кВт,,,,,,,0,,835445,,,,Китай,от 15 до 40 шт/мин.,для сыпучих веществ,,от 1 (4х1) до 200 (4х200) гр,200 мм,Да,весовой,,от 400 до 800 мкм,
https://cdn.entero.ru/mp@2x/b6/7d/b67d5a76ed7bda837306b0c5559a5c21.jpg;https://cdn.entero.ru/mp@2x/e0/c0/e0c0441f025ad1013a5a24af669dc71e.jpg,Автомат фасовочно-упаковочный МАГИКОН DXDK-500II,Автомат фасовочно-упаковочный МАГИКОН DXDK-500II,786131,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Вертикальные упаковочные машины,https://entero.ru/item/185043,"<p>Фасовочно-упаковочный автомат <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/185043""><b class=""b"">МАГИКОН DXDK-500II </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для фасовки сыпучих гранулированных продуктов в любые термосвариваемые пленки с формированием 3-шовного плоского пакета. Корпус выполнен из окрашенной стали, дозатор - из нержавеющей стали. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Датчик фотометки</li>
<li>Счетчик пакетов</li>
<li>Электронный блок контроля</li>
<li>Самонастройка пакета по фотометке и длине протяжки</li>
<li>Термодата в шве пакета</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Термопринтер даты</li>
<li>Устройство «европросечки»</li>
<li>Перфорация между пакетами</li>
<li>Устройство надреза</li>
<li>Специальный рисунок швов </li>
</ul>",185043,380 В,1.55 кВт,1002 мм,860 мм,1900 мм,,,,0,,,,400 кг,,Китай,от 35 до 70 шт/мин.,для сыпучих веществ,,,1002 мм,Да,объемный,от 50 до 500 мл,от 30 до 120 мкм,Да
https://cdn.entero.ru/mp@2x/87/82/8782fa7535c4608987462217adbf0893.jpg;https://cdn.entero.ru/mp@2x/1b/78/1b7806c1e588556af2ddf6d35847bd44.jpg;https://cdn.entero.ru/mp@2x/b5/d7/b5d74b3153445e4dadf281774f23530b.jpg;https://cdn.entero.ru/mp@2x/82/46/8246b368523ef1fdfee8e3796ef3d77d.jpg;https://cdn.entero.ru/mp@2x/51/d8/51d8e261f9a8ccabd0b3f24247303322.jpg;https://cdn.entero.ru/mp@2x/61/24/612431aaf90dc19f0d7dbbc2cd05bce2.jpg;https://cdn.entero.ru/mp@2x/c8/3a/c83af4e5153840068ecf77a0cb037a5b.jpg;https://cdn.entero.ru/mp@2x/15/39/1539bba519bd4c9557882d2b3d4b63f5.jpg;https://cdn.entero.ru/mp@2x/9c/f3/9cf3d188ba1d4d882b85fbe6f485fdb6.jpg;https://cdn.entero.ru/mp@2x/7e/1e/7e1e07e634a42178fd7f0638127a88c6.jpg,"Фасовочно-упаковочная машина Foodatlas HP-200G (500-1000 гр, датер)","Автомат для сыпучих продуктов фасовка упаковка (500-1000g, датер) HP-200G Foodatlas",802795,RUB,Нет,Foodatlas,Профоборудование,Фасовочно-упаковочное,Вертикальные упаковочные машины,https://entero.ru/item/119559,"<p>Фасовочно-упаковочная машина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/119559""><b class=""b"">Foodatlas HP-200G </b></a>используется на предприятиях общественного питания и торговли для порционной упаковки пищевых сыпучих продуктов в маленькие пакеты. Модель оснащена кнопочной панелью управления, датером, счетчиком порций и 4 колесами с тормозной системой. Для упаковки используются ПЭТ, ПЭ, ламинированные пленки и фильтрующая бумага. Бункер, дозирующие чашки, направляющие и другие части, контактирующие с продуктом, выполнены из нержавеющей стали, сварные губки - из железа.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Синхронный мотор</li>
<li>Тип запайки: подушка или 3-стороняя </li>
<li>Оптическая метка</li>
<li>Кнопка экстренной остановки</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер упаковки: 50-270x30-180 мм</li>
<li>Максимальный диаметр ролика упаковочного материала: 300 мм</li>
<li>Скорость двигателя: 1400 об/мин.</li>
<li>Объем упаковки: 500 мм</li>
<li>Диаметр чашки машины: 100 мм</li>
<li>Количество нагревательных элементов: 2</li>
</ul>",119559,220 В,1.8 кВт,1130 мм,930 мм,2000 мм,,,,0,https://entero.ru/manuals/123120/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20HP-200G.pdf,,,340 кг,,Китай,30 шт/мин.,для сыпучих веществ,,от 500 до 1000 гр,1130 мм,Да,весовой,,,Да
https://cdn.entero.ru/mp@2x/33/f2/33f27b01a32d0241a1e549fdefe8df3e.jpg;https://cdn.entero.ru/mp@2x/f0/b6/f0b640fd2891a944a4597277be605685.jpg;https://cdn.entero.ru/mp@2x/d9/c6/d9c686ba0d6a2ad0b5926c4baf9d276d.jpg,Фасовочно-упаковочная машина МАГИКОН DXDK-60C II-H Digital,Фасовочно-упаковочная машина МАГИКОН DXDK-60C II-H Digital,827092,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Вертикальные упаковочные машины,https://entero.ru/item/132214,"<p>Фасовочно-упаковочная машина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/132214""><b class=""b"">МАГИКОН DXDK-60C II-H Digital </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для мелко-порционной упаковки в пакеты различных сыпучих продуктов. Модель оснащена объемным роторным дозатором и русифицированной сенсорной панелью управления. Корпус изготовлен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Контроллер PLC</li>
<li>Тип пакета: трехшовный ""стик""</li>
<li>Можно использовать различные упаковочные материалы (комбинированные многослойные, ламинированная бумага, фильтр-бумага, пленочные)</li>
<li>Фотодатчик</li>
<li>Дата на шве</li>
<li>Счетчик пакетов</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Производительность:
<ul>
<li>Стандарт: от 30 до 60 упаковок/мин.</li>
<li>Ультра: от 10 до 140 упаковок/мин.</li>
</ul>
</li>
<li>Дозировка: от 1 до 50 или от 50 до 100 мл</li>
<li>Размер пакета:
<ul>
<li>Длина: от 40 до 140 мм</li>
<li>Ширина: от 15 до 100 мм</li>
</ul>
</li>
<li>Размер пленки:
<ul>
<li>Ширина: до 240 мм</li>
<li>Диаметр: до 320 мм</li>
</ul>
</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Термопринтер даты</li>
<li>Европросечка</li>
<li>Фигурный шов с перфорацией</li>
</ul>",132214,220 В,1.1 кВт,790 мм,670 мм,1750 мм,,,,0,,889346,,210 кг,,Китай,,для сыпучих веществ,,,,Да,объемный,,40 мкм,
https://cdn.entero.ru/mp@2x/d8/0f/d80f092e6f8a2606fef7cce6d24984e5.jpg;https://cdn.entero.ru/mp@2x/53/15/53152f401a40bd18b1179e59433957ec.jpg;https://cdn.entero.ru/mp@2x/74/25/7425125c0fb39b6bab7831a4b9911201.jpg,Автомат фасовочно-упаковочный МАГИКОН DXDK-60CH Digital,DXDK-60C-H Digital,827999,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Вертикальные упаковочные машины,https://entero.ru/item/345801,"<p>Фасовочно-упаковочный автомат <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/345801"">МАГИКОН DXDK-60CH Digital</a> </b>используется на предприятиях пищевой, фармакологической, химической промышленности для дозированной упаковки чая, круп, сахара, специй, семян и других легкосыпучих продуктов в 3-шовные плоские пакеты. Модель оснащена объемно-рототным дозатором порций, воронкообразным загрузочным бункером, рулонодержателем с рейлинговыми направляющими для пленки и электронным блоком управления. Корпус и все соприкасающиеся с продуктом компоненты выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Полностью автоматитизированный фасовочно-упаковочный цикл: формирование пакета из рулона пленки, дозирование продукта, запайка и обрезание пакета</li>
<li>Регулировка и контроль температуры запайки продольного и поперечного швов с помощью высокоточных электронных контроллеров с мембранной клавиатурой и цифровыми дисплеями индикации</li>
<li>Упаковочный узел с электроприводом и сенсорным дисплеем управления и индикации с предустановленным программным обеспечением Магикон с интуитивно-понятным русскоязычным интерфейсом</li>
<li>Регулировка объема и скорости дозирования</li>
<li>Датчик фотометки: возможность работы с прозрачными и цветными пленками, пленкой с рисунком, а также нанесения даты на запаечный шов</li>
<li>Основной выключатель поворотного типа</li>
<li>Кнопка аварийной остановки</li>
<li>Горизонтальный ленточный конвейер для направленной выгрузки готовой продукции</li>
<li>Защитный прозрачный экран перед упаковочным механизмом </li>
<li>Поворотные ролики для удобства транспортировки</li>
<li>Легкость эксплуатации и обслуживания</li>
<li>Компактная вертикально ориентированная конструкция для оптимизации пространства</li>
<li>Материалы пленки: термосвариваемые ориентированный полипропилен (ОПП), биаксиально ориентированный полипропилен (БОПП), ОПП/ПЭ (комбинированная с полиэтиленом ОПП) и другие</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность в зависимости от комплектации:
<ul>
<li>Стандартная: от 30 до 60 шт./мин.</li>
<li>Ультра: от 10 до 140 шт./мин.</li>
</ul>
</li>
<li>Диапазон давления воздуха: от 0,5 до 0,8 МПа</li>
<li>Максимальный диаметр рулона с пленкой: 320 мм</li>
<li>Габариты пакета:
<ul>
<li>Минимальные: 40х30 мм</li>
<li>Максимальные: 160х120 мм</li>
</ul>
</li>
</ul>

<p><b>Опции (заказываются отдельно):</b>​</p>

<ul>
<li>Термопринтер для печати различной информации на упаковке</li>
<li>Функция европросечки </li>
</ul>",345801,220 В,0.77 кВт,650 мм,750 мм,1558 мм,,,,0,,890322,,170 кг,,Китай,от 30 до 60 шт/мин.,для сыпучих веществ,,,650 мм,Да,объемный,от 50 до 100 мл,от 40 до 80 мкм,
https://cdn.entero.ru/mp@2x/50/14/50143d22c6054e57d9858aa5171aab89.jpg,Автомат фасовочно-упаковочный МАГИКОН DXDC-6,00000000412,837673,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Вертикальные упаковочные машины,https://entero.ru/item/186156,"<p>Фасовочно-упаковочный автомат <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/186156""><b class=""b"">МАГИКОН DXDC-6 </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для фасовки чая в одноразовый трехшовный пакет с прикреплением нитки и ярлычка. Для упаковки используется фильтр-бумага. Модель оснащена объемным дозатором. Корпус выполнен из нержавеющей стали. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина пленки: от 16,5 до 20 г/м<sup>2</sup></li>
<li>Размер пакета: 55х62,5 мм</li>
<li>Размер ярлычка: 20х20 мм </li>
<li>Длина прикрепляемой нитки: 160 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Термопринтер даты</li>
</ul>",186156,380 В,1.8 кВт,1100 мм,1000 мм,1900 мм,,,,0,,881761,,400 кг,,Китай,от 30 до 40 шт/мин.,для сыпучих веществ,,от 1 до 4 гр,,Да,объемный,,от 16.5 до 20 мкм,
https://cdn.entero.ru/mp@2x/3e/4e/3e4e37abfd4bd3db9c75c03a9d547616.jpg;https://cdn.entero.ru/mp@2x/ff/26/ff26539695418d7f2519daf2d231b489.jpg;https://cdn.entero.ru/mp@2x/39/e6/39e69cfb28544c3d4d9007d23f54bb29.jpg,Фасовочно-упаковочная машина МАГИКОН DXDL-60C-H Digital,Фасовочно-упаковочная машина МАГИКОН DXDL-60C-H Digital,847397,RUB,Нет,,Профоборудование,Фасовочно-упаковочное,Вертикальные упаковочные машины,https://entero.ru/item/132296,"<p>Фасовочно-упаковочная машина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/132296""><b class=""b"">МАГИКОН DXDL-60C-H Digital </b></a>используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для мелко-порционной упаковки в пакеты различных пастообразных и жидких продуктов. Модель оснащена поршневым жидкостным дозатором и русифицированной сенсорной панелью управления. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Контроллер PLC</li>
<li>Второй насос для пастообразных продуктов предотвращает попадание последней капли в шов пакета</li>
<li>Тип пакета: трехшовный плоский</li>
<li>Датчик фотометки</li>
<li>Дата на шве</li>
<li>Бункер</li>
<li>Транспортер отвода продукта</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Производительность: 
<ul>
<li>Стандарт: от 30 до 60 упаковок/мин.</li>
<li>Ультра: от 10 до 140 упаковок/мин.</li>
</ul>
</li>
<li>Размер пакета:
<ul>
<li>Длина: от 50 до 190 мм</li>
<li>Ширина: от 50 до 140 мм</li>
</ul>
</li>
<li>Размер пленки:
<ul>
<li>Ширина: до 240 мм</li>
<li>Диаметр: до 320 мм</li>
</ul>
</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Дозировка: до 200 мл</li>
<li>Бункер с подогревом и/или перемешиванием</li>
<li>Термопринтер даты</li>
<li>Европросечка</li>
</ul>",132296,220 В,1.1 кВт,980 мм,680 мм,1800 мм,,,,0,,901486,,190 кг,,Китай,,для жидкостей,,,,Да,поршневой,от 1 до 50 мл,от 40 до 80 мкм,
