Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Производительность,Дозатор теста,Объем ванны,Емкость дозатора,Масса пончика,Расстоечный шкаф
https://cdn.entero.ru/mp@2x/cc/fd/ccfd2641799623bc61e1fe609e4f0058.jpg;https://cdn.entero.ru/mp@2x/c3/42/c342c5c584e0c703ea6cdc2e3baba2d8.jpg;https://cdn.entero.ru/mp@2x/be/f1/bef1d75c68731d9a2e84afb50ffe7613.jpg,Аппарат пончиковый ATESY Гольфстрим-1-30-3,Аппарат пончиковый ATESY Гольфстрим-1-30-3,54428,RUB,Нет,ATESY,Профоборудование,Тепловое,Аппараты пончиковые,https://entero.ru/item/248486,"<p>Пончиковый аппарат <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/248486"">ATESY Гольфстрим-1-30-3</a></b> используется на предприятиях общественного питания и торговли для формирования и приготовления в разогретом масле пончиков традиционной формы. Модель оснащена фритюрной ванной, ручным дозатором теста, блоком управления с электронагревателем и поддоном для выкладки готовых пончиков. Все части аппарата, контактирующие с продуктами питания, изготовлены из пищевой нержавеющей стали.</p>

<p>В комплект поставки входит кулинарный пинцет.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Жарка пончиков происходит в масле (фритюре) при температуре 190 °С, для чего масло заливается во фритюрную ванну и нагревается ТЭНом</li>
<li>Температура нагрева масла регулируется терморегулятором, находящимся в блоке управления нагревом</li>
<li>Фритюрная ванна имеет маркировку уровня масла (max и min) и кран для слива масла</li>
<li>Ручной дозатор формирует пончик стандартного размера и веса, который падает в разогретое масло и поджаривается до готовности с одной стороны, а после переворачивания его кулинарным пинцетом – с другой (готовность пончика определяется визуально, признаком готовности служит ярко-золотистая корочка на поверхности пончика)</li>
<li>Дозатор позволяет формировать пончики правильной формы при любой густоте теста, обеспечивает одинаковую массу формируемых пончиков, способен работать на пончиковых смесях (тип Теграл Ринго)</li>
<li>Форма дозатора облегчает натекание теста в дозирующую головку</li>
<li>Оригинальная конструкция дозатора теста разработана и запатентована компанией ATESY</li>
<li>Специальный поддон для выкладки готовых пончиков позволяет излишкам масла стекать обратно в ванну, тем самым существенно снижая расход масла</li>
<li>Специальная решетка в ванне препятствует пригоранию продукта на ТЭНе</li>
<li>Прост в эксплуатации - не требует специальной квалификации персонала</li>
<li>Съемный дозатор теста из нержавеющей стали легко разбирается и моется в посудомоечной машине</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем заливаемого фритюра: 8 л</li>
<li>Время разогрева фритюра до 190 °С: 25 мин.</li>
<li>Размеры ванны: 400х315х115 мм</li>
<li>Диаметр поршня (калибр): 30 мм</li>
<li>Габариты в упаковке: 480х500х350 мм</li>
</ul>",248486,от 50 до 190 °С,220 В,3.9 кВт,505 мм,770 мм,550 мм,12 кг,1,480x500x350 мм,0,https://entero.ru/manuals/306182/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%93%D0%BE%D0%BB%D1%8C%D1%84%D1%81%D1%82%D1%80%D0%B8%D0%BC-1-30-3.pdf,56696,,10 кг,,Россия,,Да,16 л,6 л,20 гр,
https://cdn.entero.ru/mp@2x/04/8d/048db66df867f47b4122764ee5178037.jpg,Аппарат Кваркини ATESY КА-500-01,Аппарат Кваркини КА-500-01,66942,RUB,Нет,ATESY,Профоборудование,Тепловое,Аппараты пончиковые,https://entero.ru/item/120777,"<p>Аппарат Кваркини <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/120777"">ATESY КА-500-01</a></b> используется на предприятиях общественного питания и торговли для формования и приготовления во фритюре нежных творожных шариков с различными наполнителями, известных как кваркини. Модель оснащена фритюрной ванной, ручным дозатором теста и 2 блоками управления с 2 электронагревателями. Все части аппарата, контактирующие с продуктами питания, изготовлены из пищевой нержавеющей стали, корпусные детали - из легированной стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Жарка кваркини происходит в масле (фритюре) при температуре 190 °С, для чего масло заливается во фритюрную ванну и нагревается 2 ТЭНами</li>
<li>Температура нагрева масла регулируется терморегуляторами, находящимися в 2-х блоках управления нагревом</li>
<li>Фритюрная ванна имеет маркировку уровня масла (max и min) и кран для слива масла</li>
<li>Ручной дозатор формирует кваркини стандартного размера и веса, который падает в разогретое масло и поджаривается до готовности с одной стороны, а после переворачивания его кулинарным пинцетом – с другой (готовность кваркини определяется визуально, признаком готовности служит ярко-золотистая корочка на поверхности кваркини)</li>
<li>Форма дозатора облегчает натекание теста в дозирующую головку</li>
<li>Оригинальная конструкция дозатора теста разработана и запатентована компанией ATESY</li>
<li>Специальный поддон для выкладки готовых кваркини позволяет излишкам масла стекать обратно в ванну, тем самым существенно снижая расход масла</li>
<li>Специальная решетка в ванне препятствует пригоранию продукта на ТЭНе</li>
<li>Прост в эксплуатации - не требует специальной квалификации персонала</li>
<li>Съемный дозатор теста из нержавеющей стали легко разбирается и моется в посудомоечной машине</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Диаметр кваркини: от 35 до 45 мм</li>
<li>Вес кваркини: от 24 до 25 грамм</li>
<li>Объем заливаемого фритюра: 13 л</li>
<li>Время разогрева фритюра до 190 °С: ⩾ 25 мин.</li>
<li>Размер ванны: 600х315х115 мм</li>
</ul>",120777,от 50 до 190 °С,220 В,7.8 кВт,970 мм,515 мм,670 мм,16 кг,1,495x745x350 мм,0,https://entero.ru/manuals/134204/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20ATESY%20%D0%9A%D0%90-500-01.pdf;https://entero.ru/manuals/124926/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%9A%D0%90-500-01.pdf;https://entero.ru/manuals/124929/%D0%93%D0%B0%D0%B1%D0%B0%D1%80%D0%B8%D1%82%D0%BD%D1%8B%D0%B9%20%D1%87%D0%B5%D1%80%D1%82%D0%B5%D0%B6%20ATESY%20%D0%9A%D0%90-500-01.pdf;https://entero.ru/manuals/124930/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/281354/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ATESY%202021.pdf,71215,https://vk.com/video_ext.php?oid=-177656185&id=456240393&hd=2&autoplay=0;https://vk.com/video_ext.php?oid=-177656185&id=456239353&hd=2&autoplay=0;https://vk.com/video_ext.php?oid=-177656185&id=456240791&hd=2&autoplay=0,14 кг,,Россия,500 шт/час,Да,23 л,6 л,,
https://cdn.entero.ru/mp@2x/0e/01/0e018c425d06ee62f095e36aca6b2b5a.jpg,Пончиковый аппарат Sikom ПРФ-11/900 (D30),Пончиковый аппарат Sikom ПРФ-11/900 (D30),284029,RUB,Нет,Sikom,Профоборудование,Тепловое,Аппараты пончиковые,https://entero.ru/item/164100,"<p>Пончиковый аппарат <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/164100"">Sikom ПРФ-11/900 (D30)</a></b> используется на предприятиях общественного питания и торговли. Оборудование в автоматическом режиме формует тестовую заготовку, отсаживает ее во фритюрную ванну, обжаривает по очереди с 2 сторон и выгружает из ванны готовый пончик. Модель электромеханической панелью управления, делителем-дозатором и плунжерной парой 30 мм. Корпус выполнен из высококачественной нержавеющей стали, делитель-дозатор из пищевого алюминиевого сплава. </p>

<p><b class=""o"">Поддон для выгрузки пончиков в комплект не входит и приобретаются отдельно.</b></p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможность изготовления дрожжевых и смесевых пончиков</li>
<li>Автоматический переворот и выгрузка пончиков</li>
<li>Кольцевое движение фритюра в ванне</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная производительность:
<ul>
<li>Дрожжевые пончики: 400 шт./ч</li>
<li>Смесевые пончики: 600 шт./ч</li>
</ul>
</li>
<li>Время разогрева: не более 20 мин.</li>
<li>Габариты в упаковке: 510x1260x470 мм</li>
</ul>

<p><b>Опции (приобретаются отдельно):</b></p>

<ul>
<li>Поддон для выгрузки</li>
<li>Плунжерные пары разных размеров</li>
</ul>",164100,,380 В,5.15 кВт,1200 мм,550 мм,600 мм,30 кг,1,1260x510x470 мм,0,https://entero.ru/manuals/190804/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Sikom%20%D0%9F%D0%A0%D0%A4%2011_900.pdf;https://entero.ru/manuals/476015/%D0%A1%D0%B0%D0%BD%D0%B8%D1%82%D0%B0%D1%80%D0%BD%D0%BE-%D1%8D%D0%BF%D0%B8%D0%B4%D0%B5%D0%BC%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B5%20%D0%B7%D0%B0%D0%BA%D0%BB%D1%8E%D1%87%D0%B5%D0%BD%D0%B8%D0%B5.jpg;https://entero.ru/manuals/476016/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.jpg;https://entero.ru/manuals/476017/%D0%A0%D0%B5%D1%86%D0%B5%D0%BF%D1%82%D1%8B.docx,308727,https://vk.com/video_ext.php?oid=-177656185&id=456240415&hd=2&autoplay=0;https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241105&hash=cd49e66734ec91b7,30 кг,,Россия,от 400 до 600 шт/час,Да,16 л,7 л,от 20 до 40 гр,
https://cdn.entero.ru/mp@2x/be/be/bebed41e9a306d2e65cc3ebf4a66d02b.jpg,Пончиковый аппарат Sikom ПРФ-11/900D (D36),Пончиковый аппарат Sikom ПРФ-11/900D (D36),299926,RUB,Нет,Sikom,Профоборудование,Тепловое,Аппараты пончиковые,https://entero.ru/item/164189,"<p>Пончиковый аппарат <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/164189"">Sikom ПРФ-11/900D (D36)</a></b> используется на предприятиях общественного питания и торговли. Модель оснащена электромеханической панелью управления, делителем-дозатором и плунжерной парой 36 мм. Корпус выполнен из высококачественной нержавеющей стали, делитель-дозатор из пищевого алюминиевого сплава. </p>

<p><b class=""o"">Поддон для выгрузки пончиков в комплект не входит и приобретается отдельно.</b></p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматический переворот и выгрузка пончиков</li>
<li>Кольцевое движение фритюра в ванной</li>
<li>Счетчик с фискальной памятью: возможность управлять автоматом в нескольких режимах</li>
<li>Контроль работы автомата при многосменной работе</li>
<li>Возможность контролировать ресурс фритюра</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время разогрева: не более 20 мин.</li>
<li>Габариты в упаковке: 1250x515x490 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Поддон для выгрузки</li>
<li>Сменные плунжерные пары разных размеров</li>
</ul>",164189,,380 В,5.15 кВт,1200 мм,550 мм,600 мм,39 кг,1,1250x515x490 мм,0,https://entero.ru/manuals/309333/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Sikom%20%D0%9F%D0%A0%D0%A4-11_900D.pdf;https://entero.ru/manuals/476002/%D0%A1%D0%B0%D0%BD%D0%B8%D1%82%D0%B0%D1%80%D0%BD%D0%BE-%D1%8D%D0%BF%D0%B8%D0%B4%D0%B5%D0%BC%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B5-%D0%B7%D0%B0%D0%BA%D0%BB%D1%8E%D1%87%D0%B5%D0%BD%D0%B8%D0%B5.jpg;https://entero.ru/manuals/476003/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.jpg;https://entero.ru/manuals/476004/%D0%A0%D0%B5%D1%86%D0%B5%D0%BF%D1%82%D1%8B.docx,326007,https://vk.com/video_ext.php?oid=-177656185&id=456240415&hd=2&autoplay=0;https://vk.com/video_ext.php?oid=-177656185&id=456239392&hd=2&autoplay=0,30 кг,,Россия,от 350 до 400 шт/час,Да,16 л,7 л,от 35 до 55 гр,
https://cdn.entero.ru/mp@2x/da/19/da19321bfc19bb8d9c8a061bf5e2a8c4.jpg,Аппарат пончиковый KAYMAN ПА-200 А,Аппарат пончиковый KAYMAN ПА-200 А,50094,RUB,Нет,KAYMAN,Профоборудование,Тепловое,Аппараты пончиковые,https://entero.ru/item/234038,"<p>Пончиковый аппарат<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/234038"">KAYMAN ПА-200 А</a></b> используется на предприятиях общественного питания и торговли для формирования и приготовления в разогретом масле пончиков традиционной формы. Модель состоит из фритюрной ванны, ручного дозатора, блока управления с электронагревателем и и поддона для выкладки пончиков со специальными отверстиями для стекания излишков масла. Все части аппарата выполнены из нержавеющей стали.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Кран для слива масла</li>
<li>ТЭН для нагрева ванны</li>
<li>Терморегулятор в блоке упрвления </li>
<li>Маркировка максимального и минимального уровня в ванне</li>
<li>Оригинальная конструкция дозатора, позволяющая формировать пончики правильной формы и одинаковой массы</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размеры ванны: 400x315x115</li>
<li>Объем заливаемого масла: 8 л</li>
<li>Время разогрева масла до температуры 190 °С: 25 мин.</li>
</ul>",234038,от 50 до 190 °С,220 В,3.9 кВт,770 мм,505 мм,550 мм,,,,0,https://entero.ru/manuals/453744/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20KAYMAN%20%D0%9F%D0%90-200%20%D0%90.pdf;https://entero.ru/manuals/453745/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,10 кг,,Россия,200 шт/час,Да,16 л,6 л,,
https://cdn.entero.ru/mp@2x/5b/97/5b979d03c5fe06a5594404a3a2939b94.jpg,Аппарат пончиковый кваркини KAYMAN КА-500 А,Аппарат пончиковый кваркини KAYMAN КА-500 А,61787,RUB,Нет,KAYMAN,Профоборудование,Тепловое,Аппараты пончиковые,https://entero.ru/item/247494,"<p>Пончиковый аппарат кваркини<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/247494"">KAYMAN КА-500 А</a></b> используется на предприятиях общественного питания и торговли для формирования и приготовления в разогретом масле творожных шариков. Модель оснащена фритюрной ванной, ручным дозатором теста, 2 блоками управления с электронагревателями и поддоном для выкладки готовых изделий. Все части аппарата выполнены из пищевой нержавеющей стали.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Кран для слива масла</li>
<li>Регулировка температуры нагрева масла терморегуляторами в блоках управления </li>
<li>Маркировка максимального и минимального уровня масла в ванне</li>
<li>Одновременное формирование двух шариков правильной формы и одинакового веса</li>
<li>Отверстия в поддоне для выкладки, позволяющие стекать излишкам фритюра обратно в ванну, что обеспечивает существенное снижение расхода масла</li>
<li>Дозатор легко разбирается и моется в посудомоечной машине</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем заливаемого масла: 13 л</li>
<li>Размер фритюрной ванны: 600х315х115 мм</li>
<li>Количество одновременно приготовляемых шариков: 45</li>
<li>Время разогрева масла до температуры 190 °С: 25 мин.</li>
<li>Габариты в упаковке: 495х745х350 мм</li>
</ul>",247494,190 °С,220 В,7.8 кВт,770 мм,515 мм,670 мм,16.3 кг,1,495x745x350 мм,0,https://entero.ru/manuals/301595/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20KAYMAN.pdf;https://entero.ru/manuals/453750/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20KAYMAN%20%D0%9A%D0%90-500%20%D0%90.pdf;https://entero.ru/manuals/453751/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,14.8 кг,,Россия,500 шт/час,Да,23 л,6 л,,
https://cdn.entero.ru/mp@2x/82/db/82db3006c9d3f373642da37c24ec9c77.jpg,Аппарат пончиковый KAYMAN ПА-300 А,Аппарат пончиковый KAYMAN ПА-300 А,64130,RUB,Нет,KAYMAN,Профоборудование,Тепловое,Аппараты пончиковые,https://entero.ru/item/234039,"<p>Пончиковый аппарат<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/234039"">KAYMAN ПА-300 А</a></b> используется на предприятиях общественного питания и торговли для формирования и приготовления в разогретом масле пончиков традиционной формы. Модель состоит из фритюрной ванны, ручного дозатора, блока управления с электронагревателем и и поддона для выкладки пончиков со специальными отверстиями для стекания излишков масла. Все части аппарата выполнены из нержавеющей стали.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Кран для слива масла</li>
<li>ТЭН для нагрева ванны</li>
<li>Терморегулятор в блоке упрвления </li>
<li>Маркировка максимального и минимального уровня в ванне</li>
<li>Оригинальная конструкция дозатора, позволяющая формировать пончики правильной формы и одинаковой массы</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем заливаемого масла: 13 л</li>
<li>Время разогрева масла до температуры 190 °С: 25 мин.</li>
</ul>",234039,от 50 до 190 °С,220 В,7.8 кВт,970 мм,505 мм,550 мм,16 кг,1,750x500x350 мм,0,https://entero.ru/manuals/453746/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20KAYMAN%20%D0%9F%D0%90-300%20%D0%90.pdf;https://entero.ru/manuals/453747/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,68223,,14.8 кг,,Россия,300 шт/час,Да,23 л,6 л,,
https://cdn.entero.ru/mp@2x/35/e0/35e012cccb1d09c1c402b043e6ba239f.jpg,Аппарат пончиковый KAYMAN ПА-300-34 А,Аппарат пончиковый KAYMAN ПА-300-34 А,64539,RUB,Нет,KAYMAN,Профоборудование,Тепловое,Аппараты пончиковые,https://entero.ru/item/310894,"<p>Пончиковый аппарат<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/310894"">KAYMAN ПА-300-34 А</a></b> используется на предприятиях общественного питания и торговли для формирования и приготовления в разогретом масле пончиков традиционной формы. Модель состоит из фритюрной ванны, ручного дозатора с воронкообразным бункером, 2 трубчатых электронагревателей (ТЭНов) и 2 электромеханических блоков управления. Все компоненты выполнены из пищевой нержавеющей стали.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Регулировка температуры с помощью 2 термостатов с поворотными переключателями</li>
<li>Выключатели колыбельного типа</li>
<li>Светодиодные индикаторы нагрева</li>
<li>Специальная решетка в ванне для предотвращения пригорания продукта на ТЭНах</li>
<li>Маркировка максимального и минимального уровня фритюра в ванне</li>
<li>Оригинальная конструкция дозатора для формирования продукта правильной формы и одинаковой массы из теста любой консистенции</li>
<li>Съемный легкоразборный дозатор с возможностью мойки компонентов в посудомоечной машине</li>
<li>Поддон для готовой продукции со специальными отверстиями для стекания излишков масла в ванну</li>
<li>Кран для слива масла</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем заливаемого масла: 13 л</li>
<li>Диаметр поршня: 34 мм</li>
<li>Габариты ванны: 600х315х115 мм</li>
</ul>",310894,190 °С,220 В,7.8 кВт,970 мм,505 мм,550 мм,16.3 кг,1,750x500x350 мм,0,https://entero.ru/manuals/372890/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20KAYMAN.pdf;https://entero.ru/manuals/453740/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20KAYMAN%20%D0%9F%D0%90-300-34%20%D0%90.pdf;https://entero.ru/manuals/453741/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,67228,,14.8 кг,,Россия,300 шт/час,,23 л,6 л,30 гр,
https://cdn.entero.ru/mp@2x/2d/bd/2dbd3f08ba669949b3a38dc1a07697d6.jpg,Аппарат пончиковый Grill Master Ф3АПЭ с дозатором,21604д,67720,RUB,Нет,Grill Master,Профоборудование,Тепловое,Аппараты пончиковые,https://entero.ru/item/336452,"<p>Пончиковый аппарат <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/336452""><b class=""b"">Grill Master Ф3АПЭ</b></a> используется на предприятиях общественного питания и торговли для приготовления пончиков. Модель оснащена механическим приводом, дозатором, 2 боковыми съемными рабочими поверхностями для готовых продуктов, кран для слива масла, защитной сеткой в фритюрной ванне и 4 ножками. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Электрическая настольная модель</li>
<li>Терморегулятор</li>
<li>Индикатор включения ТЭНов</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Полезный объем: 52 л</li>
<li>Размер фритюрной ванны: 650х450х175 мм</li>
<li>Габарит с площадками для готовых продуктов: 1232х804х307 мм</li>
</ul>",336452,от 50 до 250 °С,380 В,5.4 кВт,800 мм,736 мм,258 мм,40 кг,1,900x836x408 мм,0,,72043,,25 кг,Россия,Россия,500 шт/час,Да,от 45 до 55 л,3 л,,
https://cdn.entero.ru/mp@2x/0e/56/0e56f8aa1176af598e157fe03ae42232.jpg;https://cdn.entero.ru/mp@2x/53/dc/53dcd77d2b8918541da178f5795204d7.jpg,Аппарат пончиковый ATESY Гольфстрим-2-30-3,Аппарат пончиковый ATESY Гольфстрим-2-30-3,69740,RUB,Нет,ATESY,Профоборудование,Тепловое,Аппараты пончиковые,https://entero.ru/item/248495,"<p>Пончиковый аппарат <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/248495"">ATESY Гольфстрим-2-30-3</a></b> используется на предприятиях общественного питания и торговли для формирования и приготовления в разогретом масле пончиков традиционной формы. Модель оснащена фритюрной ванной, ручным дозатором теста, 2 блоками управления с электронагревателями и поддоном для выкладки готовых пончиков. Все части аппарата, контактирующие с продуктами питания, изготовлены из пищевой нержавеющей стали.</p>

<p>В комплект поставки входит кулинарный пинцет.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Жарка пончиков происходит в масле (фритюре) при температуре 190 °С, для чего масло заливается во фритюрную ванну и нагревается 2 ТЭНами</li>
<li>Температура нагрева масла регулируется терморегуляторами, находящимися в блоках управления нагревом</li>
<li>Фритюрная ванна имеет маркировку уровня масла (max и min) и кран для слива масла</li>
<li>Ручной дозатор формирует пончик стандартного размера и веса, который падает в разогретое масло и поджаривается до готовности с одной стороны, а после переворачивания его кулинарным пинцетом – с другой (готовность пончика определяется визуально, признаком готовности служит ярко-золотистая корочка на поверхности пончика)</li>
<li>Дозатор позволяет формировать пончики правильной формы при любой густоте теста, обеспечивает одинаковую массу формируемых пончиков, способен работать на пончиковых смесях (тип Теграл Ринго)</li>
<li>Форма дозатора облегчает натекание теста в дозирующую головку</li>
<li>Оригинальная конструкция дозатора теста разработана и запатентована компанией ATESY</li>
<li>Специальный поддон для выкладки готовых пончиков позволяет излишкам масла стекать обратно в ванну, тем самым существенно снижая расход масла</li>
<li>Специальная решетка в ванне препятствует пригоранию продукта на ТЭНах</li>
<li>Прост в эксплуатации - не требует специальной квалификации персонала</li>
<li>Съемный дозатор теста из нержавеющей стали легко разбирается и моется в посудомоечной машине</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем заливаемого фритюра: 13 л</li>
<li>Время разогрева фритюра до 190 °С: 25 мин.</li>
<li>Размеры ванны: 600х315х115 мм</li>
<li>Диаметр поршня (калибр): 30 мм</li>
</ul>",248495,от 50 до 190 °С,220 В,7.8 кВт,970 мм,505 мм,550 мм,16.3 кг,1,750x500x350 мм,0,https://entero.ru/manuals/306188/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%93%D0%BE%D0%BB%D1%8C%D1%84%D1%81%D1%82%D1%80%D0%B8%D0%BC-2-30-3.pdf;https://entero.ru/manuals/306189/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ATESY%202021.pdf,74191,https://vk.com/video_ext.php?oid=-177656185&id=456240799&hd=2&autoplay=0,14.8 кг,,Россия,300 шт/час,Да,23 л,6 л,20 гр,
