Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Напряжение,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Установка,Объем,Вместимость,Потребляемая мощность,Гастроемкость
https://cdn.entero.ru/mp@2x/86/f4/86f42ebb5a7347b87d1ccdd192bbf241.jpg,Витрина для мороженого ISA COF Lollipop 3V,Витрина для мороженого ISA COF Lollipop 3V,98423,RUB,Нет,ISA,Профоборудование,Оборудование для кафе-мороженого,Витрины для мороженого,https://entero.ru/item/368724,"<p>Витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/368724""><b class=""b"">ISA COF Lollipop 3V</b></a> предназначена для демонстрации и хранения мороженого, сорбета и других холодных десертов на предприятиях общественного питания и торговли. Модель оснащена электронным контроллером и LED подсветкой.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 3 ёмкости по 5 л (360х165х120 мм) / 6 емкостей по 2,5 л (180х165х120 мм) / 2 емкости по 5 л (360х250х80 мм)</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Подставка на колесах</li>
<li>Контейнеры для мороженого</li>
<li>Лотки для эскимо</li>
</ul>",368724,от -25 до -10 °С,220 В,647 мм,720 мм,410 мм,,Италия,,,0,,103603,,,настольная,,,0.1 кВт,"360x250 мм, 360х165 мм"
https://cdn.entero.ru/mp@2x/50/27/5027b4673d5b6bed6b6825b12b4bc2b1.jpg,Витрина для мороженого CRYSTAL VENUS 36 VETRINE с дверцей запасника,VENUS 36 VITRINE с дверцей запасника,123396,RUB,Нет,CRYSTAL,Профоборудование,Оборудование для кафе-мороженого,Витрины для мороженого,https://entero.ru/item/41887,"<p>Витрина для мороженого <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/41887""><b class=""b"">CRYSTAL VENUS 36 VETRINE</b></a> используется на предприятиях общественного питания и торговли для демонстрации и хранения мороженого и сорбета. Модель оснащена цифровым термометром, индикатором работы, гнутым стеклом и 4 колесами. Возможно исполнение с гнутым стеклом. Внутренняя отделка выполнена из нетоксичной стали.</p>

<p>В комплект поставки входят 3 корзины из 3 ячеек каждая.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Статическое охлаждение</li>
<li>Обдуваемый конденсатор</li>
<li>Испаритель из медной трубки</li>
<li>Охлаждаемая камера для хранения запасов с дверцей</li>
<li>Хладагент: R290 </li>
<li>Климатический класс: 4+</li>
<li>LED-подсветка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Энергопотребление: 2,44 кВт/сутки</li>
<li>Вместимость: 10 лотков 360x155 мм</li>
<li>Внутренние размеры:1060x560x688 мм</li>
<li>Габариты в упаковке: 1220x740x912 мм</li>
</ul>",41887,от -24 до -14 °С,220 В,1184 мм,687 мм,1229 мм,,Греция,,,0,https://entero.ru/manuals/81643/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CRYSTAL%20VENUS%2036%20VETRINE.pdf;https://entero.ru/manuals/81648/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20CRYSTAL.pdf,129891,,74 кг,напольная,330 л,10 шт.,,
https://cdn.entero.ru/mp@2x/23/84/23845a3b18dc7144861f46c4b1ee94c0.jpg,Витрина для мороженого UGUR UDR 8 SCE,Витрина для мороженого UGUR UDR 8 SCE,125652,RUB,Нет,UGUR,Профоборудование,Оборудование для кафе-мороженого,Витрины для мороженого,https://entero.ru/item/141734,"<p>Витрина для мороженого <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/141734""><b class=""b"">UGUR UDR 8 SCE</b></a> предназначена для демонстрации, охлаждения и долгосрочного хранения мягкого мороженого на предприятиях общественного питания и торговли. Модель оснащена 2 раздвижными створками и механическим термостатом. Створки выполнены из закаленного стекла.</p>

<p>В комплект поставки входят 7 емкостей для мороженого, замок с ключом, колеса со стопперами и скребок для чистки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Статическое охлаждение</li>
<li>Автоматическая оттайка</li>
<li>Хладагент: R404a</li>
<li>Климатический класс: 4</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем:
<ul>
<li>Общий: 352 л</li>
<li>Полезный: 325 л</li>
</ul>
</li>
<li>Объем емкости для мороженого: 8х 4,8 л</li>
<li>Суточное энергопотребление: 6,4 кВт/ч</li>
<li>Размеры морозильной камеры: 1430х495х708 мм</li>
<li>Габариты в упаковке: 1640х750х1010 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Брендирование</li>
</ul>",141734,от -22 до -12 °С,220 В,1500 мм,615 мм,949 мм,,Турция,,,0,https://entero.ru/manuals/165419/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20UGUR%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,85 кг,напольная,427 л,,0.26 кВт,
https://cdn.entero.ru/mp@2x/be/b3/beb38ece681dbc60aa66d96a6bdee812.jpg;https://cdn.entero.ru/mp@2x/bb/4f/bb4f51c4e43576aedf259515f55a1f31.jpg;https://cdn.entero.ru/mp@2x/e5/c5/e5c5504a5ac466ffb8dda0bf156e68c5.jpg;https://cdn.entero.ru/mp@2x/ae/c5/aec55e17127681b260561a80fc87a1e5.jpg;https://cdn.entero.ru/mp@2x/71/9f/719f4865fc9e3a401732357306704e57.jpg;https://cdn.entero.ru/mp@2x/e0/6c/e06c25aa2f8d6bb536131f2069ca6687.jpg;https://cdn.entero.ru/mp@2x/ba/32/ba32dceb3179878972d3d4f19e0508d4.jpg,"Витрина для мороженого Carboma JOY 2 I83 VL 1,2-1","Витрина для мороженого Carboma JOY 2 I83 VL 1,2-1",173376,RUB,Нет,Carboma,Профоборудование,Оборудование для кафе-мороженого,Витрины для мороженого,https://entero.ru/item/354184,"<p>Витрина для мороженого​ <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/354184"">Carboma JOY 2 I83 VL 1,2-1</a> </b>используется на предприятиях общественного питания и торговли для охлаждения, хранения и демонстрации мягкого и других видов мороженого. Модель оснащена электронным блоком управления, изогнутым фронтальным и 2 боковыми стеклопакетами высокой степени прозрачности и рабочей поверхностью-столешницей. Экспозиционные поддоны выполнены из нержавеющей стали, термоизоляция – из пенополиуретана, гастроемкости – из прозрачного поликарбоната.</p>

<p>В комплект поставки входят 6 гастроемкостей 325х176х100 мм.</p>

<p><strong>Особенности:</strong></p>

<ul>
<li>Динамическое охлаждение</li>
<li>Оттайка горячим газом</li>
<li>Экономичная светодиодная подсветка внутреннего объема белым теплым светом, позволяющая ярко демонстрировать десерт при любом освещении</li>
<li>Энергосберегающие раздвижные шторки</li>
<li>Обогрев фронтального стеклопакета</li>
<li>Приподнятые гастроемкости и эффектной демонстрации продукции и отличной видимости</li>
<li>Регулируемые по высоте опоры для компенсации неровностей пола</li>
<li>Энергоэффективный и экологически безопасный хладагент R290</li>
<li>Климатический класс: 3</li>
<li>Простое обслуживание</li>
<li>Компактная модель</li>
<li>Различные варианты цветовых исполнений передней панели</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем:
<ul>
<li>Общий: 104 л</li>
<li>Полезный: 14,4 л</li>
</ul>
</li>
<li>Условия эксплуатации:
<ul>
<li>Температура окружающей среды: 25 °C </li>
<li>Максимальная относительная влажность: 60%</li>
</ul>
</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Альтернативное цветовое исполнение фронтальной панели из палитры RAL</li>
<li>Дополнительные поддоны из нержавеющей стали под гастроемкости 360х165х150 мм</li>
<li>Гастроемкости из нержавеющей стали</li>
</ul>",354184,от -25 до -12 °С,220 В,1165 мм,840 мм,720 мм,160 кг,Россия,1,990x855x1005 мм,0,https://entero.ru/manuals/447142/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Carboma%20JOY%202%20I83%20VL%201_2-1.pdf;https://entero.ru/manuals/447143/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Carboma%20JOY%202%20I83%20VL%201_2-1.jpg,,,140 кг,настольная,21.6 л,6 шт.,,360х165 мм
https://cdn.entero.ru/mp@2x/f0/b9/f0b93433071ad03eadffc42503e1350f.jpg;https://cdn.entero.ru/mp@2x/bf/1a/bf1a51e70c7c95666013d10c09f9bb47.jpg;https://cdn.entero.ru/mp@2x/c6/3d/c63d579dd00e6df235e984c3ff69cab0.jpg;https://cdn.entero.ru/mp@2x/29/8f/298f25ac29f8f3d6d595a9fe86967941.jpg,Витрина для мороженого ТехноБалт Сегежа 6+6 (GN1/3),Segezha 6+6 (GN1/3),339000,RUB,Нет,,Профоборудование,Оборудование для кафе-мороженого,Витрины для мороженого,https://entero.ru/item/228033,"<p>Витрина для мороженого <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/228033""><b class=""b"">ТехноБалт Сегежа 6+6 (GN1/3)<font color=""#3383d0""> </font></b></a>используется на предприятиях общественного питания и торговли для охлаждения, хранения и демонстрации мягкого и других видов мороженого. Модель оснащена закрытой нижней частью, 2 светодиодными светильниками и 2 уровнями выкладки по 6 гастроемкостей на каждом. Рамка фронтального стекла и дно выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Динамическое охлаждение и полностью охлаждаемый внутренний объем</li>
<li>Отдельностоящая</li>
<li>Блок управления: Eliwell ID 974</li>
<li>Мотор компрессор: Embraco Aspera NEK 2168 GK</li>
<li>Автоматическая оттайка витрины и удаление конденсата</li>
<li>Переднее стекло витрины не откатное</li>
<li>Индивидуальное освещение светодиодными светильниками всех стеклянных полок и дна</li>
<li>Хладагент: R404a</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Глубина гастроемкостей: 60 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Исполнение модели только с стеклянными боковыми стенками</li>
<li>Покраска порошковой краской в любой цвет по каталогу RAL</li>
<li>Гастроемкости GN1/3</li>
</ul>",228033,от -16 до -12 °С,220 В,1130 мм,610 мм,1325 мм,,Россия,,,0,https://entero.ru/manuals/283669/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE%D0%91%D0%B0%D0%BB%D1%82%20%D0%A1%D0%B5%D0%B3%D0%B5%D0%B6%D0%B0%206+6%20%28GN1_3%29.jpeg,360638,,170 кг,напольная,,12 шт.,1.3 кВт,GN 1/3
https://cdn.entero.ru/mp@2x/78/1f/781fede50d45d83ea40eb8921294670f.jpg;https://cdn.entero.ru/mp@2x/0e/90/0e90b43301d0796eea47af676576a21e.jpg,Витрина для мороженого ISA Isetta ST 4,Isetta 4 TP STD,364413,RUB,Нет,ISA,Профоборудование,Оборудование для кафе-мороженого,Витрины для мороженого,https://entero.ru/item/45064,"<p>Витрина для мороженого <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/45064"">ISA Isetta ST 4</a> </b>используется на предприятиях общественного питания и торговли для демонстрации и хранения мороженого, сорбета и йогурта-мороженого. Каркас витрины изготовлен из углеродистой стали, окрашенной порошковой краской, внутренняя и внешние оболочки - из пластифицированной стали, поворотная крышка со стороны продавца - из метакрилата. Цельный корпус имеет изоляцию из пенополиуретана, вспененного углекислотой, без использования озоноразрушающих веществ.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Статическое охлаждение</li>
<li>Встроенный герметичный компрессор с электронным блоком управления</li>
<li>Электрическое размораживание</li>
<li>Стеклянная надстройка с прямым закалённым передним стеклом</li>
<li>Внутренняя подсветка: LED-освещение</li>
<li>Климатический класс: 7</li>
<li>Хладагент: R404a / R290</li>
<li>2 уровня хранения</li>
<li>4 поворотных колеса</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Электрическая мощность: 0,33 / 0,3 кВт</li>
<li>Мощность размораживания: 0,81 / 0,81 кВт</li>
<li>Используемые контейнеры:
<ul>
<li>5 л (360х165х120 мм, возможно расположение в два уровня по 4 шт.)</li>
<li>4,75 л (260х157х170 мм, 6 шт.)</li>
</ul>
</li>
<li>Максимальная температура окружающей среды: 35 °С</li>
<li>Максимальная относительная влажность окружающей среды: 75%</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Декоративная пленка с индивидуальным дизайном на переднюю панель</li>
</ul>",45064,от -16 до -14 °С,220 В,824 мм,760 мм,1176 мм,,Италия,,,0,https://entero.ru/manuals/68332/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20ISA%20Isetta%204%20TP%20STD%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/68331/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ISA%20Isetta%204%20TP%20STD%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,387673,,69 кг,напольная,245 л,6 шт.,,360х165 мм
https://cdn.entero.ru/mp@2x/6d/cf/6dcfbf2f07bb46163cfece094f2b307e.jpg;https://cdn.entero.ru/mp@2x/46/c4/46c4c3c2de4a7600c1492e5d367fbaf0.jpg,Витрина для мороженого Turbo air TGL-10,Витрина для мороженого Turbo air TGL-10,1456236,RUB,Нет,Turbo air,Профоборудование,Оборудование для кафе-мороженого,Витрины для мороженого,https://entero.ru/item/150684,"<p>Витрина для мороженого <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/150684"">Turbo air TGL-10</a></b> используется на предприятиях общественного питания и торговли для демонстрации и хранения мороженого. Корпус выполнен из нержавеющей стали Posco, регулируемые ножки - из нержавеющей стали. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Нижнее расположение компрессора </li>
<li>Полиуретановая теплоизоляция высокой плотности</li>
<li>Испаритель с антикоррозионным покрытием </li>
<li>Статистическое охлаждение </li>
<li>Система сбора и испарения конденсата </li>
<li>Электронный контроллер </li>
</ul>

<p><b>Дополнительные характеристки:</b></p>

<ul>
<li>Тип хладагента: R-134A / R-404A</li>
<li>Температура окружающей среды: до 45 °С</li>
</ul>

<p> </p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>

<p> </p>",150684,от -23 до -13 °С,220 В,1250 мм,875 мм,1260 мм,,Ю. Корея,,,0,https://entero.ru/manuals/178429/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%B2%D0%B8%D1%82%D1%80%D0%B8%D0%BD%20Turbo%20air.pdf,,,,напольная,311 л,9 шт.,0.95 кВт,GN 1/2
https://cdn.entero.ru/mp@2x/d8/bd/d8bd3398d48190eb9807a0cf266c9e50.jpg;https://cdn.entero.ru/mp@2x/33/e4/33e47afd5e4179f06d002e5054445074.jpg;https://cdn.entero.ru/mp@2x/f9/4a/f94a8b41dd7f256dca7913dcbc211664.jpg;https://cdn.entero.ru/mp@2x/8d/e2/8de287b654a1fa49bd86e9cbab7dc9cb.jpg;https://cdn.entero.ru/mp@2x/fc/60/fc60eba9c3f164df992e255a1ca4e84b.jpg;https://cdn.entero.ru/mp@2x/f6/7f/f67f47d57d4603482578b5f39f9c9fdb.jpg;https://cdn.entero.ru/mp@2x/29/ec/29ec7b24bb29e8ebb94a8adcfc783d34.jpg;https://cdn.entero.ru/mp@2x/63/3e/633e471e3165929a6af02ed00017f21f.jpg,Витрина для мороженого Finist BELLISSIMO BLO-13/4,Витрина для мороженого Finist BELLISSIMO BLO-13/4,94925,RUB,Нет,Finist,Профоборудование,Оборудование для кафе-мороженого,Витрины для мороженого,https://entero.ru/item/341047,"<p>Витрина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/341047"">Finist BELLISSIMO BLO-13/4</a></b> предназначена для демонстрации и хранения мороженого, сорбета и других холодных десертов на предприятиях общественного питания и торговли. Специально подобранная температура позволяет в течение длительного времени сохранять вкусовые качества, внешний вид и структуру продукта. Модель оснащена откидной крышкой с ручкой. Декоративные панели выполнены из МДФ, корпус - из нержавеющей стали, крышка - из моллированного стекла, которое предотвращает попадание в гастроемкости посторонних предметов и обеспечивает отличный обзор покупателям. </p>

<p><b>Особенности:</b></p>

<ul>
<li><a href=""http://entero.ru/info/300"">Статическая система охлаждения</a> </li>
<li>Микропроцессорный блок управления</li>
<li>Компрессор: Aspera, ACC, Electrolux, lunite, hermetique</li>
<li>Цельнозаливной корпус</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура окружающей среды: от +10 °С до +28 °С</li>
<li>Уровень относительной влажности: от 55% до 60%</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Альтернативное цветовое исполнение</li>
<li>Альтернативное исполнение формы декоративных панелей</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера с 1 полкой.</span></em></p>",341047,от -16 до -14 °С,,1285 мм,400 мм,480 мм,,Россия,,,0,https://entero.ru/manuals/405668/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Finist%20BELLISSIMO%20BLO-13_4.pdf;https://entero.ru/manuals/405669/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D1%86%D0%B2%D0%B5%D1%82%D0%BE%D0%B2%20Finist.pdf,98880,,,настольная,,4 шт.,0.5 кВт,GN 1/3
https://cdn.entero.ru/mp@2x/1c/55/1c550b80679d3aec83fa28ceeac07f3f.jpg,Витрина для мороженого CRYSTAL VENUS 26 VETRINE,VENUS 26 VITRINE,97424,RUB,Нет,CRYSTAL,Профоборудование,Оборудование для кафе-мороженого,Витрины для мороженого,https://entero.ru/item/41883,"<p>Витрина для мороженого <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/41883"">CRYSTAL VENUS 26 VETRINE</a></b> используется на предприятиях общественного питания и торговли для демонстрации и хранения мороженого и сорбета. Модель оснащена цифровым термометром, индикатором работы, гнутым стеклом, LED-подсветкой и 4 колесами. Возможно исполнение с гнутым стеклом. Внутренняя отделка выполнена из нетоксичной стали.</p>

<p>В комплект поставки входят 2 корзины из 3 ячеек каждая.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Статическое охлаждение</li>
<li>Обдуваемый конденсатор</li>
<li>Испаритель из медной трубки</li>
<li>Охлаждаемая камера для хранения запасов </li>
<li>Хладагент: R290 </li>
<li>Климатический класс: 4+</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Энергопотребление: 2,42 кВт/сутки</li>
<li>Вместимость: 6 лотков 360x155 мм</li>
<li>Внутренние размеры: 785x560x688 мм</li>
<li>Габариты в упаковке: 945x740x912 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",41883,от -26 до -14 °С,220 В,909 мм,684 мм,1229 мм,,Греция,,,0,https://entero.ru/manuals/81644/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CRYSTAL%20VENUS%2026%20VETRINE.pdf;https://entero.ru/manuals/81649/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20CRYSTAL.pdf,105896,,61 кг,напольная,231 л,6 шт.,0.101 кВт,360х165 мм
https://cdn.entero.ru/mp@2x/60/c4/60c45c42eb4bc3d640a52016f9de51ac.jpg;https://cdn.entero.ru/mp@2x/12/c9/12c9294098e85942c47e023d6644a354.jpg,Витрина для мороженого FRISMO Scooping-6,23-00024175,112997,RUB,Нет,,Профоборудование,Оборудование для кафе-мороженого,Витрины для мороженого,https://entero.ru/item/368417,"<p>Витрина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/368417"">FRISMO Scooping-6</a></b> предназначена для демонстрации, охлаждения и долгосрочного хранения мягкого мороженого на предприятиях общественного питания и торговли. Модель оснащена LED-подсветкой внутренного объема и лайтбокса, цифровым контроллером, 3 корзинами и 4 поворотными колесами. Надстройка выполнена из закаленного стекла, ложементы - из нержавеющей стали.</p>

<p>В комплект поставки входит скребок для чистки.</p>

<p><b>Особенности:</b></p>

<ul>
<li><a href=""https://entero.ru/info/300"">Статическое охлаждение</a></li>
<li>Принудительная оттайка</li>
<li>Климатический класс 7</li>
<li>Сертификация ЕАС</li>
<li>Поставка в разобранном виде</li>
<li>Место под корзинами для подтоварки</li>
<li>Хладагент R290а</li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Количество корзин: 2</li>
<li>Номинальный ток: 1 А</li>
<li>Частота: 50 Гц</li>
<li>Вес хладагента: 0,072 кг</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Брендирование</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! Гастроемкости в комплект поставки не входят и приобретаются отдельно.</span></em></p>",368417,от -25 до -15 °С,220 В,1130 мм,770 мм,1420 мм,98 кг,Россия,,,0,https://entero.ru/manuals/485864/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20FRISMO%20Scooping-6.pdf,118944,,,напольная,261 л,6 шт.,0.14 кВт,
https://cdn.entero.ru/mp@2x/a1/4d/a14d621f14d983c054efde02dffc970f.jpg,Витрина для мороженого FRISMO Scooping-9,23-00019576,122379,RUB,Нет,,Профоборудование,Оборудование для кафе-мороженого,Витрины для мороженого,https://entero.ru/item/368418,"<p>Витрина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/368418"">FRISMO Scooping-9</a></b> предназначена для демонстрации, охлаждения и долгосрочного хранения мягкого мороженого на предприятиях общественного питания и торговли. Модель оснащена LED-подсветкой внутренного объема и лайтбокса, цифровым контроллером, 3 корзинами и 4 поворотными колесами. Надстройка выполнена из закаленного стекла, ложементы - из нержавеющей стали.</p>

<p>В комплект поставки входит скребок для чистки.</p>

<p><b>Особенности:</b></p>

<ul>
<li><a href=""https://entero.ru/info/300"">Статическое охлаждение</a></li>
<li>Принудительная оттайка</li>
<li>Климатический класс 7</li>
<li>Сертификация ЕАС</li>
<li>Поставка в разобранном виде</li>
<li>Место под корзинами для подтоварки</li>
<li>Хладагент R290а</li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Количество корзин: 3</li>
<li>Номинальный ток: 1 А</li>
<li>Частота: 50 Гц</li>
<li>Вес хладагента: 0,09 кг</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Брендирование</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! Гастроемкости в комплект поставки не входят и приобретаются отдельно.</span></em></p>",368418,от -25 до -15 °С,220 В,1390 мм,770 мм,1420 мм,108 кг,Россия,,,0,https://entero.ru/manuals/485866/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20FRISMO%20Scooping-9.pdf,128820,,,напольная,340 л,9 шт.,0.162 кВт,
https://cdn.entero.ru/mp@2x/fa/e5/fae5d6c49d14b793af8af6a37710ca4b.jpg;https://cdn.entero.ru/mp@2x/cc/c1/ccc1c5ba28972266dab6151ec49deb34.jpg,Витрина для мороженого FRISMO Scooping-12,23-00024174,136249,RUB,Нет,,Профоборудование,Оборудование для кафе-мороженого,Витрины для мороженого,https://entero.ru/item/368416,"<p>Витрина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/368416"">FRISMO Scooping-12</a></b> предназначена для демонстрации, охлаждения и долгосрочного хранения мягкого мороженого на предприятиях общественного питания и торговли. Модель оснащена LED-подсветкой внутренного объема и лайтбокса, цифровым контроллером, 3 корзинами и 4 поворотными колесами. Надстройка выполнена из закаленного стекла, ложементы - из нержавеющей стали.</p>

<p>В комплект поставки входит скребок для чистки.</p>

<p><b>Особенности:</b></p>

<ul>
<li><a href=""https://entero.ru/info/300"">Статическое охлаждение</a></li>
<li>Принудительная оттайка</li>
<li>Климатический класс 7</li>
<li>Сертификация ЕАС</li>
<li>Поставка в разобранном виде</li>
<li>Место под корзинами для подтоварки</li>
<li>Хладагент R290а</li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Количество корзин: 3</li>
<li>Номинальный ток: 1 А</li>
<li>Частота: 50 Гц</li>
<li>Вес хладагента: 0,09 кг</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Брендирование</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! Гастроемкости в комплект поставки не входят и приобретаются отдельно.</span></em></p>",368416,от -25 до -15 °С,220 В,1610 мм,770 мм,1420 мм,118 кг,Россия,,,0,https://entero.ru/manuals/485844/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20FRISMO%20Scooping-12.pdf,146504,,,напольная,406 л,12 шт.,0.162 кВт,
