Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Назначение,Объем,Гастронормированная,Вес (с упаковкой),Потребляемая мощность,Тип гастроемкости,Ширина (в упаковке),Глубина (в упаковке),Высота (в упаковке),Вместимость гастроемкостей,Охлаждение,Количество полок,Холодильный агрегат,Экспозиц. площадь
https://cdn.entero.ru/mp@2x/b0/21/b02126aec38051cd7476084c7edf3697.jpg,Витрина холодильная HICOLD VRTO 2495 (1/4),285161,63056,RUB,Нет,HICOLD,Профоборудование,Холодильное,Витрины настольные,https://entero.ru/item/358215,"<p>Настольная холодильная витрина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/358215"">HICOLD VRTO 2495 (1/4)</a></b> используется на предприятиях общественного питания и торговли для демонстрации, охлаждения и кратковременного хранения салатов, гарниров, закусок и других готовых блюд. Модель оснащена электронной панелью управления и опорными ножками. Корпус выполнен из нержавеющей стали.</p>

<p><span style=""color:#cc0000;"">Гастроемкости в комплект поставки не входят и приобретаются отдельно.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li><a href=""http://entero.ru/info/300"">Статическое охлаждение</a></li>
<li>Контроллер с термочувствительным датчиком для автоматического поддержания заданной температуры</li>
<li>Теплоизолированный корпус</li>
</ul>",358215,от 2 до 7 °С,220 В,0.15 кВт,2495 мм,325 мм,248 мм,51 кг,Россия,1,2660x605x615 мм,0,https://entero.ru/manuals/459003/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20HICOLD%20VRTO%202495%20%281_4%29.pdf;https://entero.ru/manuals/459002/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/459001/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20HICOLD.pdf,67081,,,для ингредиентов,83 л,Да,,,GN 1/4,,,,12,статическое,,встроенный,
https://cdn.entero.ru/mp@2x/a7/41/a7419a4a66cacf36657d3b06c2428fed.jpg,Витрина холодильная HICOLD VRTU 2360 (1/4),Витрина холодильная HICOLD VRTU 2360 (1/4),63161,RUB,Нет,HICOLD,Профоборудование,Холодильное,Витрины настольные,https://entero.ru/item/311392,"<p>Настольная холодильная витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/311392""><b class=""b"">HICOLD VRTU 2360</b></a> используется на предприятиях общественного питания и торговли для демонстрации, охлаждения и кратковременного хранения салатов, гарниров, закусок и других готовых блюд. Модель оснащена электронной панелью управления, крышкой и ножками. Изделие выполнено из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li><a href=""http://entero.ru/info/300"">Статическое охлаждение</a></li>
</ul>",311392,от 2 до 7 °С,220 В,0.15 кВт,2360 мм,325 мм,279 мм,83 кг,Россия,1,2500x485x485 мм,0,https://entero.ru/manuals/373464/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BD%D0%B0%20HICOLD%20VRTU%202360.pdf;https://entero.ru/manuals/373463/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20HICOLD%20VRTU%202360.pdf;https://entero.ru/manuals/440881/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20HICOLD.pdf;https://entero.ru/manuals/440882/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,66485,,40 кг,для ингредиентов,79 л,Да,,,GN 1/4,,,,11,статическое,,встроенный,
https://cdn.entero.ru/mp@2x/c3/f0/c3f04f50510860aa6960aae325f4387f.jpg,"Витрина холодильная Finist ToppingBox НХВсм-3,5 с моллированным стеклом","НХВ-3,5 НХВсм, с молированным стеклом",63365,RUB,Нет,Finist,Профоборудование,Холодильное,Витрины настольные,https://entero.ru/item/316977,"<p>Настольная холодильная витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/316977""><b class=""b"">Finist ToppingBox НХВсм-3,5</b></a> предназначена для демонстрации и кратковременного хранения подготовленных начинок и топпингов для пиццы, блинов, лапши WOK, а также мясных изделий и полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена камерой для размещения гастроемкостей, куполом с моллированным выпуклым остеклением, устойчивыми опорами, кабелем питания и кнопочной панелью управления с цифровым дисплеем. Корпус выполнен из высококачественной нержавеющей стали.</p>

<p><span style=""color:#FF0000;"">Гастроемкости не входят в комплект поставки и приобретаются отдельно. </span></p>

<p><b>Особенности:</b></p>

<ul>
<li><a href=""http://entero.ru/info/300"">Статическая система охлаждения</a></li>
<li>Автоматическая оттайка испарителя</li>
<li>Контроллер с микропроцессорным блоком</li>
<li>Простое управление с помощью удобного меню</li>
<li>Индикация температуры, питания и кодов неисправностей на дисплее</li>
<li>Возможность использования крышки агрегата в качестве платформы для размещения вспомогательных предметов</li>
<li>Энергосберегающий цельнозаливной корпус</li>
<li>Экологически безопасный хладагент R134a</li>
<li>Компрессор: Aspera, ACC, Electrolux, L'unite hermetique</li>
<li>Продуманная конструкция для легкости очистки и дезинфекции поверхностей</li>
<li>Прочные износостойкие материалы для длительного срока эксплуатации</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Условия эксплуатации:
<ul>
<li>Диапазон температуры окружающей среды: от 10 до 28 °С</li>
<li>Относительная влажность: 60%</li>
</ul>
</li>
<li>Максимальное суточное энергопотребление: 1,04 кВт⋅ч</li>
<li>Максимальная высота гастроемкостей: 150 мм</li>
<li>Стандартное размещение гастроемкостей: 4хGN1/3 и 1хGN1/2</li>
<li>Соответствие количества и размерности для альтернативного размещения гастроемкостей:
<ul>
<li>1хGN1/3 = 2хGN1/6 = 3хGN1/9</li>
<li>1хGN2/3 = 2хGN1/3 </li>
<li>1хGN1/2 = 2хGN1/4</li>
</ul>
</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Полимерное покрытие корпуса с вариантами цветового исполнения</li>
<li>Гастроемкость GN1/3 высотой 150 мм</li>
<li>Гастроемкость GN1/2 высотой 150 мм</li>
<li>Просветленное стекло</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",316977,от 2 до 7 °С,220 В,0.13 кВт,1200 мм,390 мм,510 мм,,Россия,,,0,https://entero.ru/manuals/381150/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Finist%20ToppingBox%20%D0%9D%D0%A5%D0%92%D1%81%D0%BC-3_5.pdf;https://entero.ru/manuals/519185/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,68134,,,для ингредиентов,,Да,,,"GN 1/2, GN 1/3",,,,4,статическое,,встроенный,
https://cdn.entero.ru/mp@2x/ba/9f/ba9f734dd15c7ca7825f043d385d4553.jpg,Витрина холодильная GASTRORAG VRX-SSS1200,Витрина холодильная GASTRORAG VRX-SSS1200,63467,RUB,Нет,GASTRORAG,Профоборудование,Холодильное,Витрины настольные,https://entero.ru/item/81700,"<p>Холодильная витрина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/81700"">GASTRORAG VRX-SSS1200</a></b> используется на предприятиях общественного питания и торговли для демонстрации, охлаждения и кратковременного хранения суши. Модель оснащена <a href=""http://entero.ru/info/300"">статическим охлаждением</a>, испарителем сверху и снизу, выпуклым передним с подогревом, раздвижными дверцами и подсветкой.</p>

<p>В комплект поставки входят 4 гастроемкости GN 1/3 глубиной 25 мм.</p>",81700,от 0 до 6 °С,220 В,0.25 кВт,1200 мм,390 мм,290 мм,,Китай,,,0,https://entero.ru/manuals/116631/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20GASTRORAG.pdf,68986,,,для суши,,Да,,,GN 1/3,,,,4,статическое,,встроенный,
https://cdn.entero.ru/mp@2x/79/7d/797d001dcbdcf280ec22e58969b754bc.jpg,Витрина холодильная HICOLD VRS 3 SN,294213,63596,RUB,Нет,HICOLD,Профоборудование,Холодильное,Витрины настольные,https://entero.ru/item/226279,"<p>Холодильная витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/226279""><b class=""b"">HICOLD VRS 3 SN </b></a>предназначена для демонстрации, охлаждения и кратковременного хранения напитков, салатов, десертов и других готовых блюд и скоропортящихся продуктов на предприятиях общественного питания и торговли. Модель оснащена статической системой охлаждения.</p>

<p><b>Особенности:</b></p>

<ul>
<li><a href=""http://entero.ru/info/300"">Статическое охлаждение</a></li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Охлаждаемая площадь: 0,33 м<sup>2</sup></li>
</ul>",226279,от 2 до 10 °С,220 В,0.15 кВт,1023 мм,641 мм,407 мм,40 кг,Россия,1,750x700x500 мм,0,https://entero.ru/manuals/445250/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20HICOLD%20VRS%203%20SN.pdf;https://entero.ru/manuals/445251/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20HICOLD.pdf;https://entero.ru/manuals/445252/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,66943,,,универсальная,,Да,,,GN 2/3,,,,3,статическое,,встроенный,
https://cdn.entero.ru/mp@2x/f8/5e/f85ed19c02d3ff59eba946bea1899eba.jpg,Витрина холодильная Техно-ТТ МВО-410 открытая,124262,63654,RUB,Нет,Техно-ТТ,Профоборудование,Холодильное,Витрины настольные,https://entero.ru/item/182089,"<p>Холодильная витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/182089""><b class=""b"">Техно-ТТ МВО-410</b></a> предназначена для демонстрации и кратковременного хранения салатов, закусок, десертов и других скоропортящихся продуктов на предприятиях общественного питания и торговли. Модель оснащена контроллером с термочувствительным датчиком для автоматической регулировки температуры и кронштейном для крепления на стол для пиццы с каменным бортом. Изделие выполнено из нержавеющей стали AISI 430.</p>

<p>Гастроемкости в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li><a href=""http://entero.ru/info/300"">Статическая система охлаждения</a></li>
<li>Равномерное охлаждение продуктов</li>
<li>Теплоизоляция корпуса</li>
<li>Разделение на несколько гастроотделов позволяет хранить широкий ассортимент продуктов</li>
<li>Простое управление</li>
<li>Низкое энергопотребление</li>
<li>Компактный размер</li>
<li>Компрессор - Китай</li>
<li>Хладагент - R134</li>
<li>Поставляется в собранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 7х GN 1/3 + 1х GN 1/2 глубиной 150 мм</li>
<li>Полезная площадь ванны: 0,46 м<sup>2</sup></li>
<li>Объем ванны: 0,07 м<sup>3</sup></li>
<li>​Глубина ванны: 150 мм</li>
<li>Мощность компрессора: 0,15 кВт</li>
<li>Допустимая температура окружающего воздуха: от 15 до 25 °С</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",182089,от 2 до 7 °С,220 В,0.1 кВт,1835 мм,385 мм,265 мм,60 кг,Россия,1,2015x565x445 мм,0,https://entero.ru/manuals/211493/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2%20%D0%9C%D0%92%D0%9E-410.pdf;https://entero.ru/manuals/211492/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2.pdf,,,31 кг,универсальная,,Да,,,"GN 1/3, GN 1/2",,,,8,статическое,,встроенный,
https://cdn.entero.ru/mp@2x/84/2b/842bd974870965c68d9d809c08e9ea4b.jpg,Витрина холодильная HICOLD VRTU 2280 к PZ3 (1/3),284257 / VRTU 6 / 284256,63735,RUB,Нет,HICOLD,Профоборудование,Холодильное,Витрины настольные,https://entero.ru/item/129362,"<p>Настольная холодильная витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/129362""><b class=""b"">HICOLD VRTU 2280</b></a> используется на предприятиях общественного питания и торговли для демонстрации, охлаждения и кратковременного хранения салатов, гарниров, закусок и других готовых блюд. Модель оснащена крышкой и специальным креплением для стола. Изделие выполнено из нержавеющей стали.</p>

<p>Витрина совместима с холодильным столом <a href=""https://entero.ru/item/35339"">PZ3-1111/GN</a>.</p>

<p><b>Особенности:</b></p>

<ul>
<li><a href=""http://entero.ru/info/300"">Статическое охлаждение</a></li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 11х GN 1/3</li>
<li>Объем с упаковкой: 0,79 м<sup>3</sup></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель с ножками.</span></em></p>",129362,от 2 до 7 °С,220 В,0.15 кВт,2280 мм,385 мм,279 мм,61 кг,Россия,1,2470x580x550 мм,0,https://entero.ru/manuals/292984/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20HICOLD%20VRTU%202280%20%D0%BA%20PZ3.pdf;https://entero.ru/manuals/447124/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20HICOLD.pdf;https://entero.ru/manuals/447125/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,для ингредиентов,97 л,Да,,,,,,,,статическое,,встроенный,
https://cdn.entero.ru/mp@2x/22/6c/226c10654c58efbe20f04e51f64f3ea4.jpg,"Витрина холодильная Carboma AC87 SV 1,0-1 (ВХСр-1,0 Сube Арго XL Техно)","ВТ029 AC87 SV 1,0-1 / AC87 SV 1,0-1 (ВХСр-1,0 Cube Арго XL ТЕХНО)",63748,RUB,Нет,Carboma,Профоборудование,Холодильное,Витрины настольные,https://entero.ru/item/48516,"<p>Холодильная витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/48516""><b class=""b"">Carboma АС87 SV 1,0-1 (ВХСр-1,0 Сube Арго XL Техно) </b></a>используется на предприятиях общественного питания и торговли для демонстрации, кратковременного хранения кондитерских изделий, десертов, салатов и других закусок. Модель онащена прямым Г-образным стеклом, ночными шторками и стеклянной полкой. Корпус выполнен из стали с ППУ-теплоизоляцией, столешница и экспозиционная поверхность - из нержавеющей стали.</p>

<p>Гастроемкости в комплект поставки не входят.</p>

<p><b>Особенности:</b></p>

<ul>
<li><a href=""http://entero.ru/info/300"">Статическая система охлаждения</a></li>
<li>Компрессор: Electrolux / Samsung</li>
<li>Контроллер</li>
<li>Хладагент: R134a</li>
<li>Климатический класс: 3</li>
<li>LED-освещение </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Глубина полки: 210 мм</li>
<li>Потребляемая мощность: 3,5 кВт/сутки</li>
<li>Габариты в упаковке: 1040x1010x655 мм</li>
<li>Объём упаковки: 0,69 м<sup>3</sup></li>
<li>Цвет: черно-серый</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Подставка высотой 575 мм</li>
<li>Гастроемкости</li>
</ul>",48516,от -5 до 5 °С,220 В,,1000 мм,870 мм,410 мм,124 кг,Россия,1,1040x1010x655 мм,0,https://entero.ru/manuals/108025/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Carboma%20%D0%90%D0%A187%20SV%201_0-1%20%28%D0%92%D0%A5%D0%A1%D1%80-1_0%20%D0%A1ube%20%D0%90%D1%80%D0%B3%D0%BE%20XL%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE%29.pdf;https://entero.ru/manuals/67489/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Carboma%20%D0%90%D0%A187%20SV%201_0-1%20%28%D0%92%D0%A5%D0%A1%D1%80-1_0%20%D0%A1ube%20%D0%90%D1%80%D0%B3%D0%BE%20XL%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE%29.jpg;https://entero.ru/manuals/67493/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.jpg;https://entero.ru/manuals/292733/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Carboma%20AC87%20SV%201_0-1%20%28%D0%92%D0%A5%D0%A1%D1%80-1_0%20%D0%A1ube%20%D0%90%D1%80%D0%B3%D0%BE%20XL%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE%29.pdf;https://entero.ru/manuals/486296/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3.pdf;https://entero.ru/manuals/486297/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%B8%D0%BD%D1%82%D0%B5%D1%80%D1%8C%D0%B5%D1%80%D0%BD%D1%8B%D0%B9.pdf;https://entero.ru/manuals/486298/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.jpg,69291,https://vk.com/video_ext.php?oid=-177656185&id=456240538&hd=2&autoplay=0,64 кг,для готовых блюд,50 л,Да,,0.146 кВт/ч,,,,,,статическое,1,встроенный,950х520 мм
https://cdn.entero.ru/mp@2x/ca/6e/ca6e1e9d8c8addd871a2162139630b15.jpg;https://cdn.entero.ru/mp@2x/09/47/0947bba5a320d7645a62a63648b9dd7a.jpg;https://cdn.entero.ru/mp@2x/e2/90/e290c9d57e9a5923c3bda92fa4a95ca2.jpg;https://cdn.entero.ru/mp@2x/52/f1/52f171a0ad8b3f01ea400878d39c1cc5.jpg;https://cdn.entero.ru/mp@2x/33/d4/33d4570175d27251e7844c2f46c42b38.jpg;https://cdn.entero.ru/mp@2x/08/e6/08e69c47bb3ee41e2f2ea75eb1f72994.jpg,Витрина холодильная Finist ToppingBox PERFECTUM TBP-1,УИН: 55853234-f276-11ea-a0fe-000c298902a0,64108,RUB,Нет,Finist,Профоборудование,Холодильное,Витрины настольные,https://entero.ru/item/198661,"<p>Настольная холодильная витрина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/198661"">Finist ToppingBox PERFECTUM TBP-1</a></b> предназначена для демонстрации и кратковременного хранения подготовленных начинок и топпингов для пиццы, блинов, лапши WOK, а также мясных изделий и полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена камерой для размещения гастроемкостей, декоративными боковыми панелями, устойчивыми ножками, кабелем питания с вилкой и кнопочной панелью управления с цифровым дисплеем. Цельнозаливной корпус выполнен из высококачественной нержавеющей стали, купол – из моллированного стекла.</p>

<p>Гастроемкости в комплект поставки не входят. </p>

<p><b>Особенности:</b></p>

<ul>
<li><a href=""http://entero.ru/info/300"">Статическая система охлаждения</a></li>
<li>Автоматическая оттайка испарителя</li>
<li>Контроллер с микропроцессорным блоком</li>
<li>Простое управление с помощью удобного меню</li>
<li>Отображение температуры, индикация питания и неисправностей на дисплее</li>
<li>Возможность использования крышки агрегата в качестве платформы для размещения вспомогательных предметов</li>
<li>Продуманная конструкция корпуса для легкости очистки и дезинфекции поверхностей</li>
<li>Экологически безопасный хладагент R134A</li>
<li>Компрессор: Aspera, ACC, Electrolux, L'unite hermetique</li>
<li>Прочные износостойкие материалы для длительного срока эксплуатации</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Условия эксплуатации:
<ul>
<li>Диапазон температуры окружающей среды: от 10 до 28 °С</li>
<li>Относительная влажность: 60%</li>
</ul>
</li>
<li>Максимальная потребляемая мощность: 1,04 кВт/сутки</li>
<li>Максимальная высота гастроемкостей: 150 мм</li>
<li>Стандартное размещение гастроемкостей: 3хGN1/3</li>
<li>Соответствие количества и размерности для альтернативного размещения гастроемкостей:
<ul>
<li>1хGN1/3 = 2хGN1/6 = 3GNх1/9</li>
<li>1хGN2/3 = 2хGN1/3 </li>
<li>1хGN1/2 = 2хGN1/4</li>
</ul>
</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Полимерное покрытие с вариантами цветового исполнения</li>
<li>Альтернативное исполнение боковых панелей</li>
<li>Гастроемкость GN 1/3, 150 мл</li>
<li>Просветленное стекло</li>
</ul>

<p><br>
<span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></p>",198661,от 2 до 7 °С,220 В,0.13 кВт,930 мм,520 мм,500 мм,,Россия,,,0,https://entero.ru/manuals/231209/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Finist%20ToppingBox%20PERFECTUM%20TBP-1_%20%D0%BD%D0%B0%D1%81%D1%82%D0%BE%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F.pdf;https://entero.ru/manuals/519186/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,для ингредиентов,,Да,,,GN 1/3,,,,3,статическое,,встроенный,
https://cdn.entero.ru/mp@2x/b5/af/b5af8259ccba5a7cef3ea81e503b0484.jpg,Витрина холодильная Техно-ТТ МВО-320 с крышкой,124267,64139,RUB,Нет,Техно-ТТ,Профоборудование,Холодильное,Витрины настольные,https://entero.ru/item/182092,"<p>Холодильная витрина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/182092""><b class=""b"">Техно-ТТ МВО-320</b></a> предназначена для кратковременного хранения заготовок, ингредиентов для блюд, свежих овощей и других скоропортящихся продуктов на предприятиях общественного питания и торговли. Модель оснащена контроллером с термочувствительным датчиком для автоматической регулировки температуры, откидной крышкой и кронштейном для крепления на стол для пиццы с каменным бортом. Корпус изделия и крышка выполнены из нержавеющей стали AISI 430.</p>

<p>Гастроемкости в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li><a href=""http://entero.ru/info/300"">Статическая система охлаждения</a></li>
<li>Равномерное охлаждение продуктов</li>
<li>Теплоизоляция корпуса</li>
<li>Разделение на несколько гастроотделов позволяет хранить широкий ассортимент продуктов</li>
<li>Простое управление</li>
<li>Низкое энергопотребление</li>
<li>Компактный размер</li>
<li>Компрессор - Китай</li>
<li>Хладагент - R134</li>
<li>Поставляется в собранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 5х GN 1/3 + 1х GN 1/2 глубиной 150 мм</li>
<li>Полезная площадь ванны: 0,35 м<sup>2</sup></li>
<li>Объем ванны: 0,05 м<sup>3</sup></li>
<li>​Глубина ванны: 150 мм</li>
<li>Мощность компрессора: 0,15 кВт</li>
<li>Допустимая температура окружающего воздуха: от 15 до 25 °С</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",182092,от 2 до 7 °С,220 В,0.1 кВт,1485 мм,385 мм,290 мм,29.7 кг,Россия,1,1665x565x470 мм,0,https://entero.ru/manuals/211499/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2%20%D0%9C%D0%92%D0%9E-320.pdf;https://entero.ru/manuals/211498/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2.pdf,66811,,27 кг,для ингредиентов,,Да,,,"GN 1/2, GN 1/3",,,,6,статическое,,встроенный,
