Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Длина планки,Двойная запайка
https://cdn.entero.ru/mp@2x/24/a5/24a5e94752464cf9feb333709fbae3d0.jpg,Контейнер вакуумный Status VAC-RD-25 красный,Контейнер вакуумный Status VAC-RD-25 красный,2964,RUB,Да,,Бытовая техника,Техника для дома,Вакуумные упаковщики,https://entero.ru/item/194483,"<p>Вакуумный контейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/194483""><b class=""b"">Status VAC-RD-25 </b></a>используется совместно с вакуумными упаковщиками, поддерживающими подключение вакуумного шланга, или с ручным насосом для упаковки продуктов в частных домах и квартирах для последующего их хранения. Модель имеет круглую форму, оснащена силиконовым уплотнительным кольцом и индикатором даты (месяц и число) на крышке. Изделие выполнено из тритана, не содержащего бисфенол А, крышка - из ABS-пластика. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Не впитывает цвета и запахи</li>
<li>Можно использовать в микроволновке до 2 минут (без крышки)</li>
<li>Можно хранить в морозильной камере</li>
<li>Можно мыть в посудомоечной машине</li>
<li>Конструкция позволяет устойчиво стоять на вакуумных контейнерах VAC-RD-075 и VAC-RD-15</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 2,5 л</li>
<li>Диаметр контейнера: 130 мм</li>
<li>Высота контейнера: 295 мм</li>
<li>Габариты с крышкой: 155х130х320 мм</li>
<li>Вес: 0,6 кг</li>
<li>Цвет крышки: красный</li>
</ul>",194483,,,,,,,,,,0,https://entero.ru/manuals/226853/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Status%20VAC-RD-25.pdf,,,,,,,
https://cdn.entero.ru/mp@2x/7a/6a/7a6aed9d36419ca8e0a3d78334b2f164.jpg;https://cdn.entero.ru/mp@2x/09/4d/094d646a332cd57f9f462adb4c932e82.jpg;https://cdn.entero.ru/mp@2x/b1/81/b1818a8c1160e86a2b7a7d62c0b5089b.jpg,ZIP-Пакеты вакуумные CASO VC ZIP 26*35,ZIP-Пакеты вакуумные CASO VC ZIP 26*35,3004,RUB,Да,CASO,Бытовая техника,Техника для дома,Вакуумные упаковщики,https://entero.ru/item/170479,"<p>Вакуумные ZIP-пакеты <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/170479"">CASO VC ZIP 26*35</a> </b>используется совместно с бескамерными упаковщиками, поддерживающими подключение вакуумного шланга, для упаковки продуктов в частных домах и квартирах для последующего их хранения или приготовления по технологии Sous Vide. Изделия выполнены из качественных пищевых полимеров, не содержащих бисфенол А.</p>

<p>Для использования необходим вакуумный шланг с адаптером, который в комплект поставки не входит.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Рифленная структура пленки</li>
<li>ZIP замок</li>
<li>Прозрачные</li>
<li>Высокая устойчивость к проколам и разрывам</li>
<li>Термостойкость:
<ul>
<li>Подходит для замораживания и защиты пищевых продуктов от морозных ожогов</li>
<li>Подходит для кипячения и приготовления по технологии Sous Vide </li>
<li>Подходит для использования в микроволновой печи</li>
</ul>
</li>
<li>Возможно многоразовое использование и мойка в посудомоечной машине</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Размеры пакета: 260х350 мм</li>
<li>Количество в упаковке: 20</li>
</ul>",170479,,,,,,,,,,0,,3755,,,,,,
https://cdn.entero.ru/mp@2x/ea/f6/eaf6f656309f8706c1630ee80a35f644.jpg;https://cdn.entero.ru/mp@2x/c2/81/c281bb4db3dd2fbceaf145ced38a60f8.jpg,Контейнер вакуумный Status VAC-SQ-20 синий,Контейнер вакуумный Status VAC-SQ-20 синий,3074,RUB,Да,,Бытовая техника,Техника для дома,Вакуумные упаковщики,https://entero.ru/item/194491,"<p>Вакуумный контейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/194491""><b class=""b"">Status VAC-SQ-20 </b></a>используется совместно с вакуумными упаковщиками, поддерживающими подключение вакуумного шланга, или с ручным насосом для упаковки продуктов в частных домах и квартирах для последующего их хранения. Модель имеет квадратную форму, оснащена силиконовым уплотнительным кольцом и индикатором даты (месяц и число) на крышке. Изделие выполнено из тритана, не содержащего бисфенол А, крышка - из ABS-пластика. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Не впитывает цвета и запахи</li>
<li>Можно использовать в микроволновке до 2 минут (без крышки)</li>
<li>Можно хранить в морозильной камере</li>
<li>Можно мыть в посудомоечной машине</li>
<li>Конструкция позволяет устойчиво стоять контейнерам друг на друге</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 2 л</li>
<li>Размер контейнера: 200х200х105 мм</li>
<li>Габариты с крышкой: 232х210х105 мм</li>
<li>Цвет крышки: синий</li>
</ul>",194491,,,,,,,,,,0,https://entero.ru/manuals/226856/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Status%20VAC-SQ-20.pdf,,,,,,,
https://cdn.entero.ru/mp@2x/0c/69/0c6976d408959bdd2b8088a99f82afbf.jpg;https://cdn.entero.ru/mp@2x/85/ee/85ee59add1a88131f1e7325b37c24255.jpg,Контейнер вакуумный Status VAC-SQ-20 зеленый,Контейнер вакуумный Status VAC-SQ-20 зеленый,3074,RUB,Да,,Бытовая техника,Техника для дома,Вакуумные упаковщики,https://entero.ru/item/194497,"<p>Вакуумный контейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/194497""><b class=""b"">Status VAC-SQ-20 </b></a>используется совместно с вакуумными упаковщиками, поддерживающими подключение вакуумного шланга, или с ручным насосом для упаковки продуктов в частных домах и квартирах для последующего их хранения. Модель имеет квадратную форму, оснащена силиконовым уплотнительным кольцом и индикатором даты (месяц и число) на крышке. Изделие выполнено из тритана, не содержащего бисфенол А, крышка - из ABS-пластика. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Не впитывает цвета и запахи</li>
<li>Можно использовать в микроволновке до 2 минут (без крышки)</li>
<li>Можно хранить в морозильной камере</li>
<li>Можно мыть в посудомоечной машине</li>
<li>Конструкция позволяет устойчиво стоять контейнерам друг на друге</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 2 л</li>
<li>Размер контейнера: 200х200х105 мм</li>
<li>Габариты с крышкой: 232х210х105 мм</li>
<li>Цвет крышки: зеленый</li>
</ul>",194497,,,,,,,,,,0,https://entero.ru/manuals/226857/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Status%20VAC-SQ-20.pdf,3891,,,,,,
https://cdn.entero.ru/mp@2x/7f/a5/7fa53e786b13a825a8ab312e5d3ff22d.jpg;https://cdn.entero.ru/mp@2x/2e/39/2e393d906af9547263797a8bbba727f5.jpg,Контейнер вакуумный Status VAC-SQ-20 оранжевый,Контейнер вакуумный Status VAC-SQ-20 оранжевый,3074,RUB,Да,,Бытовая техника,Техника для дома,Вакуумные упаковщики,https://entero.ru/item/194498,"<p>Вакуумный контейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/194498""><b class=""b"">Status VAC-SQ-20 </b></a>используется совместно с вакуумными упаковщиками, поддерживающими подключение вакуумного шланга, или с ручным насосом для упаковки продуктов в частных домах и квартирах для последующего их хранения. Модель имеет квадратную форму, оснащена силиконовым уплотнительным кольцом и индикатором даты (месяц и число) на крышке. Изделие выполнено из тритана, не содержащего бисфенол А, крышка - из ABS-пластика. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Не впитывает цвета и запахи</li>
<li>Можно использовать в микроволновке до 2 минут (без крышки)</li>
<li>Можно хранить в морозильной камере</li>
<li>Можно мыть в посудомоечной машине</li>
<li>Конструкция позволяет устойчиво стоять контейнерам друг на друге</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 2 л</li>
<li>Размер контейнера: 200х200х105 мм</li>
<li>Габариты с крышкой: 232х210х105 мм</li>
<li>Цвет крышки: оранжевый</li>
</ul>",194498,,,,,,,,,,0,https://entero.ru/manuals/226858/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Status%20VAC-SQ-20.pdf,3704,,,,,,
https://cdn.entero.ru/mp@2x/ef/f3/eff3c9c730d749553bdedd7b0e6eb00a.jpg,Контейнер вакуумный Status VAC-SQ-20 белый,Контейнер вакуумный Status VAC-SQ-20 белый,3074,RUB,Да,,Бытовая техника,Техника для дома,Вакуумные упаковщики,https://entero.ru/item/194502,"<p>Вакуумный контейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/194502""><b class=""b"">Status VAC-SQ-20 </b></a>используется совместно с вакуумными упаковщиками, поддерживающими подключение вакуумного шланга, или с ручным насосом для упаковки продуктов в частных домах и квартирах для последующего их хранения. Модель имеет квадратную форму, оснащена силиконовым уплотнительным кольцом и индикатором даты (месяц и число) на крышке. Изделие выполнено из тритана, не содержащего бисфенол А, крышка - из ABS-пластика. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Не впитывает цвета и запахи</li>
<li>Можно использовать в микроволновке до 2 минут (без крышки)</li>
<li>Можно хранить в морозильной камере</li>
<li>Можно мыть в посудомоечной машине</li>
<li>Конструкция позволяет устойчиво стоять контейнерам друг на друге</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 2 л</li>
<li>Размер контейнера: 200х200х105 мм</li>
<li>Габариты с крышкой: 232х210х105 мм</li>
<li>Цвет крышки: белый</li>
</ul>",194502,,,,,,,,,,0,https://entero.ru/manuals/226860/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Status%20VAC-SQ-20.pdf,,,,,,,
https://cdn.entero.ru/mp@2x/7b/e0/7be0ab15f9ff4a42d5a64a351b2571d5.jpg;https://cdn.entero.ru/mp@2x/fd/2e/fd2e8ea6c9fb5ca9b4e5fb330dbffc8f.jpg;https://cdn.entero.ru/mp@2x/5d/3e/5d3e7f5af0f5c1500a3529ccc602f003.jpg;https://cdn.entero.ru/mp@2x/98/49/9849d4df915a269e92ab2c6f4a0ef30c.jpg,ZIP-Пакеты вакуумные CASO VC ZIP Adapter Set с адаптером,ZIP-Пакеты вакуумные CASO VC ZIP Adapter Set с адаптером,3147,RUB,Да,CASO,Бытовая техника,Техника для дома,Вакуумные упаковщики,https://entero.ru/item/170481,"<p>Набор вакуумных ZIP-пакетов <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/170481""><b class=""b"">CASO VC ZIP Adapter Set </b></a>используется совместно с бескамерными упаковщиками, поддерживающими подключение вакуумного шланга, для упаковки продуктов в частных домах и квартирах для последующего их хранения или приготовления по технологии Sous Vide. Изделия выполнены из качественных пищевых полимеров, не содержащих бисфенол А.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>10 пакетов 200х230 мм</li>
<li>10 пакетов 260х350 мм</li>
<li>Вакуумный шланг с адаптером</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Рифленная структура пленки</li>
<li>ZIP замок</li>
<li>Прозрачные</li>
<li>Высокая устойчивость к проколам и разрывам</li>
<li>Термостойкость:
<ul>
<li>Подходит для замораживания и защиты пищевых продуктов от морозных ожогов</li>
<li>Подходит для кипячения и приготовления по технологии Sous Vide </li>
<li>Подходит для использования в микроволновой печи</li>
</ul>
</li>
<li>Возможно многоразовое использование и мойка в посудомоечной машине</li>
</ul>",170481,,,,,,,,,,0,https://entero.ru/manuals/196185/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CASO%20VC%20ZIP%20Adapter%20Set%20%D1%81%20%D0%B0%D0%B4%D0%B0%D0%BF%D1%82%D0%B5%D1%80%D0%BE%D0%BC.pdf,3885,,,,,,
https://cdn.entero.ru/mp@2x/f3/70/f37027b3e289989dd686df9dda8e6fac.jpg;https://cdn.entero.ru/mp@2x/01/94/01945582792769e4d774895637f232e3.jpg;https://cdn.entero.ru/mp@2x/56/ba/56ba4be981575b098801c74b8cbfbe33.jpg;https://cdn.entero.ru/mp@2x/88/ed/88edeb4a9a93c65535ed8278c50bab3d.jpg;https://cdn.entero.ru/mp@2x/77/12/77129a1fed748e947ec8da681466e4a0.jpg,Контейнер вакуумный Status VAC-REC-14 Full tritan,Контейнер вакуумный Status VAC-REC-14 Full tritan,3450,RUB,Да,,Бытовая техника,Техника для дома,Вакуумные упаковщики,https://entero.ru/item/302471,"<p>Вакуумный контейнер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/302471"">Status VAC-REC-14 Full tritan</a> </b>используется совместно с вакуумными упаковщиками, поддерживающими подключение вакуумного шланга, или с ручным насосом для упаковки продуктов в частных домах и квартирах для последующего их хранения. Модель имеет прямоугольную форму, оснащена индикаторами даты (месяц и число) и вакуума на крышке. Изделие выполнено из тритана.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Не впитывает цвета и запахи</li>
<li>Можно хранить в морозильной камере</li>
<li>Можно мыть в посудомоечной машине</li>
<li>Может быть установлен сверху на вакуумный контейнер (2 л)</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 1,4 л</li>
<li>Размер контейнера: 240х157х90 мм</li>
<li>Цвет: прозрачный </li>
</ul>",302471,,,,,,,,,,0,https://entero.ru/manuals/362418/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Status%20VAC-REC-14%20Full%20tritan.pdf;https://entero.ru/manuals/362419/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,,,,
https://cdn.entero.ru/mp@2x/38/9c/389cd8976d71e2fa6384b31e67f6c980.jpg;https://cdn.entero.ru/mp@2x/dd/64/dd64bd2dfc5c6551784d6b5553d513c5.jpg;https://cdn.entero.ru/mp@2x/be/8d/be8d2d3415a5c9568ebeddc1d4d4d4bd.jpg,Контейнер вакуумный Status VAC-REC-30 зеленый,Контейнер вакуумный Status VAC-REC-30 зеленый,3559,RUB,Да,,Бытовая техника,Техника для дома,Вакуумные упаковщики,https://entero.ru/item/194442,"<p>Вакуумный контейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/194442""><b class=""b"">Status VAC-REC-30 </b></a>используется совместно с вакуумными упаковщиками, поддерживающими подключение вакуумного шланга, или с ручным насосом для упаковки продуктов в частных домах и квартирах для последующего их хранения. Модель имеет прямоугольную форму, оснащена силиконовым уплотнительным кольцом и индикатором даты (месяц и число) на крышке. Изделие выполнено из тритана, не содержащего бисфенол А, крышка - из ABS-пластика. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Не впитывает цвета и запахи</li>
<li>Можно использовать в микроволновке до 2 минут (без крышки)</li>
<li>Можно хранить в морозильной камере</li>
<li>Можно мыть в посудомоечной машине</li>
<li>Конструкция позволяет устойчиво стоять на вакуумном контейнере VAC-REC-45</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 3 л</li>
<li>Размер контейнера: 295х185х115 мм</li>
<li>Габариты с крышкой: 305х190х120 мм</li>
<li>Вес: 0,83 кг</li>
<li>Цвет крышки: зеленый</li>
</ul>",194442,,,,,,,,,,0,https://entero.ru/manuals/226834/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Status%20VAC-REC-30.pdf,,,,,,,
https://cdn.entero.ru/mp@2x/f4/42/f44294d034a0c463e51824b462e82781.jpg;https://cdn.entero.ru/mp@2x/3a/e1/3ae104a995bc1afb60889972ae72ad0a.jpg,Пакеты вакуумные Profi Cook 28*40 для PC-VK 1015/1080/1133/1134/1146,Пакеты вакуумные Profi Cook 28*40 для PC-VK 1015/1080/1133/1134/1146,3637,RUB,Да,,Бытовая техника,Техника для дома,Вакуумные упаковщики,https://entero.ru/item/173444,"<p>Вакуумные пакеты <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/173444"">Profi Cook 28*40 для PC-VK 1015/1080/1133/1134/1146</a> </b>используется совместно с бескамерными упаковщиками для упаковки продуктов в частных домах и квартирах для последующего их хранения или приготовления по технологии Sous Vide.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Прозрачные</li>
<li>Высокая устойчивость к проколам и разрывам</li>
<li>Подходит для замораживания и защиты пищевых продуктов от морозных ожогов</li>
<li>Подходит для использования в микроволновой печи</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Размеры пакета: 280х400 мм</li>
<li>Количество в упаковке: 50</li>
<li>Толщина: 100 мкм</li>
</ul>",173444,,,,,,,,,,0,,4330,,,,,,
https://cdn.entero.ru/mp@2x/c5/f2/c5f2c5257d73e5984bacc7d731697059.jpg;https://cdn.entero.ru/mp@2x/53/f5/53f5985f655c6cfc87b3f575bf671da9.jpg;https://cdn.entero.ru/mp@2x/6b/85/6b8513b3d5c9d8dbcf969e39f56605c2.jpg;https://cdn.entero.ru/mp@2x/2f/e4/2fe4327f569ad0c21fe504b3a1e5b4a3.jpg;https://cdn.entero.ru/mp@2x/e9/cc/e9cc9970a518de6570e6cbcfff8ef055.jpg;https://cdn.entero.ru/mp@2x/59/d6/59d624fc035ee3329e0099c3d02f6506.jpg;https://cdn.entero.ru/mp@2x/6a/02/6a02751c2fe77d757c85e67715b09cc7.jpg;https://cdn.entero.ru/mp@2x/9f/2f/9f2fcb6d35e601a8c662dd23bfd50567.jpg,Контейнер вакуумный Status VAC-REC-20 Full tritan,Контейнер вакуумный Status VAC-REC-20 Full tritan,3774,RUB,Да,,Бытовая техника,Техника для дома,Вакуумные упаковщики,https://entero.ru/item/302470,"<p>Вакуумный контейнер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/302470"">Status VAC-REC-20 Full tritan</a> </b>используется совместно с вакуумными упаковщиками, поддерживающими подключение вакуумного шланга, или с ручным насосом для упаковки продуктов в частных домах и квартирах для последующего их хранения. Модель имеет прямоугольную форму, оснащена индикаторами даты (месяц и число) и вакуума на крышке. Изделие выполнено из тритана.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Не впитывает цвета и запахи</li>
<li>Можно хранить в морозильной камере</li>
<li>Можно мыть в посудомоечной машине</li>
<li>Может быть установлен сверху на вакуумный контейнер (1,4 л)</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 2 л</li>
<li>Размер контейнера: 240х157х120 мм</li>
<li>Цвет: прозрачный </li>
</ul>",302470,,,,,,,,,,0,https://entero.ru/manuals/362416/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Status%20VAC-REC-20%20Full%20tritan.pdf;https://entero.ru/manuals/362417/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,,,,
https://cdn.entero.ru/mp@2x/f4/be/f4be8f8f7074fea6e22131e4dbed049b.jpg,"Пакеты вакуумные CASO 4 Sterne 30*40, 150 мкм, 60 шт.","Пакеты вакуумные CASO 4 Sterne 30*40, 150 мкм, 60 шт.",3783,RUB,Да,CASO,Бытовая техника,Техника для дома,Вакуумные упаковщики,https://entero.ru/item/375326,"<p>Вакуумные пакеты <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/375326""><b class=""b"">CASO 4 Sterne 30*40 </b></a>используются в частных домах и квартирах совместно с вакууматорами для упаковки продуктов и приготовления су-вид. Модель отличается высокой прочностью и устойчивостью к разрыву. Ребристая структура гарантирует герметичность. Изделия выполнены из многослойного материала ПА/ПЭ, безопасного для пищевых продуктов.</p>

<p>Совместимость со всеми бескамерными вакуумными упаковщиками CASO, FreshVAC, WMF, Rommelsbacher, LAICA, Gastroback, Foodsaver, Solis, Steba, Lava, Ohmex и Flaem Nuova.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Вакуумирование продуктов с острыми краями, например, кости</li>
<li>Защита от морозного ожога и потери ароматов</li>
<li>Возможно повторное использование</li>
<li>Естественное хранение без консервантов</li>
<li>Сохранение витаминов и минералов</li>
<li>Можно мыть в посудомоечной машине</li>
<li>Длительный срок хранения продуктов до 8 раз</li>
<li>Можно использовать в микроволновой печи при температуре до 70 °C и для заморозки</li>
<li>Без бисфенола А</li>
<li>Структурированные прозрачные пакеты со звездой</li>
<li>Выдерживает кипячение при температуре до 100 °C в течение 8 ч</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Количество в упаковке: 60 шт.</li>
<li>Размеры пакета: 300х400 мм</li>
<li>Толщина пленки: 150 мкм</li>
</ul>",375326,,,,,,,,,,0,,,,,,,,
https://cdn.entero.ru/mp@2x/6e/29/6e29911cdfb4d1a4b2a4844b17e251f3.jpg;https://cdn.entero.ru/mp@2x/86/f9/86f995c546c5ab845237e4fdebc474e2.jpg;https://cdn.entero.ru/mp@2x/71/37/7137548f8a34a87e2a7ff45a0886d730.jpg;https://cdn.entero.ru/mp@2x/56/13/561394567462dcfbc7bd64785a8b4727.jpg;https://cdn.entero.ru/mp@2x/e9/8f/e98f07168e33afa38b4f0b2826e72eab.jpg,Набор вакуумных контейнеров Status VAC-BABY,Набор вакуумных контейнеров Status VAC-BABY,4304,RUB,Да,,Бытовая техника,Техника для дома,Вакуумные упаковщики,https://entero.ru/item/194588,"<p>Набор вакуумных контейнеров <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/194588"">Status VAC-BABY</a> </b>используется совместно с вакуумными упаковщиками, поддерживающими подключение вакуумного шланга, или с ручным насосом для упаковки продуктов в частных домах и квартирах для последующего их хранения. В набор входят 4 контейнера квадратной формы с крышками разных цветов и ручной насос. Контейнеры выполнены из тритана, не содержащего бисфенол А, крышки - из ABS-пластика. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Индикатор даты на крышке (месяц, число)</li>
<li>Не впитывает цвета и запахи</li>
<li>Можно использовать в микроволновке до 2 минут (без крышки)</li>
<li>Можно хранить в морозильной камере</li>
<li>Можно мыть в посудомоечной машине</li>
<li>Подходят для хранения детского питания</li>
<li>Конструкция позволяет устойчиво стоять контейнерам друг на друге</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 4х 0,15 л</li>
<li>Цвет крышки: зеленый / оранжевый / голубой / розовый</li>
</ul>",194588,,,,,,,,,,0,https://entero.ru/manuals/226921/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Status%20VAC-BABY.pdf,,,,,,,
https://cdn.entero.ru/mp@2x/69/78/69784e74b71a81454924ac5e29e7fd46.jpg;https://cdn.entero.ru/mp@2x/42/7e/427e2170bd8f59471e1310d4d39c5147.jpg;https://cdn.entero.ru/mp@2x/d6/ab/d6abae4ab3c4059c473ccce652c08690.jpg;https://cdn.entero.ru/mp@2x/77/29/7729f26c57bb34c1f6593443286b2b10.jpg;https://cdn.entero.ru/mp@2x/f0/b9/f0b95db980c564f0f1ecb2d4a630dbcf.jpg;https://cdn.entero.ru/mp@2x/16/b7/16b7e38207bd2fc122926136d5487305.jpg;https://cdn.entero.ru/mp@2x/40/24/40249434aaee32bbeb54c5681bf13203.jpg,Набор вакуумных контейнеров CASO VacuBoxx Eco-Duo S,Набор вакуумных контейнеров CASO VacuBoxx Eco-Duo S,4380,RUB,Да,CASO,Бытовая техника,Техника для дома,Вакуумные упаковщики,https://entero.ru/item/344121,"<p>Набор вакуумных контейнеров <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/344121"">CASO VacuBoxx Eco-Duo S</a> </b>используется совместно с вакуумными упаковщиками, поддерживающими подключение вакуумного шланга или с ручным насосом, для упаковки продуктов в частных домах и квартирах и последующего их хранения и транспортировки. Модель оснащена встроенным в крышку индикатором даты, указывающим день и месяц. Изделие можно использовать в морозильной камере и мыть в посудомоечной машине. Контейнеры выполнены из стекла, крышки - из SAN.</p>

<p>В комплект поставки входят 2 контейнера. <span style=""color: rgb(255, 0, 0);"">Насос в комплект поставки не входит.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Подходят для чувствительных к давлению продуктов и для жидкостей</li>
<li>Высокая термостойкость</li>
<li>Прямоугольная форма</li>
<li>Отсутствие бисфенола А</li>
<li>Подходят для детского питания</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем контейнеров: по 0,5 л</li>
<li>Устойчивость к температуре: от -18 °С до +350 °С</li>
<li>Вес с упаковкой: 0,4 кг</li>
<li>Цвет крышки: дымчатый</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! Насос в комплект поставки не входит и приобретается отдельно.</span></em></p>",344121,,,,,,,,,,0,,,,,,,,
https://cdn.entero.ru/mp@2x/01/25/0125f49f1bfb09df2c55671cb4c7a6bf.jpg;https://cdn.entero.ru/mp@2x/27/42/2742539fa4c88bb4102e69ee35dd7514.jpg;https://cdn.entero.ru/mp@2x/85/cb/85cbdcaa92cbc61d7a7c8f6a2666132f.jpg,Контейнер вакуумный Status VAC-REC-45 зеленый,Контейнер вакуумный Status VAC-REC-45 зеленый,4420,RUB,Да,,Бытовая техника,Техника для дома,Вакуумные упаковщики,https://entero.ru/item/245472,"<p>Вакуумный контейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/245472""><b class=""b"">Status VAC-REC-45 </b></a>используется совместно с вакуумными упаковщиками, поддерживающими подключение вакуумного шланга, или с ручным насосом для упаковки продуктов в частных домах и квартирах для последующего их хранения. Модель имеет прямоугольную форму, оснащена силиконовым уплотнительным кольцом и индикатором даты (месяц и число) на крышке. Изделие выполнено из тритана, не содержащего бисфенол А, крышка - из ABS-пластика. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Не впитывает цвета и запахи</li>
<li>Можно использовать в микроволновке до 2 минут (без крышки)</li>
<li>Можно хранить в морозильной камере</li>
<li>Можно мыть в посудомоечной машине</li>
<li>Конструкция позволяет устойчиво стоять на вакуумном контейнере VAC-REC-30</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 4,5 л</li>
<li>Размер контейнера: 295х185х155 мм</li>
<li>Габариты с крышкой: 305х190х155 мм</li>
<li>Вес: 0,98 кг</li>
<li>Цвет крышки: зеленый</li>
</ul>",245472,,,,,,,,,,0,https://entero.ru/manuals/296652/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Status%20VAC-REC-45.pdf,,,,,,,
