Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Объем,Ширина ниши,Глубина ниши,Высота ниши
https://cdn.entero.ru/mp@2x/b6/13/b6139436581b87eafbe642f532db1342.jpg,Ящик для подогрева посуды Bertazzoni WD60HERA слоновая кость,серия Heritage,97900,RUB,Да,,Бытовая техника,Встраиваемая техника,Подогреватели посуды,https://entero.ru/item/218021,"<p>Ящик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/218021""><b class=""b"">Bertazzoni WD60HERA </b></a>предназначен для подогрева и поддержания в теплом состоянии посуды в домашних условиях. Модель оснащена вместительной камерой с вентилятором и защитной решеткой в задней стенке, электронным термостатом и скрытой за фронтом панелью управления. Корпус выполнен из металла с антикоррозийным покрытием фронта краской цвета слоновой кости, направляющие – из металла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка температуры с помощью поворотного переключателя</li>
<li>Контрольный индикатор нагрева</li>
<li>Система открывания и закрывания Push&Pull с направляющими полного выдвижения и механизмом плавного хода</li>
<li>Нескользящий резиновый коврик</li>
<li>Система охлаждения с помощью автоматически регулируемой принудительной вентиляции и фронтальной термовыводящей щелевой решетки</li>
<li>Экономичная подсветка рабочей камеры </li>
<li>Модульная совместимость с духовыми шкафами Bertazzoni аналогичной ширины для компактного монтажа и оптимизации рабочего пространства</li>
<li>Эргономичный стильный дизайн серии Heritage</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка: 25 кг</li>
</ul>",218021,от 30 до 85 °С,220 В,0.4 кВт,595 мм,560 мм,131 мм,16.3 кг,1,670x645x250 мм,0,https://entero.ru/manuals/258859/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Bertazzoni%20WD60HERA.pdf;https://entero.ru/manuals/258860/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20Bertazzoni%20WD60HERA.pdf;https://entero.ru/manuals/478286/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Bertazzoni%202024.pdf,106413,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241131&hash=1a042a90e24b672d;https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241143&hash=2542f8d6d0af6e4d,14.5 кг,Италия,Италия,25 л,595 мм,560 мм,131 мм
https://cdn.entero.ru/mp@2x/9d/94/9d9493b8a95b7fd204b968c16be9b8a4.jpg;https://cdn.entero.ru/mp@2x/b3/6c/b36cdb45bae1c5d20d7795fe1ae848da.jpg;https://cdn.entero.ru/mp@2x/7f/01/7f01f5cd1c55d38f810f703ec1c377ae.jpg,Ящик для подогрева посуды Bertazzoni WD60C медь,серия Modern,99900,RUB,Да,,Бытовая техника,Встраиваемая техника,Подогреватели посуды,https://entero.ru/item/218017,"<p>Ящик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/218017""><b class=""b"">Bertazzoni WD60C </b></a>предназначен для подогрева и поддержания в теплом состоянии посуды в домашних условиях. Модель оснащена вместительной камерой с вентилятором и защитной решеткой в задней стенке, электронным термостатом и скрытой за фронтом панелью управления. Корпус выполнен из металла с антикоррозийным покрытием фронта порошковой краской с содержанием меди, направляющие – из металла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка температуры с помощью поворотного переключателя</li>
<li>Контрольный индикатор нагрева</li>
<li>Система открывания и закрывания Push&Pull с направляющими полного выдвижения и механизмом плавного хода</li>
<li>Нескользящий резиновый коврик</li>
<li>Система охлаждения с помощью автоматически регулируемой принудительной вентиляции и фронтальной термовыводящей щелевой решетки</li>
<li>Экономичная подсветка рабочей камеры </li>
<li>Модульная совместимость с духовыми шкафами Bertazzoni аналогичной ширины для компактного монтажа и оптимизации рабочего пространства</li>
<li>Эргономичный стильный дизайн серии Modern </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка: 25 кг</li>
</ul>",218017,от 30 до 85 °С,220 В,0.4 кВт,595 мм,560 мм,131 мм,16.3 кг,1,670x645x250 мм,0,https://entero.ru/manuals/258857/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Bertazzoni%20WD60C.pdf;https://entero.ru/manuals/258858/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20Bertazzoni%20WD60C.pdf;https://entero.ru/manuals/478291/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Bertazzoni%202024.pdf,107419,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241143&hash=2542f8d6d0af6e4d,14.5 кг,Италия,Италия,25 л,595 мм,560 мм,131 мм
https://cdn.entero.ru/mp@2x/c2/f3/c2f3bb80ba4222e7e1e7ce9de50fffbf.jpg;https://cdn.entero.ru/mp@2x/0a/5f/0a5faf74e70d94c79341d67d6f38de2b.jpg;https://cdn.entero.ru/mp@2x/42/dd/42dd8648f4cacccd7bafa177d1f6de43.jpg;https://cdn.entero.ru/mp@2x/21/84/21840cfb23675752c5a0f194446b844a.jpg;https://cdn.entero.ru/mp@2x/84/18/84186960f0302b31b70c6d633135120a.jpg;https://cdn.entero.ru/mp@2x/b8/80/b88055bd4a846862d3ea08797db4a781.jpg,Подогреватель посуды SIGNATURE KITCHEN SUITE SKSWD2401S,Подогреватель посуды SIGNATURE KITCHEN SUITE SKSWD2401S,143990,RUB,Да,,Бытовая техника,Встраиваемая техника,Подогреватели посуды,https://entero.ru/item/373550,"<p>Встраиваемый подогреватель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/373550"">SIGNATURE KITCHEN SUITE SKSWD2401S</a> </b>используется в домашних условиях для подогрева и поддержания в теплом состоянии посуды, пищевых продуктов, а также размораживания, плавления продуктов и приготовления при низких температурах. Модель оснащена индикатором работы и вилкой типа F. Корпус выполнен из нержавеющей стали и стекла.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Настройки температуры: 40 °C - 55 °C - 70 °C - 80 °C</li>
<li>Цвет фасада: черный</li>
</ul>",373550,от 40 до 80 °С,220 В,0.45 кВт,594 мм,531 мм,139 мм,,,,0,https://entero.ru/manuals/502009/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20SIGNATURE%20KITCHEN%20SUITE%20SKSWD2401S.pdf;https://entero.ru/manuals/502011/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20SIGNATURE%20KITCHEN%20SUITE%20SKSWD2401S%20%28%D0%B8%D1%82%D0%B0%D0%BB.%29.pdf;https://entero.ru/manuals/502014/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20SIGNATURE%20KITCHEN%20SUITE.pdf,154828,,,Италия,Ю.Корея,19 л,,,
https://cdn.entero.ru/mp@2x/d6/00/d6002d7fa631c404581137f001b06213.jpg;https://cdn.entero.ru/mp@2x/87/3b/873b424ea137d12c964bfe1f68645f85.jpg;https://cdn.entero.ru/mp@2x/ce/48/ce4812d7d94a362dad62fe4bc384751c.jpg;https://cdn.entero.ru/mp@2x/b2/5c/b25c246e34b4f2b437cc7fb4d1f69a1f.jpg,Подогреватель посуды SIGNATURE KITCHEN SUITE SKSWD2421MS,Подогреватель посуды SIGNATURE KITCHEN SUITE SKSWD2421MS,143990,RUB,Да,,Бытовая техника,Встраиваемая техника,Подогреватели посуды,https://entero.ru/item/373553,"<p>Встраиваемый подогреватель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/373553"">SIGNATURE KITCHEN SUITE SKSWD2421MS</a> </b>используется в домашних условиях для подогрева и поддержания в теплом состоянии посуды, пищевых продуктов, а также размораживания, плавления продуктов и приготовления при низких температурах. Модель оснащена индикатором работы и вилкой типа F. Корпус выполнен из нержавеющей стали и стекла.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Настройки температуры: 40 °C - 55 °C - 70 °C - 80 °C</li>
<li>Цвет фасада: серебро</li>
</ul>",373553,от 40 до 80 °С,220 В,0.45 кВт,594 мм,531 мм,139 мм,,,,0,https://entero.ru/manuals/502032/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20SIGNATURE%20KITCHEN%20SUITE%20SKSWD2401S%20%28%D0%B8%D1%82%D0%B0%D0%BB.%29.pdf;https://entero.ru/manuals/502033/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20SIGNATURE%20KITCHEN%20SUITE.pdf;https://entero.ru/manuals/502035/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20SIGNATURE%20KITCHEN%20SUITE%20SKSWD2421MS%20%28%D0%B8%D1%82%D0%B0%D0%BB.%29.pdf,151568,,,Италия,Ю.Корея,19 л,,,
https://cdn.entero.ru/mp@2x/70/9e/709ed52e7eab73737ee66a8c975d965c.jpg,Подогреватель посуды SMEG CTP1015,Подогреватель посуды SMEG CTP1015,0,RUB,Нет,SMEG,Бытовая техника,Встраиваемая техника,Подогреватели посуды,https://entero.ru/item/78355,"<p>Подогреватель посуды <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/78355"">Smeg CTP1015</a></b> серии Linea предназначен для подогрева и поддержания в теплом состоянии тарелок, чашек и столовых приборов. Модель можно устанавливать в одну нишу со встраиваемыми духовыми шкафами, кофемашинами и т.д. Внутренняя камера выполнена из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Управление Touch Control</li>
<li>Размораживание продуктов</li>
<li>Открывание Push (без ручки)</li>
<li>Обработка против отпечатков пальцев</li>
<li>Таймер</li>
<li>Поворотный переключатель температуры</li>
<li>Нескользящий коврик</li>
<li>LED-подсветка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 6 суповых тарелок + 6 мелких тарелок</li>
<li>Допустимая нагрузка:
<ul>
<li>Внутри ящика: 15 кг</li>
<li>На ящик: 50 кг</li>
</ul>
</li>
<li>Цвет передней панели: серебристый</li>
</ul>",78355,от 30 до 80 °С,220 В,0.4 кВт,597 мм,542 мм,136 мм,,,,0,https://entero.ru/manuals/51586/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Smeg%20CTP1015.pdf;https://entero.ru/manuals/51587/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20Smeg%20CTP1015.jpg,,,,Италия,,20.5 л,,,
https://cdn.entero.ru/mp@2x/94/fa/94fa87f9f47aa14fa1610be37790f5c7.jpg,Подогреватель посуды SMEG CTP9015P,Подогреватель посуды SMEG CTP9015P,0,RUB,Нет,SMEG,Бытовая техника,Встраиваемая техника,Подогреватели посуды,https://entero.ru/item/66466,"<p>Прибор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/66466""><b class=""b"">Smeg CTP9015P</b></a> серии Victoria предназначен для подогрева и поддержания в теплом состоянии тарелок, чашек и столовых приборов. Модель можно устанавливать в одну нишу со встраиваемыми духовыми шкафами, кофемашинами и т.д.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Допустимая нагрузка:
<ul>
<li>Внутри ящика: 15 кг</li>
<li>На ящик: 50 кг</li>
</ul>
</li>
<li>Цвет передней панели: кремовый</li>
</ul>",66466,от 30 до 80 °С,220 В,0.4 кВт,597 мм,542 мм,136 мм,,,,0,https://entero.ru/manuals/35772/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20Smeg%20CTP9015P.jpg,,,,Италия,,20.5 л,,,
https://cdn.entero.ru/mp@2x/50/3f/503f17bbf9a7fd588f8dbceab7287329.jpg,Подогреватель посуды SMEG CPR715A,CORTINA,0,RUB,Нет,SMEG,Бытовая техника,Встраиваемая техника,Подогреватели посуды,https://entero.ru/item/112084,"<p>Подогреватель посуды <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/112084"">Smeg CPR715A</a></b> серии Cortina предназначен для подогрева и поддержания в теплом состоянии тарелок, чашек и столовых приборов в частных домах, квартирах, отелях и офисах. Возможность встраивания решает проблему ограниченного пространства. Внутренняя камера выполнена из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Управление Touch Control</li>
<li>Размораживание продуктов</li>
<li>Подъем теста</li>
<li>Нагрев и размачивание</li>
<li>Открывание Push (без ручки)</li>
<li>​Поворотный переключатель температуры</li>
<li>Силиконовый коврик</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Допустимая нагрузка:
<ul>
<li>Внутри ящика: 15 кг</li>
<li>На ящик: 85 кг</li>
</ul>
</li>
<li>Цвет: антрацит</li>
</ul>",112084,от 30 до 80 °С,220 В,0.4 кВт,597 мм,538 мм,135 мм,,,,0,https://entero.ru/manuals/110231/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Smeg%20CPR715A.pdf;https://entero.ru/manuals/110230/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Smeg%20CPR715A.pdf;https://entero.ru/manuals/110226/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20Smeg%20CPR715A.jpg,,,,Италия,,21 л,,,
https://cdn.entero.ru/mp@2x/7d/68/7d68638841fd1671ab43d6e211b5dd51.jpg,Подогреватель посуды SMEG CPR615NX,Подогреватель посуды SMEG CPR615NX,0,RUB,Нет,SMEG,Бытовая техника,Встраиваемая техника,Подогреватели посуды,https://entero.ru/item/112132,"<p>Подогреватель посуды <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/112132"">Smeg CPR615NX</a></b> серии Dolce Stil Novo предназначен для подогрева и поддержания в теплом состоянии тарелок, чашек и столовых приборов в частных домах, квартирах, отелях и офисах. Возможность встраивания решает проблему ограниченного пространства. Внутренняя камера выполнена из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Управление Touch Control</li>
<li>Размораживание продуктов</li>
<li>Подъем теста</li>
<li>Нагрев и размачивание</li>
<li>Открывание Push (без ручки)</li>
<li>​Поворотный переключатель температуры</li>
<li>Силиконовый коврик</li>
<li>Черное стекло</li>
<li>Профиль нержавеющая сталь</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Допустимая нагрузка:
<ul>
<li>Внутри ящика: 15 кг</li>
<li>На ящик: 85 кг</li>
</ul>
</li>
</ul>",112132,от 30 до 80 °С,220 В,0.4 кВт,597 мм,538 мм,135 мм,,,,0,https://entero.ru/manuals/110744/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Smeg%20CPR615NX.pdf;https://entero.ru/manuals/110742/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Smeg%20CPR615NX.pdf;https://entero.ru/manuals/110741/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20Smeg%20CPR615NX.jpg,,,,Италия,,21 л,,,
https://cdn.entero.ru/mp@2x/d1/fd/d1fd5edf46a7309c184103c2d7815614.jpg;https://cdn.entero.ru/mp@2x/c7/f0/c7f0070233be38f431d1e22341c637a8.jpg,Подогреватель посуды Neff N17HH10N0,Подогреватель посуды Neff N17HH10N0,44169,RUB,Нет,Neff,Бытовая техника,Встраиваемая техника,Подогреватели посуды,https://entero.ru/item/61031,"<p>Встраиваемый подогреватель посуды <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/61031""><b class=""b"">Neff N17HH10N0</b></a> позволяет не только поддерживать нужную температуру посуды или готовых блюд перед сервировкой, но также размораживать продукты и создавать идеальные условия для брожения дрожжевого теста. Возможность встраивания решает проблему ограниченного пространства. Подогреватель имеет лаконичный стильный дизайн и отлично вписывается в единую линию с другим встраиваемым оборудованием.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Вместимость: до 64 чашек для эспрессо или 12 тарелок диаметром 260 мм</li>
<li>Регулировка температуры стеклянной поверхности днища</li>
<li>4 ступени мощности</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Загрузка: до 10 кг</li>
<li>Длина кабеля: 1500 мм</li>
<li>Цвет фронтальной панели: нержавеющая сталь</li>
</ul>",61031,от 40 до 80 °С,220 В,0.81 кВт,596 мм,550 мм,148 мм,,,,0,https://entero.ru/manuals/141908/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Neff%20N17HH10N0.pdf;https://entero.ru/manuals/141909/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D1%83.pdf;https://entero.ru/manuals/29617/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20Neff%20N17HH10N0.jpg,,,16.34 кг,Германия,,20 л,596 мм,550 мм,148 мм
https://cdn.entero.ru/mp@2x/7a/70/7a70b69da18072eb919fb5b508c83b93.jpg,Подогреватель посуды SMEG CPR315X,Подогреватель посуды SMEG CPR315X,72690,RUB,Нет,SMEG,Бытовая техника,Встраиваемая техника,Подогреватели посуды,https://entero.ru/item/112083,"<p>Подогреватель посуды <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/112083"">Smeg CPR315X</a></b> серии Classica предназначен для подогрева и поддержания в теплом состоянии тарелок, чашек и столовых приборов в частных домах, квартирах, отелях и офисах. Возможность встраивания решает проблему ограниченного пространства. Внутренняя камера выполнена из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Управление Touch Control</li>
<li>Размораживание продуктов</li>
<li>Подъем теста</li>
<li>Нагрев и размачивание</li>
<li>Открывание Push (без ручки)</li>
<li>​Поворотный переключатель температуры</li>
<li>Силиконовый коврик</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Допустимая нагрузка:
<ul>
<li>Внутри ящика: 15 кг</li>
<li>На ящик: 85 кг</li>
</ul>
</li>
</ul>",112083,от 30 до 80 °С,220 В,0.4 кВт,597 мм,538 мм,135 мм,,,,0,https://entero.ru/manuals/110224/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Smeg%20CPR315X.pdf;https://entero.ru/manuals/110225/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Smeg%20CPR315X.pdf;https://entero.ru/manuals/110221/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20Smeg%20CPR315X.jpg,,,,Италия,,21 л,,,
https://cdn.entero.ru/mp@2x/be/fb/befb297102c7ac1895a320a75346b969.jpg,Подогреватель посуды SMEG CPR915N,Подогреватель посуды SMEG CPR915N,72690,RUB,Нет,SMEG,Бытовая техника,Встраиваемая техника,Подогреватели посуды,https://entero.ru/item/115453,"<p>Подогреватель посуды <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/115453"">Smeg CPR915N</a></b> серии Victoria предназначен для подогрева и поддержания в теплом состоянии тарелок, чашек и столовых приборов в частных домах, квартирах, отелях и офисах. Возможность встраивания решает проблему ограниченного пространства. Внутренняя камера выполнена из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Управление Touch Control</li>
<li>Размораживание продуктов</li>
<li>Подъем теста</li>
<li>Нагрев и размачивание</li>
<li>Открывание Push (без ручки)</li>
<li>​Поворотный переключатель температуры</li>
<li>Силиконовый коврик</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Допустимая нагрузка:
<ul>
<li>Внутри ящика: 15 кг</li>
<li>На ящик: 85 кг</li>
</ul>
</li>
<li>Цвет: черный</li>
</ul>",115453,от 30 до 80 °С,220 В,0.4 кВт,597 мм,538 мм,135 мм,,,,0,https://entero.ru/manuals/114757/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Smeg%20CPR915N.pdf;https://entero.ru/manuals/114756/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Smeg%20CPR915N.pdf;https://entero.ru/manuals/114755/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20Smeg%20CPR915N.jpg,79011,,,Италия,,21 л,,,
https://cdn.entero.ru/mp@2x/75/5c/755cbb609cfbd34f258c53198508e6f4.jpg,Подогреватель посуды SMEG CPR115B3 черное стекло,CPR115B3,72690,RUB,Нет,SMEG,Бытовая техника,Встраиваемая техника,Подогреватели посуды,https://entero.ru/item/328457,"<p>Встраиваемый подогреватель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/328457""><b class=""b"">SMEG CPR115B3 </b></a>используется в домашних условиях для подогрева и поддержания в теплом состоянии посуды, а также пищевых продуктов. Модель оснащена камерой с нагревательным элементом и вентилятором, кабелем питания с вилкой (Shuko) и электромеханическим управлением. Корпус выполнен из нержавеющей стали марки 304, фронтальная панель – из стали с покрытием черного цвета и глянцевым остеклением без винтового крепежа, переключатель с поверхностью цвета нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Равномерное распределение тепловых потоков благодаря принудительной вентиляции</li>
<li>Функции нагрева:
<ul>
<li>Размораживание</li>
<li>Расстойка теста</li>
<li>Подогрев чашек</li>
<li>Поддержание тепла</li>
<li>Подогрев тарелок</li>
<li>Нагрев и размачивание посуды, подогрев пищи</li>
</ul>
</li>
<li>Выбор функций с помощью поворотного переключателя</li>
<li>Выключатель колыбельного типа</li>
<li>Механизм открывания и закрывания без рукоятки Push&Pull путем легкого нажатия на фронт</li>
<li>Силиконовый коврик для предотвращения скольжения и механических повреждений посуды</li>
<li>Монтаж в колонну или под столешницу</li>
<li>Компактные габариты для оптимизации пространства</li>
<li>Эргономичный современный дизайн в стиле минимализм коллекции Linea</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура функции поддержания тепла: 60 °С</li>
<li>Номинальная сила тока: 2 А</li>
<li>Максимальная загрузка:
<ul>
<li>При максимальном выдвижении: 15 кг</li>
<li>На опорной плоскости: 85 кг</li>
</ul>
</li>
</ul>",328457,от 30 до 80 °С,220 В,0.4 кВт,597 мм,556 мм,585 мм,17 кг,1,600x650x210 мм,0,https://entero.ru/manuals/390181/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20SMEG%20CPR115B3.pdf;https://entero.ru/manuals/390182/%D0%A1%D0%BF%D0%B5%D1%86%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20SMEG%20CPR115B3.pdf;https://entero.ru/manuals/390183/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20SMEG%20CPR115B3.png,78161,,15 кг,Италия,Италия,21 л,597 мм,556 мм,585 мм
