Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Количество скоростей,Материал корпуса,Максимальная скорость вращения,Размер горловины,Защита от случайного включения
https://cdn.entero.ru/mp@2x/2a/5a/2a5a08659e9053f787c184b8022f0cf4.jpg;https://cdn.entero.ru/mp@2x/f8/78/f878a256a85ec47e4faaba7d745b1562.jpg;https://cdn.entero.ru/mp@2x/fa/79/fa797748618a0594ca0c1e7c98711ee1.jpg;https://cdn.entero.ru/mp@2x/a7/c9/a7c9c5b592c435b99cba6a0623fb8a72.jpg,Соковыжималка SMEG CJF11PKEU,Соковыжималка SMEG CJF11PKEU,19990,RUB,Да,SMEG,Бытовая техника,Техника для кухни,Соковыжималки,https://entero.ru/item/285654,"<p>Соковыжималка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/285654"">Smeg CJF11PKEU</a></b> используется в частных домах и квартирах для приготовления сока из цитрусовых фруктов. Модель выполнена в стиле 50-х годов. Корпус изготовлен из пластика, выжимной конус, фильтр и носик - из нержавеющей стали, чаша и крышка - из Tritan™ Renew.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Вращение конуса против часовой стрелки</li>
<li>Носик-дозатор с защитой от капель</li>
<li>Универсальная конусная насадка</li>
<li>Нескользящие ножки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Длина кабеля: 1 м</li>
<li>Габариты в упаковке: 220x242x348 мм</li>
<li>Цвет: розовый</li>
</ul>",285654,для цитрусовых,220 В,0.07 кВт,166 мм,166 мм,281 мм,,Италия,,,0,,20823,2.56 кг,Италия,,пластик,,,
https://cdn.entero.ru/mp@2x/70/e2/70e22f2976a1b507837596cac9b56d69.jpg,Соковыжималка VIATTO VA-JC-900A универсальная,4630169227459,0,RUB,Нет,VIATTO,Бытовая техника,Техника для кухни,Соковыжималки,https://entero.ru/item/215748,"<p>Универсальная соковыжималка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/215748""><b class=""b"">VIATTO VA-JC-900A</b></a> предназначена для приготовления свежих соков из различных овощей и фруктов на предприятиях общественного питания и торговли, в гостиницах, офисах, а также домашних условиях. Модель оснащена устойчивыми ножками и контейнером для отходов. Корпус, чаша, фильтр и диски выполнены из высококачественной нержавеющей стали, чаша для сока, горловина и крышка – из АБС- пластика, контейнер для отходов – из полипропилена.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматический сброс мякоти</li>
<li>Большая горловина</li>
<li>Носик с защитной крышкой от брызг</li>
<li>Удобная складная рукоятка </li>
<li>Быстрая сборка и демонтаж компонентов</li>
<li>Легкость очистки съемных компонентов </li>
<li>Простота эксплуатации и обслуживания</li>
<li>Компактные габариты для оптимизации пространства</li>
<li>Эргономичный дизайн </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 120 кг/ч</li>
<li>Объем контейнера для отходов:7 л</li>
<li>Высота носика: 210 мм</li>
<li>Габариты в упаковке: 490х276х516 мм</li>
</ul>",215748,прессовая,220 В,0.7 кВт,375 мм,275 мм,522 мм,,Китай,,,0,,,13.2 кг,Италия,1,"нерж. сталь, пластик",3000 об/мин.,79 мм,
https://cdn.entero.ru/mp@2x/7d/fd/7dfd75b504904715cb4e41b9bfa4917a.jpg,Соковыжималка Gemlux GL-CJ160,Соковыжималка Gemlux GL-CJ160,0,RUB,Нет,Gemlux,Бытовая техника,Техника для кухни,Соковыжималки,https://entero.ru/item/104912,"<p>Cоковыжималка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/104912"">Gemlux GL-CJ160</a></b> используется в частных домах и квартирах для получения сока апельсинов, лимонов и других цитрусовых. Модель оснащена металлическим прижимным рычагом и сливным носиком. Фильтр выполнен из нержавеющей стали.</p>

<p>В комплект поставки входят 2 сменных пластмассовых конуса и чаша из прозрачного пластика с указанием максимального уровня сока при отжиме.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Повторно-кратковременный режим работы</li>
<li>2 положения высоты носика для работы в режиме отжима и розлива сока</li>
</ul>",104912,для цитрусовых,220 В,0.16 кВт,192 мм,172 мм,285 мм,,Китай,,,0,https://entero.ru/manuals/95122/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Gemlux%20GL-CJ160.pdf,,1.63 кг,,,"нерж. сталь, пластик",,,
https://cdn.entero.ru/mp@2x/34/90/349083c7d804a05cf076310ec0f2c974.jpg;https://cdn.entero.ru/mp@2x/4e/4b/4e4bfc1657f6ea09ef83c62df1bd36ba.jpg;https://cdn.entero.ru/mp@2x/c2/29/c229be93cc1096c8077efdf4facbde2b.jpg;https://cdn.entero.ru/mp@2x/ee/07/ee07abc43d5fddd732c542648b1108fd.jpg,Соковыжималка Gemlux GL-SJ8150,Соковыжималка Gemlux GL-SJ8150,0,RUB,Нет,Gemlux,Бытовая техника,Техника для кухни,Соковыжималки,https://entero.ru/item/94072,"<p>Шнековая соковыжималка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/94072"">Gemlux GL-SJ8150</a></b> ​серии Slow Juisers используется в частных домах и квартирах для получения сока из овощей, фруктов, ягод, хвои, пророщенных злаков и замоченных орехов. Модель оснащена двигателем с высоким крутящим моментом и шнеком усовершенствованной конструкции.</p>

<p>В комплект поставки входят щетка для очистки и контейнеры для сока и жмыха.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Полностью металлическая трансмиссия</li>
<li>Холодный отжим</li>
<li>Высокий выход сока</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальный уровень шума: 75 дБ</li>
</ul>",94072,шнековая,220 В,0.15 кВт,430 мм,356 мм,380 мм,,Китай,,,0,https://entero.ru/manuals/82498/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Gemlux.pdf,,6 кг,,1,"нерж. сталь, пластик",70 об/мин.,,
https://cdn.entero.ru/mp@2x/7c/fc/7cfc3545d3cfac5bedb9a7e3d9661ad3.jpg;https://cdn.entero.ru/mp@2x/7c/5d/7c5d803e44cab5b28f5365f879ebf26a.jpg,Соковыжималка прессовая RawMID Dream Juicer Press JDP-01,Соковыжималка прессовая RawMID Dream Juicer Press JDP-01,0,RUB,Нет,,Бытовая техника,Техника для кухни,Соковыжималки,https://entero.ru/item/119986,"<p>Прессовая соковыжималка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/119986"">RAWMID Dream Juicer Press JDP-01</a> предназначена для отжима сока из ягод и других мягких фруктов. Бережно сохраняет клетчатку. Позволяет отжать до 99% сока из продукта. Отлично подходит для любителей здороового питания!</p>

<p><b>Технические характеристики:</b></p>

<ul>
<li>Производительность до (%): 99</li>
<li>Усилие домкрата (тонн): 3.5</li>
<li>Размер лотка (мм): 175 x 150</li>
</ul>",119986,прессовая,,,220 мм,250 мм,340 мм,,,,,0,,,13.5 кг,,,,,,
https://cdn.entero.ru/mp@2x/0a/38/0a38ce0c6c09c20f71c5ded4dc13627a.jpg;https://cdn.entero.ru/mp@2x/88/28/88280b387599b54b9f5e802873687919.jpg,Соковыжималка Gemlux GL-PJ900,Соковыжималка Gemlux GL-PJ900,0,RUB,Нет,Gemlux,Бытовая техника,Техника для кухни,Соковыжималки,https://entero.ru/item/81779,"<p>Соковыжималка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/81779"">Gemlux GL-PJ900</a></b> ​серии Platinum используется в частных домах и квартирах для получения сока из овощей и фруктов. Модель оснащена сливным носиком и крышкой.</p>

<p>В комплект поставки входит контейнер для жмыха объемом 7,5 л.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматическое отделение отходов</li>
<li>Защита от перегрева: автоматическое отключение при 125 °С</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: до 120 кг/час</li>
</ul>",81779,комбинированная,220 В,0.7 кВт,238 мм,467 мм,531 мм,,Китай,,,0,,,13.3 кг,,1,"нерж. сталь, пластик",3000 об/мин.,84 мм,Да
https://cdn.entero.ru/mp@2x/bf/81/bf81f4e36b702b79a2c804350b78ef91.jpg;https://cdn.entero.ru/mp@2x/c1/ab/c1ab021d0faf1de8d95c90eecca677fa.jpg,Соковыжималка Gemlux GL-CJ111,Соковыжималка Gemlux GL-CJ111,0,RUB,Нет,Gemlux,Бытовая техника,Техника для кухни,Соковыжималки,https://entero.ru/item/111330,"<p>Cоковыжималка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/111330"">Gemlux GL-CJ111</a></b> серии Platinum используется в частных домах и квартирах для получения сока апельсинов, лимонов и других цитрусовых. Модель оснащена сливным носиком и крышкой для хранения. Фильтр выполнен из нержавеющей стали.</p>

<p>В комплект поставки входят 2 сменных пластмассовых конуса.</p>",111330,для цитрусовых,,0.1 кВт,192 мм,172 мм,285 мм,,Китай,,,0,https://entero.ru/manuals/107669/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Gemlux%20GL-CJ111.pdf;https://entero.ru/manuals/107670/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Gemlux%202018.pdf,,2.06 кг,,,"нерж. сталь, пластик",,,
https://cdn.entero.ru/mp@2x/d4/22/d422412e88d4919dc440f84470c3b477.jpg;https://cdn.entero.ru/mp@2x/a6/30/a630749d535324d914ac921dd26cec74.jpg;https://cdn.entero.ru/mp@2x/3e/de/3edec04f5d5807ef61c30e0a3cc694ae.jpg;https://cdn.entero.ru/mp@2x/4e/0e/4e0e8e3395e6fcbb163f923ad52a8f4d.jpg,Соковыжималка Gemlux GL-SJ335,Соковыжималка Gemlux GL-SJ335,0,RUB,Нет,Gemlux,Бытовая техника,Техника для кухни,Соковыжималки,https://entero.ru/item/128435,"<p>Соковыжималка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128435"">Gemlux GL-SJ335</a></b> серии Basic предназначена для получения сока из овощей, фруктов, ягод, хвои, пророщенных злаков и замоченных орехов в частных домах и квартирах. Модель оснащена шнеком и функцией реверса. Корпус выполнен из высококачественного пластика, фильр - из нержавеющей стали.</p>

<p>В комплект поставки входят фильтр, щетка для чистки фильтра, контейнер для сока и контейнер для жмыха.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем контейнера для сока: 0,6 л</li>
<li>Объем контейнера для жмыха: 1,2 л</li>
</ul>",128435,шнековая,220 В,0.3 кВт,350 мм,240 мм,330 мм,,Китай,,,0,,,5.5 кг,,1,пластик,от 60 до 80 об/мин.,,
https://cdn.entero.ru/mp@2x/09/ff/09ffa686bbed84523c92f3dbf70dec58.jpg;https://cdn.entero.ru/mp@2x/c4/f1/c4f15dadac9ad2157f8da674953a6ef3.jpg;https://cdn.entero.ru/mp@2x/c9/cd/c9cdc28b9a80014f839e3752b09f7fa2.jpg,Соковыжималка Gemlux GL-PJ-366P,Соковыжималка Gemlux GL-PJ-366P,0,RUB,Нет,Gemlux,Бытовая техника,Техника для кухни,Соковыжималки,https://entero.ru/item/148476,"<p>Соковыжималка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/148476"">Gemlux GL-PJ-366P</a></b> ​используется в частных домах и квартирах для получения сока из овощей и фруктов. Модель оснащена коническим сепаратором из нержавеющей стали, который автоматически отбрасывает жмых в контейнер для отходов. Корпус изготовлен из нержавеющей стали с элементами пластмассы.</p>

<p>В комплект поставки входит контейнер для сока объемом 1,1 л и вместительный 2-литровый контейнер для жмыха. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Электронный регулятор скорости с 4 положениями и режимом «пульс» </li>
<li>Автоматическое отделение отходов</li>
<li>Электронное управление</li>
<li>ЖК-дисплей</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>4 скорости: 7000 / 8800 / 10200 / 12000 об/мин.</li>
<li>
<p>Габариты в упаковке: 360х235х420 мм</p>
</li>
</ul>",148476,центробежная,220 В,0.8 кВт,305 мм,215 мм,390 мм,,Китай,,,0,,,,,4,"нерж. сталь, пластик",12000 об/мин.,85 мм,Да
https://cdn.entero.ru/mp@2x/5a/09/5a097ae2a3317cedd0a101e7777c44fc.jpg;https://cdn.entero.ru/mp@2x/ec/d3/ecd304570787e62829378ce4d44f8ca8.jpg;https://cdn.entero.ru/mp@2x/c1/19/c119681094382cf3210649f1754f64fb.jpg;https://cdn.entero.ru/mp@2x/aa/af/aaafbc59b33f40376e8c914d85a2e060.jpg;https://cdn.entero.ru/mp@2x/1d/1a/1d1a76906c3a7cb65b78129b1a0970f2.jpg;https://cdn.entero.ru/mp@2x/82/87/8287588cb0dcaa350ae62b2b85624539.jpg,Соковыжималка шнековая Vatten VS368/200/M,Соковыжималка шнековая Vatten VS368/200/M,0,RUB,Нет,Vatten,Бытовая техника,Техника для кухни,Соковыжималки,https://entero.ru/item/346647,"<p>Электрическая шнековая соковыжималка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/346647"">Vatten VS368/200/M</a></b> используется в домашних условиях для приготовления сока из фруктов и овощей. Модель оснащена электродвигателем, кабелем питания с вилкой и 3-позиционным переключателем колыбельного типа. Корпус выполнен в комбинации черного и серебристого тонов.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Шнек</li>
<li>Сетчатый фильтр</li>
<li>Вращающийся барабан</li>
<li>Чаша сепаратора</li>
<li>Крышка сепаратора</li>
<li>Толкатель</li>
<li>Носик антикапельным клапаном</li>
<li>Резервуар для сока</li>
<li>Резервуар для мякоти</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Функция реверса </li>
<li>Защита от перегрева</li>
<li>Защита от перегрузки</li>
<li>Медленный отжим без перетирания и окисления продукта благодаря шнековому механизму</li>
<li>Прозрачные резервуары, чаша и крышка сепаратора для визуального контроля процесса и уровня заполнения</li>
<li>Быстрые сборка и демонтаж компонентов без необходимости использования инструментов</li>
<li>Устойчивая база с нескользящими опорами</li>
<li>Простота управления и технического обслуживания</li>
<li>Высококачественные материалы и комплектующие для длительного срока эксплуатации</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная длительность непрерывной работы: 10 мин.</li>
<li>Объем резервуара для сока: 0,8 л</li>
<li>Объем резервуара для мякоти: 0,8 л</li>
</ul>",346647,шнековая,220 В,0.2 кВт,170 мм,345 мм,500 мм,,Китай,,,0,https://entero.ru/manuals/425480/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Vatten%20VS368_200_M.pdf;https://entero.ru/manuals/425489/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,,,1,,45 об/мин.,40 мм,Да
https://cdn.entero.ru/mp@2x/e9/5d/e95d3cc165d5883fa32d44afd42516b0.jpg;https://cdn.entero.ru/mp@2x/bc/7b/bc7b6beebdd5cdd39a48a6fc7d273ad1.jpg;https://cdn.entero.ru/mp@2x/82/e9/82e960c3fbdd293eaa65ff309506ec7a.jpg;https://cdn.entero.ru/mp@2x/82/3d/823d637b0653f3e6ed1e22eec0ce2b4d.jpg;https://cdn.entero.ru/mp@2x/88/ca/88caffdbed5ed3862aabfb4cbc635b31.jpg;https://cdn.entero.ru/mp@2x/49/78/4978ab2ed380e16fd7d4a05fab5f424f.jpg;https://cdn.entero.ru/mp@2x/71/e0/71e0849610703045d8135d66558e49da.jpg;https://cdn.entero.ru/mp@2x/b4/0d/b40d492b851ddc0414ff74f4ed4aade1.jpg,Соковыжималка шнековая Vatten VS378/250/N,Соковыжималка шнековая Vatten VS378/250/N,0,RUB,Нет,Vatten,Бытовая техника,Техника для кухни,Соковыжималки,https://entero.ru/item/346646,"<p>Электрическая шнековая соковыжималка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/346646"">Vatten VS378/250/N</a></b> используется в домашних условиях для приготовления сока из фруктов и овощей. Модель оснащена электродвигателем, кабелем питания с вилкой и 3-позиционным переключателем колыбельного типа. Корпус выполнен в комбинации черного и серебристого тонов.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Шнек</li>
<li>Сетчатый фильтр</li>
<li>Вращающийся барабан</li>
<li>Чаша сепаратора</li>
<li>Крышка сепаратора</li>
<li>Толкатель</li>
<li>Носик антикапельным клапаном</li>
<li>Резервуар для сока</li>
<li>Резервуар для мякоти</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Функция реверса </li>
<li>Защита от перегрева</li>
<li>Защита от перегрузки</li>
<li>Медленный отжим без перетирания и окисления продукта благодаря шнековому механизму</li>
<li>Прозрачные резервуары, чаша и крышка сепаратора для визуального контроля процесса и уровня заполнения</li>
<li>Быстрые сборка и демонтаж компонентов без необходимости использования инструментов</li>
<li>Устойчивая база с нескользящими опорами</li>
<li>Простота управления и технического обслуживания</li>
<li>Высококачественные материалы и комплектующие для длительного срока эксплуатации</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная длительность непрерывной работы: 10 мин.</li>
<li>Объем резервуара для сока: 0,8 л</li>
<li>Объем резервуара для мякоти: 0,8 л</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Насадка для приготовления томатного сока</li>
</ul>",346646,шнековая,220 В,0.25 кВт,360 мм,295 мм,490 мм,,Китай,,,0,https://entero.ru/manuals/425479/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Vatten%20VS378_250_N.pdf;https://entero.ru/manuals/425488/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,,,1,,от 25 до 45 об/мин.,60 мм,Да
https://cdn.entero.ru/mp@2x/5b/5b/5b5beac9eba5f89cffedfe200f82869e.jpg;https://cdn.entero.ru/mp@2x/0f/8f/0f8f93711b47cb898377d602f6f73c73.jpg;https://cdn.entero.ru/mp@2x/18/1f/181f7467bde4ffa764a0f69b9eddeefb.jpg;https://cdn.entero.ru/mp@2x/b7/d6/b7d659fc0c3167afa07ae691faa0a0b4.jpg;https://cdn.entero.ru/mp@2x/04/4d/044dcf6d8697eddbf3b5a9ea0f9afc41.jpg;https://cdn.entero.ru/mp@2x/56/4c/564c98745de27857e2847d96a2c9cada.jpg,Соковыжималка Bosch MES 25A0,Соковыжималка Bosch MES 25A0,0,RUB,Нет,Bosch,Бытовая техника,Техника для кухни,Соковыжималки,https://entero.ru/item/378379,"<p>Cоковыжималка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/378379"">Bosch MES 25A0</a></b> серии VitaJuice предназначена для получения свежевыжатого сока из мягких и твердых фруктов в частных домах, квартирах, отелях и офисах. Модель оснащена механическим управлением и съемным контейнером для мякоти. Корпус выполонен из пластика, фиксатор крышки - из литого алюминия, ножи - из нержавеющей стали.</p>

<p>В комплект поставки входит щеточка для чистки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматический выброс мякоти</li>
<li>Сепаратор для пены</li>
<li>Система Капля-стоп</li>
<li>Функция SafetyStop</li>
<li>Работа только при правильной сборке и с закрытой крышкой</li>
<li>Прорезиненные ножки для безопасности</li>
<li>Отсек для шнура</li>
<li>Мытье в посудомоечной машине, кроме моторного механизма</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем резервуара:
<ul>
<li>Для сока: 1,25 л</li>
<li>Для мякоти: 2 л</li>
</ul>
</li>
</ul>",378379,центробежная,220 В,0.7 кВт,312 мм,180 мм,310 мм,4 кг,Китай,1,355x255x450 мм,0,https://entero.ru/manuals/523117/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Bosch%20MES%2025A0.pdf,,,Германия,2,пластик,,73 мм,
https://cdn.entero.ru/mp@2x/19/aa/19aa9ca37187dba6e6e70e21df54e1a0.jpg;https://cdn.entero.ru/mp@2x/eb/20/eb209169fb92533cd977bc901bedaf2a.jpg;https://cdn.entero.ru/mp@2x/13/ae/13aecedf6e42a06f6c0f5127aa36e5c2.jpg;https://cdn.entero.ru/mp@2x/24/44/2444a979885cd9309808a137b547dc33.jpg,Соковыжималка для цитрусовых Taurus Easy Press 600 Legend,924267000 / Easy Press 600,10300,RUB,Нет,Taurus,Бытовая техника,Техника для кухни,Соковыжималки,https://entero.ru/item/283598,"<p>Электрическая соковыжималка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/283598"">Taurus Easy Press 600 Legend</a></b> предназначена для приготовления свежих соков из цитрусовых в гостиницах, офисах, а также домашних условиях. Модель оснащена двигателем переменного тока, кабелем питания с вилкой, прессовым рычагом с конической крышкой и съемными компонентами: основным фильтром, фильтром для мякоти, 2 коническими насадками и резервуаром для сока. Корпус и рычаг выполнены из нержавеющей стали c сатинированной поверхностью, основной фильтр и излив – из нержавеющей стали, основание, насадки и фильтр для мякоти – из черного пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Насадки для фруктов различного диаметра</li>
<li>Дополнительный фильтр с регулировкой степени пропуска мякоти</li>
<li>Излив с антикапельным клапаном</li>
<li>Нескользящая обрезиненная рукоятка рычага </li>
<li>Прозрачный резервуар для визуального контроля процесса</li>
<li>Устойчивая база с ножками-присосками</li>
<li>Быстрые сборка и демонтаж </li>
<li>Легкость очистки и возможность мойки в посудомоечной машине съемных компонентов </li>
<li>Эргономичный стильный дизайн </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем резервуара для сока: 0,65 л</li>
</ul>",283598,для цитрусовых,220 В,0.6 кВт,,,,,Китай,,,0,https://entero.ru/manuals/350638/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Taurus%20Easy%20Press%20600%20Legend.pdf,11196,,Испания,,"нерж. сталь, пластик",,,
https://cdn.entero.ru/mp@2x/68/d9/68d9f924c03f94582137b27b833e1c0b.jpg;https://cdn.entero.ru/mp@2x/b4/83/b483adcd5a0863832fd2df570036be2c.jpg;https://cdn.entero.ru/mp@2x/9c/95/9c95e82446f5b0cbaf70554fd42f0879.jpg;https://cdn.entero.ru/mp@2x/12/ca/12cafa75e49d5f7c6757ab1783c30abe.jpg;https://cdn.entero.ru/mp@2x/5d/f2/5df29f6d30cb056a29daa3f8045915af.jpg;https://cdn.entero.ru/mp@2x/e0/53/e0531b387774124750afa48edaeda428.jpg;https://cdn.entero.ru/mp@2x/72/7b/727b29891cdf18cbcc7bb945c95d73e3.jpg,Шнековая соковыжималка SMEG SJF01BLEU,Шнековая соковыжималка SMEG SJF01BLEU,69990,RUB,Нет,SMEG,Бытовая техника,Техника для кухни,Соковыжималки,https://entero.ru/item/83544,"<p>Шнековая соковыжималка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/83544"">Smeg SJF01BLEU</a></b> предназначена для приготовления пюре, ореховой пасты, коктейлей и соков из фруктов, овощей, ягод, трав, иголок хвойных деревьев, пророщенных семян овса, пшеницы, ржи и чечевицы в частных домах и квартирах. Модель выполнена в стиле 50-х годов. Шнек и чаша отжима изготовлены из ULTEM™, рычаг включения - из стали.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>2 ситечка (мелкое и крупное)</li>
<li>Толкатель</li>
<li>Контейнер для сока (1 л) из TRITAN™</li>
<li>Контейнер для сбора мякоти (1,6 л)</li>
<li>2 щетки для чистки</li>
<li>Кулинарная книга с рецептами и советы по использованию</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>SST™ - технология медленно отжима</li>
<li>Функция ""реверс""</li>
<li>Рычаг для регулировки концентрации сока</li>
<li>Вращающаяся щетка с 4 щеточками</li>
<li>Нескользящие ножки (прорезиненные)</li>
<li>Цвет: черный</li>
</ul>",83544,шнековая,220 В,0.15 кВт,269 мм,170 мм,412 мм,,Италия,,,0,https://entero.ru/manuals/58655/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Smeg%20SJF01BLEU.pdf,76076,7.2 кг,,1,пластик,43 об/мин.,,
