Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Количество зон нагрева,Структура верхней поверхности,Структура нижней поверхности,Размер рабочей поверхности
https://cdn.entero.ru/mp@2x/a8/f4/a8f47e32c2c9a018232818e79a581509.jpg;https://cdn.entero.ru/mp@2x/09/63/096390c754aa4917d0aa761a935f0f25.jpg;https://cdn.entero.ru/mp@2x/0a/28/0a28f01b3b5890f98613a94342eec563.jpg;https://cdn.entero.ru/mp@2x/4a/96/4a9646c78bc6f6bc07e6be0eac8f9efc.jpg;https://cdn.entero.ru/mp@2x/85/5e/855e534542bb4e3a9d8e926afb444985.jpg;https://cdn.entero.ru/mp@2x/0a/79/0a79f6a5b6ecf1360f74f45a7d190c59.jpg;https://cdn.entero.ru/mp@2x/94/91/9491db5c6b59c2f33a5d4e589c8b40f3.jpg,Пицца мейкер Clatronic PM 3787 rot,Пицца мейкер Clatronic PM 3787 rot,19990,RUB,Да,,Бытовая техника,Техника для кухни,Грили,https://entero.ru/item/338982,"<p>Пицца мейкер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/338982""><b class=""b"">Clatronic PM 3787 rot</b></a> предназначен для приготовления оригинальной итальянской пиццы на камне, блинчиков, рулетиков для пиццы, брускетт, фахитаса и другого в частных домах и квартирах. Модель оснащена световым индикатором питания, удобными ручками и нескользящими ножками. Корпус выполнен из металла красного цвета, жарочная поверхность - из камня.</p>

<p>В комплект поставки входят 2 лопаточки и нож для пиццы.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Камень для пиццы с ручками для удобного извлечения и оригинальной подачи</li>
<li>Бесступенчатый термостат</li>
<li>Таймер на 15 минут</li>
<li>Крышка с большим смотровым окном и термоизолированными ручками</li>
<li>Защита от перегрева</li>
<li>Легкая очистка</li>
<li>Класс защиты: I</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон температур: от 0 до 350 °C</li>
<li>Частота: от 50 до 60 Гц</li>
<li>Диаметр пиццы: 320 мм</li>
</ul>",338982,220 В,1.2 кВт,,,,,,,0,https://entero.ru/manuals/401781/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Clatronic%20PM%203787%20rot.pdf,,,Германия,Китай,1,,гладкая,
https://cdn.entero.ru/mp@2x/9a/7e/9a7e17ce95168a88a44a52f7ae644901.jpg;https://cdn.entero.ru/mp@2x/a7/dd/a7dd8b0a5471fe1ec9065f6fa7859b77.jpg,Гриль-раклетница Steba RC 3,Гриль-раклетница Steba RC 3,22608,RUB,Да,,Бытовая техника,Техника для кухни,Грили,https://entero.ru/item/131927,"<p>Гриль-раклетница<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/131927"">Steba RC 3</a> </b>предназначен для жарки мяса, рыбы и овощей с одновременным плавлением сыра в частных домах, квартирах, отелях и офисах. Модель оснащена панелью управления с поворотными регуляторами, светодиодным индикатором работы и съемной пластиной для гриля из натурального камня.</p>

<p>В комплект поставки входят 8 порционных сковородок.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Бесступенчатая регулировка температуры</li>
<li>Переключатель включения / отключения</li>
<li>Устойчивый к порезам и царапинам</li>
<li>Сковородки можно мыть в посудомоечной машине</li>
<li>Место для хранения кабеля</li>
</ul>",131927,220 В,1.45 кВт,360 мм,360 мм,140 мм,,,,0,https://entero.ru/manuals/149291/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Steba%20RC%203.pdf,24051,9.4 кг,Германия,,1,,гладкая,260х260
https://cdn.entero.ru/mp@2x/88/bb/88bb538a5b66ebb052c964b3b3833965.jpg;https://cdn.entero.ru/mp@2x/e0/63/e06336fe6ca226d0cab98091d0446b86.jpg;https://cdn.entero.ru/mp@2x/50/83/50830efa783f0d6c273676b7dfc450ce.jpg;https://cdn.entero.ru/mp@2x/6d/86/6d863b0e2b6cba070e30a2aea52018a6.jpg;https://cdn.entero.ru/mp@2x/64/af/64af3fbeb8a3fb6046af3eb68fc80b2c.jpg;https://cdn.entero.ru/mp@2x/71/da/71da9f634652682f20ad1d04e0571f18.jpg;https://cdn.entero.ru/mp@2x/f1/45/f145e5fe44d12614887d131d0a8d1c4a.jpg;https://cdn.entero.ru/mp@2x/70/a4/70a45df9e2f52f0d7c4d764c4196d323.jpg,Гриль Steba PG 4.4 Euro,Гриль Steba PG 4.4 Euro,23938,RUB,Да,,Бытовая техника,Техника для кухни,Грили,https://entero.ru/item/130854,"<p>Гриль<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/130854"">Steba PG 4.4 Euro</a> </b>предназначен для жарки мяса, рыбы и овощей в частных домах, квартирах, отелях и офисах. Модель оснащена светодиодным индикатором нагрева и съемными двусторонними пластинами с антипригарным покрытием. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входят 2 пластины рифленая / гладкая.</p>

<p><b>Особенности: </b></p>

<ul>
<li>3 способа использования:
<ul>
<li>контактный гриль</li>
<li>запекание</li>
<li>гриль-барбекю на двойной поверхности</li>
</ul>
</li>
<li>Бесступенчатая регулировка температуры</li>
<li>Саморегулирующийся шарнир для изменения высоты крышки</li>
<li>Замок на ручке</li>
<li>Место для намотки кабеля</li>
</ul>",130854,220 В,2 кВт,460 мм,340 мм,120 мм,,,,0,https://entero.ru/manuals/146561/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Steba%20PG%204.4.pdf,25198,6.4 кг,Германия,,1,рифленая,рифленая,370x230
https://cdn.entero.ru/mp@2x/68/62/68621ce0ed54841218a417753a878cb0.jpg;https://cdn.entero.ru/mp@2x/6d/71/6d7183b40cb7dfda3a4e56295e19868e.jpg;https://cdn.entero.ru/mp@2x/d4/1f/d41fc85951ac6b7108498802613bf5b8.jpg;https://cdn.entero.ru/mp@2x/43/70/43706b30c52effa07389fc6bebe7e747.jpg;https://cdn.entero.ru/mp@2x/84/83/8483a3e096a80b6fce8123dcc6526893.jpg;https://cdn.entero.ru/mp@2x/3a/98/3a988a364c7c361d30f7a5f41745dc19.jpg;https://cdn.entero.ru/mp@2x/a4/af/a4af4ca0d1d4632da5ff8d34775fecc8.jpg;https://cdn.entero.ru/mp@2x/1c/de/1cdee7e59e82e07fa6049cd83d3e2490.jpg,Гриль-раклетница Steba RC 3 plus chrom,Гриль-раклетница Steba RC 3 plus chrom,24350,RUB,Да,,Бытовая техника,Техника для кухни,Грили,https://entero.ru/item/131943,"<p>Гриль-раклетница<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/131943"">Steba RC 3 plus chrom</a> </b>предназначен для жарки мяса, рыбы и овощей с одновременным плавлением сыра в частных домах, квартирах, отелях и офисах. Модель оснащена панелью управления с поворотными регуляторами, светодиодным индикатором работы и съемными пластинами для гриля. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входят 8 порционных сковородок, пластина для гриля из натурального камня и двусторонняя пластина из эмалированного чугуна рифленая / гладкая.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Бесступенчатая регулировка температуры</li>
<li>Переключатель включения / отключения</li>
<li>Устойчивый к порезам и царапинам</li>
<li>Сковородки можно мыть в посудомоечной машине</li>
<li>Место для хранения кабеля</li>
</ul>",131943,220 В,1.45 кВт,360 мм,360 мм,140 мм,,,,0,https://entero.ru/manuals/149352/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Steba%20RC%203%20plus%20chrom.pdf,25365,9.4 кг,Германия,,1,рифленая,гладкая,260х260
https://cdn.entero.ru/mp@2x/1a/2d/1a2d9d99ea7ca505b0f65e97744b3b04.jpg;https://cdn.entero.ru/mp@2x/08/a7/08a7375f9b255778e5373d1f4165ef76.jpg;https://cdn.entero.ru/mp@2x/7d/9f/7d9fd80ca93c89f24db8c2abd1d25f48.jpg;https://cdn.entero.ru/mp@2x/b2/5b/b25b32acca3bf19447f98a94549ae920.jpg;https://cdn.entero.ru/mp@2x/e5/66/e566d3b39b128d5817a8462c070d515a.jpg,Гриль-раклетница Steba RC 4 plus,Гриль-раклетница Steba RC 4 plus,24350,RUB,Да,,Бытовая техника,Техника для кухни,Грили,https://entero.ru/item/131944,"<p>Гриль-раклетница<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/131944""><b class=""b""> Steba RC 4 plus </b></a>предназначен для жарки мяса, рыбы и овощей с одновременным плавлением сыра в частных домах, квартирах, отелях и офисах. Модель оснащена панелью управления с поворотными регуляторами, светодиодным индикатором работы, съемными пластинами для гриля и лотком для стока жира.</p>

<p>В комплект поставки входят 8 порционных сковородок, пластина для гриля из натурального камня и литая пластина с антипригарным покрытием.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Бесступенчатая регулировка температуры</li>
<li>Переключатель включения / отключения</li>
<li>Устойчивый к порезам и царапинам</li>
<li>Сковородки можно мыть в посудомоечной машине</li>
<li>Место для хранения кабеля</li>
</ul>",131944,220 В,1.45 кВт,370 мм,390 мм,140 мм,,,,0,https://entero.ru/manuals/149363/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Steba%20RC%204%20plus.pdf,,6.7 кг,Германия,,,,"одна гладкая, одна рифленая",290х290
https://cdn.entero.ru/mp@2x/03/e3/03e36b7cf2df311cf468b3895a0ea8f0.jpg;https://cdn.entero.ru/mp@2x/70/85/7085dbc3539df95c3057944910e0f9ca.jpg;https://cdn.entero.ru/mp@2x/84/9f/849ffd02037b0f27a7592e38ff8cf953.jpg;https://cdn.entero.ru/mp@2x/55/0e/550e215db396b1fe944929ae83c4105f.jpg;https://cdn.entero.ru/mp@2x/dc/96/dc96564461346d7389b8e8ff542efd51.jpg;https://cdn.entero.ru/mp@2x/09/14/09141f31573a9c6eaadab17a14ff6c70.jpg;https://cdn.entero.ru/mp@2x/19/92/1992845910d28c016a702f6087c60d4f.jpg;https://cdn.entero.ru/mp@2x/c9/a6/c9a6ee77de95e69d9a655f03b71fc679.jpg;https://cdn.entero.ru/mp@2x/98/45/9845936c8612bb3cae9b819bd7228102.jpg;https://cdn.entero.ru/mp@2x/af/ae/afaed010a064d9de0e451cafc7c042ac.jpg;https://cdn.entero.ru/mp@2x/9b/4d/9b4d304ba838d2a05eb89b7b4c74df7c.jpg,Гриль-раклетница Steba RC 4 plus DELUX chrom,Гриль-раклетница Steba RC 4 plus DELUX chrom,25044,RUB,Да,,Бытовая техника,Техника для кухни,Грили,https://entero.ru/item/131947,"<p>Гриль-раклетница<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/131947"">Steba RC 4 plus DELUX chrom</a>e </b>предназначен для жарки мяса, рыбы и овощей с одновременным плавлением сыра в частных домах, квартирах, отелях и офисах. Модель оснащена панелью управления с поворотными регуляторами, светодиодным индикатором работы, съемными пластинами для гриля и лотком для стока жира. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входят 8 порционных сковородок, пластина для гриля из натурального камня, литая пластина с антипригарным покрытием и поддон для приготовления соусов.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Бесступенчатая регулировка температуры</li>
<li>Переключатель включения / отключения</li>
<li>Устойчивый к порезам и царапинам</li>
<li>Обратная сторона поддона используется как гладкая пластина гриля</li>
<li>Сковородки можно мыть в посудомоечной машине</li>
<li>Место для хранения кабеля</li>
</ul>",131947,220 В,1.45 кВт,370 мм,390 мм,140 мм,,,,0,https://entero.ru/manuals/149371/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Steba%20RC%204%20plus%20DELUX%20chrom%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,8 кг,Германия,,2,,"одна гладкая, одна рифленая",290х290
https://cdn.entero.ru/mp@2x/af/9d/af9d81dc165a2b68ab20d16ff2237093.jpg;https://cdn.entero.ru/mp@2x/2c/99/2c9965bf560564f3fdecdbf17de8c741.jpg;https://cdn.entero.ru/mp@2x/0e/d7/0ed7902792802596be3f5550706c8341.jpg;https://cdn.entero.ru/mp@2x/8b/a6/8ba608b3f462ea81513843800fc51740.jpg;https://cdn.entero.ru/mp@2x/33/03/33030ba4c9e963d90049223fccb36e53.jpg;https://cdn.entero.ru/mp@2x/cb/2d/cb2d335649f8e051a446a5184bf6fece.jpg;https://cdn.entero.ru/mp@2x/25/41/25410f76194a607ccad0dae9dc4ce066.jpg;https://cdn.entero.ru/mp@2x/5c/99/5c9927192858930446ad54774704ac6f.jpg,Гриль Steba PG 4.3,Гриль Steba PG 4.3,25386,RUB,Да,,Бытовая техника,Техника для кухни,Грили,https://entero.ru/item/130830,"<p>Гриль<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/130830"">Steba PG 4.3</a> </b>предназначен для жарки мяса, рыбы и овощей в частных домах, квартирах, отелях и офисах. Модель оснащена светодиодным индикатором нагрева и съемными двусторонними пластинами с антипригарным покрытием. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входят 2 пластины рифленая / вафли и 1 пластина рифленая / гладкая.</p>

<p><b>Особенности: </b></p>

<ul>
<li>3 способа использования:
<ul>
<li>Контактный гриль</li>
<li>Запекание</li>
<li>Гриль-барбекю на двойной поверхности</li>
</ul>
</li>
<li>Бесступенчатая регулировка температуры</li>
<li>Саморегулирующийся шарнир для изменения высоты крышки</li>
<li>Замок на ручке</li>
<li>Место для намотки кабеля</li>
</ul>

<p> </p>",130830,220 В,2 кВт,460 мм,340 мм,120 мм,,,,0,https://entero.ru/manuals/146513/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Steba%20PG%204.3.pdf,,6.4 кг,Германия,,1,рифленая,рифленая,370x230
https://cdn.entero.ru/mp@2x/c6/b2/c6b26f4a743f50d23da0c48737f1eeee.jpg;https://cdn.entero.ru/mp@2x/f0/f5/f0f5a5f2630f3d0a3e581c4a67bf9756.jpg;https://cdn.entero.ru/mp@2x/a2/79/a2791aefafd1ae8e7144e4e1d51343ff.jpg;https://cdn.entero.ru/mp@2x/c8/2d/c82d201a0e1046dd78051217f92bc3d7.jpg;https://cdn.entero.ru/mp@2x/a1/0b/a10b8a2c098a421b825c6d61479d3f76.jpg;https://cdn.entero.ru/mp@2x/03/e6/03e6f263a2d1fc05c1aac496c27842d6.jpg;https://cdn.entero.ru/mp@2x/1f/82/1f82fe4d8fecb1aa9f77585229c79d1b.jpg;https://cdn.entero.ru/mp@2x/60/8b/608b405b16066610444635769f4e1b83.jpg;https://cdn.entero.ru/mp@2x/a2/ed/a2edf7704a63d8a7c45673de544d3447.jpg;https://cdn.entero.ru/mp@2x/96/2a/962a4f611a150dcb5c14f211d9bb2b78.jpg,Гриль-раклетница Steba RC 3 plus,Гриль-раклетница Steba RC 3 plus,25386,RUB,Да,,Бытовая техника,Техника для кухни,Грили,https://entero.ru/item/131939,"<p>Гриль-раклетница<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/131939"">Steba RC 3 plus</a> </b>предназначен для жарки мяса, рыбы и овощей с одновременным плавлением сыра в частных домах, квартирах, отелях и офисах. Модель оснащена панелью управления с поворотными регуляторами, светодиодным индикатором работы и съемными пластинами для гриля.</p>

<p>В комплект поставки входят 8 порционных сковородок, пластина для гриля из натурального камня и двусторонняя пластина из эмалированного чугуна рифленая / гладкая.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Бесступенчатая регулировка температуры</li>
<li>Переключатель включения / отключения</li>
<li>Устойчивый к порезам и царапинам</li>
<li>Сковородки можно мыть в посудомоечной машине</li>
<li>Место для хранения кабеля</li>
</ul>",131939,220 В,1.45 кВт,360 мм,360 мм,140 мм,,,,0,https://entero.ru/manuals/149347/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Steba%20RC%203%20plus.pdf,27593,9.4 кг,Германия,,1,,рифленая,260х260
https://cdn.entero.ru/mp@2x/1d/f5/1df529111ef2c252c76e70c772e31434.jpg;https://cdn.entero.ru/mp@2x/d4/7a/d47a1147003bdd72e02015b473d88ac3.jpg;https://cdn.entero.ru/mp@2x/eb/ce/ebceaafa6cd5358677d7bb614b5cb1ef.jpg;https://cdn.entero.ru/mp@2x/cf/aa/cfaa6b74da78b1428a9972a11b0fb316.jpg;https://cdn.entero.ru/mp@2x/b4/76/b47655bd207ddfd05cacbd8d2cabea12.jpg;https://cdn.entero.ru/mp@2x/2e/07/2e076307719b0eeadba650dc42afe71d.jpg;https://cdn.entero.ru/mp@2x/14/46/1446df439436203092613c281df027f5.jpg;https://cdn.entero.ru/mp@2x/71/45/71452f3a7a716768c4ae10bd1fc870c3.jpg;https://cdn.entero.ru/mp@2x/3d/c0/3dc05e5552a876859d8dbe026b4b9e7b.jpg;https://cdn.entero.ru/mp@2x/f7/be/f7bece6c5f0aa90010784ccf990226dc.jpg;https://cdn.entero.ru/mp@2x/73/5d/735d8057e858dc8846e1a849c0d5a4e0.jpg;https://cdn.entero.ru/mp@2x/8e/e6/8ee6d770e691846e670b3c8f3e5ffca0.jpg,Гриль-раклетница Steba RC 4 plus DELUX,Гриль-раклетница Steba RC 4 plus DELUX,26064,RUB,Да,,Бытовая техника,Техника для кухни,Грили,https://entero.ru/item/131946,"<p>Гриль-раклетница<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/131946"">Steba RC 4 plus DELUX</a> </b>предназначен для жарки мяса, рыбы и овощей с одновременным плавлением сыра в частных домах, квартирах, отелях и офисах. Модель оснащена панелью управления с поворотными регуляторами, светодиодным индикатором работы, съемными пластинами для гриля и лотком для стока жира.</p>

<p>В комплект поставки входят 8 порционных сковородок, пластина для гриля из натурального камня, литая пластина с антипригарным покрытием и поддон для приготовления соусов.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Бесступенчатая регулировка температуры</li>
<li>Переключатель включения / отключения</li>
<li>Устойчивый к порезам и царапинам</li>
<li>Обратная сторона поддона используется как гладкая пластина гриля</li>
<li>Сковородки можно мыть в посудомоечной машине</li>
<li>Место для хранения кабеля</li>
</ul>",131946,220 В,1.45 кВт,370 мм,390 мм,140 мм,,,,0,https://entero.ru/manuals/149369/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Steba%20RC%204%20plus%20DELUX%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,28026,8.3 кг,Германия,,,"одна гладкая, одна рифленая",,290х290
https://cdn.entero.ru/mp@2x/ff/77/ff771f87ea687354612197449f1e10bb.jpg,Гриль Steba PG 2.0,Гриль Steba PG 2.0,26732,RUB,Да,,Бытовая техника,Техника для кухни,Грили,https://entero.ru/item/130858,"<p>Гриль<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/130858"">Steba PG 2.0</a> </b>предназначен для жарки мяса, рыбы и овощей в частных домах, квартирах, отелях и офисах. Модель оснащена светодиодным индикатором нагрева и съемными двусторонними пластинами с антипригарным покрытием. Корпус имеет антипригарное покрытие.</p>

<p>В комплект поставки входят 3 пластины с гладкими и рифленными поверхностями и стаканчики для сбора жира.</p>

<p><b>Особенности: </b></p>

<ul>
<li>3 способа использования:
<ul>
<li>контактный гриль</li>
<li>запекание</li>
<li>гриль-барбекю на двойной поверхности</li>
</ul>
</li>
<li>Бесступенчатая регулировка температуры</li>
<li>Саморегулирующийся шарнир для изменения высоты крышки</li>
<li>Защита от перегрева</li>
<li>Замок на ручке</li>
<li>Место для намотки кабеля</li>
</ul>

<p> </p>",130858,220 В,2 кВт,,,,,,,0,https://entero.ru/manuals/194632/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Steba%20PG%202.0%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,27846,7 кг,Германия,,1,,"гладкая, рифленая",370x230
https://cdn.entero.ru/mp@2x/f3/b7/f3b78f9391e8e32556ecc0a63986e340.jpg;https://cdn.entero.ru/mp@2x/f5/3e/f53e292aff72c89e5d3351bab994dda9.jpg;https://cdn.entero.ru/mp@2x/76/0f/760f2280974387724b8c5e9ce484ba50.jpg;https://cdn.entero.ru/mp@2x/9c/5d/9c5d242602bcbe0ff28df7f932649c4b.jpg;https://cdn.entero.ru/mp@2x/b2/3d/b23d2956c75b0766a152ca0b02914ead.jpg;https://cdn.entero.ru/mp@2x/5e/75/5e75f827868a292313b9dfaf18c29967.jpg;https://cdn.entero.ru/mp@2x/8b/08/8b089ea6eea1f8195396cb9dafe511aa.jpg;https://cdn.entero.ru/mp@2x/e0/76/e07661dcfaef7338e3088d420279b4ea.jpg,Гриль Steba PG 4.4,Гриль Steba PG 4.4,28401,RUB,Да,,Бытовая техника,Техника для кухни,Грили,https://entero.ru/item/130852,"<p>Гриль<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/130852"">Steba PG 4.4</a> </b>предназначен для жарки мяса, рыбы и овощей в частных домах, квартирах, отелях и офисах. Модель оснащена светодиодным индикатором нагрева и съемными двусторонними пластинами с антипригарным покрытием. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входят 2 пластины рифленая / вафли и 1 пластина рифленая / гладкая.</p>

<p><b>Особенности: </b></p>

<ul>
<li>3 способа использования:
<ul>
<li>Контактный гриль</li>
<li>Запекание</li>
<li>Гриль-барбекю на двойной поверхности</li>
</ul>
</li>
<li>Бесступенчатая регулировка температуры</li>
<li>Саморегулирующийся шарнир для изменения высоты крышки</li>
<li>Замок на ручке</li>
<li>Место для намотки кабеля</li>
</ul>",130852,220 В,2 кВт,460 мм,340 мм,120 мм,,,,0,https://entero.ru/manuals/146559/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Steba%20PG%204.4.pdf,,6.4 кг,,Китай,1,рифленая,рифленая,370x230
https://cdn.entero.ru/mp@2x/86/66/8666d3417f59fbf0b7fa920afada0a5f.jpg;https://cdn.entero.ru/mp@2x/1d/2f/1d2fc7f45dc5f07a2687210c4ce98845.jpg;https://cdn.entero.ru/mp@2x/0d/ca/0dcaf84a33a2c95456020902adb74e66.jpg;https://cdn.entero.ru/mp@2x/cf/ed/cfed5fcd749ae78584a803b676fc2ec3.jpg,Гриль барбекю Steba VG 325,Гриль барбекю Steba VG 325,29867,RUB,Да,,Бытовая техника,Техника для кухни,Грили,https://entero.ru/item/168578,"<p>Гриль барбекю<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/168578"">Steba VG 325</a> </b>предназначен для жарки мяса, рыбы и овощей в частных домах, квартирах, отелях и офисах. Модель оснащена терморегулятором, светодиодным интикатором нагрева, лотком для стока жира, съемной решеткой из литого алюминия с антипригарным покрытием и крышкой.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Бесступенчатая регулировка температуры</li>
<li>Встроенный нагревательный элемент</li>
<li>Двухзонная решетка с гладкой и рифленой поверхностями</li>
<li>Защита от перегрева</li>
<li>Устойчивый штатив с полкой</li>
<li>Крышка съемная, на петлях</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Рабочая температура: до 250 °С</li>
<li>Диаметр решетки: 480 мм</li>
</ul>",168578,220 В,2 кВт,620 мм,570 мм,1000 мм,,,,0,https://entero.ru/manuals/194619/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Steba%20VG%20325%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,14 кг,Германия,,1,,"одна гладкая, одна рифленая",
https://cdn.entero.ru/mp@2x/07/cc/07ccf4a111904fe91173811c619d7164.jpg;https://cdn.entero.ru/mp@2x/e5/a1/e5a11fe3093e3cadfe2f06ffe431bff5.jpg;https://cdn.entero.ru/mp@2x/da/17/da17bce9e6a328110ead93adda1e9aba.jpg;https://cdn.entero.ru/mp@2x/b9/21/b921524a1fc5d3d23a9453a035b9a915.jpg;https://cdn.entero.ru/mp@2x/fc/c8/fcc89cc1ef7281cc0edbf827feef95e4.jpg;https://cdn.entero.ru/mp@2x/6a/39/6a3993ad0a326f9862a25a7513362851.jpg;https://cdn.entero.ru/mp@2x/34/f1/34f19d0fa79e0660ecff271a5776aaa9.jpg;https://cdn.entero.ru/mp@2x/02/dd/02ddf65383456eb6e27d927c4575c941.jpg;https://cdn.entero.ru/mp@2x/04/99/0499d5d0cad29f60d8c84e3fd698e1f9.jpg;https://cdn.entero.ru/mp@2x/87/a2/87a2ec924e7d2a7faf405ac231c1ff4f.jpg;https://cdn.entero.ru/mp@2x/a2/b7/a2b78c6a5cb30a80c1c6d3c528426a60.jpg;https://cdn.entero.ru/mp@2x/e0/cd/e0cd63a463102ed5ac1661f3ebc247a9.jpg,Гриль CASO SteakMaster Pro,Гриль CASO SteakMaster Pro,33914,RUB,Да,CASO,Бытовая техника,Техника для кухни,Грили,https://entero.ru/item/374328,"<p>Гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/374328"">CASO SteakMaster Pro</a></b> используется в частных домах и квартирах для жарки мяса, рыбы и овощей. Модель оснащена цифровой сенсорной светодиодной панелью с готовыми программами, встроенным термощупом для точного контроля прожарки и съемным поддоном для жира. XXL-поверхность обеспечивает одновременное приготовление большого количества пищи, подвижный шарнир гарантирует равномерную прожарку продуктов разной толщины. Съемные пластины с антипригарным покрытием можно мыть в посудомоечной машине. Корпус выполнен из анодированного алюминия.</p>

<p>В комплект поставки входит лопатка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>3-в-1: контактный гриль, пресс для панини и настольный гриль</li>
<li>Программы: бургеры, панини, птица, мясо, рыба и овощи</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Угол наклона: 4 °</li>
<li>Время таймера: до 59 мин.</li>
<li>Количество уровней регулировки высоты: 5</li>
<li>Диапазон температуры: от 80 до 240 °С</li>
<li>Частота: от 50 до 60 Гц</li>
<li>Цвет: серебристый, черный</li>
</ul>",374328,220 В,2 кВт,425 мм,350 мм,185 мм,8 кг,,,0,,35699,,Германия,Китай,,рифленая,"одна гладкая, одна рифленая",340х240
