Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Цвет,Объем чаши,Импульсный режим,Число скоростей,Уровень шума,Турборежим,Вращение чаши
https://cdn.entero.ru/mp@2x/68/27/6827b048da9a447594974a437e4d734b.jpg,Насадка для нарезки феттуччине SMEG SMFC01,Насадка для нарезки феттуччине SMEG SMFC01,12960,RUB,Нет,SMEG,Бытовая техника,Техника для кухни,Миксеры,https://entero.ru/item/101349,"<p>Насадка для нарезки феттуччине <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/101349"">Smeg SMFC01</a></b> используется совместно с планетарными миксерами <a href=""https://entero.ru/search.php?text=SMF01"">SMF01</a> в частных домах и квартирах. Изделие не подходит для мытья в посудомоечной машине. Корпус изготовлен из хромированной стали, ролики - из анадированного алюминиевого сплава.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Ширина феттуччине: 6 мм</li>
<li>Размеры: 220x75x54 мм</li>
</ul>",101349,,,,,,,,,,,0,https://entero.ru/manuals/92471/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Smeg%20SMFC01.pdf,13787,,,,,,,,,
https://cdn.entero.ru/mp@2x/4a/14/4a14e6d5aa3680ba9c0d99e3c2c766c7.jpg;https://cdn.entero.ru/mp@2x/b0/ec/b0ecee274197fd0fd43191467c2aba12.jpg;https://cdn.entero.ru/mp@2x/5d/d2/5dd26e67bfa6c969f5ccd55768bada06.jpg;https://cdn.entero.ru/mp@2x/bd/ac/bdacbb405a164bc4c75f2e1c813cd2aa.jpg,"Чаша для миксера KitchenAid 5KSM2CB5PBS 4,7 л (керамика) черная раковина","Чаша для миксера KitchenAid 5KSM2CB5PBS 4,7 л (керамика) черная раковина",12990,RUB,Нет,KitchenAid,Бытовая техника,Техника для кухни,Миксеры,https://entero.ru/item/372309,"<p>Чаша <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/372309""><b class=""b"">KitchenAid 5KSM2CB5PBS</b></a> используется совместно с настольными планетарными миксерами с откидным блоком и объемом чаши 4,3 и 4,8 л для замешивания теста, взбивания кремов, муссов, а также для приготовления пюре, соусов и коктейлей в домашних условиях. Модель оснащена удобной рукояткой и интегрированным в кромку изливом. Возможны эксплуатация в микроволновой печи, морозильном и духовом шкафу, а также мойка в посудомоечной машине. Изделие выполнено из остеклованной керамики с титановым армированием, черной поверхностьюи рельефным декором лицевой стороны борта «черная раковина».</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 4,7 л</li>
<li>Единовременная загрузка:
<ul>
<li>Мука: 1 кг</li>
<li>Яичные белки: 12 шт.</li>
</ul>
</li>
</ul>",372309,,,,,,,,,,,0,,14120,,,,,,,,,
https://cdn.entero.ru/mp@2x/a3/1b/a31b6516f1afc6185fd99c60d5489f83.jpg;https://cdn.entero.ru/mp@2x/35/ba/35babe3bffe6bd1a6dccb79c42730042.jpg;https://cdn.entero.ru/mp@2x/39/6e/396e21929386c118e0ff965f2e6b9132.jpg;https://cdn.entero.ru/mp@2x/31/07/31072268d379f7425e086ab71d8d261f.jpg;https://cdn.entero.ru/mp@2x/d1/94/d194e99b97584a9359d8d285d372e8b8.jpg;https://cdn.entero.ru/mp@2x/c3/e3/c3e369fdc7f15a478c62a8acc2277cde.jpg,"Чаша для миксера KitchenAid 5KSM2CB5PCC 4,7 л (керамика) белая","Чаша для миксера KitchenAid 5KSM2CB5PCC 4,7 л (керамика) белая",12990,RUB,Нет,KitchenAid,Бытовая техника,Техника для кухни,Миксеры,https://entero.ru/item/372310,"<p>Чаша <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/372310""><b class=""b"">KitchenAid 5KSM2CB5PCC</b></a> используется совместно с настольными планетарными миксерами с откидным блоком и объемом чаши 4,3 и 4,8 л для замешивания теста, взбивания кремов, муссов, а также для приготовления пюре, соусов и коктейлей в домашних условиях. Модель оснащена удобной рукояткой и интегрированным в кромку изливом. Возможны эксплуатация в микроволновой печи, морозильном и духовом шкафу, а также мойка в посудомоечной машине. Изделие выполнено из остеклованной керамики с титановым армированием, белой поверхностью и рельефным декором лицевой стороны борта «классическая колонна».</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 4,7 л</li>
<li>Единовременная загрузка:
<ul>
<li>Мука: 1 кг</li>
<li>Яичные белки: 12 шт.</li>
</ul>
</li>
</ul>",372310,,,,,,,,,,,0,,13968,,,,,,,,,
https://cdn.entero.ru/mp@2x/0f/f5/0ff5746debd60376f98a3afd59031f22.jpg;https://cdn.entero.ru/mp@2x/46/c8/46c880b23b353837f17b3b4400bd485c.jpg;https://cdn.entero.ru/mp@2x/76/69/766947769c4979546c332fe43901f984.jpg;https://cdn.entero.ru/mp@2x/ec/b3/ecb3547a57402c1ba582b90cc0683ce0.jpg,"Чаша для миксера KitchenAid 5KSM2CB5LB 4,7 л (керамика) зеленая","Чаша для миксера KitchenAid 5KSM2CB5LB 4,7 л (керамика) зеленая",12990,RUB,Нет,KitchenAid,Бытовая техника,Техника для кухни,Миксеры,https://entero.ru/item/372311,"<p>Чаша <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/372311""><b class=""b"">KitchenAid 5KSM2CB5LB</b></a> используется совместно с настольными планетарными миксерами с откидным блоком и объемом чаши 4,3 и 4,8 л для замешивания теста, взбивания кремов, муссов, а также для приготовления пюре, соусов и коктейлей в домашних условиях. Возможны эксплуатация в микроволновой печи, морозильном и духовом шкафу, а также мойка в посудомоечной машине. Изделие выполнено из остеклованной керамики с титановым армированием, поверхностью зеленого оттенка и рельефным декором лицевой стороны борта «весенние листья».</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 4,7 л</li>
<li>Единовременная загрузка:
<ul>
<li>Мука: 1 кг</li>
<li>Яичные белки: 12 шт.</li>
</ul>
</li>
</ul>",372311,,,,,,,,,,,0,,13819,,,,,,,,,
https://cdn.entero.ru/mp@2x/d6/2c/d62ca9459d6dbcf50af353aa9dd09b1d.jpg;https://cdn.entero.ru/mp@2x/8f/2d/8f2dc25802c24f1a0b50f213e698a41c.jpg;https://cdn.entero.ru/mp@2x/05/d5/05d5e9c66a016a6fbbee679cf128b328.jpg,"Чаша для миксера KitchenAid 5KSM2CB5MR 4,7 л (керамика) молочная","Чаша для миксера KitchenAid 5KSM2CB5MR 4,7 л (керамика) молочная",12990,RUB,Нет,KitchenAid,Бытовая техника,Техника для кухни,Миксеры,https://entero.ru/item/372312,"<p>Чаша <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/372312""><b class=""b"">KitchenAid 5KSM2CB5MR</b></a> используется совместно с настольными планетарными миксерами с откидным блоком и объемом чаши 4,3 и 4,8 л для замешивания теста, взбивания кремов, муссов, а также для приготовления пюре, соусов и коктейлей в домашних условиях. Модель оснащена 2 уплощенными рукоятками. Возможны эксплуатация в микроволновой печи, морозильном и духовом шкафу, а также мойка в посудомоечной машине. Изделие выполнено из остеклованной керамики с титановым армированием, поверхностью молочного оттенка и рельефным декором лицевой стороны борта «меренга».</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 4,7 л</li>
<li>Единовременная загрузка:
<ul>
<li>Мука: 1 кг</li>
<li>Яичные белки: 12 шт.</li>
</ul>
</li>
</ul>",372312,,,,,,,,,,,0,,13674,,,,,,,,,
https://cdn.entero.ru/mp@2x/f7/f1/f7f12ece9a1df00babdda2c9e5798024.jpg;https://cdn.entero.ru/mp@2x/b4/fc/b4fcbccf12d3476264f07d964cfd0fed.jpg;https://cdn.entero.ru/mp@2x/d7/66/d76643acb120b381b92d0e5382f888fc.jpg,"Чаша для миксера KitchenAid 5KSM2CB5BL 4,7 л (керамика) бежевая","Чаша для миксера KitchenAid 5KSM2CB5BL 4,7 л (керамика) бежевая",12990,RUB,Нет,KitchenAid,Бытовая техника,Техника для кухни,Миксеры,https://entero.ru/item/372313,"<p>Чаша <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/372313""><b class=""b"">KitchenAid 5KSM2CB5BL</b></a> используется совместно с настольными планетарными миксерами с откидным блоком и объемом чаши 4,3 и 4,8 л для замешивания теста, взбивания кремов, муссов, а также для приготовления пюре, соусов и коктейлей в домашних условиях. Модель оснащена удобной рукояткой и интегрированным в кромку изливом. Возможны эксплуатация в микроволновой печи, морозильном и духовом шкафу, а также мойка в посудомоечной машине. Изделие выполнено из остеклованной керамики с титановым армированием, поверхностью бежевого оттенка и текстурным декором лицевой стороны борта «голые деревья».</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 4,7 л</li>
<li>Единовременная загрузка:
<ul>
<li>Мука: 1 кг</li>
<li>Яичные белки: 12 шт.</li>
</ul>
</li>
</ul>",372313,,,,,,,,,,,0,,13968,,,,,,,,,
https://cdn.entero.ru/mp@2x/9b/b3/9bb3434dc1c80ec2ee180e1c986ce226.jpg;https://cdn.entero.ru/mp@2x/14/8f/148f18a7d8edf59bc47a9d8ea81e4aa9.jpg;https://cdn.entero.ru/mp@2x/82/a7/82a748db23fe805f40922fa4194700b7.jpg,"Чаша для миксера KitchenAid 5KSM2CB5LS 4,7 л (керамика) черная","Чаша для миксера KitchenAid 5KSM2CB5LS 4,7 л (керамика) черная",12990,RUB,Нет,KitchenAid,Бытовая техника,Техника для кухни,Миксеры,https://entero.ru/item/372314,"<p>Чаша <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/372314""><b class=""b"">KitchenAid 5KSM2CB5LS</b></a> используется совместно с настольными планетарными миксерами с откидным блоком и объемом чаши 4,3 и 4,8 л для замешивания теста, взбивания кремов, муссов, а также для приготовления пюре, соусов и коктейлей в домашних условиях. Возможны эксплуатация в микроволновой печи, морозильном и духовом шкафу, а также мойка в посудомоечной машине. Изделие выполнено из остеклованной керамики с титановым армированием, поверхностью черного цвета и рельефным декором лицевой стороны борта в виде пирамидальных шипов.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 4,7 л</li>
<li>Единовременная загрузка:
<ul>
<li>Мука: 1 кг</li>
<li>Яичные белки: 12 шт.</li>
</ul>
</li>
</ul>",372314,,,,,,,,,,,0,,14120,,,,,,,,,
https://cdn.entero.ru/mp@2x/fe/83/fe83a177c19e0f3ee35da11ead3e99e4.jpg;https://cdn.entero.ru/mp@2x/7f/be/7fbe53af2e89371c4f8641fc5486da3d.jpg;https://cdn.entero.ru/mp@2x/1b/06/1b0642f458dcec5ea3ca22640d7791c0.jpg,"Чаша для миксера KitchenAid 5KSM2CB5CH 4,7 л (керамика) бежевая","Чаша для миксера KitchenAid 5KSM2CB5CH 4,7 л (керамика) бежевая",12990,RUB,Нет,KitchenAid,Бытовая техника,Техника для кухни,Миксеры,https://entero.ru/item/372315,"<p>Чаша <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/372315""><b class=""b"">KitchenAid 5KSM2CB5CH</b></a> используется совместно с настольными планетарными миксерами с откидным блоком и объемом чаши 4,3 и 4,8 л для замешивания теста, взбивания кремов, муссов, а также для приготовления пюре, соусов и коктейлей в домашних условиях. Возможны эксплуатация в микроволновой печи, морозильном и духовом шкафу, а также мойка в посудомоечной машине. Изделие выполнено из остеклованной керамики с титановым армированием, поверхностью бежевого оттенка и текстурным декором лицевой стороны борта «сердечки».</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 4,7 л</li>
<li>Единовременная загрузка:
<ul>
<li>Мука: 1 кг</li>
<li>Яичные белки: 12 шт.</li>
</ul>
</li>
</ul>",372315,,,,,,,,,,,0,,13674,,,,,,,,,
https://cdn.entero.ru/mp@2x/55/a4/55a4983f901e7ccfb64c3b03ab5f7fed.jpg;https://cdn.entero.ru/mp@2x/31/2f/312fc66c861e82747b72978369e306e4.jpg,"Чаша для миксера KitchenAid 5KSM2CB5BF 4,7 л (керамика) голубая","Чаша для миксера KitchenAid 5KSM2CB5BF 4,7 л (керамика) голубая",12990,RUB,Нет,KitchenAid,Бытовая техника,Техника для кухни,Миксеры,https://entero.ru/item/372316,"<p>Чаша <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/372316""><b class=""b"">KitchenAid 5KSM2CB5BF</b></a> используется совместно с настольными планетарными миксерами с откидным блоком и объемом чаши 4,3 и 4,8 л для замешивания теста, взбивания кремов, муссов, а также для приготовления пюре, соусов и коктейлей в домашних условиях. Возможны эксплуатация в микроволновой печи, морозильном и духовом шкафу, а также мойка в посудомоечной машине. Изделие выполнено из остеклованной керамики с титановым армированием, лицевая сторона борта голубого оттенка с текстурным декором в виде мелких цветов.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 4,7 л</li>
<li>Единовременная загрузка:
<ul>
<li>Мука: 1 кг</li>
<li>Яичные белки: 12 шт.</li>
</ul>
</li>
</ul>",372316,,,,,,,,,,,0,,,,,,,,,,,
https://entero.ru/i/nofoto-m.jpg,"Чаша для миксера KitchenAid 5KSM5SSC 4,7 л (керамика) медная","Чаша для миксера KitchenAid 5KSM5SSC 4,7 л (керамика) медная",12990,RUB,Нет,KitchenAid,Бытовая техника,Техника для кухни,Миксеры,https://entero.ru/item/372317,"<p>Чаша <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/372317""><b class=""b"">KitchenAid 5KSM5SSC</b></a> используется совместно с настольными планетарными миксерами с откидным блоком и объемом чаши 4,3 и 4,8 л для замешивания теста, взбивания кремов, муссов, а также для приготовления пюре, соусов и коктейлей в домашних условиях. Возможны эксплуатация в микроволновой печи, морозильном и духовом шкафу, а также мойка в посудомоечной машине. Изделие выполнено из остеклованной керамики с титановым армированием и покрытием медного оттенка.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 4,7 л</li>
<li>Единовременная загрузка:
<ul>
<li>Мука: 1 кг</li>
<li>Яичные белки: 12 шт.</li>
</ul>
</li>
</ul>",372317,,,,,,,,,,,0,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/59/2e/592e3944dc7230eb2c3ada71c942cca9.jpg;https://cdn.entero.ru/mp@2x/ca/af/caafa1ed3d277dc32142bd61e0ca6271.jpg;https://cdn.entero.ru/mp@2x/cd/32/cd32ce10ffbb1b252907e5ebca02622f.jpg;https://cdn.entero.ru/mp@2x/f6/42/f642750e16f514dc68bbd78ad2952c7f.jpg;https://cdn.entero.ru/mp@2x/0d/81/0d81c6cacd2afe84ddf521ff985d364b.jpg;https://cdn.entero.ru/mp@2x/93/be/93be3e41346a589ba0f2c5b70a409fab.jpg,"Чаша для миксера KitchenAid 5KSM2CB5TDD 4,7 л (керамика) фисташковая","Чаша для миксера KitchenAid 5KSM2CB5TDD 4,7 л (керамика) фисташковая",12990,RUB,Нет,KitchenAid,Бытовая техника,Техника для кухни,Миксеры,https://entero.ru/item/372318,"<p>Чаша <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/372318""><b class=""b"">KitchenAid 5KSM2CB5TDD</b></a> используется совместно с настольными планетарными миксерами с откидным блоком и объемом чаши 4,3 и 4,8 л для замешивания теста, взбивания кремов, муссов, а также для приготовления пюре, соусов и коктейлей в домашних условиях. Модель оснащена удобной рукояткой и интегрированным в кромку изливом. Возможны эксплуатация в микроволновой печи, морозильном и духовом шкафу, а также мойка в посудомоечной машине. Изделие выполнено из остеклованной керамики с титановым армированием, поверхностью фисташкового оттенка и рельефным декором лицевой стороны борта «капли росы».</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 4,7 л</li>
<li>Единовременная загрузка:
<ul>
<li>Мука: 1 кг</li>
<li>Яичные белки: 12 шт.</li>
</ul>
</li>
</ul>",372318,,,,,,,,,,,0,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/81/ef/81efd13ddc0ec370ac8b2722eac5551b.jpg,Насадка-терка SMEG SMSG01,Насадка-терка SMEG SMSG01,14990,RUB,Нет,SMEG,Бытовая техника,Техника для кухни,Миксеры,https://entero.ru/item/101365,"<p>Насадка-терка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/101365"">Smeg SMSG01</a></b> используется совместно с планетарными миксерами <a href=""https://entero.ru/search.php?text=SMF01"">SMF01</a> в частных домах и квартирах для нарезки твердых сыров, свежих и отварных овощей, фруктов, измельчения шоколада, орехов, крекера и бисквита. Корпус изготовлен из нержавеющей стали, толкатель - из пластика.</p>

<p>В комплект поставки входят толкатель и 4 барабана из нержавеющей стали для мелкой и средней нарезки и крупного и среднего натирания</p>",101365,,,,,,,,,,,0,https://entero.ru/manuals/92486/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Smeg%20SMSG01.pdf,15615,,,,,,,,,
https://cdn.entero.ru/mp@2x/4c/86/4c86af15aaad6100da252d3cf43f1a26.jpg,Комплект силиконовых форм SMEG SMOLD,Комплект силиконовых форм SMEG SMOLD,18990,RUB,Нет,SMEG,Бытовая техника,Техника для кухни,Миксеры,https://entero.ru/item/119128,"<p>Комплект силиконовых форм <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/119128""><b class=""b"">Smeg SMFB02 </b></a>используется совместно с планетарными миксерами в частных домах и квартирах.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Форма для льда, 5 мл, с размером секции 21х21 мм</li>
<li>Форма для продуктов,125 мл, с размером секции 63х40 мм</li>
<li>Форма для продуктов, 125 мл, с размером секции 50х50х50 мм</li>
<li>Форма для шоколадного пралине с размером секции 26x26х18 мм</li>
<li>Форма для мороженого с размером секции 93х48х25 мм + 50 палочек</li>
<li>Форма для эскимо с размером секции 93х48х5 мм + 50 палочек</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Аксессуар можно мыть в посудомоечной машине</li>
<li>Аксессуар можно использовать в СВЧ </li>
</ul>",119128,,,,,,,,,,,0,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/89/ec/89ec4d944f5da2f84d994fbfa5dfa508.jpg;https://cdn.entero.ru/mp@2x/00/48/00481fc1a21293f6be1e1c84b306e5ff.jpg;https://cdn.entero.ru/mp@2x/a8/70/a870468ae6391422268108d2efb5adc4.jpg;https://cdn.entero.ru/mp@2x/40/e8/40e85db5174824b8fa12b88f8e690d88.jpg;https://cdn.entero.ru/mp@2x/bf/81/bf81930dd15bbe69a202b413f77f2ff4.jpg;https://cdn.entero.ru/mp@2x/c8/c1/c8c13c8242f72d1849fd86771d1792ff.jpg;https://cdn.entero.ru/mp@2x/12/75/1275e9acb6f787c4cd95beda93ffff7e.jpg;https://cdn.entero.ru/mp@2x/77/2f/772fea078a4392c1af6fb6d59522036f.jpg;https://cdn.entero.ru/mp@2x/fe/fa/fefa8779b9472f1362abe0ea3a29ffbf.jpg;https://cdn.entero.ru/mp@2x/8e/3f/8e3fff6d542ff4a57ffbc3c1a55fdcfe.jpg;https://cdn.entero.ru/mp@2x/80/6d/806d84b6f82571906a51a976e2f119c4.jpg,"Чаша для миксера KitchenAid 5KSM2CB5BGS 4,7 л с крышкой (керамика) белая","Чаша для миксера KitchenAid 5KSM2CB5BGS 4,7 л с крышкой (керамика) белая",19990,RUB,Нет,KitchenAid,Бытовая техника,Техника для кухни,Миксеры,https://entero.ru/item/372320,"<p>Чаша <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/372320""><b class=""b"">KitchenAid 5KSM2CB5BGS</b></a> используется совместно с настольными планетарными миксерами 5KSM125, 5KSM150, 5KSM175 и 5KSM185 с откидным и объемом чаши 4,3 и 4,8 л для замешивания теста, выпекания и подачи к столу хлебобулочных и кондитерских в домашних условиях. Емкость оснащена 2 уплощенными рукоятками и крышкой-противнем с дублирующими рукоятками. Возможны эксплуатация в микроволновой печи, морозильном и духовом шкафу, а также мойка в посудомоечной машине. Изделия выполнены из остеклованной керамики с титановым армированием и белой поверхностью с крапчатым декором.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Максимальная температура при эксплуатации в духовом шкафу: 260 °С</li>
<li>Объем: 4,7 л</li>
<li>Единовременная загрузка:
<ul>
<li>Мука: 1 кг</li>
<li>Яичные белки: 12 шт.</li>
</ul>
</li>
</ul>",372320,,,,,,,,,,,0,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/fa/bf/fabf6fcf3a5b5e2308fc564e213da62d.jpg;https://cdn.entero.ru/mp@2x/c3/eb/c3ebf2227d01949849de3b2636745a3a.jpg;https://cdn.entero.ru/mp@2x/5e/ba/5eba72942d6b8b06e523e438964e07ba.jpg;https://cdn.entero.ru/mp@2x/81/b5/81b539d1f86bcd2d99a8d4433530e0a8.jpg;https://cdn.entero.ru/mp@2x/2c/85/2c85324f035a4e84fadf5ad8a76a0a68.jpg;https://cdn.entero.ru/mp@2x/a2/ab/a2abe2ed9586111d9a26da719491c58e.jpg;https://cdn.entero.ru/mp@2x/86/6a/866aa1e01b8f2452577500b30c95684e.jpg;https://cdn.entero.ru/mp@2x/65/f7/65f7bc9157683c674eaf072574066631.jpg;https://cdn.entero.ru/mp@2x/1e/52/1e52497e08cb6534a9ce2164c44c5ff8.jpg;https://cdn.entero.ru/mp@2x/16/fc/16fc12c60030890f29cde479a66323d1.jpg;https://cdn.entero.ru/mp@2x/93/be/93be450081c5599c7bbd8952e615ae3b.jpg;https://cdn.entero.ru/mp@2x/9b/b1/9bb14ac9f17a41a7a9009aa09e724cee.jpg;https://cdn.entero.ru/mp@2x/6f/db/6fdb567b8c17ff318a94dd5e9b77ced9.jpg;https://cdn.entero.ru/mp@2x/01/e4/01e4f9553cf134603bc28230d519c8f1.jpg;https://cdn.entero.ru/mp@2x/04/c9/04c93c9fc8ff4c4dcc6f1b9233ace018.jpg;https://cdn.entero.ru/mp@2x/c4/a2/c4a2d07f91c5cc575015ff692241a9e1.jpg;https://cdn.entero.ru/mp@2x/11/d3/11d3315f42de1290c7d0fa90f723652b.jpg;https://cdn.entero.ru/mp@2x/7d/2b/7d2bdf2699a644bf613954c902acbe4c.jpg;https://cdn.entero.ru/mp@2x/fa/64/fa649a36fe556dbc5d8b070e53b0342d.jpg,"Насадка миксера для взвешивания, просеивания и подачи KitchenAid 5KSMSFTA белая","Насадка миксера для взвешивания, просеивания и подачи KitchenAid 5KSMSFTA белая",19990,RUB,Нет,KitchenAid,Бытовая техника,Техника для кухни,Миксеры,https://entero.ru/item/372331,"<p>Насадка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/372331""><b class=""b"">KitchenAid 5KSMSFTA</b></a> используется совместно с планетарными миксерами для взвешивания, просеивания и подачи в чашу ингредиентов в домашних условиях. Весы оснащены электронной панелью управления и цифровым дисплеем, лоток имеет поворотную горловину для возможности ссыпания продукта в отдельную емкость. Аксессуар легко крепится к монтажной втулке миксера. Возможна мойка компонентов (кроме весов) в посудомоечной машине.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Насадка:​
<ul>
<li>Прозрачный загрузочный бункер с дугообразной рукояткой</li>
<li>Лоток для выгрузки</li>
<li>Сито</li>
<li>Весы</li>
</ul>
</li>
<li>Футляр для компактного хранения</li>
</ul>",372331,,,,,,,,,,,0,,21495,,,,,,,,,
https://cdn.entero.ru/mp@2x/42/de/42de79f726fecaa47826a32edfd57768.jpg;https://cdn.entero.ru/mp@2x/0a/dc/0adc8f316d6421b0f305fb8ce108708c.jpg;https://cdn.entero.ru/mp@2x/ee/3c/ee3ceeee32d3d0e81965b4b374c58810.jpg;https://cdn.entero.ru/mp@2x/0b/a1/0ba16a07f73bed175b4983d94db969ac.jpg;https://cdn.entero.ru/mp@2x/99/36/9936291b279cba248105b154d0415696.jpg,Насадка миксера для набивки колбас KitchenAid 5KSMSSA белая,Насадка миксера для набивки колбас KitchenAid 5KSMSSA белая,0,RUB,Нет,KitchenAid,Бытовая техника,Техника для кухни,Миксеры,https://entero.ru/item/372330,"<p>Насадка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/372330""><b class=""b"">KitchenAid 5KSMSSA</b></a> используется совместно с насадкой-мясорубкой 5KSMFGA для планетарных миксеров для набивки подготовленных оболочек начинкой в процессе приготовления колбасных изделий в домашних условиях. Возможна мойка в посудомоечной машине. Трубки выполнены из белого полимера.</p>

<p>В комплект поставки входят 2 конические трубки различного диаметра.</p>

<p><span style=""color:#ff0000;"">Насадка-мясорубка, загрузочный лоток, решетки и толкатель не входят в комплект поставки и приобретается отдельно.</span></p>

<p><b>Характеристики:</b></p>

<ul>
<li>Выходной диаметр трубок: 9,5 / 19 мм</li>
<li>Габариты в упаковке: 240х150х150 мм</li>
</ul>",372330,,,,,,,,,,,0,https://entero.ru/manuals/499120/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20KitchenAid%205KSMSSA.pdf,,,,,,,,,,
https://cdn.entero.ru/mp@2x/19/c9/19c991bed6a1a17ea9b1042de2f2e557.jpg;https://cdn.entero.ru/mp@2x/ca/53/ca5372b721233546410d82e002c49ed0.jpg,"Крюк для миксера KitchenAid 5KSM5THDHSS 4,8 / 4,7 / 4,3 / 3 л (нерж. сталь) нерж. сталь","Крюк для миксера KitchenAid 5KSM5THDHSS 4,8 / 4,7 / 4,3 / 3 л (нерж. сталь) нерж. сталь",0,RUB,Нет,KitchenAid,Бытовая техника,Техника для кухни,Миксеры,https://entero.ru/item/372323,"<p>Крюк <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/372323""><b class=""b"">KitchenAid 5KSM5THDHSS</b></a> используется совместно с планетарными миксерами 5KSM185 и 5KSM180 с объемом чаши 4,8, 4,7, 4,3 и 3 л для замешивания дрожжевого теста в домашних условиях. Возможна мойка в посудомоечной машине. Изделие выполнено из высококачественной нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 120х190х120 мм</li>
</ul>",372323,,,,,,,,,,,0,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/5f/ff/5fff9fd94fe5ab8f8416ee74f6b8da99.jpg;https://cdn.entero.ru/mp@2x/d8/16/d81623222840fd214c81d81754bf8847.jpg,"Лопатка для миксера KitchenAid 5KSM5THFBSS 4,8 / 4,7 / 4,3 / 3 л (нерж. сталь) нерж. сталь","Лопатка для миксера KitchenAid 5KSM5THFBSS 4,8 / 4,7 / 4,3 / 3 л (нерж. сталь) нерж. сталь",0,RUB,Нет,KitchenAid,Бытовая техника,Техника для кухни,Миксеры,https://entero.ru/item/372324,"<p>Лопатка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/372324""><b class=""b"">KitchenAid 5KSM5THFBSS</b></a> используется совместно с планетарными миксерами 5KSM180 и 5KSM185 с объемом чаши 4,8, 4,7, 4,3 и 3 л для замешивания густых смесей, приготовления пюре, глазури, теста для печенья и кексов в домашних условиях. Возможна мойка в посудомоечной машине. Изделие выполнено из высококачественной нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 210х320х310 мм</li>
</ul>",372324,,,,,,,,,,,0,,,,,,,,,,,
