Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Количество уровней,Вес (с упаковкой)
https://cdn.entero.ru/mp@2x/42/0a/420aff5784dfe657e0914949e4cc5116.jpg;https://cdn.entero.ru/mp@2x/92/75/9275b129e299e47fb3c639dfd325595b.jpg;https://cdn.entero.ru/mp@2x/ad/56/ad56d1f15f825394d8c6dd09bc01d23a.jpg;https://cdn.entero.ru/mp@2x/7e/b4/7eb4df4d64b4f5c3d44598c8ae60a14a.jpg;https://cdn.entero.ru/mp@2x/9a/88/9a8827c0def6170cd296cce077e5ebb8.jpg;https://cdn.entero.ru/mp@2x/60/4c/604c2068adcc0d314a9652c6091f8a9e.jpg;https://cdn.entero.ru/mp@2x/60/f1/60f137ac908343ed942f657c94782723.jpg,Сушилка для овощей и фруктов Rommelsbacher DA 900,Дегидратор DA 900,26688,RUB,Нет,Rommelsbacher,Бытовая техника,Техника для кухни,Дегидраторы,https://entero.ru/item/128788,"<p>Сушилка для овощей и фруктов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128788"">Rommelsbacher DA 900</a></b> предназначена для дегидрации фруктов, овощей, грибов, зелени, мяса и других продуктов в квартирах, частных домах, кафе и ресторанах. Модель оснащена электронным контролем температуры и защитой от перегрева. Корпус и решетки для сушки выполнены из нержавеющей стали, сетка и поддон - из пластика без бисфенола А.</p>

<p>В комплект поставки входит сетка и поддон для сушки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>24-часовой таймер с автоматическим выключением с сигналом</li>
<li>Удобная сенсорная панель управления</li>
<li>Светодиодный дисплей</li>
<li>Равномерное распределение температуры на всех уровнях</li>
<li>Двойные стенки корпуса</li>
<li>Удобные боковые ручки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Площадь для сушки: 0,6 м<sup>2</sup></li>
<li>Длина шнура питания: 1,9 м</li>
<li>Размер полки для сушки: 300x335 мм</li>
<li>Цвет: нержавеющая сталь, черный</li>
</ul>",128788,от 35 до 75 °С,220 В,0.6 кВт,456 мм,340 мм,315 мм,,,,0,https://entero.ru/manuals/141991/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Rommelsbacher%20DA%20900%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/141992/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Rommelsbacher%20DA%20900%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,6.9 кг,Германия,Китай,6,
https://cdn.entero.ru/mp@2x/d7/2c/d72c918797221a36913642df0841c844.jpg;https://cdn.entero.ru/mp@2x/4b/1f/4b1f1fb4ef9735ad7d492190d9da834b.jpg;https://cdn.entero.ru/mp@2x/6f/a0/6fa0bfbad2e0fd5ae3589126fe1778df.jpg;https://cdn.entero.ru/mp@2x/50/5c/505c98fb77943f6861868d408c165d4f.jpg;https://cdn.entero.ru/mp@2x/70/87/708767a9b73dbaf4d4ff77b1cd96b016.jpg,Сушилка для овощей и фруктов Graef DA 510,Дегидратор DA 510,32680,RUB,Нет,,Бытовая техника,Техника для кухни,Дегидраторы,https://entero.ru/item/265094,"<p>Сушилка для овощей и фруктов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/265094"">Graef DA 510</a></b> предназначена для быстрой и равномерной сушки фруктов, овощей, зелени и других продуктов в частных домах и квартирах. Модель оснащена панелью управления с дисплеем, отображающим данные температуры и таймера. Корпус выполнен из высококачественного пластика. </p>

<p>В комплект поставки входят 10 лотков из пластика, не содержащего ВРА, и силиконовый коврик.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулируемая температура</li>
<li>Равномерное распределениие тепла</li>
<li>Технология Dry-Balance — для сбалансированной сушки различных продуктов</li>
<li>Возможность размещения высоких контейнеров</li>
<li>Таймер до 40 часов</li>
<li>Защита от перегрева</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер лотка: 295х365 мм</li>
<li>Общая площадь сушки: 1,08 м<sup>2</sup></li>
</ul>",265094,от 30 до 70 °С,220 В,0.63 кВт,330 мм,483 мм,345 мм,,,,0,https://entero.ru/manuals/328180/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Graef%20DA%20510.pdf,34400,,8.35 кг,Германия,Китай,10,
https://cdn.entero.ru/mp@2x/de/be/debecdfb66ae29baea5158b945a2f3c8.jpg;https://cdn.entero.ru/mp@2x/2a/65/2a65d44585c006ee522c3b2945bdd902.jpg;https://cdn.entero.ru/mp@2x/40/b3/40b3addb9704606ed54b8192db9872a3.jpg;https://cdn.entero.ru/mp@2x/de/59/de59d6157bd6f02d01b4fbdc6defe81d.jpg;https://cdn.entero.ru/mp@2x/4a/fb/4afb5a740d21b51fa7afe629c7974ead.jpg;https://cdn.entero.ru/mp@2x/63/7d/637d1caa39c2f9b564e8f9f7790ea07b.jpg;https://cdn.entero.ru/mp@2x/bd/d6/bdd618a799e4ff2ad98722377eae1bcb.jpg;https://cdn.entero.ru/mp@2x/fa/dc/fadc91f818c7ece92818fd09f5d6a92d.jpg;https://cdn.entero.ru/mp@2x/7f/0e/7f0ed93c0d08827d13a106ef364a69e8.jpg,Сушилка для овощей и фруктов Libhof FDS-051,Дегидратор FDS-051 libfds051,4939,RUB,Нет,,Бытовая техника,Техника для кухни,Дегидраторы,https://entero.ru/item/302739,"<p>Дегидратор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/302739"">Libhof FDS-051</a></b> используется для сушки овощей, фруктов, ягод, грибов и трав, а также вяления рыбы, расстойки теста, приготовления сухариков, пастилы и йогурта в домашних условиях. Модель оснащена электронной панелью управления, таймером и дисплеем, на котором отображается текущая температура и время. Корпус устройства выполнен из металла и пластика.</p>

<p>В комплект поставки входят 5 съемных прозрачных пластиковых лотков и поддон для сбора капель. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Вертикальный обдув с равномерным распределением тепла</li>
<li>Регулировка температуры сушки</li>
<li>Таймер для настройки длительности процесса</li>
<li>Цифровая индикация температуры и обратного отсчета заданной длительности</li>
<li>Автоматическое отключение при перегреве</li>
<li>Простое управление благодаря интуитивно понятному меню</li>
<li>Большое смотровое окно для визуального контроля процесса</li>
<li>Возможность мойки поддонов в посудомоечной машине</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем камеры: 6 л</li>
<li>Диапазон заданной длительности: от 10 мин. до 48 ч</li>
<li>Уровень шума: 45 дБ</li>
<li>Максимальная загрузка: 2,5 кг</li>
<li>Длина кабеля питания: 1 м</li>
<li>Габариты поддонов: 290х190 мм</li>
</ul>",302739,от 35 до 70 °С,220 В,0.4 кВт,290 мм,220 мм,190 мм,2 кг,1,317x247x227 мм,0,https://entero.ru/manuals/362665/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Libhof%20FDS-051.pdf;https://entero.ru/manuals/362666/%D0%9A%D0%BD%D0%B8%D0%B3%D0%B0%20%D1%80%D0%B5%D1%86%D0%B5%D0%BF%D1%82%D0%BE%D0%B2%20%D0%B4%D0%BB%D1%8F%20%D0%B4%D0%B5%D0%B3%D0%B8%D0%B4%D1%80%D0%B0%D1%82%D0%BE%D1%80%D0%B0.pdf,6766,,2.17 кг,Словакия,Китай,5,
https://cdn.entero.ru/mp@2x/b6/ac/b6ac4928e6942109913a7b60d8006c90.jpg;https://cdn.entero.ru/mp@2x/4a/3a/4a3a7da495c183d0389ee588b39d304a.jpg;https://cdn.entero.ru/mp@2x/1e/74/1e74b10fbd03dfe956cd8980fdc90a53.jpg;https://cdn.entero.ru/mp@2x/ad/57/ad571714bd09f3686178229d55559fd1.jpg;https://cdn.entero.ru/mp@2x/d5/8f/d58f9c176a3dc30128a27e9698d8fbca.jpg;https://cdn.entero.ru/mp@2x/07/65/0765634f71ef19512a4f3494e9864ae9.jpg;https://cdn.entero.ru/mp@2x/cc/36/cc361562da1db6c148e0c5889edea011.jpg;https://cdn.entero.ru/mp@2x/b8/dc/b8dc9ff8ab0051091f3c4be7fae6bb07.jpg,Сушилка для овощей и фруктов Libhof FDS-054,Дегидратор FDS-054 libfds054,6231,RUB,Нет,,Бытовая техника,Техника для кухни,Дегидраторы,https://entero.ru/item/302742,"<p>Дегидратор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/302742"">Libhof FDS-054</a></b> используется для сушки овощей, фруктов, ягод, грибов и трав, а также вяления рыбы, расстойки теста, приготовления сухариков, пастилы и йогурта в домашних условиях. Модель оснащена электронной панелью управления, таймером и дисплеем, на котором отображается текущая температура и время. Корпус устройства выполнен из жаропрочного пластика.</p>

<p>В комплект поставки входят 5 съемных прозрачных пластиковых лотков и поддон для сбора капель. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Вертикальный обдув с равномерным распределением тепла</li>
<li>Регулировка температуры сушки</li>
<li>Таймер для настройки длительности процесса</li>
<li>Цифровая индикация температуры и обратного отсчета заданной длительности</li>
<li>Автоматическое отключение при перегреве</li>
<li>Простое управление благодаря интуитивно понятному меню</li>
<li>Возможность мойки поддонов в посудомоечной машине</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем камеры: 17 л</li>
<li>Диапазон заданной длительности: от 10 мин. до 48 ч</li>
<li>Уровень шума: 45 дБ</li>
<li>Максимальная загрузка: 2,5 кг</li>
<li>Длина кабеля питания: 1 м</li>
<li>Размер поддонов: 395х270 мм</li>
</ul>",302742,от 35 до 70 °С,220 В,0.5 кВт,400 мм,240 мм,305 мм,3.9 кг,1,437x277x343 мм,0,https://entero.ru/manuals/362681/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Libhof%20FDS-054.pdf;https://entero.ru/manuals/362682/%D0%9A%D0%BD%D0%B8%D0%B3%D0%B0%20%D1%80%D0%B5%D1%86%D0%B5%D0%BF%D1%82%D0%BE%D0%B2%20%D0%B4%D0%BB%D1%8F%20%D0%B4%D0%B5%D0%B3%D0%B8%D0%B4%D1%80%D0%B0%D1%82%D0%BE%D1%80%D0%B0.pdf,,,2.92 кг,Словакия,Китай,5,
https://cdn.entero.ru/mp@2x/7f/ec/7fecd3802e8c9aaea8e106f8393136fb.jpg;https://cdn.entero.ru/mp@2x/f5/f3/f5f397f480c46c6381d85d3c50df8c71.jpg;https://cdn.entero.ru/mp@2x/a3/ae/a3ae5dc11c1a6149be70270562214d9a.jpg;https://cdn.entero.ru/mp@2x/54/fb/54fb89e0802dde941af2d9e457172af1.jpg;https://cdn.entero.ru/mp@2x/a1/a8/a1a83c81919b45ed26b23a2c4dff3870.jpg;https://cdn.entero.ru/mp@2x/22/70/2270e87979489641aa63b0060d37007b.jpg;https://cdn.entero.ru/mp@2x/ac/5b/ac5b89b8883709fd14d937cc4943af14.jpg;https://cdn.entero.ru/mp@2x/53/7c/537c58b00990bc350cdaf59fcda688cc.jpg,Сушилка для овощей и фруктов Libhof FDS-053,Дегидратор FDS-053 libfds053,6623,RUB,Нет,,Бытовая техника,Техника для кухни,Дегидраторы,https://entero.ru/item/302741,"<p>Дегидратор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/302741"">Libhof FDS-053</a></b> используется для сушки овощей, фруктов, ягод, грибов и трав, а также вяления рыбы, расстойки теста, приготовления сухариков, пастилы и йогурта в домашних условиях. Модель оснащена электронной панелью управления, таймером и дисплеем, на котором отображается текущая температура и время. Корпус устройства выполнен из жаропрочного пластика.</p>

<p>В комплект поставки входят 5 съемных прозрачных пластиковых лотков и поддон для сбора капель. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Вертикальный обдув с равномерным распределением тепла</li>
<li>Вращающиеся поддоны</li>
<li>Регулировка температуры сушки</li>
<li>Таймер для настройки длительности процесса</li>
<li>Цифровая индикация температуры и обратного отсчета заданной длительности</li>
<li>Автоматическое отключение при перегреве</li>
<li>Простое управление благодаря интуитивно понятному меню</li>
<li>Возможность мойки поддонов в посудомоечной машине</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем камеры: 16 л</li>
<li>Диапазон заданной длительности: от 10 мин. до 48 ч</li>
<li>Уровень шума: 45 дБ</li>
<li>Максимальная загрузка: 2,5 кг</li>
<li>Длина кабеля питания: 1 м</li>
<li>Диаметр поддонов: 342 мм</li>
</ul>",302741,от 35 до 70 °С,220 В,0.5 кВт,347 мм,295 мм,347 мм,4 кг,1,367x315x367 мм,0,https://entero.ru/manuals/362675/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Libhof%20FDS-053.pdf;https://entero.ru/manuals/362676/%D0%9A%D0%BD%D0%B8%D0%B3%D0%B0%20%D1%80%D0%B5%D1%86%D0%B5%D0%BF%D1%82%D0%BE%D0%B2%20%D0%B4%D0%BB%D1%8F%20%D0%B4%D0%B5%D0%B3%D0%B8%D0%B4%D1%80%D0%B0%D1%82%D0%BE%D1%80%D0%B0.pdf,7885,,3.7 кг,Словакия,Китай,5,
https://cdn.entero.ru/mp@2x/a4/00/a400193afe9f7878419b3224aa81ede0.jpg;https://cdn.entero.ru/mp@2x/61/8d/618dd36c9937eaece7fba5a9c56a880b.jpg;https://cdn.entero.ru/mp@2x/ab/00/ab00e6c490a0346f692be28d6a30bb6f.jpg;https://cdn.entero.ru/mp@2x/eb/18/eb18fb50ee8c4a9e535e0419321ad0f4.jpg,Сушилка для овощей и фруктов Steba ED 4,Дегидратор ED 4,7480,RUB,Нет,,Бытовая техника,Техника для кухни,Дегидраторы,https://entero.ru/item/168812,"<p>Сушилка для овощей и фруктов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/168812"">Steba ED 4</a> </b>предназначена для быстрой и равномерной сушки фруктов, овощей, зелени и других продуктов в частных домах и квартирах. Модель оснащена регулятором температуры. Корпус выполнен из пластмассы.</p>

<p>В комплект поставки входят 5 пластиковых лотков.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Циркуляция воздуха</li>
<li>Лотки не содержат бисфенол А (ВРА)</li>
<li>Защита от перегрева</li>
</ul>",168812,от 40 до 70 °С,220 В,0.28 кВт,,255 мм,270 мм,,,,0,https://entero.ru/manuals/194805/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Steba%20ED%204%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,180 кг,Германия,Китай,5,1.5 кг
https://cdn.entero.ru/mp@2x/b4/30/b430c49cc71d4c6247b3382acf8c696d.jpg;https://cdn.entero.ru/mp@2x/12/ed/12ed6642241248ddf0bd035b8d6e5abf.jpg;https://cdn.entero.ru/mp@2x/f9/a2/f9a2487ed8be29effa63bbc10251f563.jpg,Сушилка для овощей и фруктов Status 6600151 (14L),Дегидратор 6600151 (14L),10130,RUB,Нет,,Бытовая техника,Техника для кухни,Дегидраторы,https://entero.ru/item/245310,"<p>Сушилка для овощей и фруктов <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/245310""><b class=""b"">Status 6600151 (14L)</b></a> предназначена для дегидрации фруктов, овощей, грибов, зелени, мяса и других продуктов в квартирах, частных домах, кафе и ресторанах. Модель оснащена механической панелью управления и 4 ножками. Корпус и лотки для сушки выполнены из металла, дверца - из закаленного стекла.</p>

<p>В комплект поставки входят 3 сетчатых лотка для мелких продуктов, 2 лотка для крупных плодов и поддон для крошек.</p>

<p><b>Особенности:</b></p>

<ul>
<li>12-часовой таймер </li>
<li>Равномерное распределение температуры на всех уровнях</li>
<li>Защита от перегрева</li>
<li>Подходит для мытья в посудомоечной машине</li>
<li>Без бисфенола А</li>
<li>Компактный размер</li>
<li>Надежный корпус</li>
<li>Низкий уровень шума</li>
<li>Простота использования</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота: от 50 до 60 Гц</li>
<li>Температура окружающей среды: от -5 до +40 ° С</li>
<li>Относительная влажность: до 50 %</li>
<li>Площадь для сушки: 0,27 м<sup>2</sup></li>
<li>Объем: 14 л</li>
<li>Размер лотка: 270x200 мм</li>
<li>Цвет: красный</li>
</ul>",245310,от 50 до 80 °С,220 В,0.35 кВт,390 мм,290 мм,228 мм,,,,0,https://entero.ru/manuals/296407/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Status%206600151%20%2814L%29.pdf,10552,,4.29 кг,Словения,Китай,5,
https://cdn.entero.ru/mp@2x/fa/ec/faec46e2a047a74b7954b48408898bc1.jpg;https://cdn.entero.ru/mp@2x/90/ac/90ac64eeee0cdb785f1c1182d5ff0fde.jpg;https://cdn.entero.ru/mp@2x/a7/52/a752cfb0639db72cb1011c4763f7caa6.jpg;https://cdn.entero.ru/mp@2x/76/a8/76a87b89605973c066389eaac5de22d0.jpg;https://cdn.entero.ru/mp@2x/8a/c8/8ac84e218cae6c3b4650140af08ea5cc.jpg;https://cdn.entero.ru/mp@2x/16/56/1656f24b6976e24493b042f01245155f.jpg;https://cdn.entero.ru/mp@2x/e5/c8/e5c8c759f109c83153bf64329afe8878.jpg;https://cdn.entero.ru/mp@2x/ea/45/ea45fb0794f6838661fab0a00e9ce492.jpg;https://cdn.entero.ru/mp@2x/a1/72/a1720e29360ee1556601cd86784cd9ca.jpg;https://cdn.entero.ru/mp@2x/25/ec/25ec0825f4da8ea43fa275f5abc09cff.jpg,Сушилка для овощей и фруктов Foodatlas FA-6,Дегидратор FA-6,11973,RUB,Нет,Foodatlas,Бытовая техника,Техника для кухни,Дегидраторы,https://entero.ru/item/259619,"<p>Дегидратор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/259619"">Foodatlas FA-6</a></b> используется на предприятиях общественного питания и торговли для сушки овощей, фруктов, ягод, грибов и трав. Модель оснащена электронной панелью управления, терморегулятором, дверцей с замком, эргономичной ручкой, нескользящими ножками и смотровым окном, позволяющим контролировать рабочий процесс. Корпус и решетки выполнены из нержавеющей стали.</p>

<p>В комплект поставки входят 6 решеток.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Таймер</li>
<li>ТЭН на задней крышке корпуса</li>
<li>Вентиллятор для распределения нагретого воздуха в камере</li>
<li>Большая вместимость</li>
<li>Компактность</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота: 50 Гц</li>
<li>Расстояние между уровнями: 27 мм</li>
<li>Размер ячейки решетки: 7x7 мм</li>
<li>Габариты решеток: 280x200 мм</li>
</ul>",259619,от 30 до 80 °С,220 В,0.4 кВт,298 мм,300 мм,180 мм,5.5 кг,1,350x350x235 мм,0,https://entero.ru/manuals/319633/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20FA-6.pdf;https://entero.ru/manuals/319634/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,4.7 кг,Китай,Китай,6,
https://cdn.entero.ru/mp@2x/25/3b/253b97d45d9855531907dbdae2eb0e21.jpg;https://cdn.entero.ru/mp@2x/55/aa/55aae59bca05091be13cbff562adf2ae.jpg;https://cdn.entero.ru/mp@2x/d9/3a/d93a3df418413f1c9f21093d4c06f3e7.jpg;https://cdn.entero.ru/mp@2x/36/6a/366a783e07a339313c85b1e73ae4d359.jpg;https://cdn.entero.ru/mp@2x/bd/ce/bdcecaeb6fa540f487d54f72a81b1eca.jpg;https://cdn.entero.ru/mp@2x/dc/2a/dc2ab8281d246ce2a35db21e4b659d02.jpg,Сушилка для овощей и фруктов Steba ED 8,Дегидратор ED 8,14257,RUB,Нет,,Бытовая техника,Техника для кухни,Дегидраторы,https://entero.ru/item/132033,"<p>Сушилка для овощей и фруктов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/132033"">Steba ED 8</a> </b>предназначена для быстрой и равномерной сушки фруктов, овощей, зелени и других продуктов в частных домах и квартирах. Модель оснащена электронным управлением с цифровым дисплеем. Корпус выполнен из пластмассы.</p>

<p>В комплект поставки входят 5 пластиковых лотков со съемным дном, коврик для трав и коврик для желе.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Лотки вращаются на 360°</li>
<li>Циркуляция воздуха</li>
<li>Регулировка температуры</li>
<li>Таймер от 1 до 48 ч</li>
<li>Лотки не содержат бисфенол А (ВРА)</li>
</ul>

<p><b>Дополнительные характеристики:</b> </p>

<ul>
<li>Диаметр лотков: 325 мм</li>
</ul>",132033,от 35 до 70 °С,220 В,от 0.5 до 70 кВт,345 мм,360 мм,310 мм,,,,0,https://entero.ru/manuals/149656/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Steba%20ED%208%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,3.4 кг,Германия,Китай,9,
https://cdn.entero.ru/mp@2x/fb/ec/fbecf716d39827c637a1cd99ca9112d5.jpg;https://cdn.entero.ru/mp@2x/46/54/46546a40f531f32eff832359eeaddaa3.jpg,Сушилка для овощей и фруктов Status 6600152 (30L),Дегидратор 6600152 (30L),14387,RUB,Нет,,Бытовая техника,Техника для кухни,Дегидраторы,https://entero.ru/item/245306,"<p>Сушилка для овощей и фруктов <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/245306""><b class=""b"">Status 6600152 (30L)</b></a> предназначена для дегидрации фруктов, овощей, грибов, зелени, мяса и других продуктов в квартирах, частных домах, кафе и ресторанах. Модель оснащена механической панелью управления и 4 ножками. Корпус и лотки для сушки выполнены из металла, дверца - из закаленного стекла.</p>

<p>В комплект поставки входят 4 сетчатых лотка, 4 линейных лотка и поддон для крошек.</p>

<p><b>Особенности:</b></p>

<ul>
<li>12-часовой таймер </li>
<li>Равномерное распределение температуры на всех уровнях</li>
<li>Подходит для мытья в посудомоечной машине</li>
<li>Без бисфенола А</li>
<li>Надежный корпус</li>
<li>Низкий уровень шума</li>
<li>Простота использования<br>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота: от 50 до 60 Гц</li>
<li>Температура окружающей среды: от -5 до +40 ° С</li>
<li>Относительная влажность: до 50 %</li>
<li>Площадь для сушки: 0,74 м<sup>2</sup></li>
<li>Объем: 30 л</li>
<li>Размер лотка: 370x250 мм</li>
<li>Цвет: красный</li>
</ul>",245306,от 50 до 80 °С,220 В,0.65 кВт,505 мм,327 мм,360 мм,,,,0,https://entero.ru/manuals/296406/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Status%206600152%20%2830L%29.pdf,15638,,7.95 кг,Словения,Китай,8,
https://cdn.entero.ru/mp@2x/fa/e0/fae062d684c503f96a7747858076b061.jpg;https://cdn.entero.ru/mp@2x/fe/36/fe36d2b443c09bfac06f3cee4a9f16df.jpg;https://cdn.entero.ru/mp@2x/9a/40/9a401d3007f69851572529770908ceb7.jpg;https://cdn.entero.ru/mp@2x/64/c3/64c30812385bf5d2b4d3c198eb80ebd8.jpg;https://cdn.entero.ru/mp@2x/3a/bd/3abdf595c238928d5311df52bba4c97f.jpg;https://cdn.entero.ru/mp@2x/1f/21/1f212ca1459082adbb138e426231de1c.jpg;https://cdn.entero.ru/mp@2x/2c/f0/2cf0663aa02138c80a6fd8af51dcf14e.jpg;https://cdn.entero.ru/mp@2x/5f/cb/5fcb1714397061bb5f6baba2e3f0e976.jpg;https://cdn.entero.ru/mp@2x/27/52/275203a4145b642b01f91b964e270468.jpg;https://cdn.entero.ru/mp@2x/6b/6b/6b6b3d782edf644144d59c0e94a98026.jpg,Сушилка для овощей и фруктов Foodatlas FA-8 Eco,Дегидратор FA-8 Eco,15491,RUB,Нет,Foodatlas,Бытовая техника,Техника для кухни,Дегидраторы,https://entero.ru/item/259616,"<p>Дегидратор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/259616""><b class=""b"">Foodatlas FA-8</b></a> используется на предприятиях общественного питания и торговли для сушки овощей, фруктов, ягод, грибов и трав. Модель оснащена электронной панелью управления, терморегулятором, дверцей с замком, эргономичной ручкой, нескользящими ножками и смотровым окном, позволяющим контролировать рабочий процесс. Корпус и решетки выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Таймер</li>
<li>ТЭН на задней крышке корпуса</li>
<li>Вентиллятор для распределения нагретого воздуха в камере</li>
<li>Большая вместимость</li>
<li>Компактность</li>
</ul>",259616,от 30 до 80 °С,220 В,0.4 кВт,357 мм,300 мм,350 мм,7.5 кг,1,415x355x390 мм,0,https://entero.ru/manuals/319631/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20FA-8.pdf;https://entero.ru/manuals/319632/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,16657,,6.8 кг,Китай,Китай,8,
