Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Установка,Управление,Количество конфорок,Температурный режим духовки,Конфорка,Духовой шкаф
https://cdn.entero.ru/mp@2x/88/8d/888d0b96bc51b2074f81397e438b52d5.jpg;https://cdn.entero.ru/mp@2x/a6/06/a606ad95711e9b8e695c1e4b84309f9d.jpg;https://cdn.entero.ru/mp@2x/be/98/be9894af4c987d2daeabbc64345beeb5.jpg;https://cdn.entero.ru/mp@2x/15/c2/15c224956b8c7aa6f58de9ddd9160116.jpg;https://cdn.entero.ru/mp@2x/98/bb/98bb93eedd40df1bcec8e326e50b9fab.jpg,Плита индукционная Steba IK 55,Плита индукционная Steba IK 55,11715,RUB,Нет,,Бытовая техника,Крупная бытовая техника,Электрические плиты,https://entero.ru/item/131725,"<p>Настольная индукционная плита <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/131725"">Steba IK 55</a> </b><span style=""font-size: 12px;"">предназначена для приготовления и быстрого разогрева блюд в частных домах, квартирах, отелях и офисах. Модель оснащена сенсорной панелью управления с цифровым дисплеем и датчиком наличия посуды на конфорке. Корпус выполнен из нержавеющей стали, поверхность - из прочной стеклокерамики.</span></p>

<p><b><span style=""font-size: 12px;"">Особенности:</span></b></p>

<ul>
<li><span style=""font-size: 12px;"">10 уровней мощности</span></li>
<li><span style=""font-size: 12px;"">Регулировка температуры</span></li>
<li><span style=""font-size: 12px;"">Таймер до 180 мин.</span></li>
<li>Автоматическое отключение без посуды</li>
<li>Блокировка от детей</li>
<li>Легкая очистка</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Рабочая температура: от 60 до 240 °C</li>
<li>Диаметр конфорки: 220 мм</li>
<li>Мощность конфорки: от 0,2 до 2 кВт</li>
</ul>",131725,220 В,2 кВт,280 мм,350 мм,70 мм,,,,0,https://entero.ru/manuals/148622/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Steba%20IK%2055%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,12734,,2.3 кг,,Германия,настольная,электромеханическое,1,,индукционная,
https://cdn.entero.ru/mp@2x/bd/e8/bde8d63ae8ecc0a979d69372c1e4bf94.jpg;https://cdn.entero.ru/mp@2x/50/22/50223fbd5b094a4f339c38421b25be45.jpg;https://cdn.entero.ru/mp@2x/f6/37/f6374038c748c4e00d6e37c5b6bb74f3.jpg;https://cdn.entero.ru/mp@2x/e3/45/e34528344e5bca8c608dd1356c7542c0.jpg;https://cdn.entero.ru/mp@2x/23/61/236139e230593fc0e2a17ef5d4bbe13b.jpg;https://cdn.entero.ru/mp@2x/67/cb/67cb71b4ad3ef98a02d85f9a94667ebb.jpg;https://cdn.entero.ru/mp@2x/35/c7/35c7f71b45be217e2d173066d3031601.jpg;https://cdn.entero.ru/mp@2x/f3/0a/f30afe0e1feb028f1d49d97c45df06b6.jpg;https://cdn.entero.ru/mp@2x/de/03/de03790d87391ec69a8b206ed63304cb.jpg;https://cdn.entero.ru/mp@2x/05/51/055183d290fb174c7b6e795b4172cc76.jpg;https://cdn.entero.ru/mp@2x/eb/bc/ebbc0fdc39c8ca9e2815aecdd29f6cc7.jpg;https://cdn.entero.ru/mp@2x/65/4e/654eb418595bc484021865e031f6aefd.jpg;https://cdn.entero.ru/mp@2x/b6/86/b686df8bdb7f89d05f9d6b9939e804f1.jpg;https://cdn.entero.ru/mp@2x/5c/19/5c191717a4773e3f87c2337a020aa07d.jpg,Плита электрическая настольная Maunfeld EVCE.F592-BK,Плита электрическая настольная Maunfeld EVCE.F592-BK,12772,RUB,Нет,,Бытовая техника,Крупная бытовая техника,Электрические плиты,https://entero.ru/item/257151,"<p>Настольная электрическая плита <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/257151"">Maunfeld EVCE.F592-BK</a> </b>предназначена для приготовления и быстрого разогрева блюд в отелях, офисах и домашних условиях. Модель оснащена 2 независимыми варочными зонами, кабелем питания с вилкой, 2 сенсорными панелями управления с сигнальными лампами и цифровыми дисплеями с индикацией красного цвета. Корпус выполнен из стали с антикоррозийным покрытием, рабочая поверхность – из стеклокерамики черного цвета.</p>

<p>В комплект поставки входят инструкция по эксплуатации и гарантийный талон.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Основные программы приготовления с регулировкой мощности и длительности:
<ul>
<li>Базовый</li>
<li>Жарка</li>
<li>Жаркое в горшочке</li>
</ul>
</li>
<li>Дополнительные автоматические программы:
<ul>
<li>Суп</li>
<li>Кипячение</li>
</ul>
</li>
<li>Высокоэффективные нагревательные элементы Hi-Light</li>
<li>10 уровней регулировки мощности</li>
<li>Таймер для настройки времени автоматического отключения</li>
<li>Цифровая индикация мощности и заданной длительности</li>
<li>Индикаторы остаточного тепла</li>
<li>Светодиодные индикаторы питания, активных режимов и функций</li>
<li>Звуковая сигнализация для подтверждения настроек и оповещения об окончании приготовления</li>
<li>Функция блокировки кнопок для защиты от случайного нажатия</li>
<li>Самодиагностика с индикацией кодв неисправностей</li>
<li>Автоматическое отключение при перегреве</li>
<li>Система охлаждения с помощью автоматически регулируемой вентиляции</li>
<li>Устойчивые нескользящие опоры</li>
<li>Компактные габариты для оптимизации пространства</li>
<li>Рукоятки для удобства транспортировки</li>
<li>Класс электрозащиты: II</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон регулировки температуры: от 100 до 650 °C </li>
<li>Диапазон регулировки мощности: от 0,2 до 2 кВт</li>
<li>Шаг регулировки мощности: 0,2 кВт</li>
<li>Максимальная мощность 1 варочной зоны: 2 кВт</li>
<li>Диапазон регулировки длительности: от 1 мин. до 24 ч</li>
<li>Длительность автоматической работы до отключения при отсутствии изменений:2 ч</li>
<li>Температура (мощность) / длительность программ:
<ul>
<li>Суп: 1,2 кВт / 90 мин.</li>
<li>Кипячение: 2 кВт / 18 мин.</li>
</ul>
</li>
<li>Средний срок службы: 3 г.</li>
<li>Диаметр варочных зон: 200 мм</li>
<li>Длина кабеля питания: 1425 мм</li>
</ul>",257151,220 В,4 кВт,590 мм,390 мм,65 мм,,,,0,https://entero.ru/manuals/316993/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Maunfeld%20EVCE.F592-BK.pdf,13304,,6.5 кг,Великобритания,Китай,настольная,электронное,2,,стеклокерамическая,
https://cdn.entero.ru/mp@2x/fe/fa/fefa62ab2365155d0639b4f0273d312b.jpg;https://cdn.entero.ru/mp@2x/c4/bc/c4bca15bca0ac6f7d56a43ce3ce1cd49.jpg;https://cdn.entero.ru/mp@2x/e2/a5/e2a5489056de8ad2d8b7ccaae6366e7b.jpg;https://cdn.entero.ru/mp@2x/5b/06/5b06d3b838de084efde095b74bb31099.jpg,Плита индукционная CASO TC 2100 Thermo Control,Плита индукционная CASO TC 2100 Thermo Control,14626,RUB,Нет,CASO,Бытовая техника,Крупная бытовая техника,Электрические плиты,https://entero.ru/item/103911,"<p>Настольная индукционная плита <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/103911"">CASO TC 2100 Thermo Control</a> </b>предназначена для приготовления и быстрого разогрева блюд в частных домах, квартирах, отелях и офисах. Модель оснащена сенсорной панелью управления и встроенным термощупом точностью 1 °C с держателем. Корпус выполнен из нержавеющей стали, зона нагрева - из стеклокерамики.</p>

<p><b>Особенности:</b></p>

<ul>
<li>12 уровней мощности</li>
<li>Таймер от 1 до 180 мин. </li>
<li>Функция поддержания температуры</li>
<li>Возможность приготовления блюд по технологии Sous Vide</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Рабочая температура: от 60 до 240 °C</li>
</ul>",103911,220 В,3.5 кВт,280 мм,370 мм,60 мм,,,,0,https://entero.ru/manuals/94440/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CASO%20TC%202100%20Thermo%20Control%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456240152&hd=2&autoplay=0,2.23 кг,,Германия,настольная,электронное,1,,индукционная,
https://cdn.entero.ru/mp@2x/42/b5/42b5e80ef7d2ca234322c97b39d9dc9e.jpg;https://cdn.entero.ru/mp@2x/cf/97/cf97fc6dfa5354df94c989f5797978a0.jpg;https://cdn.entero.ru/mp@2x/15/48/1548702b8530d76562ee1348380f0120.jpg,Плита индукционная Steba IK 750,Плита индукционная Steba IK 750,20440,RUB,Нет,,Бытовая техника,Крупная бытовая техника,Электрические плиты,https://entero.ru/item/131728,"<p>Настольная индукционная плита <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/131728"">Steba IK 750</a> </b><span style=""font-size: 12px;"">предназначена для приготовления и быстрого разогрева блюд в частных домах, квартирах, отелях и офисах. Модель оснащена сенсорной панелью управления с цифровым дисплеем и датчиком наличия посуды на конфорке. Корпус выполнен из нержавеющей стали, поверхность - из прочной стеклокерамики.</span></p>

<p><b><span style=""font-size: 12px;"">Особенности:</span></b></p>

<ul>
<li><span style=""font-size: 12px;"">10 уровней мощности - левая конфорка</span></li>
<li><span style=""font-size: 12px;"">9 уровней мощности - правая конфорка</span></li>
<li><span style=""font-size: 12px;"">Режим Бустер</span></li>
<li><span style=""font-size: 12px;"">Регулировка температуры</span></li>
<li><span style=""font-size: 12px;"">Таймер до 180 мин.</span></li>
<li>Автоматическое отключение без посуды</li>
<li>Блокировка от детей</li>
<li>Легкая очистка</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Рабочая температура: от 60 до 240 °C</li>
<li>Диаметр конфорок: 230 мм</li>
<li>Мощность конфорок:
<ul>
<li>левая: от 0,4 до 1,8 кВт</li>
<li>правая: от 0,4 до 1,7 кВт</li>
</ul>
</li>
</ul>",131728,220 В,3.5 кВт,610 мм,375 мм,60 мм,,,,0,https://entero.ru/manuals/148640/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Steba%20IK%20750%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,21292,,6.6 кг,,Германия,настольная,электронное,2,,индукционная,
https://cdn.entero.ru/mp@2x/02/c3/02c35039bd0a06c3d717392c7bf2976f.jpg;https://cdn.entero.ru/mp@2x/89/4c/894cb2fdd10e78a7546bb41ff661b1ac.jpg,Плита индукционная CASO Gastro 3500 Eco,Плита индукционная CASO Gastro 3500 Eco,24228,RUB,Нет,CASO,Бытовая техника,Крупная бытовая техника,Электрические плиты,https://entero.ru/item/232014,"<p>Настольная индукционная плита <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/232014"">CASO Gastro 3500 Eco</a> </b>предназначена для приготовления и быстрого разогрева блюд в отелях, офисах и домашних условиях. Модель оснащена сенсорной панелью управления и дисплеем с индикацией синего цвета. Корпус выполнен из нержавеющей стали, рабочая поверхность – из стеклокерамики черного цвета.</p>

<p><b>Особенности:</b></p>

<ul>
<li>10 уровней регулировки мощности</li>
<li>Функция автоматического обнаружения посуды</li>
<li>Цифровая индикация уровней мощности, температуры и заданной длительности</li>
<li>Светодиодные лампы и символьная индикация на дисплее питания и функций</li>
<li>Таймер для настройки времени автоматического отключения</li>
<li>Защита от перегрева</li>
<li>Функция блокировки кнопок для защиты от случайного нажатия</li>
<li>Легкость очистки рабочей поверхности</li>
<li>Компактные габариты для удобства транспортировки</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон регулировки температуры: от 60 до 240 °C</li>
<li>Шаг регулировки температуры: 20 °C</li>
<li>Диапазон регулировки таймера: от 1 до 180 мин.</li>
<li>Максимальная нагрузка: 10 кг</li>
</ul>",232014,220 В,3.5 кВт,330 мм,420 мм,100 мм,,,,0,,,,4.9 кг,Германия,Китай,настольная,электронное,1,,индукционная,
https://cdn.entero.ru/mp@2x/2a/18/2a182f4dd8fd562351fb304da93e3239.jpg;https://cdn.entero.ru/mp@2x/30/8e/308e949da071140d33a3e2e661687478.jpg;https://cdn.entero.ru/mp@2x/e5/51/e5518ae7653567dde7ead0d600cda6e2.jpg;https://cdn.entero.ru/mp@2x/f1/e2/f1e27f208d42f58d3216475b46e80773.jpg,Плита индукционная CASO Gastro 3500 Ecostyle,Плита индукционная CASO Gastro 3500 Ecostyle,28650,RUB,Нет,CASO,Бытовая техника,Крупная бытовая техника,Электрические плиты,https://entero.ru/item/103910,"<p>Настольная индукционная плита <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/103910"">CASO Gastro 3500 Ecostyle</a> </b>предназначена для приготовления и быстрого разогрева блюд в частных домах, квартирах, отелях и офисах. Модель оснащена поворотной ручкой управления и датчиком наличия посуды на конфорке. Корпус выполнен из нержавеющей стали, зона нагрева - из стеклокерамики.</p>

<p><b>Особенности: </b></p>

<ul>
<li>6 уровней мощности</li>
<li>Защита от перегрева</li>
<li>Легкая очистка</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Уровень шума: до 60 дБ</li>
</ul>",103910,220 В,3.5 кВт,330 мм,420 мм,100 мм,,,,0,https://entero.ru/manuals/94438/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CASO%20Gastro%203500%20Ecostyle%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,29844,,4.75 кг,,Германия,настольная,механическое,1,,индукционная,
https://cdn.entero.ru/mp@2x/88/72/8872a1acb8325b9698d881441a21b57f.jpg;https://cdn.entero.ru/mp@2x/55/80/55807c3d0fe5a36ff5501be79211e0d9.jpg;https://cdn.entero.ru/mp@2x/cd/dd/cdddd43d50edfe6d7942a33773059d23.jpg,Плита индукционная CASO Master E2,Плита индукционная CASO Master E2,31181,RUB,Нет,CASO,Бытовая техника,Крупная бытовая техника,Электрические плиты,https://entero.ru/item/209287,"<p>Встраиваемая индукционная плита <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/209287"">CASO Master E2</a></b> предназначена для приготовления и быстрого разогрева блюд в частных домах, квартирах, отелях и офисах. Модель оснащена сенсорной панелью управления с большим цифровым дисплеем. Поверхность цельностеклянная Schott Ceran.</p>

<p><b>Особенности:</b></p>

<ul>
<li>9 уровней мощности на каждую конфорку</li>
<li>Таймер на 99 мин. c шагом 1 мин.</li>
<li>Автоматическое обнаружение посуды</li>
<li>Автоматическое отключение</li>
<li>Индикация остаточного тепла</li>
<li>Блокировка от детей</li>
<li>Защита от перегрева</li>
<li>Легкая очистка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность конфорок: 1,5 кВт / 2 кВт</li>
<li>Диаметр посуды: от 120 до 200 мм</li>
<li>Размер для встраивания: 268х500 мм</li>
</ul>",209287,220 В,3.5 кВт,290 мм,520 мм,60 мм,,,,0,https://entero.ru/manuals/244744/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CASO%20Master%20E2.docx;https://entero.ru/manuals/244745/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%B2%D1%81%D1%82%D1%80%D0%B0%D0%B8%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F.jpg,,,5.2 кг,Германия,Китай,встраиваемая,электронное,2,,индукционная,
https://cdn.entero.ru/mp@2x/60/e2/60e26b5e462e4a0f4b341038a5442b73.jpg;https://cdn.entero.ru/mp@2x/16/94/16945730a649e947bda74e9111168e73.jpg;https://cdn.entero.ru/mp@2x/22/ce/22ce515bf5fb7093f8fcb16dabb4c2b9.jpg;https://cdn.entero.ru/mp@2x/c3/7c/c37c56d7642f6c013d3e7e1dd90c5add.jpg;https://cdn.entero.ru/mp@2x/86/1b/861b2b1a801a4bdae21e5caad052805f.jpg,Плита индукционная Steba IK 300 S.C.,06.63.00,31962,RUB,Нет,,Бытовая техника,Крупная бытовая техника,Электрические плиты,https://entero.ru/item/283590,"<p>Индукционная плита <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/283590"">Steba IK 300 S.C.</a> </b>предназначена для приготовления большого ассортимента блюд в домашних условиях. Принцип работы основан на непосредственном нагреве металлической посуды создаваемыми высокочастотным магнитным полем индуцированными вихревыми токами. Модель оснащена 2 варочными зонами, кабелем питания с вилкой, сенсорной панелью управления и 3 цифровыми дисплеями с индикацией красного цвета. Рабочая поверхность выполнена из высококачественной прочной стеклокерамики Schott Ceran® черного цвета с белой графикой.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Режимы:
<ul>
<li>Заданная мощность для приготовления супов или кипячения</li>
<li>Заданная температура для жарки мяса и овощей</li>
</ul>
</li>
<li>Таймер для установки длительности приготовления </li>
<li>Функция распознавания наличия и размера посуды </li>
<li>Цифровая индикация мощности, температуры и оставшегося до завершения времени</li>
<li>Светодиодные индикаторы питания и режимов</li>
<li>Индикация остаточного тепла рабочей поверхности каждой варочной зоны для предотвращения ожога</li>
<li>Функция блокировки кнопок для защиты от случайного изменения настроек</li>
<li>Автоматическое отключение (ограничение работы):
<ul>
<li>Защита от перегрева при превышении допустимой температуры</li>
<li>Отсутствие или неподходящие материалы используемой посуды</li>
<li>Длительное отсутствие действий </li>
</ul>
</li>
<li>Самодиагностика с индикацией кодов неисправностей</li>
<li>Звуковая сигнализация для подтверждения настроек, оповещения о завершении приготовления и неисправностях</li>
<li>Регулировка мощности, температуры и настройка таймера с помощью клавиш «+» и «-»</li>
<li>Простое управление с помощью легкого прикосновения и удобного меню</li>
<li>Возможность настольного размещения либо встраивания в столешницу</li>
<li>Эффективная система охлаждения с помощью автоматически регулируемой принудительной вентиляции</li>
<li>Нескользящие прорезиненные опоры</li>
<li>Абсолютно гладкая поверхность для легкости очистки</li>
<li>Эргономичный современный дизайн </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная мощность варочных зон: 
<ul>
<li>Левая: 1,8 кВт</li>
<li>Правая: 1,3 кВт</li>
</ul>
</li>
<li>Шаг регулировки мощности: 0,2 кВт</li>
<li>Значение мощности по умолчанию: 1,2 кВт</li>
<li>Диапазон регулировки температуры варочных зон: от 60 до 260 °С</li>
<li>Шаг регулировки температуры: 20 °С</li>
<li>Значение температуры по умолчанию: 180 °С</li>
<li>Диапазон регулировки длительности приготовления: от 0 до 180 мин.</li>
<li>Минимальный шаг регулировки длительности: 5 мин.</li>
<li>Длительность работы до перехода в режим ожидания при отсутствии действий: 1 мин.</li>
<li>Диаметр варочных зон: 280 мм</li>
<li>Минимальный диаметр посуды: 120 мм</li>
<li>Габариты ниши для встраивания: 675х400 мм</li>
<li>Минимальный отступ при монтаже: 55 мм</li>
</ul>",283590,220 В,3.1 кВт,790 мм,420 мм,70 мм,,,,0,https://entero.ru/manuals/349994/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Steba%20IK%20300%20S.C..pdf,33644,,7.5 кг,Германия,Китай,"встраиваемая, настольная",электронное,2,,"индукционная, стеклокерамическая",
https://cdn.entero.ru/mp@2x/4a/10/4a10f40b89a7223c4f4fc5238e5de089.jpg;https://cdn.entero.ru/mp@2x/a9/51/a951c01f9d91ae24e602a12552588b4a.jpg;https://cdn.entero.ru/mp@2x/66/7f/667fec1167fe055859544173edb1cd2d.jpg,Плита индукционная Steba IK 3500 Flex,Плита индукционная Steba IK 3500 Flex,43763,RUB,Нет,,Бытовая техника,Крупная бытовая техника,Электрические плиты,https://entero.ru/item/131923,"<p>Индукционная плита <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/131923"">Steba IK 3500 Flex</a> </b><span style=""font-size: 12px;"">предназначена для приготовления и быстрого разогрева блюд в частных домах, квартирах, отелях и офисах. Модель оснащена сенсорной панелью управления с цифровым дисплеем и датчиком наличия посуды на конфорке. Поверхность выполнена из прочной стеклокерамики.</span></p>

<p><b><span style=""font-size: 12px;"">Особенности:</span></b></p>

<ul>
<li>2 способа установки:
<ul>
<li>настольная</li>
<li>встраиваемая в столешницу</li>
</ul>
</li>
<li><span style=""font-size: 12px;"">9 уровней мощности на каждой конфорке</span></li>
<li><span style=""font-size: 12px;"">Технология ""Flex Zone"" (возможность размещения любого количества посуды на поверхности)</span></li>
<li><span style=""font-size: 12px;"">Режим Бустер</span></li>
<li><span style=""font-size: 12px;"">Таймер до 180 мин.</span></li>
<li>Автоматическое отключение без посуды</li>
<li>Блокировка от детей</li>
<li>Легкая очистка</li>
</ul>",131923,220 В,3.5 кВт,690 мм,420 мм,95 мм,,,,0,https://entero.ru/manuals/149265/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Steba%20IK%203500%20Flex%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,47568,,12.2 кг,,Германия,"настольная, встраиваемая",электронное,2,,индукционная,
https://cdn.entero.ru/mp@2x/bd/10/bd10f0a86c947a76d73ba4932f5fb6a8.jpg,Варочный центр SMEG SUK91CMX9,Варочный центр SMEG SUK91CMX9,174990,RUB,Нет,SMEG,Бытовая техника,Крупная бытовая техника,Электрические плиты,https://entero.ru/item/230268,"<p>Варочный центр <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/230268"">Smeg SUK91CMX9</a></b> предназначен для приготовления первых, вторых, третьих блюд в наплитной посуде в ресторанах, частных домах, квартирах и отелях. Модель оснащена электронным таймером, поворотными переключателями, 5 зонами приготовления, духовкой и отсеком с откидной дверцей для хранения в цоколе. Духовка оснащена галогеновой подсветкой, металлическими направляющими и покрыта эмалью Ever Clean. Корпус выполнен из нержавеющей стали с обработкой против отпечатков пальцев.</p>

<p><b>Режимы приготовления:</b></p>

<ul>
<li>Статический</li>
<li>Вентилируемый</li>
<li>Термовентилируемый</li>
<li>ECO</li>
<li>Гриль большой</li>
<li>Гриль большой + конвекция</li>
<li>Нижний нагрев + конвекция</li>
<li>Вертел</li>
</ul>

<p><b>Комплектация:</b></p>

<ul>
<li>Противень глубокий (40 мм)</li>
<li>Противень (20 мм)</li>
<li>Решетка с задним упором</li>
<li>Решетка для противня</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Функция паровой очистки</li>
<li>5 уровней приготовления</li>
<li>Блокировка управления</li>
<li>Режим ограничения мощности: 7, 4,5 и 3,1 кВт</li>
<li>Защита при перегреве</li>
<li>Электронный программатор: таймер начала и окончания приготовления</li>
<li>Электронный контроль температуры</li>
<li>Индикация минимального диаметра посуды</li>
<li>Легкосъемная дверца</li>
<li>3 стекла дверцы: внутреннее стекло сплошное легкосъемное</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность зон приготовления:
<ul>
<li>1 зона: 1,20 кВт</li>
<li>2 зона: 2 кВт</li>
<li>3 зона: 1,40 - 2,20 кВт</li>
<li>4 зона: 0,70 - 2 кВт</li>
<li>5 зона: 1,20 кВт</li>
</ul>
</li>
<li>Мощность гриля: 1,7 кВт</li>
<li>Мощность большого гриля: 2,9 кВт</li>
<li>Мощность нагревательных элементов:
<ul>
<li>Нижнего: 1,8 кВт</li>
<li>Верхнего: 1,2 кВт</li>
<li>Кольцевого: 2 x 1,55 кВт</li>
</ul>
</li>
<li>Объем духовки:
<ul>
<li>Общий: 129 л</li>
<li>Полезный: 115 л</li>
</ul>
</li>
<li>Внутренние габариты: 371x724x418 мм</li>
</ul>",230268,220 В,11.8 кВт,900 мм,600 мм,900 мм,,,,0,,188161,,75 кг,,Италия,напольная,электромеханическое,5,от 50 до 260 °С,стеклокерамическая,Да
